table_id,row_id,_b_state_institutional_control_system_and_institution_b_full_path,_b_state_institutional_control_system_and_institution_b_level_1,_b_state_institutional_control_system_and_institution_b_level_2,_b_state_institutional_control_system_and_institution_b_level_3,_b_state_institutional_control_system_and_institution_b_level_4,_b_state_institutional_control_system_and_institution_b_hierarchy_depth,field_all_r_d_expenditures
12653,r227,Georgia -> Public (U. System Georgia Board of Regents) -> Kennesaw State U.,Georgia,Public (U. System Georgia Board of Regents),Kennesaw State U.,,3,"['32,497', '']"
12653,r228,Georgia -> Public (U. System Georgia Board of Regents) -> Savannah State U.,Georgia,Public (U. System Georgia Board of Regents),Savannah State U.,,3,"['1,706', '']"
12653,r229,Georgia -> Public (U. System Georgia Board of Regents) -> U. Georgia,Georgia,Public (U. System Georgia Board of Regents),U. Georgia,,3,"['570,956', '']"
12653,r230,Georgia -> Public (U. System Georgia Board of Regents) -> U. North Georgia,Georgia,Public (U. System Georgia Board of Regents),U. North Georgia,,3,"['1,643', '']"
12653,r231,Georgia -> Public (U. System Georgia Board of Regents) -> U. West Georgia,Georgia,Public (U. System Georgia Board of Regents),U. West Georgia,,3,"['574', '']"
12653,r232,Georgia -> Public (U. System Georgia Board of Regents) -> Valdosta State U.,Georgia,Public (U. System Georgia Board of Regents),Valdosta State U.,,3,"['225', '']"
12653,r233,Georgia -> Private,Georgia,Private,,,2,"['1,219,435', '']"
12653,r234,Georgia -> Private -> Agnes Scott C.,Georgia,Private,Agnes Scott C.,,3,"['494', 'i']"
12653,r235,Georgia -> Private -> Berry C.,Georgia,Private,Berry C.,,3,"['1,046', '']"
12653,r236,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,,3,"['10,320', '']"
12653,r237,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,,3,"['1,094,328', '']"
12653,r238,Georgia -> Private -> Life U.,Georgia,Private,Life U.,,3,"['248', '']"
12653,r239,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,,3,"['45,247', '']"
12653,r240,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,,3,"['5,750', '']"
12653,r241,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,,3,"['57,125', '']"
12653,r242,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,,3,"['4,877', '']"
12653,r243,Hawaii,Hawaii,,,,1,"['339,716', '']"
12653,r244,Hawaii -> Public (U. Hawaii System),Hawaii,Public (U. Hawaii System),,,2,"['336,803', '']"
12653,r245,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Hilo",Hawaii,Public (U. Hawaii System),"U. Hawaii, Hilo",,3,"['8,112', '']"
12653,r246,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Manoa",Hawaii,Public (U. Hawaii System),"U. Hawaii, Manoa",,3,"['313,143', '']"
12653,r247,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, Manoa -> U. Hawaii, Maui C.",Hawaii,Public (U. Hawaii System),"U. Hawaii, Manoa","U. Hawaii, Maui C.",4,"['1,376', '']"
12653,r248,"Hawaii -> Public (U. Hawaii System) -> U. Hawaii, system office",Hawaii,Public (U. Hawaii System),"U. Hawaii, system office",,3,"['14,172', '']"
12653,r249,Hawaii -> Private,Hawaii,Private,,,2,"['2,913', '']"
12653,r250,Hawaii -> Private -> Hawaii Pacific U.,Hawaii,Private,Hawaii Pacific U.,,3,"['2,913', '']"
12653,r251,Idaho,Idaho,,,,1,"['207,362', '']"
12653,r252,Idaho -> Public,Idaho,Public,,,2,"['206,906', '']"
12653,r253,Idaho -> Public -> Boise State U.,Idaho,Public,Boise State U.,,3,"['52,989', '']"
12653,r254,Idaho -> Public -> Idaho State U.,Idaho,Public,Idaho State U.,,3,"['17,548', '']"
12653,r255,Idaho -> Public -> Lewis-Clark State C.,Idaho,Public,Lewis-Clark State C.,,3,"['468', '']"
12653,r256,Idaho -> Public -> U. Idaho,Idaho,Public,U. Idaho,,3,"['135,901', '']"
12653,r257,Idaho -> Private,Idaho,Private,,,2,"['456', '']"
12653,r258,Idaho -> Private -> Northwest Nazarene U.,Idaho,Private,Northwest Nazarene U.,,3,"['456', '']"
12653,r259,Illinois,Illinois,,,,1,"['3,480,636', '']"
12653,r260,Illinois -> Public,Illinois,Public,,,2,"['1,469,491', '']"
12653,r261,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,,3,"['3,756', '']"
12653,r262,Illinois -> Public -> Eastern Illinois U.,Illinois,Public,Eastern Illinois U.,,3,"['869', '']"
12653,r263,Illinois -> Public -> Illinois State U.,Illinois,Public,Illinois State U.,,3,"['32,961', '']"
12653,r264,Illinois -> Public -> Northeastern Illinois U.,Illinois,Public,Northeastern Illinois U.,,3,"['2,262', '']"
12653,r265,Illinois -> Public -> Northern Illinois U.,Illinois,Public,Northern Illinois U.,,3,"['29,134', '']"
12653,r266,Illinois -> Public -> Southern Illinois U. System,Illinois,Public,Southern Illinois U. System,,3,"['80,218', '']"
12653,r267,"Illinois -> Public -> Southern Illinois U. System -> Southern Illinois U., Carbondale",Illinois,Public,Southern Illinois U. System,"Southern Illinois U., Carbondale",4,"['58,291', '']"
12653,r268,"Illinois -> Public -> Southern Illinois U. System -> Southern Illinois U., Edwardsville",Illinois,Public,Southern Illinois U. System,"Southern Illinois U., Edwardsville",4,"['21,927', '']"
12653,r269,Illinois -> Public -> U. Illinois System,Illinois,Public,U. Illinois System,,3,"['1,316,467', '']"
12653,r270,"Illinois -> Public -> U. Illinois System -> U. Illinois, Chicago",Illinois,Public,U. Illinois System,"U. Illinois, Chicago",4,"['492,936', '']"
12653,r271,"Illinois -> Public -> U. Illinois System -> U. Illinois, Springfield",Illinois,Public,U. Illinois System,"U. Illinois, Springfield",4,"['2,508', '']"
12653,r272,"Illinois -> Public -> U. Illinois System -> U. Illinois, Urbana-Champaign",Illinois,Public,U. Illinois System,"U. Illinois, Urbana-Champaign",4,"['821,023', '']"
12653,r273,Illinois -> Public -> Western Illinois U.,Illinois,Public,Western Illinois U.,,3,"['3,824', '']"
12653,r274,Illinois -> Private,Illinois,Private,,,2,"['2,011,145', '']"
12653,r275,Illinois -> Private -> Augustana C.,Illinois,Private,Augustana C.,,3,"['351', '']"
12653,r276,Illinois -> Private -> Benedictine U.,Illinois,Private,Benedictine U.,,3,"['489', '']"
12653,r277,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,,3,"['301', '']"
12653,r278,Illinois -> Private -> DePaul U.,Illinois,Private,DePaul U.,,3,"['13,267', '']"
12653,r279,Illinois -> Private -> Elmhurst U.,Illinois,Private,Elmhurst U.,,3,"['613', '']"
12653,r280,Illinois -> Private -> Erikson Institute,Illinois,Private,Erikson Institute,,3,"['2,414', '']"
12653,r281,Illinois -> Private -> Illinois C. of Optometry,Illinois,Private,Illinois C. of Optometry,,3,"['1,324', '']"
12653,r282,Illinois -> Private -> Illinois Institute of Technology,Illinois,Private,Illinois Institute of Technology,,3,"['33,021', '']"
12653,r283,Illinois -> Private -> Lake Forest C.,Illinois,Private,Lake Forest C.,,3,"['562', 'i']"
12653,r284,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",,3,"['52,445', '']"
12653,r285,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,,3,"['12,725', '']"
12653,r286,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,,3,"['1,114,269', '']"
12653,r287,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,,3,"['11,629', '']"
12653,r288,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,,3,"['132,394', '']"
12653,r289,"Illinois -> Private -> Toyota Technological Institute, Chicago",Illinois,Private,"Toyota Technological Institute, Chicago",,3,"['4,636', '']"
12653,r290,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,,3,"['628,302', '']"
12653,r291,"Illinois -> Private -> Wheaton C., Wheaton",Illinois,Private,"Wheaton C., Wheaton",,3,"['2,403', '']"
12653,r292,Indiana,Indiana,,,,1,"['2,152,037', '']"
12653,r293,Indiana -> Public,Indiana,Public,,,2,"['1,811,255', '']"
12653,r294,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,,3,"['11,650', '']"
12653,r295,Indiana -> Public -> Indiana State U.,Indiana,Public,Indiana State U.,,3,"['1,327', '']"
12653,r296,Indiana -> Public -> Indiana U.,Indiana,Public,Indiana U.,,3,"['943,400', '']"
12653,r297,"Indiana -> Public -> Indiana U. -> Indiana U., Bloomington",Indiana,Public,Indiana U.,"Indiana U., Bloomington",4,"['853,056', '']"
12653,r298,"Indiana -> Public -> Indiana U. -> Indiana U., Kokomo",Indiana,Public,Indiana U.,"Indiana U., Kokomo",4,"['429', '']"
12653,r299,"Indiana -> Public -> Indiana U. -> Indiana U., Northwest",Indiana,Public,Indiana U.,"Indiana U., Northwest",4,"['253', '']"
12653,r300,"Indiana -> Public -> Indiana U. -> Indiana U., South Bend",Indiana,Public,Indiana U.,"Indiana U., South Bend",4,"['1,593', '']"
12653,r301,"Indiana -> Public -> Indiana U. -> Indiana U., Southeast",Indiana,Public,Indiana U.,"Indiana U., Southeast",4,"['421', '']"
12653,r302,"Indiana -> Public -> Indiana U. -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,Indiana U.,"Indiana U.-Purdue U., Indianapolis",4,"['87,648', '']"
12653,r303,Indiana -> Public -> Purdue U.,Indiana,Public,Purdue U.,,3,"['854,878', '']"
12653,r304,"Indiana -> Public -> Purdue U. -> Purdue U., Fort Wayne",Indiana,Public,Purdue U.,"Purdue U., Fort Wayne",4,"['2,804', '']"
12653,r305,"Indiana -> Public -> Purdue U. -> Purdue U., Northwest",Indiana,Public,Purdue U.,"Purdue U., Northwest",4,"['7,504', '']"
12653,r306,"Indiana -> Public -> Purdue U. -> Purdue U., West Lafayette",Indiana,Public,Purdue U.,"Purdue U., West Lafayette",4,"['844,570', '']"
12653,r307,Indiana -> Private,Indiana,Private,,,2,"['340,782', '']"
12653,r308,Indiana -> Private -> Butler U.,Indiana,Private,Butler U.,,3,"['1,396', '']"
12653,r309,Indiana -> Private -> DePauw U.,Indiana,Private,DePauw U.,,3,"['430', '']"
12653,r310,Indiana -> Private -> Earlham C.,Indiana,Private,Earlham C.,,3,"['815', '']"
12653,r311,Indiana -> Private -> Indiana Wesleyan U.,Indiana,Private,Indiana Wesleyan U.,,3,"['852', '']"
12653,r312,Indiana -> Private -> Manchester U.,Indiana,Private,Manchester U.,,3,"['249', '']"
12653,r313,"Indiana -> Private -> Marian U., Indianapolis",Indiana,Private,"Marian U., Indianapolis",,3,"['3,009', '']"
12653,r314,Indiana -> Private -> Taylor U.,Indiana,Private,Taylor U.,,3,"['346', '']"
12653,r315,Indiana -> Private -> U. Evansville,Indiana,Private,U. Evansville,,3,"['336', '']"
12653,r316,Indiana -> Private -> U. Notre Dame,Indiana,Private,U. Notre Dame,,3,"['331,943', '']"
12653,r317,Indiana -> Private -> Valparaiso U.,Indiana,Private,Valparaiso U.,,3,"['1,036', '']"
12653,r318,Indiana -> Private -> Wabash C.,Indiana,Private,Wabash C.,,3,"['370', '']"
12653,r319,Iowa,Iowa,,,,1,"['1,104,793', '']"
12653,r320,Iowa -> Public (Iowa Board of Regents),Iowa,Public (Iowa Board of Regents),,,2,"['1,087,521', '']"
12653,r321,Iowa -> Public (Iowa Board of Regents) -> Iowa State U.,Iowa,Public (Iowa Board of Regents),Iowa State U.,,3,"['420,823', '']"
12653,r322,Iowa -> Public (Iowa Board of Regents) -> U. Iowa,Iowa,Public (Iowa Board of Regents),U. Iowa,,3,"['662,134', '']"
12653,r323,Iowa -> Public (Iowa Board of Regents) -> U. Northern Iowa,Iowa,Public (Iowa Board of Regents),U. Northern Iowa,,3,"['4,564', '']"
12653,r324,Iowa -> Private,Iowa,Private,,,2,"['17,272', '']"
12653,r325,Iowa -> Private -> Coe C.,Iowa,Private,Coe C.,,3,"['802', '']"
12653,r326,Iowa -> Private -> Cornell C.,Iowa,Private,Cornell C.,,3,"['563', '']"
12653,r327,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,,3,"['3,932', '']"
12653,r328,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,,3,"['712', '']"
12653,r329,Iowa -> Private -> Drake U.,Iowa,Private,Drake U.,,3,"['1,724', '']"
12653,r330,Iowa -> Private -> Grinnell C.,Iowa,Private,Grinnell C.,,3,"['7,597', '']"
12653,r331,Iowa -> Private -> Luther C.,Iowa,Private,Luther C.,,3,"['217', '']"
12653,r332,Iowa -> Private -> Palmer C. of Chiropractic,Iowa,Private,Palmer C. of Chiropractic,,3,"['1,725', '']"
12653,r333,"Iowa -> Private -> Palmer C. of Chiropractic -> Palmer C. of Chiropractic, Davenport",Iowa,Private,Palmer C. of Chiropractic,"Palmer C. of Chiropractic, Davenport",4,"['1,725', '']"
12653,r334,Kansas,Kansas,,,,1,"['1,055,589', '']"
12653,r335,Kansas -> Public (Kansas Board of Regents),Kansas,Public (Kansas Board of Regents),,,2,"['1,055,589', '']"
12653,r336,Kansas -> Public (Kansas Board of Regents) -> Emporia State U.,Kansas,Public (Kansas Board of Regents),Emporia State U.,,3,"['816', '']"
12653,r337,Kansas -> Public (Kansas Board of Regents) -> Fort Hays State U.,Kansas,Public (Kansas Board of Regents),Fort Hays State U.,,3,"['732', '']"
12653,r338,Kansas -> Public (Kansas Board of Regents) -> Kansas State U.,Kansas,Public (Kansas Board of Regents),Kansas State U.,,3,"['217,992', '']"
12653,r339,Kansas -> Public (Kansas Board of Regents) -> Pittsburg State U.,Kansas,Public (Kansas Board of Regents),Pittsburg State U.,,3,"['2,979', '']"
12653,r340,Kansas -> Public (Kansas Board of Regents) -> U. Kansas,Kansas,Public (Kansas Board of Regents),U. Kansas,,3,"['466,222', '']"
12653,r341,Kansas -> Public (Kansas Board of Regents) -> Wichita State U.,Kansas,Public (Kansas Board of Regents),Wichita State U.,,3,"['366,848', '']"
12653,r342,Kentucky,Kentucky,,,,1,"['756,781', '']"
12653,r343,Kentucky -> Public (Kentucky Council on Postsecondary Education),Kentucky,Public (Kentucky Council on Postsecondary Education),,,2,"['756,549', '']"
12653,r344,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Eastern Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Eastern Kentucky U.,,3,"['1,446', '']"
12653,r345,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Kentucky State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Kentucky State U.,,3,"['11,591', '']"
12653,r346,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Morehead State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Morehead State U.,,3,"['2,658', '']"
12653,r347,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Murray State U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Murray State U.,,3,"['3,193', '']"
12653,r348,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Northern Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Northern Kentucky U.,,3,"['3,790', '']"
12653,r349,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> U. Kentucky,Kentucky,Public (Kentucky Council on Postsecondary Education),U. Kentucky,,3,"['504,005', '']"
12653,r350,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> U. Louisville,Kentucky,Public (Kentucky Council on Postsecondary Education),U. Louisville,,3,"['220,568', '']"
12653,r351,Kentucky -> Public (Kentucky Council on Postsecondary Education) -> Western Kentucky U.,Kentucky,Public (Kentucky Council on Postsecondary Education),Western Kentucky U.,,3,"['9,298', '']"
12653,r352,Kentucky -> Private,Kentucky,Private,,,2,"['232', '']"
12653,r353,Kentucky -> Private -> Centre C.,Kentucky,Private,Centre C.,,3,"['232', '']"
12653,r354,Louisiana,Louisiana,,,,1,"['1,067,223', '']"
12653,r355,Louisiana -> Public (State of Louisiana Board of Regents),Louisiana,Public (State of Louisiana Board of Regents),,,2,"['790,550', '']"
12653,r356,Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System,Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,,3,"['489,324', '']"
12653,r357,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Baton Rouge",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Baton Rouge",4,"['384,268', '']"
12653,r358,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Health Sciences Center, New Orleans",4,"['68,707', '']"
12653,r359,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Health Sciences Center, Shreveport",4,"['35,624', '']"
12653,r360,"Louisiana -> Public (State of Louisiana Board of Regents) -> Louisiana State U. System -> Louisiana State U., Shreveport",Louisiana,Public (State of Louisiana Board of Regents),Louisiana State U. System,"Louisiana State U., Shreveport",4,"['725', '']"
12653,r361,Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System,Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,,3,"['13,969', '']"
12653,r362,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U. and A&M C., Agricultural Research and Extension Center",4,"['7,764', '']"
12653,r363,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U. and A&M C., Baton Rouge",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U. and A&M C., Baton Rouge",4,"['5,201', '']"
12653,r364,"Louisiana -> Public (State of Louisiana Board of Regents) -> Southern U. System -> Southern U., New Orleans",Louisiana,Public (State of Louisiana Board of Regents),Southern U. System,"Southern U., New Orleans",4,"['1,004', '']"
12653,r365,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,,3,"['287,257', '']"
12653,r366,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Grambling State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Grambling State U.,4,"['449', '']"
12653,r367,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Louisiana Tech U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Louisiana Tech U.,4,"['31,676', '']"
12653,r368,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> McNeese State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,McNeese State U.,4,"['435', '']"
12653,r369,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Nicholls State U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Nicholls State U.,4,"['1,259', '']"
12653,r370,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Northwestern State U. Louisiana,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Northwestern State U. Louisiana,4,"['2,057', 'i']"
12653,r371,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> Southeastern Louisiana U.,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,Southeastern Louisiana U.,4,"['2,858', '']"
12653,r372,"Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. Louisiana, Lafayette",Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,"U. Louisiana, Lafayette",4,"['225,924', '']"
12653,r373,"Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. Louisiana, Monroe",Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,"U. Louisiana, Monroe",4,"['2,203', '']"
12653,r374,Louisiana -> Public (State of Louisiana Board of Regents) -> U. Louisiana System -> U. New Orleans,Louisiana,Public (State of Louisiana Board of Regents),U. Louisiana System,U. New Orleans,4,"['20,396', '']"
12653,r375,Louisiana -> Private,Louisiana,Private,,,2,"['276,673', '']"
12653,r376,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,,3,"['2,296', '']"
12653,r377,"Louisiana -> Private -> Loyola U., New Orleans",Louisiana,Private,"Loyola U., New Orleans",,3,"['419', '']"
12653,r378,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,,3,"['258,439', '']"
12653,r379,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,,3,"['15,519', '']"
12653,r380,Maine,Maine,,,,1,"['213,096', '']"
12653,r381,Maine -> Public,Maine,Public,,,2,"['196,429', '']"
12653,r382,Maine -> Public -> Maine Maritime Academy,Maine,Public,Maine Maritime Academy,,3,"['203', '']"
12653,r383,Maine -> Public -> U. Maine System,Maine,Public,U. Maine System,,3,"['196,226', '']"
12653,r384,Maine -> Public -> U. Maine System -> U. Maine,Maine,Public,U. Maine System,U. Maine,4,"['188,690', '']"
12653,r385,Maine -> Public -> U. Maine System -> U. Maine Farmington,Maine,Public,U. Maine System,U. Maine Farmington,4,"['1,289', 'i']"
12653,r386,"Maine -> Public -> U. Maine System -> U. Maine, Augusta",Maine,Public,U. Maine System,"U. Maine, Augusta",4,"['317', '']"
12653,r387,Maine -> Public -> U. Maine System -> U. Southern Maine,Maine,Public,U. Maine System,U. Southern Maine,4,"['5,930', '']"
12653,r388,Maine -> Private,Maine,Private,,,2,"['16,667', '']"
12653,r389,Maine -> Private -> Bates C.,Maine,Private,Bates C.,,3,"['2,118', '']"
12653,r390,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,,3,"['3,339', '']"
12653,r391,Maine -> Private -> Colby C.,Maine,Private,Colby C.,,3,"['4,454', '']"
12653,r392,Maine -> Private -> U. New England,Maine,Private,U. New England,,3,"['6,756', '']"
12653,r393,Maryland,Maryland,,,,1,"['5,989,287', '']"
12653,r394,Maryland -> Public,Maryland,Public,,,2,"['2,186,300', '']"
12653,r395,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,,3,"['43,868', '']"
12653,r396,Maryland -> Public -> St. Mary's C. Maryland,Maryland,Public,St. Mary's C. Maryland,,3,"['205', '']"
12653,r397,Maryland -> Public -> U. System Maryland,Maryland,Public,U. System Maryland,,3,"['1,634,866', '']"
12653,r398,Maryland -> Public -> U. System Maryland -> Bowie State U.,Maryland,Public,U. System Maryland,Bowie State U.,4,"['2,612', '']"
12653,r399,Maryland -> Public -> U. System Maryland -> Coppin State U.,Maryland,Public,U. System Maryland,Coppin State U.,4,"['357', '']"
12653,r400,Maryland -> Public -> U. System Maryland -> Salisbury U.,Maryland,Public,U. System Maryland,Salisbury U.,4,"['14,557', '']"
12653,r401,Maryland -> Public -> U. System Maryland -> Towson U.,Maryland,Public,U. System Maryland,Towson U.,4,"['17,198', '']"
12653,r402,Maryland -> Public -> U. System Maryland -> U. Baltimore,Maryland,Public,U. System Maryland,U. Baltimore,4,"['6,615', '']"
12653,r403,Maryland -> Public -> U. System Maryland -> U. Maryland<sup>b</sup>,Maryland,Public,U. System Maryland,U. Maryland<sup>b</sup>,4,"['1,385,302', '']"
12653,r404,Maryland -> Public -> U. System Maryland -> U. Maryland Center for Environmental Science,Maryland,Public,U. System Maryland,U. Maryland Center for Environmental Science,4,"['53,233', '']"
12653,r405,"Maryland -> Public -> U. System Maryland -> U. Maryland, Baltimore County",Maryland,Public,U. System Maryland,"U. Maryland, Baltimore County",4,"['144,262', '']"
12653,r406,"Maryland -> Public -> U. System Maryland -> U. Maryland, Eastern Shore",Maryland,Public,U. System Maryland,"U. Maryland, Eastern Shore",4,"['10,730', '']"
12653,r407,Maryland -> Public -> U.S. Naval Academy,Maryland,Public,U.S. Naval Academy,,3,"['10,920', '']"
12653,r408,Maryland -> Public -> Uniformed Services U. of the Health Sciences,Maryland,Public,Uniformed Services U. of the Health Sciences,,3,"['496,441', '']"
12653,r409,Maryland -> Private,Maryland,Private,,,2,"['3,802,987', '']"
12653,r410,Maryland -> Private -> Johns Hopkins U.<sup>c</sup>,Maryland,Private,Johns Hopkins U.<sup>c</sup>,,3,"['3,801,585', '']"
12653,r411,"Maryland -> Private -> Loyola U., Maryland",Maryland,Private,"Loyola U., Maryland",,3,"['1,110', '']"
12653,r412,Maryland -> Private -> Maryland Institute C. of Art,Maryland,Private,Maryland Institute C. of Art,,3,"['292', '']"
12653,r413,Massachusetts,Massachusetts,,,,1,"['5,179,797', '']"
12653,r414,Massachusetts -> Public,Massachusetts,Public,,,2,"['827,205', '']"
12653,r415,Massachusetts -> Public -> Massachusetts System of Public Higher Education,Massachusetts,Public,Massachusetts System of Public Higher Education,,3,"['1,485', '']"
12653,r416,Massachusetts -> Public -> Massachusetts System of Public Higher Education -> Bridgewater State U.,Massachusetts,Public,Massachusetts System of Public Higher Education,Bridgewater State U.,4,"['750', '']"
12653,r417,Massachusetts -> Public -> Massachusetts System of Public Higher Education -> Framingham State U.,Massachusetts,Public,Massachusetts System of Public Higher Education,Framingham State U.,4,"['735', '']"
12653,r418,Massachusetts -> Public -> U. Massachusetts System,Massachusetts,Public,U. Massachusetts System,,3,"['825,720', '']"
12653,r419,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Amherst",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Amherst",4,"['268,657', '']"
12653,r420,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Boston",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Boston",4,"['70,978', '']"
12653,r421,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Dartmouth",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Dartmouth",4,"['42,018', '']"
12653,r422,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Lowell",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Lowell",4,"['117,336', '']"
12653,r423,"Massachusetts -> Public -> U. Massachusetts System -> U. Massachusetts, Medical School",Massachusetts,Public,U. Massachusetts System,"U. Massachusetts, Medical School",4,"['326,731', '']"
12653,r424,Massachusetts -> Private,Massachusetts,Private,,,2,"['4,352,592', '']"
12653,r425,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,,3,"['8,152', '']"
12653,r426,Massachusetts -> Private -> Babson C.,Massachusetts,Private,Babson C.,,3,"['1,957', '']"
12653,r427,Massachusetts -> Private -> Bentley U.,Massachusetts,Private,Bentley U.,,3,"['1,589', '']"
12653,r428,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,,3,"['81,425', '']"
12653,r429,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,,3,"['773,200', '']"
12653,r430,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,,3,"['103,653', '']"
12653,r431,Massachusetts -> Private -> C. of the Holy Cross,Massachusetts,Private,C. of the Holy Cross,,3,"['893', '']"
12653,r432,Massachusetts -> Private -> Clark U.,Massachusetts,Private,Clark U.,,3,"['11,539', '']"
12653,r433,Massachusetts -> Private -> Emerson C.,Massachusetts,Private,Emerson C.,,3,"['665', '']"
12653,r434,Massachusetts -> Private -> Franklin W. Olin C. of Engineering,Massachusetts,Private,Franklin W. Olin C. of Engineering,,3,"['2,450', '']"
12653,r435,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,,3,"['1,435,218', '']"
