table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performersb
6581,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['63,989', '']","['0.6', '']","['0.6', '']"
6581,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['37,564', '']","['0.7', '']","['0.7', '']"
6581,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['243', '']","['*', '']","['*', '']"
6581,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['111', 'i']","['0.1', '']","['0.1', '']"
6581,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['31', '']","['*', '']","['*', '']"
6581,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['6', '']","['*', '']","['*', '']"
6581,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['*', '']","['*', '']","['*', '']"
6581,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0', '']","['0.0', '']","['0.0', '']"
6581,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['103', '']","['*', '']","['*', '']"
6581,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['9,775', '']","['0.8', '']","['0.8', '']"
6581,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['162', '']","['0.1', '']","['0.1', '']"
6581,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['80', '']","['0.1', '']","['0.1', '']"
6581,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['320 - 345', '']","['D', '']","['D', '']"
6581,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['8,966', '']","['1.7', '']","['1.7', '']"
6581,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['164', '']","['0.1', '']","['0.1', '']"
6581,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['56 - 84', '']","['D', '']","['D', '']"
6581,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['85', '']","['*', '']","['*', '']"
6581,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['35', '']","['0.1', '']","['0.1', '']"
6581,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['16', '']","['*', '']","['*', '']"
6581,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['254', '']","['0.2', '']","['0.2', '']"
6581,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,254', '']","['0.3', '']","['0.3', '']"
