table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
9857,r001,All selected industries,All selected industries,,,,1,"31–33, 42, 51, 5413, 5415, 5417","['6,124,669', '&nbsp;']","['4,550,744', '&nbsp;']","['179,119', '&nbsp;']","['270,888', '&nbsp;']","['16,580', '&nbsp;']","['7,685', '&nbsp;']","['26,720', '&nbsp;']","['1,004,852', '&nbsp;']","['63,157', '&nbsp;']","['4,923', '&nbsp;']"
9857,r002,All selected industries -> Manufacturing industries,All selected industries,Manufacturing industries,,,2,31–33,"['747,124', '&nbsp;']","['533,030', '&nbsp;']","['41,326', '&nbsp;']","['13,745', '&nbsp;']","['2,068', '&nbsp;']","['1,444', '&nbsp;']","['2,178', '&nbsp;']","['142,418', '&nbsp;']","['10,098', '&nbsp;']","['818', 'r']"
9857,r003,"All selected industries -> Manufacturing industries -> Food, beverage, and tobacco products",All selected industries,Manufacturing industries,"Food, beverage, and tobacco products",,3,311–12,"['18,270', 'r']","['16,920', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['484', '&nbsp;']","['0', '&nbsp;']","['865', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r004,"All selected industries -> Manufacturing industries -> Textile, apparel, and leather products",All selected industries,Manufacturing industries,"Textile, apparel, and leather products",,3,313–16,"['7,096', 'r']","['7,096', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r005,All selected industries -> Manufacturing industries -> Wood products,All selected industries,Manufacturing industries,Wood products,,3,321,"['134', '&nbsp;']","['134', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r006,All selected industries -> Manufacturing industries -> Paper,All selected industries,Manufacturing industries,Paper,,3,322,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r007,All selected industries -> Manufacturing industries -> Printing and related support activities,All selected industries,Manufacturing industries,Printing and related support activities,,3,323,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r008,All selected industries -> Manufacturing industries -> Petroleum and coal products,All selected industries,Manufacturing industries,Petroleum and coal products,,3,324,"['739', '&nbsp;']","['739', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r009,All selected industries -> Manufacturing industries -> Chemicals,All selected industries,Manufacturing industries,Chemicals,,3,325,"['132,255', '&nbsp;']","['105,357', '&nbsp;']","['12,466', '&nbsp;']","['2,993', '&nbsp;']","['404', '&nbsp;']","['26', '&nbsp;']","['1,323', '&nbsp;']","['9,686', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r010,All selected industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All selected industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,4,3254,"['96,666', '&nbsp;']","['71,680', '&nbsp;']","['12,466', '&nbsp;']","['1,988', 'r']","['152', 'r']","['0', '&nbsp;']","['1,323', '&nbsp;']","['9,056', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['35,589', '&nbsp;']","['33,676', '&nbsp;']","['0', '&nbsp;']","['1,005', '&nbsp;']","['252', '&nbsp;']","['26', '&nbsp;']","['0', '&nbsp;']","['630', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['6,427', '&nbsp;']","['4,712', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1,715', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['3,638', 'r']","['3,151', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['486', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['2,117', '&nbsp;']","['2,117', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
9857,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['11,983', 'r']","['11,687', 'r']","['0', '&nbsp;']","['296', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
