table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
8818,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,476', '  ']","['12', '  ']","['44', '  ']","['25', '  ']","['137', '  ']","['45', '  ']","['53', '  ']","['463', 'i ']","['188', '  ']","['1,310', '  ']","['200', 'i ']"
8818,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,610', '  ']","['18', '  ']","['56 - 67', '  ']","['64', '  ']","['66', '  ']","['114', '  ']","['79', '  ']","['426', '  ']","['0', '  ']","['646 - 660', '  ']","['129', '  ']"
8818,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,607', '  ']","['4', '  ']","['108', '  ']","['120', '  ']","['236', '  ']","['167', '  ']","['355', '  ']","['1,031', '  ']","['174', '  ']","['181', '  ']","['232', '  ']"
8818,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,619', 'i ']","['1', '  ']","['0 - 134', 'i ']","['31', '  ']","['112', '  ']","['0 - 195', '  ']","['107', '  ']","['161 - 173', '  ']","['204', '  ']","['0', '  ']","['660 - 1,005', 'i ']"
8818,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['795', '  ']","['0', '  ']","['104', '  ']","['52', '  ']","['60', '  ']","['28', '  ']","['36', '  ']","['273', '  ']","['222', '  ']","['21', '  ']","['0', '  ']"
8818,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,336', '  ']","['194', '  ']","['416', '  ']","['517', '  ']","['679', '  ']","['296', '  ']","['294', '  ']","['679', '  ']","['145', '  ']","['116', '  ']","['0', '  ']"
8818,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['15,071', '  ']","['78', '  ']","['534', '  ']","['768', '  ']","['993', '  ']","['664', '  ']","['572', '  ']","['1,852', '  ']","['3,404', '  ']","['3,460', '  ']","['2,745', '  ']"
8818,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,760', '  ']","['1', '  ']","['22', '  ']","['0 - 698', '  ']","['45', '  ']","['0 - 583', '  ']","['57', '  ']","['141', '  ']","['383 - 431', '  ']","['0', '  ']","['0 - 1,112', '  ']"
8818,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['4,121', '  ']","['5', '  ']","['15', '  ']","['38', '  ']","['41', '  ']","['42', '  ']","['173', 'i ']","['720', '  ']","['1,258', '  ']","['1,829', '  ']","['0', '  ']"
8818,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,523', '  ']","['0', '  ']","['17', '  ']","['34', '  ']","['59', '  ']","['41', '  ']","['53', '  ']","['51', 'i ']","['1,268', '  ']","['0', '  ']","['0', '  ']"
8818,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['7,667', '  ']","['72', '  ']","['480', '  ']","['0 - 698', '  ']","['848', '  ']","['0 - 583', '  ']","['288', '  ']","['941', '  ']","['446 - 495', '  ']","['1,631', '  ']","['1,632 - 2,746', '  ']"
8818,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['88,505', '  ']","['183', '  ']","['833', '  ']","['852', '  ']","['1,413', '  ']","['2,449', '  ']","['2,525', '  ']","['12,987', '  ']","['8,934', '  ']","['14,998', '  ']","['43,332', '  ']"
8818,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['11,107', '  ']","['2 - 25', '  ']","['0 - 354', '  ']","['0 - 244', '  ']","['0 - 329', '  ']","['407', '  ']","['0 - 1,148', '  ']","['2,081 - 2,240', '  ']","['1,479 - 1,803', '  ']","['0', '  ']","['4,557 - 7,040', '  ']"
8818,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['40,801', '  ']","['45 - 68', '  ']","['0 - 354', '  ']","['311', '  ']","['567', '  ']","['1,505', '  ']","['879', '  ']","['4,845', '  ']","['3,838', 'i ']","['13,676 - 13,730', '  ']","['14,702 - 15,139', '  ']"
8818,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['11,012', '  ']","['15 - 115', '  ']","['480', '  ']","['298', '  ']","['519', '  ']","['425 - 486', '  ']","['499', '  ']","['3,900', '  ']","['921 - 1,245', '  ']","['493 - 601', '  ']","['3,058 - 3,382', '  ']"
8818,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['2,606', '  ']","['0 - 13', '  ']","['157', '  ']","['96', '  ']","['225', '  ']","['169', '  ']","['252', '  ']","['1,477', '  ']","['0', '  ']","['215 - 228', '  ']","['0', '  ']"
8818,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['3,561', '  ']","['15', '  ']","['0 - 33', '  ']","['42', '  ']","['78', '  ']","['61 - 123', '  ']","['0 - 248', '  ']","['183', '  ']","['351 - 930', '  ']","['0', '  ']","['2,253 - 2,577', 'i ']"
8818,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,844', '  ']","['0 - 89', '  ']","['291 - 324', '  ']","['160', '  ']","['216', '  ']","['161 - 196', '  ']","['0 - 248', '  ']","['2,240', '  ']","['314 - 572', '  ']","['276 - 375', '  ']","['805', '  ']"
8818,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['25,585', '  ']","['0 - 89', '  ']","['0 - 354', '  ']","['0 - 244', '  ']","['0 - 329', '  ']","['49 - 111', '  ']","['0 - 1,148', '  ']","['2,003 - 2,160', '  ']","['2,371', '  ']","['667 - 819', 'i ']","['18,093 - 20,382', '  ']"
8818,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,492', '  ']","['47', '  ']","['182', '  ']","['135', '  ']","['300', '  ']","['227', '  ']","['828', '  ']","['1,660', '  ']","['164', '  ']","['619', '  ']","['331', '  ']"
8818,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['30,232', '  ']","['33', '  ']","['139', '  ']","['165', '  ']","['345', '  ']","['701', '  ']","['1,313', '  ']","['3,188', '  ']","['2,651', '  ']","['4,926', '  ']","['16,770', '  ']"
8818,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['19,522', '  ']","['0 - 24', '  ']","['44', '  ']","['15', '  ']","['124 - 176', '  ']","['338', '  ']","['590', '  ']","['2,125', '  ']","['1,937', 'i ']","['2,800 - 3,461', '  ']","['10,809 - 11,470', '  ']"
8818,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['9,111', '  ']","['9 - 19', '  ']","['82', '  ']","['65', '  ']","['169', '  ']","['309', '  ']","['570', '  ']","['695', '  ']","['435 - 449', '  ']","['1,466', '  ']","['5,301', '  ']"
8818,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['8,281', '  ']","['10', '  ']","['75 - 83', '  ']","['60', '  ']","['107', '  ']","['243', '  ']","['225', '  ']","['349', '  ']","['435 - 449', '  ']","['1,466', '  ']","['5,301', '  ']"
8818,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['831', '  ']","['0 - 8', '  ']","['0 - 7', '  ']","['5', '  ']","['63', '  ']","['66', '  ']","['345', 'i ']","['346', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8818,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['4', '  ']","['0 - 4', '  ']","['0 - 4', '  ']","['0 - 4', '  ']","['1', '  ']","['0 - 3', '  ']","['* ', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8818,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,594', '  ']","['0 - 24', '  ']","['7 - 14', '  ']","['80 - 87', '  ']","['0 - 51', '  ']","['50 - 55', '  ']","['153', '  ']","['369', '  ']","['264 - 280', '  ']","['0 - 661', 'i ']","['0 - 661', '  ']"
8818,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['492', '  ']","['0', '  ']","['6', '  ']","['37', '  ']","['131', '  ']","['14', '  ']","['20', '  ']","['118', '  ']","['155', '  ']","['11', '  ']","['0', '  ']"
8818,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['18,576', '  ']","['150', '  ']","['263 - 397', '  ']","['541', '  ']","['1,063', '  ']","['380 - 576', '  ']","['655 - 679', '  ']","['3,585 - 3,605', '  ']","['2,337', '  ']","['4,281 - 4,609', '  ']","['4,688 - 5,308', '  ']"
8818,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['15,944', '  ']","['131', '  ']","['264', '  ']","['386', '  ']","['776', '  ']","['381', '  ']","['504', '  ']","['2,353', '  ']","['2,179', '  ']","['4,282', '  ']","['4,689', '  ']"
8818,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,632', '  ']","['19', '  ']","['0 - 134', '  ']","['155', '  ']","['287', '  ']","['0 - 195', '  ']","['152 - 176', '  ']","['1,232 - 1,252', '  ']","['158', 'i ']","['0 - 327', '  ']","['0 - 619', '  ']"
8818,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['201,566', '  ']","['2,462', '  ']","['5,155', '  ']","['4,828', '  ']","['10,079', '  ']","['9,068', '  ']","['7,149', '  ']","['37,537', '  ']","['11,292', '  ']","['13,747', '  ']","['100,249', '  ']"
8818,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,121', '  ']","['0 - 7', '  ']","['39', '  ']","['51 - 94', 'i ']","['48', '  ']","['56', 'i ']","['84', 'i ']","['271', 'i ']","['0 - 568', '  ']","['0 - 568', '  ']","['0', '  ']"
8818,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['224', '  ']","['3', '  ']","['15', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['15', '  ']","['53', '  ']","['0 - 140', '  ']","['0 - 140', '  ']","['0 - 140', '  ']"
8818,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,001', '  ']","['56', '  ']","['250', '  ']","['131', '  ']","['273', 'i ']","['120', 'i ']","['107', 'i ']","['33', 'i ']","['3', 'i ']","['19', '  ']","['9', 'i ']"
8818,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['3,837 - 19,343', 'i ']","['3', '  ']","['14', '  ']","['0 - 572', '  ']","['0 - 280', '  ']","['105', '  ']","['2', '  ']","['0 - 568', '  ']","['0 - 1,049', '  ']","['0 - 3,512', '  ']","['0 - 17,731', 'i ']"
8818,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['4,954', 'i ']","['0', '  ']","['0', '  ']","['81', '  ']","['11', '  ']","['1', '  ']","['38', '  ']","['2,141', 'i ']","['9', '  ']","['0 - 2,676', 'i ']","['0 - 2,676', '  ']"
8818,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['128,350', '  ']","['695 - 721', '  ']","['1,709', '  ']","['1,335', '  ']","['4,439', '  ']","['6,067', '  ']","['4,543', '  ']","['24,684', '  ']","['7,200', '  ']","['5,124 - 5,157', '  ']","['72,524', '  ']"
8818,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['34,516', '  ']","['465', '  ']","['622', '  ']","['546', '  ']","['1,167', '  ']","['500', '  ']","['733', '  ']","['8,610', '  ']","['1,684', '  ']","['1,267', '  ']","['18,923', '  ']"
8818,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['60', '  ']","['* ', '  ']","['1', '  ']","['6', '  ']","['* ', '  ']","['53', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8818,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['34,456', '  ']","['465', '  ']","['621', '  ']","['540', '  ']","['1,166', '  ']","['447', '  ']","['733', '  ']","['8,610', '  ']","['1,684', '  ']","['1,267', '  ']","['18,923', '  ']"
8818,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,371', '  ']","['0 - 200', '  ']","['0 - 200', '  ']","['51', '  ']","['112 - 179', '  ']","['106', '  ']","['103', '  ']","['89', 'i ']","['29', '  ']","['0 - 200', '  ']","['2,684', '  ']"
8818,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['41,105', '  ']","['24 - 251', '  ']","['849', '  ']","['676', '  ']","['2,543 - 2,577', '  ']","['5,293', '  ']","['2,682', '  ']","['12,312', '  ']","['4,994', '  ']","['2,069 - 2,310', '  ']","['9,399', '  ']"
8818,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['49,358', '  ']","['6', '  ']","['37 - 240', '  ']","['63', '  ']","['524 - 587', '  ']","['169', '  ']","['1,026', '  ']","['3,673', '  ']","['494', '  ']","['1,580 - 1,791', '  ']","['41,518', '  ']"
8818,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['12,204', '  ']","['36', '  ']","['11', '  ']","['47', '  ']","['237', '  ']","['0 - 564', '  ']","['510', '  ']","['3,167', '  ']","['1,247', '  ']","['2,477', '  ']","['3,904 - 4,477', '  ']"
8818,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['3,249', '  ']","['0 - 23', '  ']","['9', '  ']","['5', '  ']","['6', '  ']","['0 - 23', '  ']","['21', '  ']","['3,186', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8818,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['7', '  ']","['0', '  ']","['2', '  ']","['3', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8818,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['3,242', '  ']","['0 - 23', '  ']","['7', '  ']","['3', '  ']","['5', '  ']","['0 - 23', '  ']","['21', '  ']","['3,186', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8818,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['28,322', '  ']","['1,625', '  ']","['2,974', '  ']","['2,446', '  ']","['4,498', '  ']","['2,159', '  ']","['958', '  ']","['3,187', '  ']","['1,783', '  ']","['2,609', '  ']","['6,083', '  ']"
8818,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,214', '  ']","['260', '  ']","['284', '  ']","['313', '  ']","['429', '  ']","['238', '  ']","['108', '  ']","['315', '  ']","['120', '  ']","['145', '  ']","['0', '  ']"
8818,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['14,293', '  ']","['460', '  ']","['1,431', '  ']","['722', '  ']","['893', '  ']","['1,062', '  ']","['658', '  ']","['2,197', '  ']","['25', '  ']","['2,341', '  ']","['4,503', '  ']"
8818,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['6,246', '  ']","['853', '  ']","['980', '  ']","['1,096', '  ']","['2,757', 'i ']","['371', '  ']","['98', '  ']","['31', '  ']","['4', '  ']","['10', '  ']","['44', '  ']"
8818,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['126', 'i ']","['94', 'i ']","['32', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8818,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['1,176', '  ']","['252', '  ']","['252', '  ']","['284', '  ']","['308', '  ']","['36', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['44', '  ']"
8818,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['4,906', 'i ']","['504', '  ']","['693', '  ']","['778 - 813', '  ']","['2,415 - 2,450', 'i ']","['301 - 336', '  ']","['98', '  ']","['31', '  ']","['4', '  ']","['10', '  ']","['0', '  ']"
8818,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['38', '  ']","['3', '  ']","['3', '  ']","['0 - 33', '  ']","['0 - 33', '  ']","['0 - 33', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
8818,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['5,570', '  ']","['52', '  ']","['279', '  ']","['315', '  ']","['417', '  ']","['488', '  ']","['94', '  ']","['642', '  ']","['1,634', '  ']","['113', '  ']","['1,536', '  ']"
8818,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,374', '  ']","['8', '  ']","['78', '  ']","['164', '  ']","['291', '  ']","['0 - 285', '  ']","['295', '  ']","['251', '  ']","['4', '  ']","['0 - 18', '  ']","['0 - 285', '  ']"
