table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
9651,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['602,499', '  ']","['40,130', '  ']","['86,485', '  ']","['475,884', '  ']"
9651,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['326,060', '  ']","['28,607', '  ']","['49,870', '  ']","['247,583', '  ']"
9651,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['5,266', '  ']","['478', '  ']","['1,052', '  ']","['3,735', '  ']"
9651,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,247', '  ']","['78', '  ']","['182', '  ']","['987', '  ']"
9651,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['829', '  ']","['73', '  ']","['92', '  ']","['664', '  ']"
9651,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['444', '  ']","['21', '  ']","['29', '  ']","['394', '  ']"
9651,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,139', '  ']","['137', '  ']","['322', '  ']","['680', '  ']"
9651,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['204', 'i ']","['8', '  ']","['32', '  ']","['164', 'i ']"
9651,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['957', '  ']","['268', '  ']","['290', '  ']","['398', '  ']"
9651,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['109,490', '  ']","['18,290', '  ']","['20,650', '  ']","['70,550', '  ']"
9651,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,713', '  ']","['287', '  ']","['775', '  ']","['1,651', '  ']"
9651,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,389', 'i ']","['224', 'i ']","['351', 'i ']","['813', 'i ']"
9651,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,157', '  ']","['212', '  ']","['443', '  ']","['501', '  ']"
9651,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['100,220', '  ']","['17,335', '  ']","['18,529', '  ']","['64,356', '  ']"
9651,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['2,740', '  ']","['137', '  ']","['288', '  ']","['2,315', '  ']"
9651,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,271', '  ']","['94', '  ']","['264', '  ']","['913', '  ']"
9651,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,144', '  ']","['218', '  ']","['590', '  ']","['2,337', '  ']"
9651,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,533', '  ']","['248', '  ']","['329', '  ']","['956', '  ']"
9651,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['912', '  ']","['31', '  ']","['78', '  ']","['803', '  ']"
9651,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['4,291', '  ']","['224', '  ']","['807', '  ']","['3,260', '  ']"
9651,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['17,730', '  ']","['1,383', '  ']","['2,269', '  ']","['14,078', '  ']"
9651,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,867', '  ']","['134', '  ']","['212', '  ']","['1,520', '  ']"
9651,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,349', '  ']","['605', '  ']","['709', '  ']","['4,035', '  ']"
9651,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,374', '  ']","['30', 'i ']","['201', 'i ']","['1,143', '  ']"
9651,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['9,140', '  ']","['614', '  ']","['1,146', '  ']","['7,379', '  ']"
9651,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['101,063', '  ']","['2,995', '  ']","['10,874', '  ']","['87,194', '  ']"
9651,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['12,557', '  ']","['359', '  ']","['1,127', '  ']","['11,071', '  ']"
9651,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['47,396', '  ']","['1,504', 'i ']","['3,255', 'i ']","['42,638', 'i ']"
9651,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['13,644', '  ']","['587', '  ']","['2,671', '  ']","['10,386', '  ']"
9651,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,087', '  ']","['117', 'i ']","['1,174', 'i ']","['1,796', 'i ']"
9651,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['5,301', '  ']","['57', '  ']","['625', '  ']","['4,619', '  ']"
9651,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['5,256', '  ']","['414', '  ']","['871', '  ']","['3,971', '  ']"
9651,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['27,465', '  ']","['545', '  ']","['3,821', '  ']","['23,099', '  ']"
