table_id,row_id,sex_occupation_and_age_full_path,sex_occupation_and_age_level_1,sex_occupation_and_age_level_2,sex_occupation_and_age_level_3,sex_occupation_and_age_level_4,sex_occupation_and_age_level_5,sex_occupation_and_age_hierarchy_depth,field_total,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability,field_u_s_citizen,field_non_u_s_citizen
5324,r001,"Both sexes, all occupations","Both sexes, all occupations",,,,,1,41929000,3942000,163000,4249000,3345000,113000,29143000,974000,37280000,4649000,39709000,2220000
5324,r002,"Both sexes, all occupations -> 29 and younger","Both sexes, all occupations",29 and younger,,,,2,6440000,738000,S,699000,409000,8000,4269000,267000,5883000,557000,6106000,334000
5324,r003,"Both sexes, all occupations -> 30&#8211;39","Both sexes, all occupations",30&#8211;39,,,,2,11610000,1284000,31000,1311000,838000,22000,7780000,343000,10766000,844000,10547000,1062000
5324,r004,"Both sexes, all occupations -> 40&#8211;49","Both sexes, all occupations",40&#8211;49,,,,2,10315000,971000,37000,1157000,1021000,42000,6873000,214000,9270000,1044000,9785000,530000
5324,r005,"Both sexes, all occupations -> 50&#8211;75","Both sexes, all occupations",50&#8211;75,,,,2,13564000,949000,47000,1082000,1077000,39000,10220000,150000,11361000,2203000,13271000,293000
5324,r006,"Both sexes, all occupations -> S&E occupations","Both sexes, all occupations",S&E occupations,,,,2,6784000,511000,S,1391000,344000,16000,4353000,148000,6215000,568000,5896000,888000
5324,r007,"Both sexes, all occupations -> S&E occupations -> 29 and younger","Both sexes, all occupations",S&E occupations,29 and younger,,,3,1260000,126000,S,266000,54000,S,760000,48000,1159000,102000,1064000,196000
5324,r008,"Both sexes, all occupations -> S&E occupations -> 30&#8211;39","Both sexes, all occupations",S&E occupations,30&#8211;39,,,3,2126000,181000,S,518000,119000,4000,1236000,55000,2012000,113000,1645000,481000
5324,r009,"Both sexes, all occupations -> S&E occupations -> 40&#8211;49","Both sexes, all occupations",S&E occupations,40&#8211;49,,,3,1553000,116000,5000,339000,78000,3000,991000,21000,1432000,121000,1404000,148000
5324,r010,"Both sexes, all occupations -> S&E occupations -> 50&#8211;75","Both sexes, all occupations",S&E occupations,50&#8211;75,,,3,1845000,88000,S,268000,93000,S,1366000,24000,1612000,232000,1782000,63000
5324,r011,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,,3,616000,53000,1000,140000,19000,,390000,12000,572000,43000,520000,96000
5324,r012,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,,4,137000,21000,,22000,6000,,81000,7000,126000,11000,123000,14000
5324,r013,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 30&#8211;39","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",30&#8211;39,,4,199000,18000,,52000,6000,,119000,3000,190000,9000,143000,56000
5324,r014,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 40&#8211;49","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",40&#8211;49,,4,129000,9000,,31000,4000,,83000,2000,121000,8000,112000,17000
5324,r015,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 50&#8211;75","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",50&#8211;75,,4,151000,5000,,35000,3000,,107000,1000,136000,15000,142000,8000
5324,r016,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,,,3,3520000,223000,S,865000,205000,6000,2121000,86000,3231000,289000,2975000,545000
5324,r017,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,29 and younger,,4,596000,44000,,149000,33000,,341000,28000,542000,54000,483000,112000
5324,r018,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists -> 30&#8211;39","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,30&#8211;39,,4,1145000,88000,S,340000,74000,S,594000,35000,1084000,62000,834000,311000
5324,r019,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,40&#8211;49,,4,858000,52000,,232000,44000,,521000,9000,799000,60000,769000,89000
5324,r020,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,50&#8211;75,,4,921000,39000,,144000,55000,S,665000,13000,807000,114000,889000,32000
5324,r021,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists","Both sexes, all occupations",S&E occupations,Physical and related scientists,,,3,361000,23000,1000,49000,18000,S,264000,6000,319000,43000,315000,46000
5324,r022,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,Physical and related scientists,29 and younger,,4,88000,4000,,16000,S,,62000,S,74000,S,74000,15000
5324,r023,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists -> 30&#8211;39","Both sexes, all occupations",S&E occupations,Physical and related scientists,30&#8211;39,,4,112000,11000,,18000,9000,,72000,2000,104000,7000,90000,22000
5324,r024,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Physical and related scientists,40&#8211;49,,4,66000,4000,,7000,S,,52000,S,57000,9000,59000,6000
5324,r025,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Physical and related scientists,50&#8211;75,,4,95000,4000,,8000,6000,,77000,1000,83000,12000,92000,3000
5324,r026,"Both sexes, all occupations -> S&E occupations -> Social and related scientists","Both sexes, all occupations",S&E occupations,Social and related scientists,,,3,477000,61000,S,33000,30000,S,344000,8000,439000,39000,448000,29000
