table_id,row_id,sex_occupation_and_age_full_path,sex_occupation_and_age_level_1,sex_occupation_and_age_level_2,sex_occupation_and_age_level_3,sex_occupation_and_age_level_4,sex_occupation_and_age_level_5,sex_occupation_and_age_hierarchy_depth,field_total,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability,field_u_s_citizen,field_non_u_s_citizen
5324,r027,"Both sexes, all occupations -> S&E occupations -> Social and related scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,Social and related scientists,29 and younger,,4,70000,S,,7000,3000,,38000,2000,66000,4000,64000,6000
5324,r028,"Both sexes, all occupations -> S&E occupations -> Social and related scientists -> 30&#8211;39","Both sexes, all occupations",S&E occupations,Social and related scientists,30&#8211;39,,4,168000,22000,,13000,13000,,117000,2000,155000,13000,153000,14000
5324,r029,"Both sexes, all occupations -> S&E occupations -> Social and related scientists -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Social and related scientists,40&#8211;49,,4,115000,13000,,6000,6000,S,87000,2000,107000,7000,109000,5000
5324,r030,"Both sexes, all occupations -> S&E occupations -> Social and related scientists -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Social and related scientists,50&#8211;75,,4,125000,6000,,6000,8000,,102000,2000,110000,15000,122000,3000
5324,r031,"Both sexes, all occupations -> S&E occupations -> Engineers","Both sexes, all occupations",S&E occupations,Engineers,,,3,1809000,150000,5000,305000,71000,7000,1235000,36000,1655000,154000,1636000,172000
5324,r032,"Both sexes, all occupations -> S&E occupations -> Engineers -> 29 and younger","Both sexes, all occupations",S&E occupations,Engineers,29 and younger,,4,369000,36000,,73000,10000,S,238000,9000,350000,19000,320000,49000
5324,r033,"Both sexes, all occupations -> S&E occupations -> Engineers -> 30&#8211;39","Both sexes, all occupations",S&E occupations,Engineers,30&#8211;39,,4,502000,43000,S,94000,16000,S,334000,12000,480000,22000,425000,77000
5324,r034,"Both sexes, all occupations -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Engineers,40&#8211;49,,4,385000,38000,,63000,24000,2000,249000,7000,349000,37000,355000,31000
5324,r035,"Both sexes, all occupations -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Engineers,50&#8211;75,,4,553000,33000,,75000,21000,,415000,8000,476000,77000,537000,16000
5324,r036,"Both sexes, all occupations -> S&E-related occupations","Both sexes, all occupations",S&E-related occupations,,,,2,7269000,644000,22000,957000,535000,29000,4921000,161000,6677000,592000,6857000,412000
5324,r037,"Both sexes, all occupations -> S&E-related occupations -> 29 and younger","Both sexes, all occupations",S&E-related occupations,29 and younger,,,3,1119000,103000,2000,161000,63000,S,762000,27000,1067000,52000,1069000,50000
5324,r038,"Both sexes, all occupations -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations",S&E-related occupations,30&#8211;39,,,3,2064000,181000,4000,259000,139000,3000,1411000,67000,1967000,96000,1863000,200000
5324,r039,"Both sexes, all occupations -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations",S&E-related occupations,40&#8211;49,,,3,1752000,145000,5000,305000,153000,S,1088000,33000,1612000,140000,1647000,105000
5324,r040,"Both sexes, all occupations -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations",S&E-related occupations,50&#8211;75,,,3,2335000,214000,S,232000,180000,S,1661000,34000,2030000,304000,2278000,57000
5324,r041,"Both sexes, all occupations -> Non-S&E occupations","Both sexes, all occupations",Non-S&E occupations,,,,2,27876000,2787000,119000,1901000,2467000,67000,19868000,665000,24388000,3488000,26957000,919000
5324,r042,"Both sexes, all occupations -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations",Non-S&E occupations,29 and younger,,,3,4061000,509000,S,272000,292000,S,2747000,192000,3657000,404000,3972000,88000
5324,r043,"Both sexes, all occupations -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations",Non-S&E occupations,30&#8211;39,,,3,7420000,922000,13000,534000,580000,16000,5133000,221000,6786000,634000,7039000,381000
5324,r044,"Both sexes, all occupations -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations",Non-S&E occupations,40&#8211;49,,,3,7010000,710000,28000,513000,790000,16000,4795000,159000,6227000,784000,6734000,276000
5324,r045,"Both sexes, all occupations -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations",Non-S&E occupations,50&#8211;75,,,3,9385000,647000,32000,582000,804000,33000,7194000,92000,7718000,1666000,9211000,174000
5324,r046,"Both sexes, all occupations -> Female, all occupations","Both sexes, all occupations","Female, all occupations",,,,2,20577000,2110000,110000,1939000,1970000,37000,13848000,562000,18426000,2151000,19809000,768000
5324,r047,"Both sexes, all occupations -> Female, all occupations -> 29 and younger","Both sexes, all occupations","Female, all occupations",29 and younger,,,3,3665000,431000,S,343000,274000,3000,2420000,152000,3356000,309000,3550000,115000
5324,r048,"Both sexes, all occupations -> Female, all occupations -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",30&#8211;39,,,3,5785000,715000,15000,602000,496000,9000,3739000,210000,5388000,398000,5367000,418000
5324,r049,"Both sexes, all occupations -> Female, all occupations -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",40&#8211;49,,,3,5089000,531000,27000,540000,580000,12000,3255000,144000,4593000,496000,4947000,142000
5324,r050,"Both sexes, all occupations -> Female, all occupations -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",50&#8211;75,,,3,6038000,434000,27000,453000,620000,14000,4435000,56000,5089000,949000,5946000,92000
5324,r051,"Both sexes, all occupations -> Female, all occupations -> S&E occupations","Both sexes, all occupations","Female, all occupations",S&E occupations,,,3,1861000,154000,4000,420000,118000,3000,1110000,52000,1722000,139000,1628000,233000
5324,r052,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,29 and younger,,4,382000,44000,,83000,18000,,218000,18000,353000,29000,324000,58000
5324,r053,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,30&#8211;39,,4,592000,55000,1000,155000,45000,S,317000,19000,564000,28000,463000,129000
5324,r054,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,40&#8211;49,,4,427000,36000,S,112000,19000,S,248000,8000,400000,27000,395000,31000
5324,r055,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,50&#8211;75,,4,460000,19000,S,70000,36000,,327000,7000,405000,55000,445000,15000
5324,r056,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,4,291000,29000,0.05,64000,10000,,181000,6000,273000,18000,248000,43000
5324,r057,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,5,61000,7000,,10000,3000,,39000,3000,55000,6000,53000,8000
5324,r058,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",30&#8211;39,5,98000,13000,,25000,3000,,55000,1000,95000,3000,73000,24000
5324,r059,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",40&#8211;49,5,68000,6000,,15000,3000,,43000,1000,65000,4000,61000,7000
5324,r060,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",50&#8211;75,5,64000,3000,,14000,1000,,45000,,58000,6000,60000,4000
5324,r061,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,,4,874000,42000,S,265000,67000,,470000,27000,810000,64000,738000,135000
5324,r062,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,29 and younger,5,152000,8000,,50000,9000,,76000,9000,136000,16000,118000,34000
5324,r063,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,30&#8211;39,5,247000,14000,,95000,S,,99000,12000,239000,7000,171000,76000
5324,r064,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,40&#8211;49,5,217000,12000,,78000,11000,,114000,3000,205000,12000,199000,18000
5324,r065,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,50&#8211;75,5,259000,9000,,43000,21000,,182000,4000,230000,29000,251000,8000
5324,r066,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,,4,121000,9000,,13000,7000,,88000,4000,105000,16000,109000,12000
5324,r067,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,29 and younger,5,36000,3000,,1000,,,28000,S,32000,4000,33000,4000
5324,r068,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,30&#8211;39,5,45000,4000,,8000,2000,,31000,S,41000,4000,38000,8000
5324,r069,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,40&#8211;49,5,21000,S,,1000,,,18000,,18000,3000,21000,1000
5324,r070,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,50&#8211;75,5,18000,1000,,2000,4000,,11000,,13000,5000,18000,0.05
5324,r071,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,,4,293000,44000,0.05,22000,22000,S,197000,6000,270000,23000,277000,16000
5324,r072,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,29 and younger,5,52000,S,,5000,2000,,28000,2000,51000,2000,50000,3000
5324,r073,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,30&#8211;39,5,113000,15000,,10000,10000,,77000,2000,102000,11000,104000,9000
5324,r074,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,40&#8211;49,5,69000,11000,,4000,4000,,47000,2000,65000,4000,66000,3000
5324,r075,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,50&#8211;75,5,59000,3000,,3000,7000,,45000,S,52000,7000,57000,S
5324,r076,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,,4,282000,29000,S,56000,11000,,175000,9000,264000,18000,256000,27000
5324,r077,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,29 and younger,5,81000,11000,,17000,3000,,47000,3000,79000,2000,71000,10000
5324,r078,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,30&#8211;39,5,90000,9000,,18000,3000,,56000,3000,87000,3000,77000,13000
5324,r079,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,40&#8211;49,5,51000,6000,,14000,2000,,27000,1000,47000,5000,48000,3000
5324,r080,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,50&#8211;75,5,60000,3000,,8000,S,,44000,,52000,8000,59000,0.05
5324,r081,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations","Both sexes, all occupations","Female, all occupations",S&E-related occupations,,,3,3870000,358000,9000,494000,296000,7000,2609000,96000,3637000,233000,3742000,128000
5324,r082,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E-related occupations,29 and younger,,4,747000,59000,S,102000,49000,,515000,20000,720000,27000,721000,26000
5324,r083,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E-related occupations,30&#8211;39,,4,1106000,108000,2000,137000,81000,S,734000,44000,1070000,36000,1047000,60000
5324,r084,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E-related occupations,40&#8211;49,,4,877000,82000,,162000,59000,5000,547000,21000,827000,50000,850000,27000
5324,r085,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E-related occupations,50&#8211;75,,4,1140000,109000,S,94000,107000,S,814000,S,1020000,120000,1124000,16000
5324,r086,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,,,3,14846000,1599000,97000,1025000,1556000,27000,10128000,414000,13068000,1778000,14440000,406000
5324,r087,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,29 and younger,,4,2536000,328000,S,159000,207000,S,1687000,113000,2283000,252000,2504000,31000
5324,r088,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,30&#8211;39,,4,4087000,552000,12000,310000,370000,7000,2688000,147000,3754000,333000,3858000,229000
5324,r089,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,40&#8211;49,,4,3785000,413000,24000,266000,502000,6000,2459000,116000,3366000,419000,3701000,84000
5324,r090,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,50&#8211;75,,4,4438000,306000,21000,290000,477000,12000,3294000,37000,3665000,774000,4377000,62000
5324,r091,"Both sexes, all occupations -> Male, all occupations","Both sexes, all occupations","Male, all occupations",,,,2,21352000,1832000,53000,2311000,1375000,75000,15294000,412000,18854000,2498000,19900000,1452000
5324,r092,"Both sexes, all occupations -> Male, all occupations -> 29 and younger","Both sexes, all occupations","Male, all occupations",29 and younger,,,3,2775000,307000,S,356000,135000,S,1850000,115000,2527000,248000,2556000,219000
5324,r093,"Both sexes, all occupations -> Male, all occupations -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",30&#8211;39,,,3,5825000,569000,S,710000,342000,14000,4041000,133000,5378000,446000,5180000,645000
5324,r094,"Both sexes, all occupations -> Male, all occupations -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",40&#8211;49,,,3,5226000,440000,10000,616000,441000,31000,3619000,70000,4677000,549000,4838000,387000
5324,r095,"Both sexes, all occupations -> Male, all occupations -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",50&#8211;75,,,3,7526000,515000,20000,628000,458000,26000,5785000,94000,6272000,1254000,7325000,201000
5324,r096,"Both sexes, all occupations -> Male, all occupations -> S&E occupations","Both sexes, all occupations","Male, all occupations",S&E occupations,,,3,4922000,357000,S,972000,226000,14000,3242000,96000,4494000,429000,4268000,655000
5324,r097,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,29 and younger,,4,878000,81000,S,183000,36000,S,543000,30000,806000,72000,740000,138000
5324,r098,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,30&#8211;39,,4,1533000,126000,S,364000,74000,S,919000,35000,1448000,85000,1182000,352000
5324,r099,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,40&#8211;49,,4,1126000,80000,3000,227000,59000,2000,743000,13000,1032000,94000,1009000,117000
5324,r100,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,50&#8211;75,,4,1385000,69000,1000,198000,57000,S,1039000,17000,1208000,177000,1337000,48000
5324,r101,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,4,324000,24000,S,76000,9000,,208000,6000,299000,25000,272000,52000
5324,r102,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,5,76000,14000,,12000,S,,42000,S,71000,S,70000,6000
5324,r103,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",30&#8211;39,5,101000,5000,,27000,3000,,64000,2000,95000,S,69000,32000
5324,r104,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",40&#8211;49,5,61000,3000,,16000,1000,,40000,,56000,4000,51000,10000
5324,r105,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",50&#8211;75,5,87000,2000,,21000,1000,,62000,S,78000,9000,82000,4000
5324,r106,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,,4,2647000,181000,S,600000,138000,S,1651000,59000,2421000,226000,2237000,409000
5324,r107,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,29 and younger,5,444000,37000,,99000,24000,,265000,20000,406000,38000,366000,79000
5324,r108,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,30&#8211;39,5,899000,74000,,246000,47000,,496000,23000,844000,54000,663000,235000
5324,r109,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,40&#8211;49,5,641000,40000,,154000,33000,,407000,7000,594000,48000,570000,71000
5324,r110,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,50&#8211;75,5,662000,31000,,101000,34000,S,483000,9000,577000,85000,638000,24000
5324,r111,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Physical and related scientists","Both sexes, all occupations","Male, all occupations",S&E occupations,Physical and related scientists,,4,240000,14000,0.05,36000,10000,,176000,2000,214000,26000,207000,34000
5324,r112,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Physical and related scientists -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,Physical and related scientists,29 and younger,5,52000,1000,,14000,,,34000,S,43000,,41000,11000
5324,r113,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Physical and related scientists -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,Physical and related scientists,30&#8211;39,5,67000,7000,,10000,7000,,42000,1000,63000,4000,53000,14000
