table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_r_d,field_r_d_plant
3952,r001,All locations,All locations,,,1,142499708.8,138170254.9,4329453.9
3952,r002,All locations -> Alabama,All locations,Alabama,,2,5539805.1,5414464.9,125340.2
3952,r003,All locations -> Alaska,All locations,Alaska,,2,340888.7,334240.4,6648.3
3952,r004,All locations -> Arizona,All locations,Arizona,,2,2013773.0,2001235.9,12537.1
3952,r005,All locations -> Arkansas,All locations,Arkansas,,2,179019.8,179019.8,0.0
3952,r006,All locations -> California,All locations,California,,2,19835122.2,19158610.5,676511.6
3952,r007,All locations -> Colorado,All locations,Colorado,,2,5632971.8,5267919.7,365052.1
3952,r008,All locations -> Connecticut,All locations,Connecticut,,2,2674716.6,2673235.2,1481.4
3952,r009,All locations -> Delaware,All locations,Delaware,,2,172646.5,163086.6,9559.9
3952,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,6378676.5,6228175.8,150500.7
3952,r011,All locations -> Florida,All locations,Florida,,2,3925780.9,3892005.0,33775.9
3952,r012,All locations -> Georgia,All locations,Georgia,,2,1510510.6,1503918.0,6592.6
3952,r013,All locations -> Hawaii,All locations,Hawaii,,2,436229.5,411940.0,24289.5
3952,r014,All locations -> Idaho,All locations,Idaho,,2,923310.3,919915.3,3395.0
3952,r015,All locations -> Illinois,All locations,Illinois,,2,3469680.5,2998344.6,471335.8
3952,r016,All locations -> Indiana,All locations,Indiana,,2,902947.2,894094.8,8852.3
3952,r017,All locations -> Iowa,All locations,Iowa,,2,519861.0,517779.2,2081.8
3952,r018,All locations -> Kansas,All locations,Kansas,,2,294816.8,282617.3,12199.5
3952,r019,All locations -> Kentucky,All locations,Kentucky,,2,320174.1,313350.7,6823.4
3952,r020,All locations -> Louisiana,All locations,Louisiana,,2,457919.7,432060.3,25859.4
3952,r021,All locations -> Maine,All locations,Maine,,2,189363.5,189013.5,350.0
3952,r022,All locations -> Maryland,All locations,Maryland,,2,17640752.4,16992340.3,648412.2
3952,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,6877570.7,6837816.2,39754.5
3952,r024,All locations -> Michigan,All locations,Michigan,,2,2138319.1,2053699.5,84619.7
3952,r025,All locations -> Minnesota,All locations,Minnesota,,2,1032347.9,1029355.9,2992.0
3952,r026,All locations -> Mississippi,All locations,Mississippi,,2,518664.1,505111.8,13552.4
3952,r027,All locations -> Missouri,All locations,Missouri,,2,2386259.0,2375132.7,11126.3
3952,r028,All locations -> Montana,All locations,Montana,,2,191413.0,191393.8,19.1
3952,r029,All locations -> Nebraska,All locations,Nebraska,,2,244549.9,243708.3,841.6
3952,r030,All locations -> Nevada,All locations,Nevada,,2,376060.9,375083.5,977.4
3952,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,670578.9,669304.6,1274.3
3952,r032,All locations -> New Jersey,All locations,New Jersey,,2,2915268.6,2834421.1,80847.5
3952,r033,All locations -> New Mexico,All locations,New Mexico,,2,4012491.0,3755707.3,256783.6
3952,r034,All locations -> New York,All locations,New York,,2,6291990.4,6162335.7,129654.7
3952,r035,All locations -> North Carolina,All locations,North Carolina,,2,2440375.1,2417439.8,22935.4
3952,r036,All locations -> North Dakota,All locations,North Dakota,,2,73249.5,73020.1,229.4
3952,r037,All locations -> Ohio,All locations,Ohio,,2,5282785.0,5188238.0,94547.0
3952,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,516671.9,505865.6,10806.3
3952,r039,All locations -> Oregon,All locations,Oregon,,2,841299.5,696901.8,144397.7
3952,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,4104864.5,4092542.5,12322.0
3952,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,750257.0,722584.7,27672.4
3952,r042,All locations -> South Carolina,All locations,South Carolina,,2,667768.3,645951.1,21817.2
3952,r043,All locations -> South Dakota,All locations,South Dakota,,2,89152.7,88897.7,255.0
3952,r044,All locations -> Tennessee,All locations,Tennessee,,2,4091509.7,3578413.6,513096.1
3952,r045,All locations -> Texas,All locations,Texas,,2,5132018.1,5067493.3,64524.8
3952,r046,All locations -> Utah,All locations,Utah,,2,1301136.4,1301136.4,0.0
3952,r047,All locations -> Vermont,All locations,Vermont,,2,120795.1,119948.0,847.1
3952,r048,All locations -> Virginia,All locations,Virginia,,2,8132740.7,8028901.8,103838.9
3952,r049,All locations -> Washington,All locations,Washington,,2,3251187.6,3195255.2,55932.3
3952,r050,All locations -> West Virginia,All locations,West Virginia,,2,142665.2,141895.2,770.0
3952,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,852075.0,839542.6,12532.4
3952,r052,All locations -> Wyoming,All locations,Wyoming,,2,78203.3,67645.9,10557.3
3952,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,539028.3,520697.2,18331.1
3952,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,97227.1,81769.7,15457.4
3952,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,441801.2,438927.5,2873.7
3952,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,4335.6,4335.6,0.0
3952,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,3073110.3,3073110.3,0.0
