table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10835,r032,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,15372,15372,0,0,0,0,0,0,0,0
10835,r033,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,25825478,36123,0,25781441,0,0,0,0,2303,5610
10835,r034,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,36055,36055,0,0,0,0,0,0,0,0
10835,r035,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,25768810,0,0,25768810,0,0,0,0,0,0
10835,r036,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,15002,68,0,12631,0,0,0,0,2303,0
10835,r037,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,5610,0,0,0,0,0,0,0,0,5610
10835,r038,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,242709,39446,4518,9258,0,29040,0,0,96322,64124
10835,r039,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,5233,1176,301,0,0,0,0,0,3756,0
10835,r040,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,30831,7000,0,5000,0,18831,0,0,0,0
10835,r041,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,2176,2176,0,0,0,0,0,0,0,0
10835,r042,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,203776,29093,4217,4258,0,10209,0,0,91874,64124
10835,r043,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,692,0,0,0,0,0,0,0,692,0
10835,r044,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,0.05,0.05,0,0,0,0,0,0,0,0
10835,r045,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,154714,235,81208,49417,0,1595,0,10406,11853,0
10835,r046,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,1466,0,0,1466,0,0,0,0,0,0
10835,r047,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,19440,0,8748,0,0,972,0,9720,0,0
10835,r048,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,10018,0,0,0,0,0,0,0,10018,0
10835,r049,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,2720,235,27,0,0,623,0,0,1835,0
10835,r050,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,119938,0,72433,47505,0,0,0,0,0,0
10835,r051,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,1132,0,0,446,0,0,0,686,0,0
10835,r052,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,8240,2077,0,0,0,4017,0,2145,0,0
10835,r053,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,3,0,0,0,0,0,0,3,0,0
10835,r054,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,8236,2077,0,0,0,4017,0,2142,0,0
10835,r055,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,20000,0,0,20000,0,0,0,0,0,0
10835,r056,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,264985,0,0,0,0,2618,0,0,45823,216544
10835,r057,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,216544,0,0,0,0,0,0,0,0,216544
10835,r058,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,40640,0,0,0,0,0,0,0,40640,0
10835,r059,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,2618,0,0,0,0,2618,0,0,0,0
10835,r060,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,3991,0,0,0,0,0,0,0,3991,0
10835,r061,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,1192,0,0,0,0,0,0,0,1192,0
10835,r062,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,10399,0,0,0,0,10399,0,0,0,0
10835,r063,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,10399,0,0,0,0,10399,0,0,0,0
10835,r064,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,90535,0,0,90535,0,0,0,0,0,0
10835,r065,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10835,r066,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,67761,0,0,64011,0,0,0,0,0,3750
10835,r067,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,119086,1631,49082,47046,906,2843,0,688,16889,0
10835,r068,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2543,0,0,0,0,2543,0,0,0,0
10835,r069,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,4318325,0,139593,0,0,1657306,0,0,1949045,572381
10835,r070,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,16502,0,0,0,0,0,0,0,16502,0
