table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6239,r022,World -> Europe -> Non-EU -> Russia,World,Europe,Non-EU,Russia,4,1982,1151,1577,1920,2366,3202,3756,3978,4501,5348,6592,7024,5663,3497,3782,4322,4698,5500
6239,r023,World -> Europe -> Non-EU -> Switzerland,World,Europe,Non-EU,Switzerland,4,299,337,358,372,470,517,580,536,728,966,819,852,831,769,678,595,650,661
6239,r024,World -> Europe -> Non-EU -> Other non-EU,World,Europe,Non-EU,Other non-EU,4,2638,3436,4166,5369,5605,6842,8266,4614,5556,6696,6320,7114,6914,6511,7067,7940,7711,7810
6239,r025,World -> Middle East,World,Middle East,,,2,1593,2225,2305,2831,3771,3863,4569,5458,5761,7934,5445,4853,5667,5319,7817,9082,8287,7922
6239,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,936,1552,1549,1991,2832,2722,3234,4077,4148,6088,3226,2772,3638,3501,5900,6643,5798,5543
6239,r027,World -> Middle East -> Israel,World,Middle East,Israel,,3,199,205,192,207,227,271,299,308,324,293,285,300,295,300,334,363,344,303
6239,r028,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,199,217,252,289,336,352,382,359,434,458,563,645,674,674,602,815,911,838
6239,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,53,60,70,86,117,133,155,115,126,146,160,157,190,188,205,228,197,176
6239,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,205,192,243,257,260,385,499,599,729,949,1211,979,870,655,777,1033,1037,1061
6239,r031,World -> Africa,World,Africa,,,2,1922,2552,3199,3671,4088,4222,3896,3318,4375,4705,4628,4654,4821,4899,4854,5015,5612,6535
6239,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,129,106,139,162,178,221,280,308,396,488,303,401,551,755,635,751,894,1477
6239,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,41,45,50,58,68,80,98,89,100,123,181,237,315,263,126,108,203,353
6239,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,1451,2100,2693,3086,3368,3317,2818,2248,3111,3220,3354,3077,2984,3002,3146,3153,3401,3490
6239,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,300,301,316,365,474,604,700,673,768,874,790,938,971,878,946,1003,1114,1216
6239,r036,World -> Asia,World,Asia,,,2,157833,176811,190786,208022,212347,242841,259599,249913,328189,339476,396541,390556,428136,439134,473593,516188,548431,540716
6239,r037,World -> Asia -> China,World,Asia,China,,3,27593,34495,32223,33942,41973,56276,70412,87697,120073,136634,157802,180588,210213,220736,246229,279935,304942,299268
6239,r038,World -> Asia -> India,World,Asia,India,,3,1974,2959,3916,4256,5104,6472,6400,8909,10657,13381,13248,10771,14090,16091,15633,17487,20770,19532
6239,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,5247,6604,7836,6327,4735,6765,9050,8665,11852,11828,13449,12481,12522,14540,15312,15928,15893,15315
6239,r040,World -> Asia -> Japan,World,Asia,Japan,,3,99916,106710,116517,128064,121014,127627,130966,108689,141708,129536,160081,131244,130700,126351,135873,141511,144192,148741
6239,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,1690,1624,1624,1224,1238,1244,1579,1422,2024,2288,2551,2703,2855,3058,3226,3394,3764,4194
6239,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,424,428,471,547,558,766,965,848,1310,1173,1044,1579,3226,3173,2053,2176,2294,2183
6239,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,41,135,113,122,140,132,112,128,137,184,166,278,281,256,288,357,333,313
6239,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,12328,13793,16321,19458,22519,26506,20998,17895,24864,29090,32382,34518,36018,36146,35578,34863,34267,29812
6239,r045,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,3378,3442,3502,4030,3180,2995,2749,2654,3287,3817,3811,3984,4483,4645,4693,4818,4637,4626
6239,r046,World -> Asia -> Thailand,World,Asia,Thailand,,3,4676,5890,7224,8648,10497,12555,14789,11399,10368,9262,9711,10021,10330,10632,10864,11635,13090,12898
6239,r047,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,116,170,185,275,380,553,728,907,914,1020,1030,1253,2118,1881,2200,2155,2377,2600
6239,r048,World -> Asia -> Other Asia,World,Asia,Other Asia,,3,451,561,855,1130,1011,950,851,701,996,1264,1267,1136,1301,1626,1644,1931,1871,1234
6239,r049,World -> Oceania,World,Oceania,,,2,2762,3505,4140,4183,4106,4861,4356,4212,4131,4508,4075,3545,3483,2683,3299,3394,899,795
6239,r050,World -> Oceania -> Australia,World,Oceania,Australia,,3,2686,3409,4028,4062,4005,4704,4250,4089,3950,4330,3914,3328,3183,2359,2908,2989,507,445
6239,r051,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,76,96,112,121,101,157,106,124,181,178,161,216,299,324,391,406,392,350
