table_id,row_id,field_citizenship_ethnicity_and_race_full_path,field_citizenship_ethnicity_and_race_level_1,field_citizenship_ethnicity_and_race_level_2,field_citizenship_ethnicity_and_race_level_3,field_citizenship_ethnicity_and_race_level_4,field_citizenship_ethnicity_and_race_level_5,field_citizenship_ethnicity_and_race_level_6,field_citizenship_ethnicity_and_race_level_7,field_citizenship_ethnicity_and_race_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016
1138,r094,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,155,171,168,198,244,341,398,472,677,781,1008
1138,r095,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,,6,544,627,642,690,746,1229,1045,1261,1368,1821,1866
1138,r096,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,7,10,14,15,11,7,22,22,14,22,15,14
1138,r097,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,7,na,na,na,na,na,224,197,278,310,428,475
1138,r098,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,85,78,118,130,138,na,na,na,na,na,na
1138,r099,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,7,35,44,43,35,48,91,61,70,60,89,101
1138,r100,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,na,na,2,5,3,3,6,7
1138,r101,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,7,378,425,401,462,467,691,665,771,843,1106,1078
1138,r102,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,na,na,21,20,49,52,94,109
1138,r103,All degrees -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,7,36,66,65,52,86,178,75,76,78,83,82
1138,r104,All degrees -> All S&E -> Science -> Mathematics and statistics -> Temporary resident,All degrees,All S&E,Science,Mathematics and statistics,Temporary resident,,,5,54,29,45,42,61,75,86,69,95,95,155
1138,r105,All degrees -> All S&E -> Science -> Physical sciences,All degrees,All S&E,Science,Physical sciences,,,,4,1670,1946,1909,2101,2304,3068,3567,3992,4399,4909,5390
1138,r106,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,,,5,1543,1841,1777,1935,2138,2810,3280,3738,4093,4533,5026
1138,r107,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,158,207,219,261,328,401,598,674,855,1057,1263
1138,r108,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,,6,1385,1634,1558,1674,1810,2409,2682,3064,3238,3476,3763
1138,r109,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,7,26,29,37,37,37,47,41,50,49,58,44
1138,r110,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,7,na,na,na,na,na,373,461,507,577,699,710
1138,r111,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,208,254,273,282,284,na,na,na,na,na,na
1138,r112,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,7,97,100,101,116,126,362,393,422,422,402,465
1138,r113,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,na,na,21,12,17,20,18,24
1138,r114,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,7,959,1078,1015,1081,1205,1347,1508,1724,1832,1930,2078
1138,r115,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,na,na,43,67,112,135,172,199
1138,r116,All degrees -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,7,95,173,132,158,158,216,200,232,203,197,243
1138,r117,All degrees -> All S&E -> Science -> Physical sciences -> Temporary resident,All degrees,All S&E,Science,Physical sciences,Temporary resident,,,5,127,105,132,166,166,258,287,254,306,376,364
1138,r118,All degrees -> All S&E -> Science -> Psychology,All degrees,All S&E,Science,Psychology,,,,4,1944,2213,2412,3949,6582,3866,4713,6118,7529,8736,10602
1138,r119,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,,,5,1922,2192,2382,3897,6501,3810,4676,6056,7449,8621,10500
1138,r120,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,366,447,492,678,942,944,1364,1930,2648,3379,4534
1138,r121,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,,6,1556,1745,1890,3219,5559,2866,3312,4126,4801,5242,5966
1138,r122,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,7,41,73,67,71,95,81,88,85,103,124,126
1138,r123,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,7,na,na,na,na,na,174,243,364,480,562,715
1138,r124,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,79,92,113,159,227,na,na,na,na,na,na
1138,r125,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,7,198,203,214,370,730,314,416,457,587,698,831
1138,r126,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,na,na,18,19,31,23,20,41
1138,r127,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,7,1148,1268,1355,2165,3493,2003,2173,2681,3119,3236,3586
1138,r128,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,na,na,53,85,169,226,333,371
1138,r129,All degrees -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,All S&E,Science,Psychology,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,7,90,109,141,454,1014,223,288,339,263,269,296
1138,r130,All degrees -> All S&E -> Science -> Psychology -> Temporary resident,All degrees,All S&E,Science,Psychology,Temporary resident,,,5,22,21,30,52,81,56,37,62,80,115,102
1138,r131,All degrees -> All S&E -> Science -> Social sciences,All degrees,All S&E,Science,Social sciences,,,,4,7993,8464,9052,10470,12163,21100,23592,24274,24547,24920,25599
1138,r132,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,,,5,7834,8309,8889,10290,11941,20805,23240,23892,24189,24530,25096
1138,r133,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,1381,1555,1825,2213,2621,3520,4428,5228,6114,6774,7951
1138,r134,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,,6,6453,6754,7064,8077,9320,17285,18812,18664,18075,17756,17145
1138,r135,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,7,236,298,300,285,262,419,386,384,375,380,324
1138,r136,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,7,na,na,na,na,na,1122,1221,1502,1420,1632,1818
1138,r137,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,556,626,689,802,955,na,na,na,na,na,na
1138,r138,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,7,1130,1130,1116,1391,1700,3027,3294,3334,3440,3449,3381
1138,r139,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,na,na,221,209,214,133,160,134
1138,r140,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,7,4094,4180,4418,4793,5376,9627,10205,10682,10412,10033,9307
1138,r141,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,na,na,227,409,657,777,859,1162
1138,r142,All degrees -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,7,437,520,541,806,1027,2642,3088,1891,1518,1243,1019
1138,r143,All degrees -> All S&E -> Science -> Social sciences -> Temporary resident,All degrees,All S&E,Science,Social sciences,Temporary resident,,,5,159,155,163,180,222,295,352,382,358,390,503
1138,r144,All degrees -> All S&E -> Engineering,All degrees,All S&E,Engineering,,,,,3,2291,2272,2403,2329,2665,2994,3537,3871,4409,5004,5414
1138,r145,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,,,,4,2204,2179,2314,2180,2514,2810,3298,3697,4213,4776,5177
1138,r146,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,5,345,344,350,326,348,409,453,579,709,815,974
1138,r147,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,,,5,1859,1835,1964,1854,2166,2401,2845,3118,3504,3961,4203
1138,r148,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,,6,26,34,29,20,21,42,29,45,38,36,33
1138,r149,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian,,6,na,na,na,na,na,199,272,291,357,405,448
1138,r150,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,6,132,175,140,177,216,na,na,na,na,na,na
1138,r151,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,,6,215,190,227,169,165,183,236,244,308,322,408
1138,r152,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,6,na,na,na,na,na,21,23,20,21,16,17
1138,r153,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,,6,1354,1316,1453,1384,1621,1797,2068,2266,2507,2862,2914
1138,r154,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,,6,na,na,na,na,na,25,26,58,90,101,149
1138,r155,All degrees -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,All S&E,Engineering,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,,6,132,120,115,104,143,134,191,194,183,219,234
1138,r156,All degrees -> All S&E -> Engineering -> Temporary resident,All degrees,All S&E,Engineering,Temporary resident,,,,4,87,93,89,149,151,184,239,174,196,228,237
1138,r157,All degrees -> Non-S&E,All degrees,Non-S&E,,,,,,2,668332,685666,706432,738995,794170,873942,941751,929413,924547,933598,929028
1138,r158,All degrees -> Non-S&E -> U.S. citizen and permanent resident,All degrees,Non-S&E,U.S. citizen and permanent resident,,,,,3,655999,672734,692941,724927,779310,858831,926243,914128,909149,917550,911795
1138,r159,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,Non-S&E,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,4,74411,78344,83523,89230,101644,113367,136254,141545,149383,162110,175251
1138,r160,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,,,,4,581588,594390,609418,635697,677666,745464,789989,772583,759766,755440,736544
1138,r161,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,,,5,7267,7225,7386,7400,8680,8400,8884,8834,8663,8440,8134
1138,r162,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian,,,5,na,na,na,na,na,34520,37214,37806,38704,39949,41784
1138,r163,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,5,31031,32908,33877,35305,37766,na,na,na,na,na,na
1138,r164,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,,,5,78028,80054,83010,87843,97687,109612,121154,117206,116168,120070,118714
1138,r165,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,5,na,na,na,na,na,4253,3915,3889,3898,3668,3518
1138,r166,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,,,5,427330,433809,438737,456296,478374,519063,542813,536156,523991,517664,501777
1138,r167,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,,,5,na,na,na,na,na,9761,12616,16478,19277,21741,24645
1138,r168,All degrees -> Non-S&E -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,Non-S&E,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,,,5,37932,40394,46408,48853,55159,59855,63393,52214,49065,43908,37972
1138,r169,All degrees -> Non-S&E -> Temporary resident,All degrees,Non-S&E,Temporary resident,,,,,3,12333,12932,13491,14068,14860,15111,15508,15285,15398,16048,17233
1138,r170,All degrees -> Non-S&E -> S&E technologies,All degrees,Non-S&E,S&E technologies,,,,,3,96772,101898,106183,111172,124476,148636,165632,156573,148966,144098,136580
1138,r171,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,,,,4,95965,101114,105255,110297,123446,147677,164612,155529,148010,143213,135601
1138,r172,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,5,9971,11227,12015,12870,14593,16699,21206,21059,20979,21482,21544
1138,r173,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,,,5,85994,89887,93240,97427,108853,130978,143406,134470,127031,121731,114057
1138,r174,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,,6,1003,1001,1077,1162,1154,1288,1435,1472,1337,1302,1243
1138,r175,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian,,6,na,na,na,na,na,4798,5645,5446,5515,5385,5221
1138,r176,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,6,3779,4211,4656,4932,5301,na,na,na,na,na,na
1138,r177,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,,6,12563,13189,13748,14244,16908,20451,22629,21235,19018,19724,18309
1138,r178,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,6,na,na,na,na,na,576,539,569,534,483,497
1138,r179,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,White,,6,64337,66943,69002,71362,77730,90822,96719,92913,87297,84261,79674
1138,r180,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,,6,na,na,na,na,na,1412,1926,2479,2617,2791,3181
1138,r181,All degrees -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity,All degrees,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,,6,4312,4543,4757,5727,7760,11631,14513,10356,10713,7785,5932
1138,r182,All degrees -> Non-S&E -> S&E technologies -> Temporary resident,All degrees,Non-S&E,S&E technologies,Temporary resident,,,,4,807,784,928,875,1030,959,1020,1044,956,885,979
1138,r183,All degrees -> Non-S&E -> S&E technologies -> Science technologies,All degrees,Non-S&E,S&E technologies,Science technologies,,,,4,1225,1429,1448,1474,1818,1981,2230,2357,2465,2592,3033
1138,r184,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,,,5,1204,1400,1419,1447,1775,1946,2186,2308,2422,2556,2991
1138,r185,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,138,167,162,160,218,235,291,350,356,451,604
1138,r186,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,,6,1066,1233,1257,1287,1557,1711,1895,1958,2066,2105,2387
1138,r187,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,7,6,10,13,13,5,14,17,18,14,13,22
1138,r188,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,7,na,na,na,na,na,87,121,113,131,169,197
1138,r189,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,55,96,85,79,86,na,na,na,na,na,na
1138,r190,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,7,151,142,160,175,217,222,247,249,266,276,355
1138,r191,All degrees -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All degrees,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,na,na,8,11,6,5,7,12
