table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
3916,r001,All agencies,All agencies,,,,,1,4376447.8,1092657.1,353973.3,428268.6,513972.8,850027.0,169824.3,956249.0,1175.7,10300.0
3916,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3916,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,28992.4,28992.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,19356.8,19356.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,9635.6,9635.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,464332.3,464332.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,r007,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,118969.3,118969.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,r008,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,345363.0,345363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,r009,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,609655.9,348972.0,176394.7,77223.3,3897.9,2968.0,0.0,200.0,0.0,0.0
3916,r010,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,192630.2,168815.0,23815.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
