table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
4322,r011,All states and outlying areas -> Alabama -> Tuskegee U.,All states and outlying areas,Alabama,Tuskegee U.,3,9976.3,0.0,192.7,0.0,0.0,0.0,1865.0,0.0,1751.7,6166.9,0.0
4322,r012,"All states and outlying areas -> Alabama -> U. Alabama, Birmingham",All states and outlying areas,Alabama,"U. Alabama, Birmingham",3,364763.4,0.0,13514.1,513.0,343.6,0.0,334512.1,7658.7,7777.8,0.0,444.0
4322,r013,"All states and outlying areas -> Alabama -> U. Alabama, Huntsville",All states and outlying areas,Alabama,"U. Alabama, Huntsville",3,44785.2,217.1,33867.7,505.4,0.0,0.0,261.0,3853.4,5750.7,0.0,330.0
4322,r014,"All states and outlying areas -> Alabama -> U. Alabama, system office",All states and outlying areas,Alabama,"U. Alabama, system office",3,1135.9,0.0,852.4,155.0,0.0,0.0,0.0,0.0,0.0,15.0,113.5
4322,r015,"All states and outlying areas -> Alabama -> U. Alabama, Tuscaloosa",All states and outlying areas,Alabama,"U. Alabama, Tuscaloosa",3,27595.9,0.0,834.0,3300.8,0.0,0.0,6034.2,826.8,16450.1,0.0,150.0
4322,r016,All states and outlying areas -> Alabama -> U. North Alabama,All states and outlying areas,Alabama,U. North Alabama,3,2171.0,0.0,0.0,0.0,0.0,0.0,851.4,0.0,1319.6,0.0,0.0
4322,r017,All states and outlying areas -> Alabama -> U. South Alabama,All states and outlying areas,Alabama,U. South Alabama,3,22312.6,573.2,130.0,2711.0,0.0,0.0,11581.4,0.0,7307.1,0.0,10.0
4322,r018,All states and outlying areas -> Alabama -> U. West Alabama,All states and outlying areas,Alabama,U. West Alabama,3,826.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.2,0.0,0.0
4322,r019,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,,2,115684.0,3363.1,9883.8,3850.0,0.0,0.0,15128.5,14703.7,57748.3,3714.9,7291.7
4322,r020,All states and outlying areas -> Alaska -> Alaska Pacific U.,All states and outlying areas,Alaska,Alaska Pacific U.,3,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,0.0
4322,r021,All states and outlying areas -> Alaska -> Ilisagvik C.,All states and outlying areas,Alaska,Ilisagvik C.,3,223.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.3,0.0
4322,r022,All states and outlying areas -> Alaska -> U. Alaska System of Higher Education,All states and outlying areas,Alaska,U. Alaska System of Higher Education,3,1256.4,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4
4322,r023,"All states and outlying areas -> Alaska -> U. Alaska, Anchorage, Anchorage Campus",All states and outlying areas,Alaska,"U. Alaska, Anchorage, Anchorage Campus",3,7203.7,500.0,0.0,0.0,0.0,0.0,1550.6,95.1,3530.2,669.0,858.9
4322,r024,"All states and outlying areas -> Alaska -> U. Alaska, Fairbanks, Fairbanks Campus",All states and outlying areas,Alaska,"U. Alaska, Fairbanks, Fairbanks Campus",3,102952.0,0.0,9883.8,2700.0,0.0,0.0,13310.2,14608.7,53657.4,2615.6,6176.3
4322,r025,"All states and outlying areas -> Alaska -> U. Alaska, Southeast, Juneau",All states and outlying areas,Alaska,"U. Alaska, Southeast, Juneau",3,3970.3,2863.1,0.0,0.0,0.0,0.0,267.7,0.0,560.7,128.7,150.2
4322,r026,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,,2,482710.9,1650.6,40541.8,22409.8,4416.3,2150.0,208248.3,61158.7,124168.0,12831.1,5136.3
4322,r027,All states and outlying areas -> Arizona -> Arizona State U.,All states and outlying areas,Arizona,Arizona State U.,3,173111.7,35.3,24645.4,12534.4,4170.3,0.0,50052.6,11249.7,66068.1,888.0,3467.9
4322,r028,All states and outlying areas -> Arizona -> Central Arizona C.,All states and outlying areas,Arizona,Central Arizona C.,3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
4322,r029,All states and outlying areas -> Arizona -> Dine C.,All states and outlying areas,Arizona,Dine C.,3,914.5,0.0,0.0,0.0,0.0,0.0,714.5,0.0,200.0,0.0,0.0
4322,r030,All states and outlying areas -> Arizona -> Maricopa Community Colleges,All states and outlying areas,Arizona,Maricopa Community Colleges,3,162.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.3,0.0,0.0
4322,r031,"All states and outlying areas -> Arizona -> Midwestern U., Glendale",All states and outlying areas,Arizona,"Midwestern U., Glendale",3,547.9,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,22.9,0.0
4322,r032,All states and outlying areas -> Arizona -> Northern Arizona U.,All states and outlying areas,Arizona,Northern Arizona U.,3,28920.0,195.1,4279.6,1742.5,0.0,1850.0,9963.3,1807.0,8402.7,419.3,260.5
4322,r033,All states and outlying areas -> Arizona -> Pima Community C.,All states and outlying areas,Arizona,Pima Community C.,3,298.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.3,0.0,0.0
4322,r034,All states and outlying areas -> Arizona -> Tohono O'odham Community C.,All states and outlying areas,Arizona,Tohono O'odham Community C.,3,689.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.3,0.0,0.0
4322,r035,All states and outlying areas -> Arizona -> U. Arizona,All states and outlying areas,Arizona,U. Arizona,3,277967.0,1420.1,11616.9,8132.9,246.0,300.0,146992.9,48102.0,48247.2,11501.0,1407.9
4322,r036,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,,2,112667.8,0.0,12185.6,1020.0,0.0,0.0,47245.6,644.6,18685.0,29937.4,2949.6
4322,r037,"All states and outlying areas -> Arkansas -> Arkansas State U., Jonesboro",All states and outlying areas,Arkansas,"Arkansas State U., Jonesboro",3,560.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,183.0,88.7
4322,r038,All states and outlying areas -> Arkansas -> Phillips Community C. of the U. Arkansas,All states and outlying areas,Arkansas,Phillips Community C. of the U. Arkansas,3,268.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.1,0.0,0.0
4322,r039,All states and outlying areas -> Arkansas -> South Arkansas Community C.,All states and outlying areas,Arkansas,South Arkansas Community C.,3,242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.4,0.0,0.0
4322,r040,All states and outlying areas -> Arkansas -> U. Arkansas for Medical Sciences,All states and outlying areas,Arkansas,U. Arkansas for Medical Sciences,3,44656.3,0.0,0.0,0.0,0.0,0.0,44056.5,0.0,599.8,0.0,0.0
4322,r041,"All states and outlying areas -> Arkansas -> U. Arkansas, Fayetteville",All states and outlying areas,Arkansas,"U. Arkansas, Fayetteville",3,32352.4,0.0,1422.6,750.0,0.0,0.0,2587.8,0.0,15806.9,8984.9,2800.2
4322,r042,"All states and outlying areas -> Arkansas -> U. Arkansas, Little Rock",All states and outlying areas,Arkansas,"U. Arkansas, Little Rock",3,7016.6,0.0,6568.3,0.0,0.0,0.0,0.0,0.0,0.0,448.4,0.0
4322,r043,"All states and outlying areas -> Arkansas -> U. Arkansas, Monticello",All states and outlying areas,Arkansas,"U. Arkansas, Monticello",3,984.9,0.0,984.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,r044,"All states and outlying areas -> Arkansas -> U. Arkansas, Pine Bluff",All states and outlying areas,Arkansas,"U. Arkansas, Pine Bluff",3,4449.9,0.0,600.0,0.0,0.0,0.0,0.0,0.0,1062.2,2787.7,0.0
4322,r045,"All states and outlying areas -> Arkansas -> U. Arkansas, system office",All states and outlying areas,Arkansas,"U. Arkansas, system office",3,21704.9,0.0,2609.8,270.0,0.0,0.0,601.3,644.6,0.0,17518.4,60.7
4322,r046,All states and outlying areas -> Arkansas -> U. Central Arkansas,All states and outlying areas,Arkansas,U. Central Arkansas,3,431.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.5,14.9,0.0
4322,r047,All states and outlying areas -> California,All states and outlying areas,California,,2,4906328.5,12774.9,430002.6,165073.9,13013.4,317.1,3335208.2,101996.4,741790.5,72862.4,33289.2
4322,r048,All states and outlying areas -> California -> Azusa Pacific U.,All states and outlying areas,California,Azusa Pacific U.,3,1348.4,0.0,0.0,0.0,0.0,0.0,1348.4,0.0,0.0,0.0,0.0
4322,r049,All states and outlying areas -> California -> California C. of the Arts,All states and outlying areas,California,California C. of the Arts,3,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
4322,r050,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,211717.2,50.0,18557.4,18896.8,0.0,0.0,65088.7,0.0,105996.0,0.0,3128.3
4322,r051,"All states and outlying areas -> California -> California Polytechnic State U., San Luis Obispo",All states and outlying areas,California,"California Polytechnic State U., San Luis Obispo",3,8037.1,0.0,8.9,0.0,0.0,0.0,1354.9,22.5,5521.8,879.0,250.0
4322,r052,"All states and outlying areas -> California -> California State Polytechnic U., Pomona",All states and outlying areas,California,"California State Polytechnic U., Pomona",3,3840.0,0.0,0.0,0.0,0.0,0.0,916.6,0.0,1773.5,1000.0,150.0
4322,r053,"All states and outlying areas -> California -> California State U., Bakersfield",All states and outlying areas,California,"California State U., Bakersfield",3,2716.4,0.0,0.0,0.0,0.0,0.0,359.0,0.0,2357.4,0.0,0.0
4322,r054,"All states and outlying areas -> California -> California State U., Channel Islands",All states and outlying areas,California,"California State U., Channel Islands",3,2878.9,0.0,149.0,0.0,0.0,0.0,0.0,0.0,2729.9,0.0,0.0
4322,r055,"All states and outlying areas -> California -> California State U., Chico",All states and outlying areas,California,"California State U., Chico",3,3680.9,0.0,301.0,0.0,426.6,0.0,0.0,0.0,2953.3,0.0,0.0
4322,r056,"All states and outlying areas -> California -> California State U., Dominguez Hills",All states and outlying areas,California,"California State U., Dominguez Hills",3,3306.3,0.0,0.0,300.0,0.0,0.0,1123.5,0.0,1882.8,0.0,0.0
4322,r057,"All states and outlying areas -> California -> California State U., East Bay",All states and outlying areas,California,"California State U., East Bay",3,3066.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3057.2,0.0,9.5
4322,r058,"All states and outlying areas -> California -> California State U., Fresno",All states and outlying areas,California,"California State U., Fresno",3,7044.5,0.0,0.0,0.0,0.0,0.0,1066.6,0.0,5968.0,9.9,0.0
4322,r059,"All states and outlying areas -> California -> California State U., Fullerton",All states and outlying areas,California,"California State U., Fullerton",3,5523.8,0.0,0.0,0.0,0.0,0.0,1704.1,0.0,3340.5,479.2,0.0
4322,r060,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,11590.1,0.0,1029.8,0.0,0.0,0.0,8446.1,0.0,2114.2,0.0,0.0
4322,r061,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,6384.7,0.0,600.0,0.0,0.0,0.0,2985.0,0.0,2799.6,0.0,0.0
4322,r062,All states and outlying areas -> California -> California State U. Maritime Academy,All states and outlying areas,California,California State U. Maritime Academy,3,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0
4322,r063,"All states and outlying areas -> California -> California State U., Monterey Bay",All states and outlying areas,California,"California State U., Monterey Bay",3,1108.4,0.0,266.6,0.0,0.0,0.0,626.4,0.0,125.0,90.4,0.0
4322,r064,"All states and outlying areas -> California -> California State U., Northridge",All states and outlying areas,California,"California State U., Northridge",3,15628.1,0.0,1260.5,360.0,0.0,0.0,8229.7,139.9,5613.0,0.0,25.0
4322,r065,"All states and outlying areas -> California -> California State U., Sacramento",All states and outlying areas,California,"California State U., Sacramento",3,2631.8,0.0,0.0,0.0,449.7,0.0,532.3,0.0,1649.7,0.0,0.0
4322,r066,"All states and outlying areas -> California -> California State U., San Bernardino",All states and outlying areas,California,"California State U., San Bernardino",3,3559.3,443.6,0.0,0.0,0.0,0.0,172.1,0.0,2943.6,0.0,0.0
4322,r067,"All states and outlying areas -> California -> California State U., San Marcos",All states and outlying areas,California,"California State U., San Marcos",3,6124.0,0.0,1000.0,0.0,249.9,0.0,1360.6,819.3,2694.2,0.0,0.0
4322,r068,"All states and outlying areas -> California -> California State U., Stanislaus",All states and outlying areas,California,"California State U., Stanislaus",3,1139.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.4,274.1,0.0
4322,r069,"All states and outlying areas -> California -> California State U., system office",All states and outlying areas,California,"California State U., system office",3,522.3,0.0,0.0,0.0,0.0,0.0,0.0,522.3,0.0,0.0,0.0
4322,r070,All states and outlying areas -> California -> Cerritos C.,All states and outlying areas,California,Cerritos C.,3,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,r071,All states and outlying areas -> California -> Chabot C.,All states and outlying areas,California,Chabot C.,3,649.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.9,0.0,0.0
4322,r072,All states and outlying areas -> California -> Chapman U.,All states and outlying areas,California,Chapman U.,3,4026.9,0.0,1078.6,0.0,0.0,0.0,1836.3,0.0,432.0,680.0,0.0
4322,r073,All states and outlying areas -> California -> Charles R. Drew U. of Medicine and Science,All states and outlying areas,California,Charles R. Drew U. of Medicine and Science,3,8090.0,0.0,0.0,0.0,0.0,0.0,8090.0,0.0,0.0,0.0,0.0
4322,r074,All states and outlying areas -> California -> Claremont Graduate U.,All states and outlying areas,California,Claremont Graduate U.,3,241.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.8,0.0,0.0
4322,r075,All states and outlying areas -> California -> Claremont McKenna C.,All states and outlying areas,California,Claremont McKenna C.,3,1005.5,0.0,0.0,0.0,0.0,0.0,362.8,0.0,642.7,0.0,0.0
4322,r076,All states and outlying areas -> California -> Cuesta C.,All states and outlying areas,California,Cuesta C.,3,256.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.5,0.0,0.0
4322,r077,All states and outlying areas -> California -> Dominican U. California,All states and outlying areas,California,Dominican U. California,3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
4322,r078,All states and outlying areas -> California -> Fielding Graduate U.,All states and outlying areas,California,Fielding Graduate U.,3,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0
4322,r079,All states and outlying areas -> California -> Harvey Mudd C.,All states and outlying areas,California,Harvey Mudd C.,3,1840.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840.6,0.0,0.0
4322,r080,All states and outlying areas -> California -> Humboldt State U.,All states and outlying areas,California,Humboldt State U.,3,1433.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.9,564.6,49.1
4322,r081,All states and outlying areas -> California -> Keck Graduate Institute,All states and outlying areas,California,Keck Graduate Institute,3,957.1,0.0,0.0,0.0,0.0,0.0,957.1,0.0,0.0,0.0,0.0
4322,r082,All states and outlying areas -> California -> Loma Linda U.,All states and outlying areas,California,Loma Linda U.,3,9317.7,0.0,0.0,0.0,0.0,0.0,7417.1,1900.6,0.0,0.0,0.0
4322,r083,All states and outlying areas -> California -> Loyola Marymount U.,All states and outlying areas,California,Loyola Marymount U.,3,1509.9,0.0,0.0,0.0,0.0,0.0,1284.4,0.0,225.5,0.0,0.0
4322,r084,All states and outlying areas -> California -> Menlo C.,All states and outlying areas,California,Menlo C.,3,182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.5,0.0,0.0
4322,r085,All states and outlying areas -> California -> Monterey Peninsula C.,All states and outlying areas,California,Monterey Peninsula C.,3,733.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.9,0.0,0.0
4322,r086,All states and outlying areas -> California -> National Physical Science Consortium,All states and outlying areas,California,National Physical Science Consortium,3,430.1,430.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,r087,All states and outlying areas -> California -> Naval Postgraduate School,All states and outlying areas,California,Naval Postgraduate School,3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
4322,r088,All states and outlying areas -> California -> North Orange County Community C. District,All states and outlying areas,California,North Orange County Community C. District,3,253.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.5,0.0,0.0
4322,r089,All states and outlying areas -> California -> Notre Dame de Namur U.,All states and outlying areas,California,Notre Dame de Namur U.,3,480.4,0.0,480.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,r090,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,1221.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.3,0.0,0.0
4322,r091,All states and outlying areas -> California -> Ohlone C.,All states and outlying areas,California,Ohlone C.,3,185.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.3,0.0,0.0
4322,r092,All states and outlying areas -> California -> Pomona C.,All states and outlying areas,California,Pomona C.,3,1172.0,0.0,50.4,0.0,0.0,0.0,378.6,0.0,743.0,0.0,0.0
4322,r093,"All states and outlying areas -> California -> Riverside Community C. District, Riverside",All states and outlying areas,California,"Riverside Community C. District, Riverside",3,310.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.9,0.0,0.0
4322,r094,All states and outlying areas -> California -> Saddleback C.,All states and outlying areas,California,Saddleback C.,3,3581.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3581.3,0.0,0.0
4322,r095,All states and outlying areas -> California -> Saint Mary's C. California,All states and outlying areas,California,Saint Mary's C. California,3,999.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.5,0.0,0.0
4322,r096,All states and outlying areas -> California -> Samuel Merritt U.,All states and outlying areas,California,Samuel Merritt U.,3,2477.9,0.0,0.0,0.0,0.0,0.0,2477.9,0.0,0.0,0.0,0.0
4322,r097,"All states and outlying areas -> California -> San Diego State U., San Diego",All states and outlying areas,California,"San Diego State U., San Diego",3,40901.2,0.0,3366.5,437.2,716.6,0.0,26276.0,766.5,8961.6,242.5,134.3
4322,r098,All states and outlying areas -> California -> San Francisco State U.,All states and outlying areas,California,San Francisco State U.,3,14856.1,0.0,1308.8,492.8,0.0,0.0,8970.2,0.0,4084.3,0.0,0.0
4322,r099,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,19381.9,0.0,695.2,0.0,0.0,0.0,1924.3,10590.7,3255.3,0.0,2916.4
4322,r100,All states and outlying areas -> California -> Santa Clara U.,All states and outlying areas,California,Santa Clara U.,3,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.0,0.0,0.0
4322,r101,All states and outlying areas -> California -> Santa Monica C.,All states and outlying areas,California,Santa Monica C.,3,1326.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1326.8,0.0,0.0
4322,r102,All states and outlying areas -> California -> Scripps Research Institute,All states and outlying areas,California,Scripps Research Institute,3,225743.5,0.0,3237.5,0.0,0.0,0.0,221595.5,219.3,691.2,0.0,0.0
4322,r103,All states and outlying areas -> California -> Sonoma State U.,All states and outlying areas,California,Sonoma State U.,3,789.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.7,0.0,0.0
4322,r104,"All states and outlying areas -> California -> Southwestern C., Chula Vista",All states and outlying areas,California,"Southwestern C., Chula Vista",3,3230.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230.8,0.0,0.0
4322,r105,All states and outlying areas -> California -> Stanford U.,All states and outlying areas,California,Stanford U.,3,633211.0,290.1,44750.8,22909.2,0.0,0.0,501838.6,12554.3,50493.5,0.0,374.6
4322,r106,"All states and outlying areas -> California -> State Center Community C. District, Fresno City C.",All states and outlying areas,California,"State Center Community C. District, Fresno City C.",3,944.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.7,0.0,0.0
4322,r107,"All states and outlying areas -> California -> State Center Community C. District, Reedley C.",All states and outlying areas,California,"State Center Community C. District, Reedley C.",3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
4322,r108,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,256027.5,335.1,33648.8,23589.4,0.0,317.1,125728.1,0.0,66852.3,699.4,4857.4
4322,r109,"All states and outlying areas -> California -> U. California, Cooperative Extension",All states and outlying areas,California,"U. California, Cooperative Extension",3,246.8,0.0,0.0,0.0,0.0,0.0,181.7,0.0,0.0,65.1,0.0
4322,r110,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,352732.7,124.3,18286.3,13370.5,2522.1,0.0,236143.9,4436.9,38097.5,29965.1,9786.1
4322,r111,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,231085.6,1218.5,15753.3,9157.3,2910.7,0.0,147002.2,6715.4,48328.2,0.0,0.0
4322,r112,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,572994.0,278.0,33695.1,28720.1,1201.4,0.0,437782.1,13784.8,57175.9,0.0,356.5
4322,r113,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,21337.6,66.7,2939.8,1860.0,0.0,0.0,6012.7,73.8,9848.2,526.4,10.0
4322,r114,"All states and outlying areas -> California -> U. California, Office of the President",All states and outlying areas,California,"U. California, Office of the President",3,43555.9,2211.4,0.0,0.0,0.0,0.0,705.9,28343.9,920.5,11159.4,214.7
4322,r115,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,91604.6,385.5,9596.9,3151.0,1080.8,0.0,27472.2,0.0,28501.0,21030.7,386.4
4322,r116,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,708741.1,2341.3,87988.2,23597.0,212.0,0.0,462604.7,9774.3,118748.0,3450.0,25.6
4322,r117,"All states and outlying areas -> California -> U. California, San Francisco",All states and outlying areas,California,"U. California, San Francisco",3,717661.9,0.0,29530.8,0.0,475.7,0.0,677974.7,0.0,9680.7,0.0,0.0
4322,r118,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,113313.3,618.7,29538.7,9963.9,967.4,0.0,14917.4,5252.1,51447.1,0.0,608.1
4322,r119,"All states and outlying areas -> California -> U. California, Santa Cruz",All states and outlying areas,California,"U. California, Santa Cruz",3,70066.5,2132.8,3355.0,3511.7,0.0,0.0,40814.9,3910.7,15923.6,218.0,199.8
4322,r120,All states and outlying areas -> California -> U. of the Pacific,All states and outlying areas,California,U. of the Pacific,3,1926.9,0.0,0.0,0.0,0.0,0.0,735.8,0.0,1191.1,0.0,0.0
4322,r121,All states and outlying areas -> California -> U. San Diego,All states and outlying areas,California,U. San Diego,3,1596.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.5,0.0,15.2
4322,r122,All states and outlying areas -> California -> U. San Francisco,All states and outlying areas,California,U. San Francisco,3,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268.0,0.0,0.0
4322,r123,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,424202.8,1848.8,83672.7,3557.4,1800.4,0.0,274869.8,2069.1,47784.3,0.0,8600.5
4322,r124,All states and outlying areas -> California -> Unitek C.,All states and outlying areas,California,Unitek C.,3,850.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0
4322,r125,All states and outlying areas -> California -> Vanguard U.,All states and outlying areas,California,Vanguard U.,3,1124.6,0.0,0.0,1124.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,r126,"All states and outlying areas -> California -> West Hills Community C. District, Coalinga",All states and outlying areas,California,"West Hills Community C. District, Coalinga",3,993.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.3,0.0,0.0
4322,r127,All states and outlying areas -> California -> Western U. of Health Sciences,All states and outlying areas,California,Western U. of Health Sciences,3,8048.2,0.0,3855.5,0.0,0.0,0.0,2689.2,0.0,0.0,1503.5,0.0
4322,r128,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,811513.0,89915.8,59916.7,27614.0,2152.9,0.0,336235.9,75141.1,180984.0,29369.6,10183.0
4322,r129,All states and outlying areas -> Colorado -> Adams State U.,All states and outlying areas,Colorado,Adams State U.,3,1832.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.3,0.0,0.0
4322,r130,All states and outlying areas -> Colorado -> Arapahoe Community C.,All states and outlying areas,Colorado,Arapahoe Community C.,3,299.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.9,0.0,0.0
4322,r131,All states and outlying areas -> Colorado -> Colorado C.,All states and outlying areas,Colorado,Colorado C.,3,364.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.1,0.0,0.0
4322,r132,All states and outlying areas -> Colorado -> Colorado Northwestern Community C.,All states and outlying areas,Colorado,Colorado Northwestern Community C.,3,299.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.6,0.0,0.0
