table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
4322,r001,All states and outlying areas,All states and outlying areas,,,1,38084768.1,424013.6,4679372.0,1369567.0,176914.7,9416.9,22637592.7,1077685.0,6057633.1,1243381.7,409191.3
4322,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,,2,540544.4,6579.7,52233.8,9922.7,343.6,0.0,361514.3,13238.1,57563.5,26655.1,12493.6
4322,r003,All states and outlying areas -> Alabama -> Alabama A&M U.,All states and outlying areas,Alabama,Alabama A&M U.,3,6589.5,0.0,196.0,0.0,0.0,0.0,0.0,0.0,45.0,6348.5,0.0
4322,r004,All states and outlying areas -> Alabama -> Alabama State U.,All states and outlying areas,Alabama,Alabama State U.,3,3038.9,0.0,600.0,0.0,0.0,0.0,1087.0,0.0,1351.8,0.0,0.0
4322,r005,"All states and outlying areas -> Alabama -> Auburn U., Auburn",All states and outlying areas,Alabama,"Auburn U., Auburn",3,52110.4,2887.0,1670.9,2737.5,0.0,0.0,5197.1,899.3,13147.7,14124.7,11446.2
4322,r006,All states and outlying areas -> Alabama -> Gadsden State Community C.,All states and outlying areas,Alabama,Gadsden State Community C.,3,435.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.2,0.0,0.0
4322,r007,"All states and outlying areas -> Alabama -> Lawson State Community C., Birmingham",All states and outlying areas,Alabama,"Lawson State Community C., Birmingham",3,369.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.1,0.0,0.0
4322,r008,All states and outlying areas -> Alabama -> Marine Environmental Sciences Consortium,All states and outlying areas,Alabama,Marine Environmental Sciences Consortium,3,1315.0,202.4,170.0,0.0,0.0,0.0,125.0,0.0,817.6,0.0,0.0
4322,r009,All states and outlying areas -> Alabama -> Oakwood U.,All states and outlying areas,Alabama,Oakwood U.,3,205.8,0.0,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,r010,All states and outlying areas -> Alabama -> Troy U.,All states and outlying areas,Alabama,Troy U.,3,2914.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0
