table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10846,r017,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,4446,0,0,0,0,0,0,0,4446,0
10846,r018,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,162753,19260,8587,18228,14280,27013,4338,12638,46506,11903
10846,r019,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,26666,0,0,0,0,0,0,0,0,26666
10846,r020,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,1000966,23769,35896,142325,10971,782347,0,0,543,5114
10846,r021,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,543,0,0,0,0,0,0,0,543,0
10846,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,15000,0,0,0,0,10000,0,0,0,5000
10846,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,15000,0,0,0,0,10000,0,0,0,5000
10846,r024,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,2924,2924,0,0,0,0,0,0,0,0
10846,r025,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,982499,20846,35896,142325,10971,772347,0,0,0,114
10846,r026,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,12842865,0,185455,9147798,101649,339595,1453394,354432,873381,387161
10846,r027,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,37609,0,0,22324,0,0,0,0,2770,12514
10846,r028,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,2081,0,0,2081,0,0,0,0,0,0
10846,r029,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,12803175,0,185455,9123392,101649,339595,1453394,354432,870611,374646
10846,r030,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,11665,1500,0,1000,0,2220,0,0,4428,2518
10846,r031,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,4720,1500,0,1000,0,2220,0,0,0,0
10846,r032,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,6946,0,0,0,0,0,0,0,4428,2518
10846,r033,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,5570,0,4031,990,0,549,0,0,0,0
10846,r034,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,990,0,0,990,0,0,0,0,0,0
10846,r035,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,549,0,0,0,0,549,0,0,0,0
10846,r036,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,4031,0,4031,0,0,0,0,0,0,0
10846,r037,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,7221,0,0,0,0,0,1000,6221,0,0
10846,r038,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,7221,0,0,0,0,0,1000,6221,0,0
10846,r039,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10846,r040,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,1305903,0,320580,9432,0,972383,0,0,2228,1280
10846,r041,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,4941482,751467,790334,729401,258256,1078244,31018,166336,661569,474856
