table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2019,field_2020_preliminary_
3932,r001,All fields,All fields,,,1,18559376.1,19564280.8
3932,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,1245400.4,1268154.2
3932,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,871785.0,NA
3932,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,319780.6,NA
3932,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,53834.8,NA
3932,r006,All fields -> Engineering,All fields,Engineering,,2,1665537.0,1712355.2
3932,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,49996.4,NA
3932,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,3995.0,NA
3932,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,59208.3,NA
3932,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,7564.8,NA
3932,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,129031.4,NA
3932,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,68223.2,NA
3932,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,293421.9,NA
3932,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,1054095.8,NA
3932,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,1120422.5,1143585.2
3932,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,146686.3,NA
3932,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,156543.7,NA
3932,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,388637.5,NA
3932,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,428555.1,NA
3932,r020,All fields -> Life sciences,All fields,Life sciences,,2,10480308.5,11185886.6
3932,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,167634.7,NA
3932,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,5763358.7,NA
3932,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,232734.8,NA
3932,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,3293161.7,NA
3932,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1023418.5,NA
3932,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,2080811.6,2113696.4
3932,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,208675.7,NA
3932,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,454985.6,NA
3932,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,822093.8,NA
3932,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,595056.5,NA
3932,r031,All fields -> Psychology,All fields,Psychology,,2,853894.4,922785.6
3932,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,15011.4,NA
3932,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,9260.2,NA
3932,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,829622.9,NA
3932,r035,All fields -> Social sciences,All fields,Social sciences,,2,261289.2,278863.8
3932,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,19729.7,NA
3932,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,37568.7,NA
3932,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,10281.0,NA
3932,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,16154.8,NA
3932,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,177555.1,NA
3932,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,851712.3,938953.7
