table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015
787,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
787,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['76', '&nbsp;']"
787,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['375', '&nbsp;']"
787,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
787,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['976', '&nbsp;']","['509', '&nbsp;']","['688', 'i']","['539', '&nbsp;']","['628', '&nbsp;']","['351', '&nbsp;']","['547', '&nbsp;']","['406', '&nbsp;']"
787,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,735', '&nbsp;']","['1,574', '&nbsp;']","['1,358', 'i']","['1,051', '&nbsp;']","['1,212', '&nbsp;']","['1,276', '&nbsp;']","['1,475', '&nbsp;']","['1,389', '&nbsp;']"
787,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
787,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,178', '&nbsp;']","['985', '&nbsp;']","['1,245', '&nbsp;']","['1,561', '&nbsp;']","['1,306', '&nbsp;']","['1,359', '&nbsp;']","['1,446', '&nbsp;']","['1,122', '&nbsp;']"
787,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,753', '&nbsp;']","['1,992', '&nbsp;']","['1,741', '&nbsp;']","['1,396', '&nbsp;']","['1,455', '&nbsp;']","['1,650', '&nbsp;']","['2,293', '&nbsp;']","['2,426', '&nbsp;']"
787,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['11,350', '&nbsp;']","['10,403', '&nbsp;']","['11,674', '&nbsp;']","['12,691', '&nbsp;']","['12,419', '&nbsp;']","['13,238', '&nbsp;']","['14,343', '&nbsp;']","['13,516', '&nbsp;']"
787,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['7,000', '&nbsp;']","['5,692', '&nbsp;']","['6,907', '&nbsp;']","['8,126', '&nbsp;']","['10,298', '&nbsp;']","['11,430', '&nbsp;']","['12,979', '&nbsp;']","['9,498', '&nbsp;']"
787,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['11,785', '&nbsp;']","['10,442', '&nbsp;']","['8,856', '&nbsp;']","['12,485', '&nbsp;']","['10,317', '&nbsp;']","['9,741', '&nbsp;']","['9,366', '&nbsp;']","['11,543', '&nbsp;']"
787,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['24,671', '&nbsp;']","['21,368', '&nbsp;']","['25,777', '&nbsp;']","['30,497', '&nbsp;']","['34,056', '&nbsp;']","['33,054', '&nbsp;']","['32,647', '&nbsp;']","['33,221', '&nbsp;']"
