table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2020,field_2021,field_2022
10632,r021,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences -> Nutrition science,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences,Nutrition science,4,25,41,24
10632,r022,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,46,39,46
10632,r023,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,73,69,64
10632,r024,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences -> Physiology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences,Physiology,4,116,106,117
10632,r025,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences,Zoology and animal biology,4,37,31,34
10632,r026,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,76,102,100
10632,r027,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,,3,138,137,167
10632,r028,"All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All surveyed fields<sup>a</sup>,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",4,18,15,17
10632,r029,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Computer and information sciences,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Computer and information sciences,4,28,29,38
10632,r030,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Computer and information systems security ,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Computer and information systems security ,4,1,4,6
10632,r031,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Computer science,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Computer science,4,57,54,61
10632,r032,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Information science and studies,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Information science and studies,4,10,9,14
10632,r033,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Information technology,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Information technology,4,4,4,2
10632,r034,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Computer and information sciences nec ,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Computer and information sciences nec ,4,20,22,29
10632,r035,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,219,235,241
10632,r036,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,43,42,40
10632,r037,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,117,124,122
10632,r038,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,43,50,56
10632,r039,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,16,19,23
10632,r040,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,,3,68,72,81
10632,r041,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Applied mathematics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Applied mathematics,4,13,16,19
10632,r042,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Mathematics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Mathematics,4,28,31,37
10632,r043,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Statistics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Statistics,4,27,25,25
10632,r044,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup>,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,,3,151,178,218
10632,r045,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Biological and physical sciences,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Biological and physical sciences,4,13,12,14
10632,r046,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Computational science,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Computational science,4,6,7,6
10632,r047,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Data science and data analytics,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Data science and data analytics,4,10,8,14
10632,r048,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> International and global studies,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,International and global studies,4,10,7,8
10632,r049,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Multidisciplinary and interdisciplinary sciences nec,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Multidisciplinary and interdisciplinary sciences nec,4,112,144,176
10632,r050,All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation,All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,,3,126,135,152
10632,r051,All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation -> Environmental science and studies,All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,Environmental science and studies,4,44,48,57
10632,r052,"All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,82,87,95
10632,r053,All surveyed fields<sup>a</sup> -> Science -> Physical sciences,All surveyed fields<sup>a</sup>,Science,Physical sciences,,3,420,410,449
10632,r054,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Astronomy and astrophysics,All surveyed fields<sup>a</sup>,Science,Physical sciences,Astronomy and astrophysics,4,55,53,58
10632,r055,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Chemistry,All surveyed fields<sup>a</sup>,Science,Physical sciences,Chemistry,4,164,161,174
10632,r056,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Materials sciences,All surveyed fields<sup>a</sup>,Science,Physical sciences,Materials sciences,4,24,20,25
10632,r057,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Physics,All surveyed fields<sup>a</sup>,Science,Physical sciences,Physics,4,155,156,167
10632,r058,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Physical sciences nec,All surveyed fields<sup>a</sup>,Science,Physical sciences,Physical sciences nec,4,22,20,25
10632,r059,All surveyed fields<sup>a</sup> -> Science -> Psychology,All surveyed fields<sup>a</sup>,Science,Psychology,,3,167,172,210
10632,r060,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Applied psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Applied psychology,4,21,25,29
10632,r061,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Clinical psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Clinical psychology,4,7,7,6
10632,r062,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Counseling psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Counseling psychology,4,5,6,6
10632,r063,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Human development<sup>d</sup>,All surveyed fields<sup>a</sup>,Science,Psychology,Human development<sup>d</sup>,4,32,29,53
10632,r064,"All surveyed fields<sup>a</sup> -> Science -> Psychology -> Psychology, general",All surveyed fields<sup>a</sup>,Science,Psychology,"Psychology, general",4,77,75,88
10632,r065,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Research and experimental psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Research and experimental psychology,4,25,30,28
10632,r066,All surveyed fields<sup>a</sup> -> Science -> Social sciences,All surveyed fields<sup>a</sup>,Science,Social sciences,,3,462,462,517
10632,r067,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Agricultural and natural resource economics,All surveyed fields<sup>a</sup>,Science,Social sciences,Agricultural and natural resource economics,4,18,15,15
10632,r068,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Anthropology,All surveyed fields<sup>a</sup>,Science,Social sciences,Anthropology,4,39,39,40
10632,r069,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All surveyed fields<sup>a</sup>,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,57,47,52
10632,r070,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Criminal justice and safety studies,All surveyed fields<sup>a</sup>,Science,Social sciences,Criminal justice and safety studies,4,8,7,10
10632,r071,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Criminology,All surveyed fields<sup>a</sup>,Science,Social sciences,Criminology,4,3,4,5
10632,r072,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Economics (except agricultural and natural resource),All surveyed fields<sup>a</sup>,Science,Social sciences,Economics (except agricultural and natural resource),4,48,48,47
10632,r073,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Geography and cartography,All surveyed fields<sup>a</sup>,Science,Social sciences,Geography and cartography,4,32,30,22
10632,r074,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> International relations and national security studies,All surveyed fields<sup>a</sup>,Science,Social sciences,International relations and national security studies,4,11,19,18
10632,r075,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Linguistics,All surveyed fields<sup>a</sup>,Science,Social sciences,Linguistics,4,14,13,16
10632,r076,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Political science and government,All surveyed fields<sup>a</sup>,Science,Social sciences,Political science and government,4,27,24,31
10632,r077,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Public policy analysis,All surveyed fields<sup>a</sup>,Science,Social sciences,Public policy analysis,4,73,72,89
10632,r078,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Sociology,All surveyed fields<sup>a</sup>,Science,Social sciences,Sociology,4,47,49,56
10632,r079,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Urban studies and affairs ,All surveyed fields<sup>a</sup>,Science,Social sciences,Urban studies and affairs ,4,8,10,17
10632,r080,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Social sciences, other<sup>e</sup>",All surveyed fields<sup>a</sup>,Science,Social sciences,"Social sciences, other<sup>e</sup>",4,77,85,99
10632,r081,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup>,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,,,2,851,829,928
10632,r082,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Aerospace, aeronautical, and astronautical engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Aerospace, aeronautical, and astronautical engineering",,3,29,28,36
10632,r083,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Biological, biomedical, and biosystems engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Biological, biomedical, and biosystems engineering<sup>e</sup>",,3,102,102,124
10632,r084,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",,3,86,81,97
10632,r085,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,4,75,70,87
10632,r086,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,4,11,11,10
10632,r087,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields",,3,127,123,134
10632,r088,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields",Civil engineering,4,112,108,119
10632,r089,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",4,15,15,15
10632,r090,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering",,3,139,137,140
10632,r091,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",4,127,125,129
10632,r092,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering -> Computer engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering",Computer engineering,4,12,12,11
10632,r093,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",,3,43,38,49
10632,r094,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,4,22,23,31
10632,r095,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,4,21,15,18
10632,r096,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Mechanical engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Mechanical engineering,,3,99,102,110
10632,r097,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Metallurgical, mining, materials and related engineering fields<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Metallurgical, mining, materials and related engineering fields<sup>e</sup>",,3,64,59,62
10632,r098,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,,3,162,159,176
10632,r099,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Agricultural engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,Agricultural engineering,4,15,16,16
10632,r100,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering mechanics, physics, and science",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering mechanics, physics, and science",4,20,20,27
10632,r101,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Nuclear engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,Nuclear engineering,4,11,8,11
10632,r102,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering, other<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering, other<sup>e</sup>",4,116,115,122
10632,r103,All surveyed fields<sup>a</sup> -> Health,All surveyed fields<sup>a</sup>,Health,,,2,1562,1535,1638
10632,r104,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine,All surveyed fields<sup>a</sup>,Health,Clinical medicine,,3,1268,1268,1332
10632,r105,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Anesthesiology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Anesthesiology,4,38,30,33
10632,r106,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Cardiology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Cardiology,4,34,35,35
10632,r107,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Endocrinology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Endocrinology,4,29,27,28
10632,r108,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Gastroenterology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Gastroenterology,4,20,27,25
10632,r109,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Hematology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Hematology,4,27,25,24
10632,r110,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Medical clinical sciences and clinical and medical laboratory sciences ,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Medical clinical sciences and clinical and medical laboratory sciences ,4,55,45,44
10632,r111,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Neurology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Neurology,4,75,82,87
10632,r112,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Obstetrics and gynecology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Obstetrics and gynecology,4,33,35,39
10632,r113,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Oncology and cancer research,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Oncology and cancer research,4,65,56,65
10632,r114,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Ophthalmology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Ophthalmology,4,46,40,41
10632,r115,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Otorhinolaryngology,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Otorhinolaryngology,4,28,29,29
10632,r116,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Pediatrics,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Pediatrics,4,96,89,104
10632,r117,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Psychiatry,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Psychiatry,4,51,49,54
10632,r118,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Public health,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Public health,4,137,141,164
10632,r119,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Pulmonary disease,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Pulmonary disease,4,28,26,28
10632,r120,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Radiological sciences,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Radiological sciences,4,70,63,86
10632,r121,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Surgery,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Surgery,4,127,133,141
10632,r122,All surveyed fields<sup>a</sup> -> Health -> Clinical medicine -> Clinical medicine nec,All surveyed fields<sup>a</sup>,Health,Clinical medicine,Clinical medicine nec,4,309,336,305
10632,r123,All surveyed fields<sup>a</sup> -> Health -> Other health,All surveyed fields<sup>a</sup>,Health,Other health,,3,294,267,306
10632,r124,All surveyed fields<sup>a</sup> -> Health -> Other health -> Communication disorders sciences,All surveyed fields<sup>a</sup>,Health,Other health,Communication disorders sciences,4,24,24,30
10632,r125,All surveyed fields<sup>a</sup> -> Health -> Other health -> Dental sciences ,All surveyed fields<sup>a</sup>,Health,Other health,Dental sciences ,4,35,31,42
10632,r126,All surveyed fields<sup>a</sup> -> Health -> Other health -> Kinesiology and exercise science,All surveyed fields<sup>a</sup>,Health,Other health,Kinesiology and exercise science,4,20,11,17
10632,r127,All surveyed fields<sup>a</sup> -> Health -> Other health -> Nursing science,All surveyed fields<sup>a</sup>,Health,Other health,Nursing science,4,38,36,52
10632,r128,All surveyed fields<sup>a</sup> -> Health -> Other health -> Pharmaceutical sciences,All surveyed fields<sup>a</sup>,Health,Other health,Pharmaceutical sciences,4,83,75,78
10632,r129,All surveyed fields<sup>a</sup> -> Health -> Other health -> Other health nec,All surveyed fields<sup>a</sup>,Health,Other health,Other health nec,4,94,90,87
