table_id,row_id,time_period,_b_total_b_level_1,_b_total_b_level_2,_b_total_b_level_3,_b_total_b_hierarchy_depth,value
6874,r100,2008,Total,Basic research,Amount,3,5379
6874,r101,2008,Total,Basic research,Percent,3,34.4
6874,r102,2008,Total,Applied research,Amount,3,3992
6874,r103,2008,Total,Applied research,Percent,3,25.6
6874,r104,2008,Total,Experimental development,Amount,3,6245
6874,r105,2008,Total,Experimental development,Percent,3,40.0
6874,r106,2008,Federally financed,All R&D expenditures,,2,15177
6874,r107,2008,Federally financed,Basic research,Amount,3,5210
6874,r108,2008,Federally financed,Basic research,Percent,3,34.3
6874,r109,2008,Federally financed,Applied research,Amount,3,3825
6874,r110,2008,Federally financed,Applied research,Percent,3,25.2
6874,r111,2008,Federally financed,Experimental development,Amount,3,6143
6874,r112,2008,Federally financed,Experimental development,Percent,3,40.5
6874,r113,2009,Total,All R&D expenditures,,2,16390
6874,r114,2009,Total,Basic research,Amount,3,5871
6874,r115,2009,Total,Basic research,Percent,3,35.8
6874,r116,2009,Total,Applied research,Amount,3,4545
6874,r117,2009,Total,Applied research,Percent,3,27.7
6874,r118,2009,Total,Experimental development,Amount,3,5974
6874,r119,2009,Total,Experimental development,Percent,3,36.4
6874,r120,2009,Federally financed,All R&D expenditures,,2,15943
6874,r121,2009,Federally financed,Basic research,Amount,3,5714
6874,r122,2009,Federally financed,Basic research,Percent,3,35.8
6874,r123,2009,Federally financed,Applied research,Amount,3,4346
6874,r124,2009,Federally financed,Applied research,Percent,3,27.3
6874,r125,2009,Federally financed,Experimental development,Amount,3,5884
6874,r126,2009,Federally financed,Experimental development,Percent,3,36.9
6874,r127,2010,Total,All R&D expenditures,,2,18881
6874,r128,2010,Total,Basic research,Amount,3,6655
6874,r129,2010,Total,Basic research,Percent,3,35.2
6874,r130,2010,Total,Applied research,Amount,3,5191
6874,r131,2010,Total,Applied research,Percent,3,27.5
6874,r132,2010,Total,Experimental development,Amount,3,7034
6874,r133,2010,Total,Experimental development,Percent,3,37.3
6874,r134,2010,Federally financed,All R&D expenditures,,2,18454
6874,r135,2010,Federally financed,Basic research,Amount,3,6487
6874,r136,2010,Federally financed,Basic research,Percent,3,35.2
6874,r137,2010,Federally financed,Applied research,Amount,3,5031
6874,r138,2010,Federally financed,Applied research,Percent,3,27.3
6874,r139,2010,Federally financed,Experimental development,Amount,3,6935
6874,r140,2010,Federally financed,Experimental development,Percent,3,37.6
6874,r141,2011,Total,All R&D expenditures,,2,18671
6874,r142,2011,Total,Basic research,Amount,3,6582
6874,r143,2011,Total,Basic research,Percent,3,35.3
6874,r144,2011,Total,Applied research,Amount,3,5175
6874,r145,2011,Total,Applied research,Percent,3,27.7
6874,r146,2011,Total,Experimental development,Amount,3,6914
6874,r147,2011,Total,Experimental development,Percent,3,37.0
6874,r148,2011,Federally financed,All R&D expenditures,,2,18276
6874,r149,2011,Federally financed,Basic research,Amount,3,6439
6874,r150,2011,Federally financed,Basic research,Percent,3,35.2
6874,r151,2011,Federally financed,Applied research,Amount,3,5006
6874,r152,2011,Federally financed,Applied research,Percent,3,27.4
6874,r153,2011,Federally financed,Experimental development,Amount,3,6830
6874,r154,2011,Federally financed,Experimental development,Percent,3,37.4
6874,r155,2012,Total,All R&D expenditures,,2,18281
6874,r156,2012,Total,Basic research,Amount,3,6153
6874,r157,2012,Total,Basic research,Percent,3,33.7
6874,r158,2012,Total,Applied research,Amount,3,5382
6874,r159,2012,Total,Applied research,Percent,3,29.4
6874,r160,2012,Total,Experimental development,Amount,3,6746
6874,r161,2012,Total,Experimental development,Percent,3,36.9
6874,r162,2012,Federally financed,All R&D expenditures,,2,17875
6874,r163,2012,Federally financed,Basic research,Amount,3,6013
6874,r164,2012,Federally financed,Basic research,Percent,3,33.6
6874,r165,2012,Federally financed,Applied research,Amount,3,5209
6874,r166,2012,Federally financed,Applied research,Percent,3,29.1
6874,r167,2012,Federally financed,Experimental development,Amount,3,6653
6874,r168,2012,Federally financed,Experimental development,Percent,3,37.2
6874,r169,2013,Total,All R&D expenditures,,2,17667
6874,r170,2013,Total,Basic research,Amount,3,4186
6874,r171,2013,Total,Basic research,Percent,3,23.7
6874,r172,2013,Total,Applied research,Amount,3,6818
6874,r173,2013,Total,Applied research,Percent,3,38.6
6874,r174,2013,Total,Experimental development,Amount,3,6663
6874,r175,2013,Total,Experimental development,Percent,3,37.7
6874,r176,2013,Federally financed,All R&D expenditures,,2,17285
6874,r177,2013,Federally financed,Basic research,Amount,3,4081
6874,r178,2013,Federally financed,Basic research,Percent,3,23.6
6874,r179,2013,Federally financed,Applied research,Amount,3,6636
6874,r180,2013,Federally financed,Applied research,Percent,3,38.4
6874,r181,2013,Federally financed,Experimental development,Amount,3,6568
6874,r182,2013,Federally financed,Experimental development,Percent,3,38.0
6874,r183,2014,Total,All R&D expenditures,,2,17719
6874,r184,2014,Total,Basic research,Amount,3,4195
6874,r185,2014,Total,Basic research,Percent,3,23.7
6874,r186,2014,Total,Applied research,Amount,3,6839
6874,r187,2014,Total,Applied research,Percent,3,38.6
6874,r188,2014,Total,Experimental development,Amount,3,6684
6874,r189,2014,Total,Experimental development,Percent,3,37.7
6874,r190,2014,Federally financed,All R&D expenditures,,2,17331
6874,r191,2014,Federally financed,Basic research,Amount,3,4098
6874,r192,2014,Federally financed,Basic research,Percent,3,23.6
6874,r193,2014,Federally financed,Applied research,Amount,3,6648
6874,r194,2014,Federally financed,Applied research,Percent,3,38.4
6874,r195,2014,Federally financed,Experimental development,Amount,3,6585
6874,r196,2014,Federally financed,Experimental development,Percent,3,38.0
6874,r197,2015,Total,All R&D expenditures,,2,18458
6874,r198,2015,Total,Basic research,Amount,3,4094
6874,r199,2015,Total,Basic research,Percent,3,22.2
6874,r200,2015,Total,Applied research,Amount,3,7292
6874,r201,2015,Total,Applied research,Percent,3,39.5
6874,r202,2015,Total,Experimental development,Amount,3,7072
6874,r203,2015,Total,Experimental development,Percent,3,38.3
6874,r204,2015,Federally financed,All R&D expenditures,,2,18097
6874,r205,2015,Federally financed,Basic research,Amount,3,4012
6874,r206,2015,Federally financed,Basic research,Percent,3,22.2
6874,r207,2015,Federally financed,Applied research,Amount,3,7118
6874,r208,2015,Federally financed,Applied research,Percent,3,39.3
6874,r209,2015,Federally financed,Experimental development,Amount,3,6968
6874,r210,2015,Federally financed,Experimental development,Percent,3,38.5
6874,r211,2016,Total,All R&D expenditures,,2,19220
6874,r212,2016,Total,Basic research,Amount,3,4224
6874,r213,2016,Total,Basic research,Percent,3,22.0
6874,r214,2016,Total,Applied research,Amount,3,7527
6874,r215,2016,Total,Applied research,Percent,3,39.2
6874,r216,2016,Total,Experimental development,Amount,3,7468
6874,r217,2016,Total,Experimental development,Percent,3,38.9
6874,r218,2016,Federally financed,All R&D expenditures,,2,18856
6874,r219,2016,Federally financed,Basic research,Amount,3,4136
6874,r220,2016,Federally financed,Basic research,Percent,3,21.9
6874,r221,2016,Federally financed,Applied research,Amount,3,7373
6874,r222,2016,Federally financed,Applied research,Percent,3,39.1
6874,r223,2016,Federally financed,Experimental development,Amount,3,7347
6874,r224,2016,Federally financed,Experimental development,Percent,3,39.0
6874,r225,2017,Total,All R&D expenditures,,2,20038
6874,r226,2017,Total,Basic research,Amount,3,4111
6874,r227,2017,Total,Basic research,Percent,3,20.5
6874,r228,2017,Total,Applied research,Amount,3,7931
6874,r229,2017,Total,Applied research,Percent,3,39.6
6874,r230,2017,Total,Experimental development,Amount,3,7996
6874,r231,2017,Total,Experimental development,Percent,3,39.9
6874,r232,2017,Federally financed,All R&D expenditures,,2,19668
6874,r233,2017,Federally financed,Basic research,Amount,3,4039
6874,r234,2017,Federally financed,Basic research,Percent,3,20.5
6874,r235,2017,Federally financed,Applied research,Amount,3,7756
6874,r236,2017,Federally financed,Applied research,Percent,3,39.4
6874,r237,2017,Federally financed,Experimental development,Amount,3,7873
6874,r238,2017,Federally financed,Experimental development,Percent,3,40.0
6874,r239,2018,Total,All R&D expenditures,,2,21172
6874,r240,2018,Total,Basic research,Amount,3,4180
6874,r241,2018,Total,Basic research,Percent,3,19.7
6874,r242,2018,Total,Applied research,Amount,3,8391
6874,r243,2018,Total,Applied research,Percent,3,39.6
6874,r244,2018,Total,Experimental development,Amount,3,8600
6874,r245,2018,Total,Experimental development,Percent,3,40.6
6874,r246,2018,Federally financed,All R&D expenditures,,2,20770
6874,r247,2018,Federally financed,Basic research,Amount,3,4099
6874,r248,2018,Federally financed,Basic research,Percent,3,19.7
6874,r249,2018,Federally financed,Applied research,Amount,3,8205
6874,r250,2018,Federally financed,Applied research,Percent,3,39.5
6874,r251,2018,Federally financed,Experimental development,Amount,3,8466
6874,r252,2018,Federally financed,Experimental development,Percent,3,40.8
6874,r253,2019,Total,All R&D expenditures,,2,22738
6874,r254,2019,Total,Basic research,Amount,3,4536
6874,r255,2019,Total,Basic research,Percent,3,19.9
6874,r256,2019,Total,Applied research,Amount,3,9200
6874,r257,2019,Total,Applied research,Percent,3,40.5
6874,r258,2019,Total,Experimental development,Amount,3,9002
6874,r259,2019,Total,Experimental development,Percent,3,39.6
6874,r260,2019,Federally financed,All R&D expenditures,,2,22339
6874,r261,2019,Federally financed,Basic research,Amount,3,4455
6874,r262,2019,Federally financed,Basic research,Percent,3,19.9
6874,r263,2019,Federally financed,Applied research,Amount,3,9014
6874,r264,2019,Federally financed,Applied research,Percent,3,40.4
6874,r265,2019,Federally financed,Experimental development,Amount,3,8869
6874,r266,2019,Federally financed,Experimental development,Percent,3,39.7
6874,r267,2020,Total,All R&D expenditures,,2,23514
6874,r268,2020,Total,Basic research,Amount,3,4712
6874,r269,2020,Total,Basic research,Percent,3,20.0
6874,r270,2020,Total,Applied research,Amount,3,9433
6874,r271,2020,Total,Applied research,Percent,3,40.1
6874,r272,2020,Total,Experimental development,Amount,3,9369
6874,r273,2020,Total,Experimental development,Percent,3,39.8
6874,r274,2020,Federally financed,All R&D expenditures,,2,23134
6874,r275,2020,Federally financed,Basic research,Amount,3,4637
6874,r276,2020,Federally financed,Basic research,Percent,3,20.0
6874,r277,2020,Federally financed,Applied research,Amount,3,9257
6874,r278,2020,Federally financed,Applied research,Percent,3,40.0
6874,r279,2020,Federally financed,Experimental development,Amount,3,9239
6874,r280,2020,Federally financed,Experimental development,Percent,3,39.9
6874,r281,2021,Total,All R&D expenditures,,2,24921
6874,r282,2021,Total,Basic research,Amount,3,5021
6874,r283,2021,Total,Basic research,Percent,3,20.1
6874,r284,2021,Total,Applied research,Amount,3,9951
6874,r285,2021,Total,Applied research,Percent,3,39.9
6874,r286,2021,Total,Experimental development,Amount,3,9949
6874,r287,2021,Total,Experimental development,Percent,3,39.9
6874,r288,2021,Federally financed,All R&D expenditures,,2,24510
6874,r289,2021,Federally financed,Basic research,Amount,3,4945
6874,r290,2021,Federally financed,Basic research,Percent,3,20.2
6874,r291,2021,Federally financed,Applied research,Amount,3,9765
6874,r292,2021,Federally financed,Applied research,Percent,3,39.8
6874,r293,2021,Federally financed,Experimental development,Amount,3,9799
6874,r294,2021,Federally financed,Experimental development,Percent,3,40.0
