table_id,row_id,time_period,_b_total_b_level_1,_b_total_b_level_2,_b_total_b_level_3,_b_total_b_hierarchy_depth,value
6874,r001,2001,Total,All R&D expenditures,,2,10071
6874,r002,2001,Total,Basic research,Amount,3,3875
6874,r003,2001,Total,Basic research,Percent,3,38.5
6874,r004,2001,Total,Applied research,Amount,3,na
6874,r005,2001,Total,Applied research,Percent,3,na
6874,r006,2001,Total,Experimental development,Amount,3,na
6874,r007,2001,Total,Experimental development,Percent,3,na
6874,r008,2001,Federally financed,All R&D expenditures,,2,9709
6874,r009,2001,Federally financed,Basic research,Amount,3,3726
6874,r010,2001,Federally financed,Basic research,Percent,3,38.4
6874,r011,2001,Federally financed,Applied research,Amount,3,na
6874,r012,2001,Federally financed,Applied research,Percent,3,na
6874,r013,2001,Federally financed,Experimental development,Amount,3,na
6874,r014,2001,Federally financed,Experimental development,Percent,3,na
6874,r015,2002,Total,All R&D expenditures,,2,11536
6874,r016,2002,Total,Basic research,Amount,3,4744
6874,r017,2002,Total,Basic research,Percent,3,41.1
6874,r018,2002,Total,Applied research,Amount,3,na
6874,r019,2002,Total,Applied research,Percent,3,na
6874,r020,2002,Total,Experimental development,Amount,3,na
6874,r021,2002,Total,Experimental development,Percent,3,na
6874,r022,2002,Federally financed,All R&D expenditures,,2,11095
6874,r023,2002,Federally financed,Basic research,Amount,3,4523
6874,r024,2002,Federally financed,Basic research,Percent,3,40.8
6874,r025,2002,Federally financed,Applied research,Amount,3,na
6874,r026,2002,Federally financed,Applied research,Percent,3,na
6874,r027,2002,Federally financed,Experimental development,Amount,3,na
6874,r028,2002,Federally financed,Experimental development,Percent,3,na
6874,r029,2003,Total,All R&D expenditures,,2,12127
6874,r030,2003,Total,Basic research,Amount,3,5122
6874,r031,2003,Total,Basic research,Percent,3,42.2
6874,r032,2003,Total,Applied research,Amount,3,na
6874,r033,2003,Total,Applied research,Percent,3,na
6874,r034,2003,Total,Experimental development,Amount,3,na
6874,r035,2003,Total,Experimental development,Percent,3,na
6874,r036,2003,Federally financed,All R&D expenditures,,2,11681
6874,r037,2003,Federally financed,Basic research,Amount,3,4880
6874,r038,2003,Federally financed,Basic research,Percent,3,41.8
6874,r039,2003,Federally financed,Applied research,Amount,3,na
6874,r040,2003,Federally financed,Applied research,Percent,3,na
6874,r041,2003,Federally financed,Experimental development,Amount,3,na
6874,r042,2003,Federally financed,Experimental development,Percent,3,na
6874,r043,2004,Total,All R&D expenditures,,2,12632
6874,r044,2004,Total,Basic research,Amount,3,4931
6874,r045,2004,Total,Basic research,Percent,3,39.0
6874,r046,2004,Total,Applied research,Amount,3,na
6874,r047,2004,Total,Applied research,Percent,3,na
6874,r048,2004,Total,Experimental development,Amount,3,na
6874,r049,2004,Total,Experimental development,Percent,3,na
6874,r050,2004,Federally financed,All R&D expenditures,,2,12322
6874,r051,2004,Federally financed,Basic research,Amount,3,4790
6874,r052,2004,Federally financed,Basic research,Percent,3,38.9
6874,r053,2004,Federally financed,Applied research,Amount,3,na
6874,r054,2004,Federally financed,Applied research,Percent,3,na
6874,r055,2004,Federally financed,Experimental development,Amount,3,na
6874,r056,2004,Federally financed,Experimental development,Percent,3,na
6874,r057,2005,Total,All R&D expenditures,,2,13255
6874,r058,2005,Total,Basic research,Amount,3,5110
6874,r059,2005,Total,Basic research,Percent,3,38.5
6874,r060,2005,Total,Applied research,Amount,3,na
6874,r061,2005,Total,Applied research,Percent,3,na
6874,r062,2005,Total,Experimental development,Amount,3,na
6874,r063,2005,Total,Experimental development,Percent,3,na
6874,r064,2005,Federally financed,All R&D expenditures,,2,12917
6874,r065,2005,Federally financed,Basic research,Amount,3,4977
6874,r066,2005,Federally financed,Basic research,Percent,3,38.5
6874,r067,2005,Federally financed,Applied research,Amount,3,na
6874,r068,2005,Federally financed,Applied research,Percent,3,na
6874,r069,2005,Federally financed,Experimental development,Amount,3,na
6874,r070,2005,Federally financed,Experimental development,Percent,3,na
6874,r071,2006,Total,All R&D expenditures,,2,13218
6874,r072,2006,Total,Basic research,Amount,3,5197
6874,r073,2006,Total,Basic research,Percent,3,39.3
6874,r074,2006,Total,Applied research,Amount,3,na
6874,r075,2006,Total,Applied research,Percent,3,na
6874,r076,2006,Total,Experimental development,Amount,3,na
6874,r077,2006,Total,Experimental development,Percent,3,na
6874,r078,2006,Federally financed,All R&D expenditures,,2,12825
6874,r079,2006,Federally financed,Basic research,Amount,3,5048
6874,r080,2006,Federally financed,Basic research,Percent,3,39.4
6874,r081,2006,Federally financed,Applied research,Amount,3,na
6874,r082,2006,Federally financed,Applied research,Percent,3,na
6874,r083,2006,Federally financed,Experimental development,Amount,3,na
6874,r084,2006,Federally financed,Experimental development,Percent,3,na
6874,r085,2007<sup>a</sup>,Total,All R&D expenditures,,2,13825
6874,r086,2007<sup>a</sup>,Total,Basic research,Amount,3,5296
6874,r087,2007<sup>a</sup>,Total,Basic research,Percent,3,38.3
6874,r088,2007<sup>a</sup>,Total,Applied research,Amount,3,3479
6874,r089,2007<sup>a</sup>,Total,Applied research,Percent,3,25.2
6874,r090,2007<sup>a</sup>,Total,Experimental development,Amount,3,4411
6874,r091,2007<sup>a</sup>,Total,Experimental development,Percent,3,31.9
6874,r092,2007<sup>a</sup>,Federally financed,All R&D expenditures,,2,13401
6874,r093,2007<sup>a</sup>,Federally financed,Basic research,Amount,3,5151
6874,r094,2007<sup>a</sup>,Federally financed,Basic research,Percent,3,38.4
6874,r095,2007<sup>a</sup>,Federally financed,Applied research,Amount,3,3314
6874,r096,2007<sup>a</sup>,Federally financed,Applied research,Percent,3,24.7
6874,r097,2007<sup>a</sup>,Federally financed,Experimental development,Amount,3,4319
6874,r098,2007<sup>a</sup>,Federally financed,Experimental development,Percent,3,32.2
6874,r099,2008,Total,All R&D expenditures,,2,15616
