table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_5_9a,field_company_size_domestic_employees_10_19,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
721,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['233', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['1', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['220', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
721,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['38,626', '&nbsp;']","['1,803', 'i']","['2,864', 'i']","['4,255', 'i']","['4,099', '&nbsp;']","['3,114', '&nbsp;']","['2,958', '&nbsp;']","['1,812', 'i']","['5,011', 'i']","['1,381', '&nbsp;']","['3,020', '&nbsp;']","['8,310', '&nbsp;']"
721,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,128', 'i']","['265', 'i']","['340', 'i']","['698', 'i']","['627', 'i']","['504', 'i']","['250', '&nbsp;']","['180', '&nbsp;']","['281', '&nbsp;']","['129', '&nbsp;']","['158', '&nbsp;']","['696', '&nbsp;']"
721,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['14,333', '&nbsp;']","['527', 'i']","['783', 'i']","['1,000', 'i']","['997', 'i']","['982', '&nbsp;']","['1,668', '&nbsp;']","['496', '&nbsp;']","['2,333', 'i']","['129', 'i']","['745', '&nbsp;']","['4,673', '&nbsp;']"
721,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['16,329', '&nbsp;']","['867', 'i']","['1,578', 'i']","['2,321', '&nbsp;']","['1,916', '&nbsp;']","['1,331', '&nbsp;']","['566', '&nbsp;']","['910', 'i']","['2,013', 'i']","['1,086', '&nbsp;']","['2,081', '&nbsp;']","['1,661', '&nbsp;']"
721,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['5,693', 'i']","['292', '&nbsp;']","['570', 'i']","['742', '&nbsp;']","['337', '&nbsp;']","['345', '&nbsp;']","['69', '&nbsp;']","['727', 'i']","['951', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['1,661', '&nbsp;']"
721,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['9,931', '&nbsp;']","['566', 'i']","['1,002', '&nbsp;']","['1,557', '&nbsp;']","['1,551', '&nbsp;']","['986', '&nbsp;']","['496', '&nbsp;']","['183', '&nbsp;']","['837', '&nbsp;']","['671', '&nbsp;']","['2,081', '&nbsp;']","['0', '&nbsp;']"
721,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['705', '&nbsp;']","['9', 'i']","['6', 'i']","['22', '&nbsp;']","['28', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['225', '&nbsp;']","['415', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
721,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,835', '&nbsp;']","['144', 'i']","['162', 'i']","['236', 'i']","['559', '&nbsp;']","['297', '&nbsp;']","['475', '&nbsp;']","['225', '&nbsp;']","['385', '&nbsp;']","['38', '&nbsp;']","['36', '&nbsp;']","['1,280', '&nbsp;']"
721,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['758', 'i']","['6', 'i']","['D', '&nbsp;']","['40', '&nbsp;']","['61', 'i']","['149', 'i']","['121', '&nbsp;']","['64', '&nbsp;']","['222', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
721,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['930', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['106', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
