table_id,row_id,state_or_location_and_institution_full_path,state_or_location_and_institution_level_1,state_or_location_and_institution_level_2,state_or_location_and_institution_level_3,state_or_location_and_institution_hierarchy_depth,field_all_fields,field_education_total,field_education_education_administration,field_education_education_research,field_education_teacher_education,field_education_teaching_fields,field_education_other_education,field_humanities_and_arts_total,field_humanities_and_arts_foreign_languages_and_literature,field_humanities_and_arts_history,field_humanities_and_arts_letters,field_humanities_and_arts_other_humanities_and_arts,field_othera_total,field_othera_business_management_and_administration,field_othera_communication,field_othera_non_s_e_fields_nec,field_othera_unknown_field
948,r452,All institutions -> Vermont -> Middlebury C.,All institutions,Vermont,Middlebury C.,3,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
948,r453,All institutions -> Vermont -> U. Vermont,All institutions,Vermont,U. Vermont,3,54,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
948,r454,All institutions -> Virginia,All institutions,Virginia,,2,1513,203,36,130,1,26,10,127,12,34,19,62,102,51,27,24,0
948,r455,All institutions -> Virginia -> C. of William and Mary,All institutions,Virginia,C. of William and Mary,3,74,14,2,12,0,0,0,14,0,9,1,4,0,0,0,0,0
948,r456,All institutions -> Virginia -> George Mason U.,All institutions,Virginia,George Mason U.,3,262,43,3,25,0,13,2,11,1,8,1,1,8,0,6,2,0
948,r457,All institutions -> Virginia -> Hampton U.,All institutions,Virginia,Hampton U.,3,21,12,8,1,0,2,1,0,0,0,0,0,4,4,0,0,0
948,r458,All institutions -> Virginia -> James Madison U.,All institutions,Virginia,James Madison U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,r459,All institutions -> Virginia -> Norfolk State U.,All institutions,Virginia,Norfolk State U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,r460,All institutions -> Virginia -> Old Dominion U.,All institutions,Virginia,Old Dominion U.,3,141,44,17,24,0,1,2,3,0,0,3,0,9,8,0,1,0
948,r461,All institutions -> Virginia -> Regent U.,All institutions,Virginia,Regent U.,3,58,8,0,8,0,0,0,7,0,0,0,7,40,22,18,0,0
948,r462,All institutions -> Virginia -> Union Presbyterian Seminary,All institutions,Virginia,Union Presbyterian Seminary,3,5,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0
948,r463,"All institutions -> Virginia -> U. Virginia, Charlottesville",All institutions,Virginia,"U. Virginia, Charlottesville",3,326,29,0,22,0,5,2,68,11,12,9,36,3,1,0,2,0
948,r464,All institutions -> Virginia -> Virginia Commonwealth U.,All institutions,Virginia,Virginia Commonwealth U.,3,184,20,4,13,0,1,2,9,0,1,0,8,17,3,3,11,0
948,r465,All institutions -> Virginia -> Virginia Polytechnic Institute and State U.,All institutions,Virginia,Virginia Polytechnic Institute and State U.,3,438,33,2,25,1,4,1,10,0,3,5,2,21,13,0,8,0
948,r466,All institutions -> Washington,All institutions,Washington,,2,914,75,16,34,1,17,7,61,6,10,20,25,57,30,9,18,0
948,r467,All institutions -> Washington -> Gonzaga U.,All institutions,Washington,Gonzaga U.,3,11,3,2,1,0,0,0,0,0,0,0,0,8,8,0,0,0
948,r468,All institutions -> Washington -> Seattle Pacific U.,All institutions,Washington,Seattle Pacific U.,3,20,7,5,0,0,1,1,1,0,0,0,1,0,0,0,0,0
948,r469,"All institutions -> Washington -> U. Washington, Seattle",All institutions,Washington,"U. Washington, Seattle",3,604,40,2,27,0,6,5,53,6,8,16,23,37,13,6,18,0
948,r470,All institutions -> Washington -> Washington State U.,All institutions,Washington,Washington State U.,3,279,25,7,6,1,10,1,7,0,2,4,1,12,9,3,0,0
948,r471,All institutions -> West Virginia,All institutions,West Virginia,,2,183,15,4,6,0,5,0,20,0,3,5,12,5,2,2,1,0
948,r472,All institutions -> West Virginia -> Marshall U.,All institutions,West Virginia,Marshall U.,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
948,r473,All institutions -> West Virginia -> West Virginia U.,All institutions,West Virginia,West Virginia U.,3,179,13,3,6,0,4,0,20,0,3,5,12,5,2,2,1,0
948,r474,All institutions -> Wisconsin,All institutions,Wisconsin,,2,1130,110,40,50,0,15,5,140,28,29,43,40,59,19,19,21,0
948,r475,All institutions -> Wisconsin -> Cardinal Stritch U.,All institutions,Wisconsin,Cardinal Stritch U.,3,23,17,13,1,0,2,1,0,0,0,0,0,5,4,0,1,0
948,r476,All institutions -> Wisconsin -> Marquette U.,All institutions,Wisconsin,Marquette U.,3,58,5,2,0,0,1,2,12,0,1,0,11,9,2,0,7,0
948,r477,All institutions -> Wisconsin -> Medical C. Wisconsin,All institutions,Wisconsin,Medical C. Wisconsin,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,r478,All institutions -> Wisconsin -> U. Wisconsin-Madison,All institutions,Wisconsin,U. Wisconsin-Madison,3,844,73,16,44,0,12,1,110,28,28,33,21,29,8,14,7,0
948,r479,All institutions -> Wisconsin -> U. Wisconsin-Milwaukee,All institutions,Wisconsin,U. Wisconsin-Milwaukee,3,177,15,9,5,0,0,1,18,0,0,10,8,16,5,5,6,0
948,r480,All institutions -> Wyoming,All institutions,Wyoming,,2,101,15,0,9,1,5,0,3,0,0,0,3,2,2,0,0,0
948,r481,All institutions -> Wyoming -> U. Wyoming,All institutions,Wyoming,U. Wyoming,3,101,15,0,9,1,5,0,3,0,0,0,3,2,2,0,0,0
