table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2018,field_total_2019,field_total_2020,field_total_2021,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021
7980,r001,All institutions,All institutions,,1,-,"['2,397,731', '']","['2,637,354', '']","['2,925,725', '']","['2,951,923', '']","['1,630,076', '']","['1,794,570', '']","['2,000,015', '']","['1,994,728', '']"
7980,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['161,884', 'i']","['199,773', 'i']","['226,696', 'i']","['270,040', 'i']","['153,327', '']","['189,011', '']","['216,738', '']","['258,141', '']"
7980,r003,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,2,"['141,298', '']","['171,110', '']","['192,119', '']","['196,380', '']","['87,606', '']","['105,289', '']","['119,057', '']","['131,071', '']"
7980,r004,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,3,"['141,966', '']","['164,657', '']","['185,400', '']","['146,318', '']","['122,905', '']","['145,305', '']","['162,577', '']","['121,473', '']"
7980,r005,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,4,"['85,483', '']","['96,682', '']","['111,779', '']","['116,877', '']","['35,678', '']","['43,216', '']","['54,491', '']","['62,186', '']"
7980,r006,All institutions -> U. Southern California,All institutions,U. Southern California,2,5,"['119,500', '']","['124,944', '']","['121,116', '']","['115,694', '']","['110,462', '']","['118,059', '']","['115,564', '']","['110,401', '']"
7980,r007,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,6,"['96,170', '']","['106,430', '']","['95,988', '']","['99,600', '']","['63,414', '']","['71,231', '']","['64,385', '']","['63,076', '']"
7980,r008,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,7,"['73,386', '']","['66,125', '']","['139,290', '']","['87,595', '']","['63,389', '']","['56,350', '']","['128,322', '']","['79,109', '']"
7980,r009,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,8,"['55,939', '']","['69,638', '']","['89,490', '']","['73,737', '']","['47,938', '']","['56,256', '']","['76,419', '']","['56,263', '']"
7980,r010,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,9,"['na', '']","['47,841', '']","['50,541', '']","['50,483', '']","['na', '']","['32,963', '']","['34,576', '']","['33,768', '']"
7980,r011,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,10,"['26,973', '']","['29,177', '']","['36,636', '']","['48,967', '']","['25,492', '']","['28,023', '']","['35,309', '']","['45,627', '']"
