table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_hispanic_or_latino_number,field_hispanic_or_latino_percent,field_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_not_hispanic_or_latino_asian_number,field_not_hispanic_or_latino_asian_percent,field_not_hispanic_or_latino_black_or_african_american_number,field_not_hispanic_or_latino_black_or_african_american_percent,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_not_hispanic_or_latino_white_number,field_not_hispanic_or_latino_white_percent,field_not_hispanic_or_latino_more_than_one_race_number,field_not_hispanic_or_latino_more_than_one_race_percent,field_unknown_ethnicity_and_race_number,field_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
6090,r026,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,5055,0.7,582,0.9,15,0.7,574,1.1,564,1.3,19,2.4,2211,0.8,155,0.9,258,1.0,677,0.3
6090,r027,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,98864,14.2,4989,8.0,127,6.2,10699,20.2,5639,13.5,70,9.0,25311,8.9,1789,10.2,3172,12.7,47068,22.3
6090,r028,"All detailed fields -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All detailed fields,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",4,4375,0.6,233,0.4,13,0.6,354,0.7,271,0.6,1,0.1,1300,0.5,71,0.4,129,0.5,2003,1.0
6090,r029,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,Computer and information sciences,4,29107,4.2,1365,2.2,25,1.2,3745,7.1,915,2.2,17,2.2,7910,2.8,519,3.0,542,2.2,14069,6.7
6090,r030,All detailed fields -> Science -> Computer and information sciences -> Computer and information systems security ,All detailed fields,Science,Computer and information sciences,Computer and information systems security ,4,7293,1.0,724,1.2,22,1.1,822,1.5,1358,3.2,14,1.8,2689,0.9,210,1.2,407,1.6,1047,0.5
6090,r031,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,32328,4.6,920,1.5,18,0.9,3098,5.8,635,1.5,9,1.2,5936,2.1,455,2.6,1074,4.3,20183,9.6
6090,r032,All detailed fields -> Science -> Computer and information sciences -> Information science and studies,All detailed fields,Science,Computer and information sciences,Information science and studies,4,12916,1.9,881,1.4,25,1.2,1479,2.8,1530,3.7,18,2.3,4156,1.5,263,1.5,553,2.2,4011,1.9
6090,r033,All detailed fields -> Science -> Computer and information sciences -> Information technology,All detailed fields,Science,Computer and information sciences,Information technology,4,6023,0.9,445,0.7,14,0.7,608,1.1,518,1.2,6,0.8,1466,0.5,151,0.9,206,0.8,2609,1.2
6090,r034,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec ,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec ,4,6822,1.0,421,0.7,10,0.5,593,1.1,412,1.0,5,0.6,1854,0.7,120,0.7,261,1.0,3146,1.5
6090,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,11792,1.7,943,1.5,31,1.5,387,0.7,267,0.6,8,1.0,7036,2.5,366,2.1,391,1.6,2363,1.1
6090,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1305,0.2,62,0.1,0,0.0,30,0.1,31,0.1,0,0.0,739,0.3,34,0.2,46,0.2,363,0.2
6090,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7726,1.1,638,1.0,29,1.4,263,0.5,180,0.4,3,0.4,4566,1.6,225,1.3,219,0.9,1603,0.8
6090,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,2761,0.4,243,0.4,2,0.1,94,0.2,56,0.1,5,0.6,1731,0.6,107,0.6,126,0.5,397,0.2
6090,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6090,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,31971,4.6,1864,3.0,36,1.8,2575,4.8,777,1.9,12,1.5,10392,3.7,546,3.1,948,3.8,14821,7.0
6090,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,4,8889,1.3,479,0.8,7,0.3,613,1.2,203,0.5,1,0.1,2261,0.8,152,0.9,252,1.0,4921,2.3
6090,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,4,12469,1.8,926,1.5,19,0.9,800,1.5,331,0.8,4,0.5,5307,1.9,245,1.4,410,1.6,4427,2.1
6090,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10613,1.5,459,0.7,10,0.5,1162,2.2,243,0.6,7,0.9,2824,1.0,149,0.8,286,1.1,5473,2.6
6090,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,14533,2.1,1333,2.1,29,1.4,1281,2.4,955,2.3,17,2.2,6008,2.1,370,2.1,513,2.1,4027,1.9
6090,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Biological and physical sciences,4,1808,0.3,173,0.3,3,0.1,212,0.4,111,0.3,8,1.0,769,0.3,45,0.3,114,0.5,373,0.2
6090,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Computational science,4,2266,0.3,138,0.2,1,0.05,234,0.4,77,0.2,1,0.1,848,0.3,42,0.2,47,0.2,878,0.4
6090,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Data science and data analytics,4,2166,0.3,137,0.2,2,0.1,210,0.4,92,0.2,2,0.3,642,0.2,40,0.2,56,0.2,985,0.5
6090,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,International and global studies,4,1514,0.2,285,0.5,5,0.2,108,0.2,138,0.3,0,0.0,671,0.2,55,0.3,41,0.2,211,0.1
6090,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Multidisciplinary and interdisciplinary studies nec,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Multidisciplinary and interdisciplinary studies nec,4,6779,1.0,600,1.0,18,0.9,517,1.0,537,1.3,6,0.8,3078,1.1,188,1.1,255,1.0,1580,0.7
6090,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,12498,1.8,1156,1.8,123,6.0,368,0.7,404,1.0,33,4.2,8017,2.8,387,2.2,413,1.7,1597,0.8
6090,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,5866,0.8,677,1.1,57,2.8,212,0.4,210,0.5,24,3.1,3502,1.2,168,1.0,222,0.9,794,0.4
6090,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,6632,1.0,479,0.8,66,3.2,156,0.3,194,0.5,9,1.2,4515,1.6,219,1.2,191,0.8,803,0.4
6090,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,42616,6.1,3029,4.8,79,3.9,2496,4.7,1096,2.6,17,2.2,17935,6.3,946,5.4,1149,4.6,15869,7.5
6090,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1506,0.2,134,0.2,4,0.2,113,0.2,38,0.1,0,0.0,767,0.3,63,0.4,40,0.2,347,0.2
6090,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,22485,3.2,1769,2.8,44,2.2,1428,2.7,663,1.6,12,1.5,9483,3.3,481,2.7,622,2.5,7983,3.8
6090,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1492,0.2,91,0.1,2,0.1,114,0.2,51,0.1,1,0.1,465,0.2,13,0.1,47,0.2,708,0.3
6090,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16126,2.3,995,1.6,28,1.4,810,1.5,278,0.7,4,0.5,6719,2.4,357,2.0,402,1.6,6533,3.1
6090,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,1007,0.1,40,0.1,1,0.05,31,0.1,66,0.2,0,0.0,501,0.2,32,0.2,38,0.2,298,0.1
6090,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,68394,9.8,11776,18.8,302,14.8,3445,6.5,7044,16.8,124,15.9,35344,12.4,2558,14.6,3993,16.0,3808,1.8
6090,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,4,22506,3.2,4495,7.2,85,4.2,1142,2.2,2122,5.1,44,5.7,11622,4.1,774,4.4,1234,5.0,988,0.5
6090,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7148,1.0,1418,2.3,24,1.2,430,0.8,471,1.1,18,2.3,3658,1.3,378,2.2,477,1.9,274,0.1
6090,r062,All detailed fields -> Science -> Psychology -> Counseling psychology,All detailed fields,Science,Psychology,Counseling psychology,4,17339,2.5,3025,4.8,104,5.1,640,1.2,2655,6.3,34,4.4,8394,3.0,577,3.3,1567,6.3,343,0.2
6090,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,4,2241,0.3,256,0.4,5,0.2,95,0.2,239,0.6,4,0.5,1288,0.5,77,0.4,81,0.3,196,0.1
6090,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13427,1.9,1970,3.1,62,3.0,717,1.4,1214,2.9,19,2.4,7505,2.6,568,3.2,478,1.9,894,0.4
6090,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,5733,0.8,612,1.0,22,1.1,421,0.8,343,0.8,5,0.6,2877,1.0,184,1.0,156,0.6,1113,0.5
6090,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,78353,11.2,8350,13.3,417,20.4,3706,7.0,6442,15.4,120,15.4,34646,12.2,2200,12.5,3402,13.7,19070,9.0
6090,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,4,1242,0.2,60,0.1,4,0.2,36,0.1,27,0.1,0,0.0,464,0.2,15,0.1,25,0.1,611,0.3
6090,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6463,0.9,712,1.1,68,3.3,226,0.4,223,0.5,6,0.8,3671,1.3,251,1.4,327,1.3,979,0.5
6090,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,5124,0.7,907,1.4,123,6.0,288,0.5,620,1.5,29,3.7,1781,0.6,218,1.2,203,0.8,955,0.5
6090,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,6662,1.0,964,1.5,30,1.5,154,0.3,1366,3.3,14,1.8,3274,1.2,231,1.3,474,1.9,155,0.1
6090,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,4,1626,0.2,305,0.5,6,0.3,55,0.1,203,0.5,2,0.3,868,0.3,58,0.3,59,0.2,70,0.05
6090,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),4,14073,2.0,656,1.0,15,0.7,737,1.4,350,0.8,12,1.5,3704,1.3,166,0.9,333,1.3,8100,3.8
6090,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4397,0.6,404,0.6,33,1.6,161,0.3,157,0.4,5,0.6,2502,0.9,116,0.7,167,0.7,852,0.4
6090,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,7730,1.1,929,1.5,15,0.7,400,0.8,606,1.4,13,1.7,3939,1.4,246,1.4,510,2.0,1072,0.5
6090,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2850,0.4,258,0.4,28,1.4,163,0.3,73,0.2,2,0.3,1223,0.4,85,0.5,119,0.5,899,0.4
6090,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8438,1.2,804,1.3,25,1.2,344,0.6,533,1.3,12,1.5,4171,1.5,236,1.3,349,1.4,1964,0.9
6090,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,8899,1.3,895,1.4,35,1.7,620,1.2,891,2.1,11,1.4,4089,1.4,239,1.4,395,1.6,1724,0.8
6090,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,4,7409,1.1,1106,1.8,25,1.2,360,0.7,858,2.0,8,1.0,3344,1.2,247,1.4,275,1.1,1186,0.6
6090,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,4,1312,0.2,149,0.2,0,0.0,74,0.1,215,0.5,0,0.0,616,0.2,28,0.2,56,0.2,174,0.1
6090,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",4,2128,0.3,201,0.3,10,0.5,88,0.2,320,0.8,6,0.8,1000,0.4,64,0.4,110,0.4,329,0.2
6090,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,157729,22.6,9644,15.4,239,11.7,12020,22.6,4583,10.9,101,13.0,50847,17.9,3143,17.9,3826,15.4,73326,34.8
6090,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,6971,1.0,532,0.8,14,0.7,608,1.1,163,0.4,10,1.3,3552,1.3,233,1.3,188,0.8,1671,0.8
6090,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,3,12775,1.8,956,1.5,22,1.1,1690,3.2,450,1.1,14,1.8,4953,1.7,399,2.3,406,1.6,3885,1.8
6090,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,3,10554,1.5,506,0.8,16,0.8,821,1.5,255,0.6,4,0.5,3281,1.2,205,1.2,197,0.8,5269,2.5
6090,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,4,9457,1.4,469,0.7,14,0.7,781,1.5,219,0.5,4,0.5,3118,1.1,189,1.1,171,0.7,4492,2.1
6090,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,4,1097,0.2,37,0.1,2,0.1,40,0.1,36,0.1,0,0.0,163,0.1,16,0.1,26,0.1,777,0.4
6090,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,3,18304,2.6,1391,2.2,46,2.3,1060,2.0,509,1.2,17,2.2,5962,2.1,347,2.0,469,1.9,8503,4.0
6090,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,4,15220,2.2,1136,1.8,37,1.8,870,1.6,399,1.0,13,1.7,4793,1.7,276,1.6,375,1.5,7321,3.5
6090,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",4,3084,0.4,255,0.4,9,0.4,190,0.4,110,0.3,4,0.5,1169,0.4,71,0.4,94,0.4,1182,0.6
6090,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,3,43032,6.2,1918,3.1,35,1.7,3302,6.2,974,2.3,8,1.0,9316,3.3,595,3.4,930,3.7,25954,12.3
6090,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",4,31440,4.5,1445,2.3,23,1.1,2380,4.5,690,1.6,4,0.5,7211,2.5,439,2.5,687,2.8,18561,8.8
6090,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,4,11592,1.7,473,0.8,12,0.6,922,1.7,284,0.7,4,0.5,2105,0.7,156,0.9,243,1.0,7393,3.5
6090,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,3,14869,2.1,1120,1.8,19,0.9,975,1.8,623,1.5,17,2.2,4879,1.7,246,1.4,422,1.7,6568,3.1
6090,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,4,7982,1.1,555,0.9,7,0.3,364,0.7,241,0.6,6,0.8,1769,0.6,86,0.5,134,0.5,4820,2.3
6090,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,4,6887,1.0,565,0.9,12,0.6,611,1.2,382,0.9,11,1.4,3110,1.1,160,0.9,288,1.2,1748,0.8
6090,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,25782,3.7,1818,2.9,38,1.9,1800,3.4,561,1.3,9,1.2,8990,3.2,538,3.1,608,2.4,11420,5.4
