table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_doj,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nrc,field_nsf,field_ssa,field_usda
11224,r353,All states and outlying areas -> Maryland -> Frederick Community C.,All states and outlying areas,Maryland,Frederick Community C.,3,0,0,0,0,0,0,0,70,0,0
11224,r354,All states and outlying areas -> Maryland -> Frostburg State U.,All states and outlying areas,Maryland,Frostburg State U.,3,0,0,0,0,0,0,0,0,0,35
11224,r355,All states and outlying areas -> Maryland -> Hood C.,All states and outlying areas,Maryland,Hood C.,3,0,0,0,0,0,0,0,5,0,0
11224,r356,All states and outlying areas -> Maryland -> Johns Hopkins U.,All states and outlying areas,Maryland,Johns Hopkins U.,3,0,1257,1411,0,801652,368592,0,33606,24,15
11224,r357,"All states and outlying areas -> Maryland -> Loyola U., Maryland",All states and outlying areas,Maryland,"Loyola U., Maryland",3,0,0,0,0,0,0,0,125,0,0
11224,r358,All states and outlying areas -> Maryland -> Montgomery C.,All states and outlying areas,Maryland,Montgomery C.,3,0,0,0,0,0,0,0,70,0,0
11224,r359,All states and outlying areas -> Maryland -> Morgan State U.,All states and outlying areas,Maryland,Morgan State U.,3,0,0,0,0,5577,690,0,3791,0,0
11224,r360,All states and outlying areas -> Maryland -> Salisbury U.,All states and outlying areas,Maryland,Salisbury U.,3,0,0,0,0,0,0,0,890,0,0
11224,r361,All states and outlying areas -> Maryland -> St. Mary's C. Maryland,All states and outlying areas,Maryland,St. Mary's C. Maryland,3,0,0,0,0,0,0,0,69,0,0
11224,r362,All states and outlying areas -> Maryland -> Towson U.,All states and outlying areas,Maryland,Towson U.,3,0,0,0,0,230,0,0,793,0,84
11224,r363,All states and outlying areas -> Maryland -> U. Maryland Center for Environmental Science,All states and outlying areas,Maryland,U. Maryland Center for Environmental Science,3,0,0,0,0,0,760,0,3270,0,0
11224,r364,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore",All states and outlying areas,Maryland,"U. Maryland, Baltimore",3,0,570,0,0,222212,0,0,133,0,0
11224,r365,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore County",All states and outlying areas,Maryland,"U. Maryland, Baltimore County",3,0,0,708,0,5276,37199,0,11822,0,650
11224,r366,"All states and outlying areas -> Maryland -> U. Maryland, College Park",All states and outlying areas,Maryland,"U. Maryland, College Park",3,0,0,2402,0,63879,65697,0,70504,0,6134
11224,r367,"All states and outlying areas -> Maryland -> U. Maryland, Eastern Shore",All states and outlying areas,Maryland,"U. Maryland, Eastern Shore",3,0,0,0,0,654,0,0,650,0,10387
11224,r368,All states and outlying areas -> Maryland -> U. System Maryland,All states and outlying areas,Maryland,U. System Maryland,3,0,0,0,1350,1850,0,0,0,0,2319
11224,r369,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,,2,897,3816,6622,682,1129821,72104,400,387328,787,28571
11224,r370,All states and outlying areas -> Massachusetts -> Amherst C.,All states and outlying areas,Massachusetts,Amherst C.,3,0,0,0,0,66,199,0,2297,0,0
11224,r371,All states and outlying areas -> Massachusetts -> Assumption C.,All states and outlying areas,Massachusetts,Assumption C.,3,0,0,0,0,0,0,0,48,0,0
11224,r372,All states and outlying areas -> Massachusetts -> Babson C.,All states and outlying areas,Massachusetts,Babson C.,3,0,0,0,0,297,0,0,0,0,0
11224,r373,All states and outlying areas -> Massachusetts -> Bentley U.,All states and outlying areas,Massachusetts,Bentley U.,3,0,0,0,0,0,0,0,445,0,0
11224,r374,All states and outlying areas -> Massachusetts -> Boston C.,All states and outlying areas,Massachusetts,Boston C.,3,0,0,1198,0,11378,344,0,5192,430,0
11224,r375,All states and outlying areas -> Massachusetts -> Boston U.,All states and outlying areas,Massachusetts,Boston U.,3,0,2950,60,0,302484,12080,0,29801,0,889
11224,r376,All states and outlying areas -> Massachusetts -> Brandeis U.,All states and outlying areas,Massachusetts,Brandeis U.,3,0,0,0,0,21856,30,0,6726,0,0
11224,r377,All states and outlying areas -> Massachusetts -> Bridgewater State U.,All states and outlying areas,Massachusetts,Bridgewater State U.,3,0,0,0,0,0,0,0,590,0,0
11224,r378,All states and outlying areas -> Massachusetts -> C. Holy Cross,All states and outlying areas,Massachusetts,C. Holy Cross,3,0,0,0,0,0,77,0,1360,0,0
11224,r379,All states and outlying areas -> Massachusetts -> Clark U.,All states and outlying areas,Massachusetts,Clark U.,3,0,0,0,0,0,45,0,2722,0,1221
11224,r380,All states and outlying areas -> Massachusetts -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All states and outlying areas,Massachusetts,Consortium of Universities for the Advancement of Hydrologic Science Inc.,3,0,0,0,0,0,0,0,3166,0,0
11224,r381,All states and outlying areas -> Massachusetts -> Elms C.,All states and outlying areas,Massachusetts,Elms C.,3,0,0,0,0,0,0,0,375,0,0
11224,r382,"All states and outlying areas -> Massachusetts -> Emmanuel C., Boston",All states and outlying areas,Massachusetts,"Emmanuel C., Boston",3,0,0,0,0,0,0,0,129,0,0
11224,r383,All states and outlying areas -> Massachusetts -> Fitchburg State U.,All states and outlying areas,Massachusetts,Fitchburg State U.,3,0,0,0,0,0,53,0,55,0,0
11224,r384,All states and outlying areas -> Massachusetts -> Framingham State U.,All states and outlying areas,Massachusetts,Framingham State U.,3,0,0,0,0,0,0,0,304,0,0
11224,r385,All states and outlying areas -> Massachusetts -> Franklin W. Olin C. Engineering,All states and outlying areas,Massachusetts,Franklin W. Olin C. Engineering,3,0,0,0,0,0,105,0,187,0,0
11224,r386,All states and outlying areas -> Massachusetts -> Harvard U.,All states and outlying areas,Massachusetts,Harvard U.,3,0,0,1921,0,348619,5963,0,39194,149,165
11224,r387,All states and outlying areas -> Massachusetts -> Massachusetts C. Pharmacy and Health Sciences,All states and outlying areas,Massachusetts,Massachusetts C. Pharmacy and Health Sciences,3,0,0,0,0,383,0,0,0,0,0
11224,r388,All states and outlying areas -> Massachusetts -> Massachusetts Institute of Technology,All states and outlying areas,Massachusetts,Massachusetts Institute of Technology,3,0,866,0,0,101296,33125,0,68631,133,0
11224,r389,All states and outlying areas -> Massachusetts -> Merrimack C.,All states and outlying areas,Massachusetts,Merrimack C.,3,0,0,0,0,299,0,0,0,0,0
11224,r390,All states and outlying areas -> Massachusetts -> MGH Institute of Health Professions,All states and outlying areas,Massachusetts,MGH Institute of Health Professions,3,0,0,0,0,4439,0,0,0,0,0
11224,r391,All states and outlying areas -> Massachusetts -> Mount Holyoke C.,All states and outlying areas,Massachusetts,Mount Holyoke C.,3,0,0,0,0,443,0,0,536,0,0
11224,r392,"All states and outlying areas -> Massachusetts -> New England C. Optometry, The",All states and outlying areas,Massachusetts,"New England C. Optometry, The",3,0,0,0,0,981,0,0,0,0,0
11224,r393,All states and outlying areas -> Massachusetts -> Northeastern U.,All states and outlying areas,Massachusetts,Northeastern U.,3,897,0,0,0,39776,2105,0,41455,0,0
11224,r394,All states and outlying areas -> Massachusetts -> Salem State U.,All states and outlying areas,Massachusetts,Salem State U.,3,0,0,0,0,0,0,0,134,0,0
11224,r395,All states and outlying areas -> Massachusetts -> Smith C.,All states and outlying areas,Massachusetts,Smith C.,3,0,0,0,0,338,0,0,1700,0,0
11224,r396,All states and outlying areas -> Massachusetts -> Springfield C.,All states and outlying areas,Massachusetts,Springfield C.,3,0,0,0,0,352,0,0,0,0,0
11224,r397,All states and outlying areas -> Massachusetts -> Tufts U.,All states and outlying areas,Massachusetts,Tufts U.,3,0,0,0,0,70422,722,0,8913,75,14721
11224,r398,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Amherst",All states and outlying areas,Massachusetts,"U. Massachusetts, Amherst",3,0,0,643,0,34755,0,0,32107,0,781
11224,r399,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Boston",All states and outlying areas,Massachusetts,"U. Massachusetts, Boston",3,0,0,826,0,8393,0,0,4198,0,308
11224,r400,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Central Office",All states and outlying areas,Massachusetts,"U. Massachusetts, Central Office",3,0,0,0,466,1518,8774,0,0,0,10486
11224,r401,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Dartmouth",All states and outlying areas,Massachusetts,"U. Massachusetts, Dartmouth",3,0,0,0,0,1323,150,0,4904,0,0
11224,r402,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Lowell",All states and outlying areas,Massachusetts,"U. Massachusetts, Lowell",3,0,0,0,0,7627,0,0,10273,0,0
11224,r403,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Medical School",All states and outlying areas,Massachusetts,"U. Massachusetts, Medical School",3,0,0,0,0,164441,0,0,935,0,0
11224,r404,All states and outlying areas -> Massachusetts -> Wellesley C.,All states and outlying areas,Massachusetts,Wellesley C.,3,0,0,0,0,1310,130,0,1185,0,0
11224,r405,All states and outlying areas -> Massachusetts -> Western New England U.,All states and outlying areas,Massachusetts,Western New England U.,3,0,0,0,0,0,0,0,358,0,0
11224,r406,"All states and outlying areas -> Massachusetts -> Williams C., Williamstown",All states and outlying areas,Massachusetts,"Williams C., Williamstown",3,0,0,0,0,393,0,0,1725,0,0
11224,r407,All states and outlying areas -> Massachusetts -> Woods Hole Oceanographic Institution,All states and outlying areas,Massachusetts,Woods Hole Oceanographic Institution,3,0,0,0,0,2448,7824,0,106667,0,0
11224,r408,All states and outlying areas -> Massachusetts -> Worcester Polytechnic Institute,All states and outlying areas,Massachusetts,Worcester Polytechnic Institute,3,0,0,1973,216,4188,379,400,10825,0,0
11224,r409,All states and outlying areas -> Massachusetts -> Worcester State U.,All states and outlying areas,Massachusetts,Worcester State U.,3,0,0,0,0,0,0,0,191,0,0
11224,r410,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,,2,2618,2024,6262,598,776188,38546,632,181099,168,25787
11224,r411,All states and outlying areas -> Michigan -> Alma C.,All states and outlying areas,Michigan,Alma C.,3,0,0,0,0,0,0,0,194,0,0
11224,r412,All states and outlying areas -> Michigan -> Andrews U.,All states and outlying areas,Michigan,Andrews U.,3,0,0,0,0,0,138,0,0,0,0
11224,r413,All states and outlying areas -> Michigan -> Calvin U.,All states and outlying areas,Michigan,Calvin U.,3,0,0,0,0,0,0,0,10,0,0
11224,r414,All states and outlying areas -> Michigan -> Central Michigan U.,All states and outlying areas,Michigan,Central Michigan U.,3,0,0,0,0,1355,40,0,662,0,0
11224,r415,All states and outlying areas -> Michigan -> Davenport U.,All states and outlying areas,Michigan,Davenport U.,3,0,0,0,0,0,0,0,184,0,0
11224,r416,All states and outlying areas -> Michigan -> Eastern Michigan U.,All states and outlying areas,Michigan,Eastern Michigan U.,3,0,0,0,0,836,80,0,165,0,0
11224,r417,All states and outlying areas -> Michigan -> Ferris State U.,All states and outlying areas,Michigan,Ferris State U.,3,0,0,0,0,0,0,0,272,0,0
11224,r418,All states and outlying areas -> Michigan -> Grand Valley State U.,All states and outlying areas,Michigan,Grand Valley State U.,3,0,0,0,0,396,155,0,66,0,0
11224,r419,All states and outlying areas -> Michigan -> Hope C.,All states and outlying areas,Michigan,Hope C.,3,0,0,0,0,0,0,0,1695,0,0
11224,r420,All states and outlying areas -> Michigan -> Kalamazoo C.,All states and outlying areas,Michigan,Kalamazoo C.,3,0,0,0,0,0,0,0,21,0,0
11224,r421,All states and outlying areas -> Michigan -> Keweenaw Bay Ojibwa Community C.,All states and outlying areas,Michigan,Keweenaw Bay Ojibwa Community C.,3,0,0,0,0,0,0,0,100,0,0
11224,r422,All states and outlying areas -> Michigan -> Lawrence Technological U.,All states and outlying areas,Michigan,Lawrence Technological U.,3,0,0,0,0,0,0,0,943,0,0
11224,r423,All states and outlying areas -> Michigan -> Michigan State U.,All states and outlying areas,Michigan,Michigan State U.,3,2618,0,2723,0,98498,4849,0,60632,0,23000
11224,r424,All states and outlying areas -> Michigan -> Michigan Technological U.,All states and outlying areas,Michigan,Michigan Technological U.,3,0,1236,0,0,1527,4725,0,9073,0,1190
11224,r425,All states and outlying areas -> Michigan -> Oakland U.,All states and outlying areas,Michigan,Oakland U.,3,0,0,0,0,3823,0,0,2177,0,0
11224,r426,All states and outlying areas -> Michigan -> Siena Heights U.,All states and outlying areas,Michigan,Siena Heights U.,3,0,0,0,0,0,0,0,375,0,0
11224,r427,All states and outlying areas -> Michigan -> U. Detroit Mercy,All states and outlying areas,Michigan,U. Detroit Mercy,3,0,0,0,0,1828,0,0,20,0,0
11224,r428,All states and outlying areas -> Michigan -> U. Michigan,All states and outlying areas,Michigan,U. Michigan,3,0,788,3039,0,600908,27966,632,94308,168,1575
11224,r429,All states and outlying areas -> Michigan -> Wayne State U.,All states and outlying areas,Michigan,Wayne State U.,3,0,0,0,598,65251,138,0,6377,0,22
11224,r430,All states and outlying areas -> Michigan -> Western Michigan U.,All states and outlying areas,Michigan,Western Michigan U.,3,0,0,500,0,1765,455,0,3823,0,0
11224,r431,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,,2,0,0,3830,982,416917,6995,0,75490,150,23898
11224,r432,All states and outlying areas -> Minnesota -> Augsburg U.,All states and outlying areas,Minnesota,Augsburg U.,3,0,0,0,0,0,0,0,30,0,0
11224,r433,All states and outlying areas -> Minnesota -> Carleton C.,All states and outlying areas,Minnesota,Carleton C.,3,0,0,0,0,0,0,0,852,0,0
11224,r434,"All states and outlying areas -> Minnesota -> Central Lakes C., Brainerd",All states and outlying areas,Minnesota,"Central Lakes C., Brainerd",3,0,0,0,0,0,0,0,23,0,0
11224,r435,All states and outlying areas -> Minnesota -> Gustavus Adolphus C.,All states and outlying areas,Minnesota,Gustavus Adolphus C.,3,0,0,0,0,0,0,0,325,0,0
11224,r436,All states and outlying areas -> Minnesota -> Hamline U.,All states and outlying areas,Minnesota,Hamline U.,3,0,0,0,0,0,0,0,80,0,0
11224,r437,All states and outlying areas -> Minnesota -> Leech Lake Tribal C.,All states and outlying areas,Minnesota,Leech Lake Tribal C.,3,0,0,0,0,0,0,0,0,0,150
11224,r438,All states and outlying areas -> Minnesota -> Macalester C.,All states and outlying areas,Minnesota,Macalester C.,3,0,0,0,0,0,0,0,122,0,0
11224,r439,All states and outlying areas -> Minnesota -> Minnesota State Community and Technical C.,All states and outlying areas,Minnesota,Minnesota State Community and Technical C.,3,0,0,0,0,0,0,0,70,0,0
11224,r440,"All states and outlying areas -> Minnesota -> Minnesota State U., Mankato",All states and outlying areas,Minnesota,"Minnesota State U., Mankato",3,0,0,0,0,0,0,0,1471,0,0
11224,r441,All states and outlying areas -> Minnesota -> Mitchell Hamline School of Law,All states and outlying areas,Minnesota,Mitchell Hamline School of Law,3,0,0,0,0,0,0,0,149,0,0
11224,r442,All states and outlying areas -> Minnesota -> Normandale Community C.,All states and outlying areas,Minnesota,Normandale Community C.,3,0,0,0,0,0,0,0,130,0,0
11224,r443,All states and outlying areas -> Minnesota -> Northland Community and Technical C.,All states and outlying areas,Minnesota,Northland Community and Technical C.,3,0,0,0,0,0,0,0,24,0,0
11224,r444,All states and outlying areas -> Minnesota -> Riverland Community C.,All states and outlying areas,Minnesota,Riverland Community C.,3,0,0,0,0,0,0,0,70,0,0
11224,r445,All states and outlying areas -> Minnesota -> Saint Mary's U. Minnesota,All states and outlying areas,Minnesota,Saint Mary's U. Minnesota,3,0,0,0,0,0,0,0,19,0,0
11224,r446,All states and outlying areas -> Minnesota -> South Central C.,All states and outlying areas,Minnesota,South Central C.,3,0,0,0,0,0,0,0,51,0,0
11224,r447,All states and outlying areas -> Minnesota -> St. Catherine U.,All states and outlying areas,Minnesota,St. Catherine U.,3,0,0,0,0,330,0,0,69,0,0
11224,r448,All states and outlying areas -> Minnesota -> St. Cloud State U.,All states and outlying areas,Minnesota,St. Cloud State U.,3,0,0,0,0,0,0,0,0,0,30
11224,r449,All states and outlying areas -> Minnesota -> St. Olaf C.,All states and outlying areas,Minnesota,St. Olaf C.,3,0,0,0,0,0,0,0,1024,0,0
11224,r450,"All states and outlying areas -> Minnesota -> St. Paul C., A Community & Technical C.",All states and outlying areas,Minnesota,"St. Paul C., A Community & Technical C.",3,0,0,0,0,0,0,0,375,0,0
11224,r451,All states and outlying areas -> Minnesota -> U. Minnesota,All states and outlying areas,Minnesota,U. Minnesota,3,0,0,3830,982,416587,6961,0,69904,150,23717
11224,r452,"All states and outlying areas -> Minnesota -> U. St. Thomas, Saint Paul",All states and outlying areas,Minnesota,"U. St. Thomas, Saint Paul",3,0,0,0,0,0,0,0,524,0,0
11224,r453,All states and outlying areas -> Minnesota -> Winona State U.,All states and outlying areas,Minnesota,Winona State U.,3,0,0,0,0,0,34,0,179,0,0
11224,r454,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,,2,0,3130,448,0,65528,1272,0,20542,0,44048
11224,r455,All states and outlying areas -> Mississippi -> Alcorn State U.,All states and outlying areas,Mississippi,Alcorn State U.,3,0,0,0,0,0,0,0,0,0,7423
11224,r456,All states and outlying areas -> Mississippi -> Jackson State U.,All states and outlying areas,Mississippi,Jackson State U.,3,0,0,0,0,5053,0,0,2487,0,0
11224,r457,All states and outlying areas -> Mississippi -> Mississippi State U.,All states and outlying areas,Mississippi,Mississippi State U.,3,0,3130,0,0,6384,92,0,10545,0,31306
11224,r458,All states and outlying areas -> Mississippi -> Tougaloo C.,All states and outlying areas,Mississippi,Tougaloo C.,3,0,0,0,0,1215,0,0,111,0,0
11224,r459,"All states and outlying areas -> Mississippi -> U. Mississippi, The, Oxford",All states and outlying areas,Mississippi,"U. Mississippi, The, Oxford",3,0,0,0,0,47037,812,0,4727,0,5275
11224,r460,"All states and outlying areas -> Mississippi -> U. Southern Mississippi, The",All states and outlying areas,Mississippi,"U. Southern Mississippi, The",3,0,0,448,0,5839,368,0,2671,0,44
11224,r461,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,,2,0,100,11667,740,688742,14044,0,61878,0,29524
11224,r462,All states and outlying areas -> Missouri -> Avila U.,All states and outlying areas,Missouri,Avila U.,3,0,0,0,0,0,0,0,246,0,0
11224,r463,All states and outlying areas -> Missouri -> Harris-Stowe State U.,All states and outlying areas,Missouri,Harris-Stowe State U.,3,0,0,0,0,0,0,0,180,0,0
11224,r464,All states and outlying areas -> Missouri -> Kansas City U. Medicine and Biosciences,All states and outlying areas,Missouri,Kansas City U. Medicine and Biosciences,3,0,0,0,0,249,0,0,0,0,0
11224,r465,All states and outlying areas -> Missouri -> Lincoln U.,All states and outlying areas,Missouri,Lincoln U.,3,0,0,0,0,0,0,0,177,0,11737
11224,r466,"All states and outlying areas -> Missouri -> Missouri State U., Springfield",All states and outlying areas,Missouri,"Missouri State U., Springfield",3,0,0,0,0,356,0,0,394,0,0
11224,r467,All states and outlying areas -> Missouri -> Missouri U. Science and Technology,All states and outlying areas,Missouri,Missouri U. Science and Technology,3,0,0,0,0,606,0,0,9267,0,0
11224,r468,All states and outlying areas -> Missouri -> Missouri Western State U.,All states and outlying areas,Missouri,Missouri Western State U.,3,0,0,0,0,0,0,0,393,0,0
11224,r469,All states and outlying areas -> Missouri -> Northwest Missouri State U.,All states and outlying areas,Missouri,Northwest Missouri State U.,3,0,0,0,0,0,0,0,120,0,0
11224,r470,All states and outlying areas -> Missouri -> Ozarks Technical Community C.,All states and outlying areas,Missouri,Ozarks Technical Community C.,3,0,0,0,0,0,0,0,69,0,0
11224,r471,All states and outlying areas -> Missouri -> Saint Louis U.,All states and outlying areas,Missouri,Saint Louis U.,3,0,0,0,0,24850,43,0,3519,0,13
11224,r472,All states and outlying areas -> Missouri -> St. Charles Community C.,All states and outlying areas,Missouri,St. Charles Community C.,3,0,0,0,0,0,0,0,93,0,0
11224,r473,All states and outlying areas -> Missouri -> State Fair Community C.,All states and outlying areas,Missouri,State Fair Community C.,3,0,0,0,0,0,0,0,114,0,0
11224,r474,All states and outlying areas -> Missouri -> U. Health Sciences and Pharmacy in St. Louis,All states and outlying areas,Missouri,U. Health Sciences and Pharmacy in St. Louis,3,0,0,0,0,2542,0,0,0,0,0
11224,r475,All states and outlying areas -> Missouri -> U. Missouri System,All states and outlying areas,Missouri,U. Missouri System,3,0,100,11667,740,983,3171,0,0,0,13607
11224,r476,"All states and outlying areas -> Missouri -> U. Missouri, Columbia",All states and outlying areas,Missouri,"U. Missouri, Columbia",3,0,0,0,0,62994,0,0,22715,0,4114
11224,r477,"All states and outlying areas -> Missouri -> U. Missouri, Kansas City",All states and outlying areas,Missouri,"U. Missouri, Kansas City",3,0,0,0,0,6968,0,0,1308,0,0
11224,r478,"All states and outlying areas -> Missouri -> U. Missouri, Saint Louis",All states and outlying areas,Missouri,"U. Missouri, Saint Louis",3,0,0,0,0,632,0,0,731,0,53
11224,r479,"All states and outlying areas -> Missouri -> Washington U., Saint Louis",All states and outlying areas,Missouri,"Washington U., Saint Louis",3,0,0,0,0,588232,10830,0,22164,0,0
11224,r480,All states and outlying areas -> Missouri -> William Jewell C.,All states and outlying areas,Missouri,William Jewell C.,3,0,0,0,0,330,0,0,385,0,0
11224,r481,All states and outlying areas -> Montana,All states and outlying areas,Montana,,2,0,0,0,0,35371,3654,0,28937,0,14701
11224,r482,All states and outlying areas -> Montana -> Aaniiih Nakoda C.,All states and outlying areas,Montana,Aaniiih Nakoda C.,3,0,0,0,0,0,0,0,585,0,0
11224,r483,All states and outlying areas -> Montana -> Blackfeet Community C.,All states and outlying areas,Montana,Blackfeet Community C.,3,0,0,0,0,0,0,0,147,0,0
11224,r484,All states and outlying areas -> Montana -> Chief Dull Knife C.,All states and outlying areas,Montana,Chief Dull Knife C.,3,0,0,0,0,0,0,0,340,0,0
11224,r485,All states and outlying areas -> Montana -> Flathead Valley Community C.,All states and outlying areas,Montana,Flathead Valley Community C.,3,0,0,0,0,0,0,0,188,0,0
11224,r486,"All states and outlying areas -> Montana -> Montana State U., Billings",All states and outlying areas,Montana,"Montana State U., Billings",3,0,0,0,0,624,0,0,0,0,0
11224,r487,"All states and outlying areas -> Montana -> Montana State U., Bozeman",All states and outlying areas,Montana,"Montana State U., Bozeman",3,0,0,0,0,14119,2399,0,18087,0,8078
11224,r488,All states and outlying areas -> Montana -> Montana Technological U.,All states and outlying areas,Montana,Montana Technological U.,3,0,0,0,0,437,75,0,604,0,0
11224,r489,"All states and outlying areas -> Montana -> Montana U. System, system office",All states and outlying areas,Montana,"Montana U. System, system office",3,0,0,0,0,0,0,0,0,0,2960
11224,r490,All states and outlying areas -> Montana -> Salish Kootenai C.,All states and outlying areas,Montana,Salish Kootenai C.,3,0,0,0,0,97,0,0,922,0,136
11224,r491,All states and outlying areas -> Montana -> Stone Child C.,All states and outlying areas,Montana,Stone Child C.,3,0,0,0,0,0,0,0,0,0,81
11224,r492,"All states and outlying areas -> Montana -> U. Montana, Missoula",All states and outlying areas,Montana,"U. Montana, Missoula",3,0,0,0,0,20094,1180,0,8064,0,3446
11224,r493,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,,2,40,177,1488,0,129397,1134,0,47674,0,17173
11224,r494,All states and outlying areas -> Nebraska -> Clarkson C.,All states and outlying areas,Nebraska,Clarkson C.,3,0,0,0,0,1174,0,0,0,0,0
11224,r495,All states and outlying areas -> Nebraska -> Creighton U.,All states and outlying areas,Nebraska,Creighton U.,3,0,0,0,0,8459,0,0,618,0,0
11224,r496,All states and outlying areas -> Nebraska -> Doane U.,All states and outlying areas,Nebraska,Doane U.,3,0,0,0,0,0,0,0,927,0,0
11224,r497,All states and outlying areas -> Nebraska -> Little Priest Tribal C.,All states and outlying areas,Nebraska,Little Priest Tribal C.,3,0,0,0,0,0,0,0,64,0,0
11224,r498,All states and outlying areas -> Nebraska -> Northeast Community C.,All states and outlying areas,Nebraska,Northeast Community C.,3,0,0,0,0,0,0,0,109,0,0
11224,r499,All states and outlying areas -> Nebraska -> Southeast Community C. Area,All states and outlying areas,Nebraska,Southeast Community C. Area,3,0,0,0,0,0,0,0,123,0,0
11224,r500,"All states and outlying areas -> Nebraska -> U. Nebraska, Central Administration",All states and outlying areas,Nebraska,"U. Nebraska, Central Administration",3,0,177,0,0,0,1134,0,7969,0,13477
11224,r501,"All states and outlying areas -> Nebraska -> U. Nebraska, Kearney",All states and outlying areas,Nebraska,"U. Nebraska, Kearney",3,0,0,0,0,395,0,0,0,0,0
11224,r502,"All states and outlying areas -> Nebraska -> U. Nebraska, Lincoln",All states and outlying areas,Nebraska,"U. Nebraska, Lincoln",3,0,0,1488,0,22443,0,0,36498,0,3696
11224,r503,"All states and outlying areas -> Nebraska -> U. Nebraska, Medical Center",All states and outlying areas,Nebraska,"U. Nebraska, Medical Center",3,0,0,0,0,90415,0,0,115,0,0
11224,r504,"All states and outlying areas -> Nebraska -> U. Nebraska, Omaha",All states and outlying areas,Nebraska,"U. Nebraska, Omaha",3,40,0,0,0,6511,0,0,1049,0,0
11224,r505,All states and outlying areas -> Nebraska -> Wayne State C.,All states and outlying areas,Nebraska,Wayne State C.,3,0,0,0,0,0,0,0,203,0,0
11224,r506,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,,2,0,0,0,0,37764,2659,450,29418,0,5718
11224,r507,All states and outlying areas -> Nevada -> Desert Research Institute,All states and outlying areas,Nevada,Desert Research Institute,3,0,0,0,0,473,0,0,0,0,0
11224,r508,All states and outlying areas -> Nevada -> Nevada System of Higher Education,All states and outlying areas,Nevada,Nevada System of Higher Education,3,0,0,0,0,650,2659,0,5034,0,4261
11224,r509,"All states and outlying areas -> Nevada -> U. Nevada, Las Vegas",All states and outlying areas,Nevada,"U. Nevada, Las Vegas",3,0,0,0,0,9162,0,0,4291,0,595
11224,r510,"All states and outlying areas -> Nevada -> U. Nevada, Reno",All states and outlying areas,Nevada,"U. Nevada, Reno",3,0,0,0,0,27480,0,450,20094,0,862
11224,r511,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,,2,2742,0,2032,0,90961,18439,0,31971,0,4700
11224,r512,All states and outlying areas -> New Hampshire -> Dartmouth C.,All states and outlying areas,New Hampshire,Dartmouth C.,3,0,0,0,0,84912,2143,0,16363,0,0
11224,r513,All states and outlying areas -> New Hampshire -> Plymouth State U.,All states and outlying areas,New Hampshire,Plymouth State U.,3,0,0,0,0,0,0,0,0,0,37
11224,r514,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Durham",All states and outlying areas,New Hampshire,"U. New Hampshire, Durham",3,0,0,2032,0,3816,0,0,15608,0,280
11224,r515,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Manchester",All states and outlying areas,New Hampshire,"U. New Hampshire, Manchester",3,0,0,0,0,1075,0,0,0,0,2495
11224,r516,All states and outlying areas -> New Hampshire -> U. System New Hampshire,All states and outlying areas,New Hampshire,U. System New Hampshire,3,2742,0,0,0,1158,16296,0,0,0,1889
11224,r517,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,,2,1077,1397,1252,0,275719,22991,200,125017,0,8124
11224,r518,All states and outlying areas -> New Jersey -> Bloomfield C.,All states and outlying areas,New Jersey,Bloomfield C.,3,0,0,0,0,0,0,0,184,0,0
11224,r519,"All states and outlying areas -> New Jersey -> C. New Jersey, The",All states and outlying areas,New Jersey,"C. New Jersey, The",3,0,0,0,0,0,191,0,818,0,0
11224,r520,All states and outlying areas -> New Jersey -> Fairleigh Dickinson U.,All states and outlying areas,New Jersey,Fairleigh Dickinson U.,3,0,0,0,0,0,0,0,184,0,0
11224,r521,All states and outlying areas -> New Jersey -> Montclair State U.,All states and outlying areas,New Jersey,Montclair State U.,3,0,0,0,0,981,0,0,2526,0,750
11224,r522,All states and outlying areas -> New Jersey -> New Jersey City U.,All states and outlying areas,New Jersey,New Jersey City U.,3,0,0,0,0,0,0,0,138,0,0
