table_id,row_id,medium_high_r_d_intensive_industries,global_output_billions_,united_states,eu,china,japan,other_selected_asia,row
1968,r001,Chemicals excluding pharmaceuticals,1026.5,21.1,17.0,29.1,5.6,10.7,16.6
1968,r002,Electrical equipment,655.7,9.4,17.6,46.2,10.2,8.4,8.2
1968,r003,IT services,1621.8,36.9,26.6,10.1,7.5,8.2,10.6
1968,r004,Machinery and equipment,1195.2,15.0,24.2,33.3,13.5,6.5,7.6
1968,r005,Motor vehicles,1109.7,15.2,24.4,27.2,13.0,10.0,10.2
1968,r006,Railroad and other transport,119.9,15.0,15.3,37.0,4.2,14.3,14.2
1968,r007,Weapons,50.1,18.2,21.0,10.1,1.4,9.9,39.5
