table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_aeronautical_engineering,field_astronautical_engineering,field_chemical_engineering,field_civil_engineering,field_electrical_engineering,field_mechanical_engineering,field_metallurgy_and_materials_engineering,field_other_engineering
3875,r017,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5679410.6,0.0,50.0,255701.1,100000.0,125347.3,70792.6,1107067.3,4020452.4
3875,r018,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,125171.4,0.0,0.0,28789.8,0.0,18433.2,57806.9,14683.2,5458.3
3875,r019,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,86994.0,0.0,0.0,0.0,0.0,86994.0,0.0,0.0,0.0
3875,r020,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1270334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270334.0
3875,r021,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,300000.0,0.0,0.0,200000.0,100000.0,0.0,0.0,0.0,0.0
3875,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2483609.7,0.0,50.0,245.0,0.0,210.0,0.0,169183.8,2313921.0
3875,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2482704.7,0.0,0.0,0.0,0.0,0.0,0.0,169183.8,2313521.0
3875,r024,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,905.0,0.0,50.0,245.0,0.0,210.0,0.0,0.0,400.0
3875,r025,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,378272.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378272.7
3875,r026,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,40022.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40022.2
3875,r027,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,995006.6,0.0,0.0,26666.3,0.0,19710.1,12985.7,923200.4,12444.2
3875,r028,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,2141185.0,0.0,0.0,0.0,0.0,0.0,200.0,16564.0,2124421.1
3875,r029,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,803.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,603.0
3875,r030,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,2140382.0,0.0,0.0,0.0,0.0,0.0,0.0,16564.0,2123818.1
3875,r031,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,112876.4,4684.4,0.0,2680.4,2971.0,19426.9,61952.1,0.0,21161.6
3875,r032,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,1450.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,570.0
3875,r033,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,107001.2,4684.4,0.0,2680.4,2971.0,16359.0,59714.8,0.0,20591.6
3875,r034,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,4425.2,0.0,0.0,0.0,0.0,3067.9,1357.3,0.0,0.0
3875,r035,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,1903.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.5
3875,r036,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,11678.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11678.9
3875,r037,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,8257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8257.0
3875,r038,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,3421.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421.9
3875,r039,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,1734.1,0.0,0.0,0.0,137.9,0.0,159.1,0.0,1437.1
3875,r040,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,1734.1,0.0,0.0,0.0,137.9,0.0,159.1,0.0,1437.1
3875,r041,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,588054.1,0.0,873.1,6534.2,368399.0,4351.7,30574.2,500.0,176821.9
3875,r042,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,107862.7,0.0,873.1,6226.2,100763.3,0.0,0.0,0.0,0.0
3875,r043,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,414879.6,0.0,0.0,0.0,253583.8,0.0,0.0,0.0,161295.8
3875,r044,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,30339.3,0.0,0.0,0.0,14051.9,4151.7,8942.1,0.0,3193.6
3875,r045,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,21132.1,0.0,0.0,0.0,0.0,0.0,21132.1,0.0,0.0
3875,r046,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,8210.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8210.9
3875,r047,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,5629.6,0.0,0.0,308.0,0.0,200.0,500.0,500.0,4121.6
3875,r048,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,177.7,0.0,0.0,0.0,0.0,0.0,0.0,177.7,0.0
3875,r049,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,177.7,0.0,0.0,0.0,0.0,0.0,0.0,177.7,0.0
3875,r050,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,63927.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63927.1
3875,r051,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,
3875,r052,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,57407.5,0.0,0.0,20873.3,2409.6,0.0,685.5,519.3,32919.8
3875,r053,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,1500.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0
3875,r054,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,1916816.7,546257.7,733048.0,0.0,0.0,4480.5,0.0,16318.6,616711.9
3875,r055,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,1111319.2,0.0,0.0,62052.3,5027.9,113363.9,62448.6,183487.7,684938.8
3875,r056,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,74076.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74076.6
3875,r057,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,5614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5614.0
3875,r058,All agencies -> Other agencies -> U.S. Postal Service,All agencies,Other agencies,U.S. Postal Service,,,3,26664.2,0.0,0.0,0.0,0.0,15038.6,11625.6,0.0,0.0
