table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_aeronautical_engineering,field_astronautical_engineering,field_chemical_engineering,field_civil_engineering,field_electrical_engineering,field_mechanical_engineering,field_metallurgy_and_materials_engineering,field_other_engineering
3875,r001,All agencies,All agencies,,,,,1,15279311.2,1199165.0,829661.1,454093.1,566290.3,970609.7,630142.5,1842831.3,8786518.2
3875,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,
3875,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,74549.7,0.0,0.0,315.8,0.0,0.0,0.0,0.0,74233.9
3875,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,10468.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10468.2
3875,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,10262.6,0.0,0.0,315.8,0.0,0.0,0.0,0.0,9946.8
3875,r006,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,53818.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53818.8
3875,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,260355.2,0.0,0.0,417.3,58039.5,98100.4,2610.0,58811.0,42377.0
3875,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,243901.2,0.0,0.0,417.3,52603.5,87082.4,2610.0,58811.0,42377.0
3875,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,8554.0,0.0,0.0,0.0,5436.0,3118.0,0.0,0.0,0.0
3875,r010,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7900.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,0.0
3875,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,3150060.6,648222.9,95690.0,105518.8,29305.4,589000.5,389094.8,459385.6,833842.6
3875,r012,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,362288.7,40162.3,0.0,16042.0,0.0,98883.5,8830.1,16339.4,182031.4
3875,r013,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1195657.5,445001.7,71802.8,10376.9,12063.3,223442.7,70060.7,234623.9,128285.6
3875,r014,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,705793.3,88832.7,19035.6,61902.7,10553.7,51846.9,247260.2,68817.1,157544.4
3875,r015,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,647084.2,64103.7,0.0,700.0,0.0,117128.7,24173.3,118128.7,322849.7
3875,r016,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,239236.8,10122.4,4851.5,16497.3,6688.4,97698.6,38770.4,21476.5,43131.6
