table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total,field_science,field_engineering,field_health
3544,r042,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,41,219,162,45,12
3544,r043,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,42,218,182,36,0
3544,r044,All institutions -> U. Oklahoma,All institutions,U. Oklahoma,2,43,217,184,16,17
3544,r045,All institutions -> Brown U.,All institutions,Brown U.,2,44,207,185,14,8
3544,r046,All institutions -> Texas A&M U.,All institutions,Texas A&M U.,2,44,207,168,29,10
3544,r047,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,46,196,142,40,14
3544,r048,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,47,193,142,0,51
3544,r049,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,48,189,64,6,119
3544,r050,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,49,188,188,0,0
3544,r051,All institutions -> U. Southern California,All institutions,U. Southern California,2,50,179,93,14,72
3544,r052,All institutions -> U. Kansas,All institutions,U. Kansas,2,51,178,99,15,64
3544,r053,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,52,176,100,66,10
3544,r054,"All institutions -> Mayo Clinic, Mayo Graduate School",All institutions,"Mayo Clinic, Mayo Graduate School",2,53,172,53,10,109
3544,r055,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,54,170,108,0,62
3544,r056,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,55,165,103,31,31
3544,r057,All institutions -> U. Virginia,All institutions,U. Virginia,2,55,165,90,37,38
3544,r058,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,57,164,130,18,16
3544,r059,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,58,162,58,104,0
3544,r060,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,59,161,32,5,124
3544,r061,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,59,161,106,21,34
3544,r062,All institutions -> U. Iowa,All institutions,U. Iowa,2,61,150,76,7,67
3544,r063,All institutions -> Purdue U.,All institutions,Purdue U.,2,62,146,54,66,26
3544,r064,"All institutions -> Rutgers, State U. New Jersey",All institutions,"Rutgers, State U. New Jersey",2,62,146,131,12,3
3544,r065,All institutions -> U. Utah,All institutions,U. Utah,2,64,145,101,15,29
3544,r066,All institutions -> Montana State U.,All institutions,Montana State U.,2,65,144,125,19,0
3544,r067,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,66,142,125,17,0
3544,r068,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,67,134,92,22,20
3544,r069,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,68,133,133,0,0
3544,r070,All institutions -> Utah State U.,All institutions,Utah State U.,2,69,130,56,72,2
3544,r071,All institutions -> U. Rochester,All institutions,U. Rochester,2,70,121,56,5,60
3544,r072,All institutions -> Sanford-Burnham Medical Research Institute,All institutions,Sanford-Burnham Medical Research Institute,2,71,119,119,0,0
3544,r073,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,72,118,41,59,18
3544,r074,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,72,118,84,3,31
3544,r075,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,74,117,97,12,8
3544,r076,All institutions -> U. Dayton,All institutions,U. Dayton,2,74,117,105,12,0
3544,r077,All institutions -> U. Maine,All institutions,U. Maine,2,76,116,91,23,2
3544,r078,All institutions -> Emory U.,All institutions,Emory U.,2,77,114,32,0,82
3544,r079,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,78,111,80,8,23
3544,r080,All institutions -> George Mason U.,All institutions,George Mason U.,2,79,108,84,19,5
3544,r081,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,80,107,87,9,11
3544,r082,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,80,107,102,3,2
3544,r083,All institutions -> Tufts U.,All institutions,Tufts U.,2,82,103,74,27,2
3544,r084,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,83,102,73,24,5
3544,r085,All institutions -> U. Nebraska-Lincoln,All institutions,U. Nebraska-Lincoln,2,84,92,73,16,3
3544,r086,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,85,90,50,2,38
3544,r087,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,85,90,46,4,40
3544,r088,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,87,80,44,0,36
3544,r089,All institutions -> Rice U.,All institutions,Rice U.,2,88,79,46,30,3
3544,r090,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,89,78,26,4,48
3544,r091,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,90,77,77,0,0
3544,r092,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,90,77,51,9,17
3544,r093,All institutions -> Oklahoma State U.,All institutions,Oklahoma State U.,2,92,76,43,8,25
3544,r094,All institutions -> U. Louisville,All institutions,U. Louisville,2,93,75,22,8,45
3544,r095,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,94,73,52,21,0
3544,r096,All institutions -> Clemson U.,All institutions,Clemson U.,2,95,70,48,19,3
3544,r097,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,95,70,67,0,3
3544,r098,All institutions -> U. Montana,All institutions,U. Montana,2,95,70,56,0,14
3544,r099,All institutions -> Boston C.,All institutions,Boston C.,2,98,68,67,0,1
3544,r100,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,98,68,68,0,0
3544,r101,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,100,67,8,0,59
3544,r102,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,101,66,61,5,0
3544,r103,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,101,66,7,16,43
3544,r104,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,103,64,6,58,0
3544,r105,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,104,62,32,30,0
3544,r106,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,105,61,35,23,3
3544,r107,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,106,60,21,39,0
3544,r108,All institutions -> U. Memphis,All institutions,U. Memphis,2,107,57,46,5,6
3544,r109,All institutions -> Florida State U.,All institutions,Florida State U.,2,108,56,52,3,1
3544,r110,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,108,56,44,12,0
3544,r111,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,110,55,33,22,0
3544,r112,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,110,55,38,17,0
3544,r113,"All institutions -> Rensselaer Polytechnic Institute, Troy",All institutions,"Rensselaer Polytechnic Institute, Troy",2,112,54,17,37,0
3544,r114,All institutions -> Louisiana State U.,All institutions,Louisiana State U.,2,113,53,35,9,9
3544,r115,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,113,53,37,7,9
3544,r116,All institutions -> U. Houston,All institutions,U. Houston,2,113,53,31,17,5
3544,r117,All institutions -> U. Denver,All institutions,U. Denver,2,116,52,42,10,0
3544,r118,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,117,51,24,16,11
3544,r119,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,117,51,35,7,9
3544,r120,All institutions -> Florida International U.,All institutions,Florida International U.,2,119,50,33,13,4
3544,r121,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,119,50,26,22,2
3544,r122,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,121,46,26,20,0
3544,r123,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,122,45,45,0,0
3544,r124,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,123,44,44,0,0
3544,r125,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,123,44,37,2,5
3544,r126,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,125,43,35,2,6
3544,r127,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,125,43,36,6,1
3544,r128,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,125,43,28,3,12
3544,r129,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,128,42,37,1,4
3544,r130,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,128,42,0,42,0
3544,r131,All institutions -> Temple U.,All institutions,Temple U.,2,130,41,28,0,13
3544,r132,All institutions -> U. South Carolina,All institutions,U. South Carolina,2,130,41,12,5,24
3544,r133,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,130,41,26,0,15
3544,r134,All institutions -> George Washington U.,All institutions,George Washington U.,2,133,40,25,8,7
3544,r135,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,133,40,15,14,11
3544,r136,All institutions -> Auburn U.,All institutions,Auburn U.,2,135,39,28,7,4
3544,r137,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,136,38,14,24,0
3544,r138,All institutions -> U. Delaware,All institutions,U. Delaware,2,137,36,23,10,3
3544,r139,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,137,36,12,0,24
3544,r140,All institutions -> Boston U.,All institutions,Boston U.,2,139,35,29,1,5
3544,r141,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,140,34,30,0,4
3544,r142,All institutions -> Van Andel Institute,All institutions,Van Andel Institute,2,140,34,34,0,0
3544,r143,All institutions -> Dartmouth C.,All institutions,Dartmouth C.,2,142,33,31,2,0
3544,r144,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,142,33,31,1,1
3544,r145,All institutions -> U. Idaho,All institutions,U. Idaho,2,142,33,31,2,0
3544,r146,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,145,31,11,20,0
3544,r147,All institutions -> Wright State U.,All institutions,Wright State U.,2,146,30,22,6,2
3544,r148,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,147,27,10,0,17
3544,r149,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,147,27,23,2,2
3544,r150,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,149,26,11,11,4
3544,r151,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,150,25,17,8,0
3544,r152,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,150,25,23,1,1
3544,r153,All institutions -> Portland State U.,All institutions,Portland State U.,2,152,24,17,7,0
3544,r154,"All institutions -> SUNY, Downstate Medical Center",All institutions,"SUNY, Downstate Medical Center",2,152,24,4,0,20
3544,r155,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,152,24,14,10,0
3544,r156,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,152,24,11,9,4
3544,r157,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,152,24,20,4,0
3544,r158,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,157,23,12,0,11
3544,r159,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,157,23,13,0,10
3544,r160,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,157,23,22,0,1
3544,r161,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,160,22,19,3,0
3544,r162,All institutions -> Baylor U.,All institutions,Baylor U.,2,161,19,19,0,0
3544,r163,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,161,19,9,7,3
3544,r164,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,161,19,8,11,0
3544,r165,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,161,19,12,7,0
3544,r166,All institutions -> Marquette U.,All institutions,Marquette U.,2,165,18,7,8,3
3544,r167,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,165,18,14,4,0
3544,r168,All institutions -> C. of William and Mary,All institutions,C. of William and Mary,2,167,17,17,0,0
3544,r169,All institutions -> Drexel U.,All institutions,Drexel U.,2,167,17,4,8,5
3544,r170,All institutions -> Mercer U.,All institutions,Mercer U.,2,167,17,4,12,1
3544,r171,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,167,17,1,16,0
3544,r172,All institutions -> Boise State U.,All institutions,Boise State U.,2,171,16,11,4,1
3544,r173,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,171,16,16,0,0
3544,r174,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,173,15,0,15,0
3544,r175,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,173,15,12,3,0
3544,r176,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,173,15,6,9,0
3544,r177,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,176,14,14,0,0
3544,r178,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,176,14,14,0,0
3544,r179,All institutions -> U. Georgia,All institutions,U. Georgia,2,176,14,12,0,2
3544,r180,All institutions -> Albany C. of Pharmacy and Health Sciences,All institutions,Albany C. of Pharmacy and Health Sciences,2,179,13,0,0,13
3544,r181,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,179,13,3,10,0
3544,r182,All institutions -> Ohio U.,All institutions,Ohio U.,2,179,13,7,6,0
3544,r183,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,179,13,0,0,13
3544,r184,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,183,12,0,12,0
3544,r185,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,183,12,2,0,10
3544,r186,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,183,12,9,3,0
3544,r187,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,183,12,7,5,0
3544,r188,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,187,11,11,0,0
3544,r189,All institutions -> U. Akron,All institutions,U. Akron,2,187,11,5,6,0
3544,r190,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,187,11,11,0,0
3544,r191,All institutions -> U. Toledo,All institutions,U. Toledo,2,187,11,4,2,5
3544,r192,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,191,10,6,4,0
3544,r193,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,191,10,3,7,0
3544,r194,All institutions -> Miami U.,All institutions,Miami U.,2,191,10,10,0,0
3544,r195,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,191,10,10,0,0
3544,r196,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,191,10,5,2,3
3544,r197,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,191,10,2,8,0
3544,r198,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,191,10,9,1,0
3544,r199,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,191,10,4,0,6
3544,r200,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,191,10,1,9,0
3544,r201,All institutions -> Chapman U.,All institutions,Chapman U.,2,200,9,5,0,4
3544,r202,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,200,9,6,3,0
3544,r203,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,200,9,7,2,0
3544,r204,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,203,8,8,0,0
3544,r205,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,203,8,5,3,0
3544,r206,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,205,7,7,0,0
3544,r207,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,206,6,6,0,0
3544,r208,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,206,6,6,0,0
3544,r209,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,206,6,1,5,0
3544,r210,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,206,6,5,0,1
3544,r211,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,206,6,6,0,0
3544,r212,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,211,5,5,0,0
3544,r213,All institutions -> Midwestern U.,All institutions,Midwestern U.,2,211,5,4,0,1
3544,r214,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,211,5,3,2,0
3544,r215,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,211,5,1,0,4
3544,r216,All institutions -> Texas State U.,All institutions,Texas State U.,2,211,5,2,3,0
3544,r217,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,211,5,5,0,0
3544,r218,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,211,5,5,0,0
3544,r219,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,218,4,4,0,0
3544,r220,All institutions -> Hampton U.,All institutions,Hampton U.,2,218,4,4,0,0
3544,r221,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,218,4,2,2,0
3544,r222,All institutions -> Marshall U.,All institutions,Marshall U.,2,218,4,4,0,0
3544,r223,All institutions -> Smith C.,All institutions,Smith C.,2,218,4,2,2,0
3544,r224,"All institutions -> SUNY, C. of Optometry",All institutions,"SUNY, C. of Optometry",2,218,4,4,0,0
3544,r225,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,218,4,4,0,0
3544,r226,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,218,4,2,0,2
3544,r227,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,226,3,2,0,1
3544,r228,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,226,3,3,0,0
3544,r229,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,226,3,3,0,0
3544,r230,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,226,3,3,0,0
3544,r231,All institutions -> U. Guam,All institutions,U. Guam,2,226,3,3,0,0
3544,r232,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,226,3,3,0,0
3544,r233,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,226,3,3,0,0
3544,r234,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,226,3,3,0,0
3544,r235,All institutions -> Bard C.,All institutions,Bard C.,2,234,2,2,0,0
3544,r236,All institutions -> Brigham Young U.,All institutions,Brigham Young U.,2,234,2,2,0,0
3544,r237,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,234,2,2,0,0
3544,r238,All institutions -> Creighton U.,All institutions,Creighton U.,2,234,2,2,0,0
3544,r239,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,234,2,0,0,2
3544,r240,All institutions -> Fordham U.,All institutions,Fordham U.,2,234,2,2,0,0
3544,r241,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,234,2,1,1,0
3544,r242,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,234,2,1,1,0
3544,r243,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,234,2,2,0,0
3544,r244,All institutions -> Texas A&M U.-Central Texas,All institutions,Texas A&M U.-Central Texas,2,234,2,2,0,0
3544,r245,All institutions -> U. Florida,All institutions,U. Florida,2,234,2,0,0,2
3544,r246,All institutions -> U. New England,All institutions,U. New England,2,234,2,0,0,2
3544,r247,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,234,2,2,0,0
3544,r248,All institutions -> Yale U.,All institutions,Yale U.,2,234,2,0,0,2
3544,r249,All institutions -> Alfred U.,All institutions,Alfred U.,2,248,1,0,1,0
3544,r250,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,248,1,1,0,0
3544,r251,All institutions -> Clark U.,All institutions,Clark U.,2,248,1,1,0,0
3544,r252,"All institutions -> Colorado State U., Pueblo",All institutions,"Colorado State U., Pueblo",2,248,1,1,0,0
3544,r253,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,248,1,1,0,0
3544,r254,All institutions -> Howard U.,All institutions,Howard U.,2,248,1,1,0,0
3544,r255,All institutions -> James Madison U.,All institutions,James Madison U.,2,248,1,1,0,0
3544,r256,All institutions -> Montana Tech of U. Montana,All institutions,Montana Tech of U. Montana,2,248,1,1,0,0
3544,r257,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,248,1,1,0,0
3544,r258,All institutions -> Oakland U.,All institutions,Oakland U.,2,248,1,0,0,1
3544,r259,All institutions -> Rowan U.,All institutions,Rowan U.,2,248,1,1,0,0
3544,r260,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,248,1,1,0,0
3544,r261,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,248,1,1,0,0
3544,r262,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,248,1,1,0,0
3544,r263,All institutions -> U. Vermont,All institutions,U. Vermont,2,248,1,0,0,1
3544,r264,All institutions -> Western Michigan U.<sup>b</sup>,All institutions,Western Michigan U.<sup>b</sup>,2,248,1,1,0,0
