table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013
10878,r001,All agencies,All agencies,,,,,1,52456,58717,65110,68194,73169,73212,77398,76627,77468,76538,66188
10878,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10878,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,170,183,181,183,181,183,192,223,216,207,151
10878,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,1,1,0.05,0,0,3,2,2,2,2,2
10878,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,96,110,111,113,114,112,114,118,113,109,101
10878,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,28,24,24,26,26,28,29,30,29,37,19
10878,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,41,41,46,44,41,39,47,73,72,59,28
10878,r008,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,5,7,0,0,0,0,0,0,0,0,0
10878,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,154,171,144,101,99,81,188,139,126,66,69
10878,r010,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,22,22,19,16,17,19,23,38,49,24,16
10878,r011,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,95,85,61,30,41,23,21,34,34,5,9
10878,r012,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,20,46,63,55,41,38,144,67,44,37,44
10878,r013,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,17,18,0,0,0,0,0,0,0,0,0
10878,r014,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,46082,52095,57457,60119,65817,65252,69065,66406,68562,67142,57602
10878,r015,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,1462,1253,1104
10878,r016,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,10291,11189,13573,12563,14037,13875,14034,13821,na,na,na
10878,r017,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,16930,19108,18725,20337,23724,23640,26346,24843,24826,25819,22022
10878,r018,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,6492,7752,8508,9866,9907,10247,10241,9178,8353,7887,6626
