table_id,row_id,it_function,companies_number_,in_use_primarily_cloud_based,in_use_but_not_cloud_based,not_in_use,don_t_know,did_not_answer
9019,r001,Security or firewall,"['1,192,577', '&nbsp;']","['33.5', '&nbsp;']","['29.3', '&nbsp;']","['17.2', '&nbsp;']","['19.8', '&nbsp;']","['0.2', '&nbsp;']"
9019,r002,Servers,"['1,192,577', '&nbsp;']","['28.3', '&nbsp;']","['30.9', '&nbsp;']","['22.4', '&nbsp;']","['18.2', '&nbsp;']","['0.3', '&nbsp;']"
9019,r003,"Data storage and management (examples: Amazon Web Services, IBM Bluemix, Microsoft Azure)","['1,192,577', '&nbsp;']","['30.8', '&nbsp;']","['17.8', '&nbsp;']","['30.1', '&nbsp;']","['21.1', '&nbsp;']","['0.2', '&nbsp;']"
9019,r004,"Collaboration and file synchronization (examples: Dropbox, OneDrive, Google Drive)","['1,192,577', '&nbsp;']","['39.0', '&nbsp;']","['12.2', '&nbsp;']","['28.3', '&nbsp;']","['20.2', '&nbsp;']","['0.2', '&nbsp;']"
9019,r005,Data analysis,"['1,192,577', '&nbsp;']","['20.1', '&nbsp;']","['20.9', '&nbsp;']","['34.5', '&nbsp;']","['24.3', '&nbsp;']","['0.3', '&nbsp;']"
9019,r006,Billing and account management,"['1,192,577', '&nbsp;']","['28.4', '&nbsp;']","['36.4', '&nbsp;']","['18.8', '&nbsp;']","['16.2', '&nbsp;']","['0.2', '&nbsp;']"
9019,r007,Customer relationship management,"['1,192,577', '&nbsp;']","['20.8', '&nbsp;']","['23.1', '&nbsp;']","['33.8', '&nbsp;']","['22.0', '&nbsp;']","['0.2', '&nbsp;']"
9019,r008,Other,"['1,192,577', '&nbsp;']","['3.7', '&nbsp;']","['3.5', '&nbsp;']","['34.2', '&nbsp;']","['57.5', '&nbsp;']","['1.1', '&nbsp;']"
