table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
12868,r001,FYs 1986&#8211;87,All sources,,1,2050.6
12868,r028,FYs 1990&#8211;91,Institutional funds and other sourcesa,,1,1542.7
12868,r029,FYs 1990&#8211;91 -> Doctorate granting,All sources,,1,2847.3
12868,r030,FYs 1990&#8211;91 -> Doctorate granting,Government,Federal,2,465.5
12868,r031,FYs 1990&#8211;91 -> Doctorate granting,Government,State and local,2,947.9
12868,r032,FYs 1990&#8211;91 -> Doctorate granting,Institutional funds and other sourcesa,,1,1433.9
12868,r033,FYs 1990&#8211;91 -> Nondoctorate granting,All sources,,1,128.4
12868,r034,FYs 1990&#8211;91 -> Nondoctorate granting,Government,Federal,2,10.8
12868,r035,FYs 1990&#8211;91 -> Nondoctorate granting,Government,State and local,2,8.7
12868,r036,FYs 1990&#8211;91 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,108.9
12868,r037,FYs 1992&#8211;93,All sources,,1,2810.8
12868,r038,FYs 1992&#8211;93,Government,Federal,2,459.3
12868,r039,FYs 1992&#8211;93,Government,State and local,2,968.0
12868,r040,FYs 1992&#8211;93,Institutional funds and other sourcesa,,1,1383.5
12868,r041,FYs 1992&#8211;93 -> Doctorate granting,All sources,,1,2720.0
12868,r042,FYs 1992&#8211;93 -> Doctorate granting,Government,Federal,2,452.0
12868,r043,FYs 1992&#8211;93 -> Doctorate granting,Government,State and local,2,893.0
12868,r044,FYs 1992&#8211;93 -> Doctorate granting,Institutional funds and other sourcesa,,1,1375.0
12868,r045,FYs 1992&#8211;93 -> Nondoctorate granting,All sources,,1,91.8
12868,r046,FYs 1992&#8211;93 -> Nondoctorate granting,Government,Federal,2,7.3
12868,r047,FYs 1992&#8211;93 -> Nondoctorate granting,Government,State and local,2,75.0
12868,r048,FYs 1992&#8211;93 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,9.5
12868,r049,FYs 1994&#8211;95,All sources,,1,2767.6
12868,r050,FYs 1994&#8211;95,Government,Federal,2,206.5
12868,r051,FYs 1994&#8211;95,Government,State and local,2,1180.8
12868,r052,FYs 1994&#8211;95,Institutional funds and other sourcesa,,1,1380.3
12868,r053,FYs 1994&#8211;95 -> Doctorate granting,All sources,,1,2436.9
12868,r054,FYs 1994&#8211;95 -> Doctorate granting,Government,Federal,2,201.2
12868,r055,FYs 1994&#8211;95 -> Doctorate granting,Government,State and local,2,890.4
12868,r056,FYs 1994&#8211;95 -> Doctorate granting,Institutional funds and other sourcesa,,1,1345.3
12868,r057,FYs 1994&#8211;95 -> Nondoctorate granting,All sources,,1,330.6
12868,r058,FYs 1994&#8211;95 -> Nondoctorate granting,Government,Federal,2,5.2
12868,r059,FYs 1994&#8211;95 -> Nondoctorate granting,Government,State and local,2,290.5
12868,r060,FYs 1994&#8211;95 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,34.9
12868,r061,FYs 1996&#8211;97,All sources,,1,3110.3
12868,r062,FYs 1996&#8211;97,Government,Federal,2,270.9
12868,r063,FYs 1996&#8211;97,Government,State and local,2,966.6
12868,r064,FYs 1996&#8211;97,Institutional funds and other sourcesa,,1,1872.8
12868,r065,FYs 1996&#8211;97 -> Doctorate granting,All sources,,1,2843.2
12868,r066,FYs 1996&#8211;97 -> Doctorate granting,Government,Federal,2,268.3
12868,r067,FYs 1996&#8211;97 -> Doctorate granting,Government,State and local,2,880.6
12868,r068,FYs 1996&#8211;97 -> Doctorate granting,Institutional funds and other sourcesa,,1,1694.3
12868,r069,FYs 1996&#8211;97 -> Nondoctorate granting,All sources,,1,267.1
12868,r070,FYs 1996&#8211;97 -> Nondoctorate granting,Government,Federal,2,2.5
12868,r071,FYs 1996&#8211;97 -> Nondoctorate granting,Government,State and local,2,86.0
12868,r072,FYs 1996&#8211;97 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,178.6
12868,r073,FYs 1998&#8211;99,All sources,,1,2765.4
12868,r074,FYs 1998&#8211;99,Government,Federal,2,237.8
12868,r075,FYs 1998&#8211;99,Government,State and local,2,939.0
12868,r076,FYs 1998&#8211;99,Institutional funds and other sourcesa,,1,1588.5
12868,r077,FYs 1998&#8211;99 -> Doctorate granting,All sources,,1,2562.5
12868,r078,FYs 1998&#8211;99 -> Doctorate granting,Government,Federal,2,206.0
12868,r079,FYs 1998&#8211;99 -> Doctorate granting,Government,State and local,2,869.1
12868,r080,FYs 1998&#8211;99 -> Doctorate granting,Institutional funds and other sourcesa,,1,1487.4
12868,r081,FYs 1998&#8211;99 -> Nondoctorate granting,All sources,,1,202.9
12868,r082,FYs 1998&#8211;99 -> Nondoctorate granting,Government,Federal,2,31.8
12868,r083,FYs 1998&#8211;99 -> Nondoctorate granting,Government,State and local,2,69.9
12868,r084,FYs 1998&#8211;99 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,101.1
12868,r085,FYs 2002&#8211;03,All sources,,1,7388.7
12868,r086,FYs 2002&#8211;03,Government,Federal,2,351.3
12868,r087,FYs 2002&#8211;03,Government,State and local,2,2364.5
12868,r088,FYs 2002&#8211;03,Institutional funds and other sourcesa,,1,4672.9
12868,r089,FYs 2002&#8211;03 -> Doctorate granting,All sources,,1,7185.2
12868,r090,FYs 2002&#8211;03 -> Doctorate granting,Government,Federal,2,318.5
12868,r091,FYs 2002&#8211;03 -> Doctorate granting,Government,State and local,2,2301.4
12868,r092,FYs 2002&#8211;03 -> Doctorate granting,Institutional funds and other sourcesa,,1,4565.3
12868,r093,FYs 2002&#8211;03 -> Nondoctorate granting,All sources,,1,203.5
12868,r094,FYs 2002&#8211;03 -> Nondoctorate granting,Government,Federal,2,32.8
12868,r095,FYs 2002&#8211;03 -> Nondoctorate granting,Government,State and local,2,63.1
12868,r096,FYs 2002&#8211;03 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,107.6
12868,r097,FYs 2004&#8211;05,All sources,,1,6030.3
12868,r098,FYs 2004&#8211;05,Government,Federal,2,450.2
12868,r099,FYs 2004&#8211;05,Government,State and local,2,1341.6
12868,r100,FYs 2004&#8211;05,Institutional funds and other sourcesa,,1,4238.5
12868,r101,FYs 2004&#8211;05 -> Doctorate granting,All sources,,1,5767.3
12868,r102,FYs 2004&#8211;05 -> Doctorate granting,Government,Federal,2,417.1
12868,r103,FYs 2004&#8211;05 -> Doctorate granting,Government,State and local,2,1204.8
12868,r104,FYs 2004&#8211;05 -> Doctorate granting,Institutional funds and other sourcesa,,1,4145.5
12868,r105,FYs 2004&#8211;05 -> Nondoctorate granting,All sources,,1,263.0
12868,r106,FYs 2004&#8211;05 -> Nondoctorate granting,Government,Federal,2,33.1
12868,r107,FYs 2004&#8211;05 -> Nondoctorate granting,Government,State and local,2,136.9
12868,r108,FYs 2004&#8211;05 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,93.1
12868,r109,FYs 2006&#8211;07,All sources,,1,5923.5
12868,r110,FYs 2006&#8211;07,Government,Federal,2,360.9
12868,r111,FYs 2006&#8211;07,Government,State and local,2,1880.7
12868,r112,FYs 2006&#8211;07,Institutional funds and other sourcesa,,1,3681.8
12868,r113,FYs 2006&#8211;07 -> Doctorate granting,All sources,,1,5681.3
12868,r114,FYs 2006&#8211;07 -> Doctorate granting,Government,Federal,2,357.6
12868,r115,FYs 2006&#8211;07 -> Doctorate granting,Government,State and local,2,1764.6
12868,r116,FYs 2006&#8211;07 -> Doctorate granting,Institutional funds and other sourcesa,,1,3559.1
12868,r117,FYs 2006&#8211;07 -> Nondoctorate granting,All sources,,1,242.2
12868,r118,FYs 2006&#8211;07 -> Nondoctorate granting,Government,Federal,2,3.3
12868,r119,FYs 2006&#8211;07 -> Nondoctorate granting,Government,State and local,2,116.1
12868,r120,FYs 2006&#8211;07 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,122.7
12868,r121,FYs 2008&#8211;09,All sources,,1,7336.0
12868,r122,FYs 2008&#8211;09,Government,Federal,2,212.0
12868,r123,FYs 2008&#8211;09,Government,State and local,2,2679.8
12868,r124,FYs 2008&#8211;09,Institutional funds and other sourcesa,,1,4444.1
12868,r125,FYs 2008&#8211;09 -> Doctorate granting,All sources,,1,7012.4
12868,r126,FYs 2008&#8211;09 -> Doctorate granting,Government,Federal,2,201.8
12868,r127,FYs 2008&#8211;09 -> Doctorate granting,Government,State and local,2,2498.5
12868,r128,FYs 2008&#8211;09 -> Doctorate granting,Institutional funds and other sourcesa,,1,4312.0
12868,r129,FYs 2008&#8211;09 -> Nondoctorate granting,All sources,,1,323.6
12868,r130,FYs 2008&#8211;09 -> Nondoctorate granting,Government,Federal,2,10.2
12868,r131,FYs 2008&#8211;09 -> Nondoctorate granting,Government,State and local,2,181.3
12868,r132,FYs 2008&#8211;09 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,132.1
12868,r133,FYs 2010&#8211;11,All sources,,1,6396.2
12868,r134,FYs 2010&#8211;11,Government,Federal,2,486.6
12868,r135,FYs 2010&#8211;11,Government,State and local,2,1941.2
12868,r136,FYs 2010&#8211;11,Institutional funds and other sourcesa,,1,3968.4
12868,r137,FYs 2010&#8211;11 -> Doctorate granting,All sources,,1,6227.7
12868,r138,FYs 2010&#8211;11 -> Doctorate granting,Government,Federal,2,479.5
12868,r139,FYs 2010&#8211;11 -> Doctorate granting,Government,State and local,2,1860.4
12868,r140,FYs 2010&#8211;11 -> Doctorate granting,Institutional funds and other sourcesa,,1,3887.9
12868,r141,FYs 2010&#8211;11 -> Nondoctorate granting,All sources,,1,168.5
12868,r142,FYs 2010&#8211;11 -> Nondoctorate granting,Government,Federal,2,7.1
12868,r143,FYs 2010&#8211;11 -> Nondoctorate granting,Government,State and local,2,80.9
12868,r144,FYs 2010&#8211;11 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,80.5
12868,r145,FYs 2012&#8211;13,All sources,,1,5432.5
12868,r146,FYs 2012&#8211;13,Government,Federal,2,313.5
12868,r147,FYs 2012&#8211;13,Government,State and local,2,1437.8
12868,r148,FYs 2012&#8211;13,Institutional funds and other sourcesa,,1,3681.2
12868,r149,FYs 2012&#8211;13 -> Doctorate granting,All sources,,1,5211.1
12868,r150,FYs 2012&#8211;13 -> Doctorate granting,Government,Federal,2,306.8
12868,r151,FYs 2012&#8211;13 -> Doctorate granting,Government,State and local,2,1328.7
12868,r152,FYs 2012&#8211;13 -> Doctorate granting,Institutional funds and other sourcesa,,1,3575.6
12868,r153,FYs 2012&#8211;13 -> Nondoctorate granting,All sources,,1,221.4
12868,r154,FYs 2012&#8211;13 -> Nondoctorate granting,Government,Federal,2,6.7
12868,r155,FYs 2012&#8211;13 -> Nondoctorate granting,Government,State and local,2,109.1
12868,r156,FYs 2012&#8211;13 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,105.6
12868,r157,FYs 2014&#8211;15,All sources,,1,5679.5
12868,r158,FYs 2014&#8211;15,Government,Federal,2,905.3
12868,r159,FYs 2014&#8211;15,Government,State and local,2,1133.1
12868,r160,FYs 2014&#8211;15,Institutional funds and other sourcesa,,1,3641.2
12868,r161,FYs 2014&#8211;15 -> Doctorate granting,All sources,,1,5514.8
12868,r162,FYs 2014&#8211;15 -> Doctorate granting,Government,Federal,2,900.2
12868,r163,FYs 2014&#8211;15 -> Doctorate granting,Government,State and local,2,1054.6
12868,r164,FYs 2014&#8211;15 -> Doctorate granting,Institutional funds and other sourcesa,,1,3560.0
12868,r165,FYs 2014&#8211;15 -> Nondoctorate granting,All sources,,1,164.7
12868,r166,FYs 2014&#8211;15 -> Nondoctorate granting,Government,Federal,2,5.1
12868,r167,FYs 2014&#8211;15 -> Nondoctorate granting,Government,State and local,2,78.4
12868,r168,FYs 2014&#8211;15 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,81.2
12868,r169,FYs 2016&#8211;17,All sources,,1,5929.3
12868,r170,FYs 2016&#8211;17,Government,Federal,2,40.4
12868,r171,FYs 2016&#8211;17,Government,State and local,2,1598.1
12868,r172,FYs 2016&#8211;17,Institutional funds and other sourcesa,,1,4290.9
12868,r173,FYs 2016&#8211;17 -> Doctorate granting,All sources,,1,5752.9
12868,r174,FYs 2016&#8211;17 -> Doctorate granting,Government,Federal,2,36.7
12868,r175,FYs 2016&#8211;17 -> Doctorate granting,Government,State and local,2,1562.3
12868,r176,FYs 2016&#8211;17 -> Doctorate granting,Institutional funds and other sourcesa,,1,4154.0
12868,r177,FYs 2016&#8211;17 -> Nondoctorate granting,All sources,,1,176.4
12868,r178,FYs 2016&#8211;17 -> Nondoctorate granting,Government,Federal,2,3.7
12868,r179,FYs 2016&#8211;17 -> Nondoctorate granting,Government,State and local,2,35.8
12868,r180,FYs 2016&#8211;17 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,136.9
12868,r181,FYs 2018&#8211;19,All sources,,1,5138.7
12868,r182,FYs 2018&#8211;19,Government,Federal,2,146.8
12868,r183,FYs 2018&#8211;19,Government,State and local,2,1111.4
12868,r184,FYs 2018&#8211;19,Institutional funds and other sourcesa,,1,3880.5
12868,r185,FYs 2018&#8211;19 -> Doctorate granting,All sources,,1,4778.5
12868,r186,FYs 2018&#8211;19 -> Doctorate granting,Government,Federal,2,146.8
12868,r187,FYs 2018&#8211;19 -> Doctorate granting,Government,State and local,2,1026.0
12868,r188,FYs 2018&#8211;19 -> Doctorate granting,Institutional funds and other sourcesa,,1,3605.7
12868,r189,FYs 2018&#8211;19 -> Nondoctorate granting,All sources,,1,360.2
12868,r190,FYs 2018&#8211;19 -> Nondoctorate granting,Government,Federal,2,0.0
12868,r191,FYs 2018&#8211;19 -> Nondoctorate granting,Government,State and local,2,85.4
12868,r192,FYs 2018&#8211;19 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,274.8
12868,r193,FYs 2020&#8211;21,All sources,,1,4492.6
12868,r194,FYs 2020&#8211;21,Government,Federal,2,38.8
12868,r195,FYs 2020&#8211;21,Government,State and local,2,964.2
12868,r196,FYs 2020&#8211;21,Institutional funds and other sourcesa,,1,3489.5
12868,r197,FYs 2020&#8211;21 -> Doctorate granting,All sources,,1,4341.7
12868,r198,FYs 2020&#8211;21 -> Doctorate granting,Government,Federal,2,35.6
12868,r199,FYs 2020&#8211;21 -> Doctorate granting,Government,State and local,2,960.8
12868,r200,FYs 2020&#8211;21 -> Doctorate granting,Institutional funds and other sourcesa,,1,3345.2
12868,r201,FYs 2020&#8211;21 -> Nondoctorate granting,All sources,,1,150.9
12868,r202,FYs 2020&#8211;21 -> Nondoctorate granting,Government,Federal,2,3.2
12868,r203,FYs 2020&#8211;21 -> Nondoctorate granting,Government,State and local,2,3.4
12868,r204,FYs 2020&#8211;21 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,144.2
12868,r205,FYs 2022&#8211;23,All sources,,1,7261.1
12868,r206,FYs 2022&#8211;23,Government,Federal,2,99.1
12868,r207,FYs 2022&#8211;23,Government,State and local,2,1400.6
12868,r208,FYs 2022&#8211;23,Institutional funds and other sourcesa,,1,5761.5
12868,r209,FYs 2022&#8211;23 -> Doctorate granting,All sources,,1,7019.1
12868,r210,FYs 2022&#8211;23 -> Doctorate granting,Government,Federal,2,77.9
12868,r211,FYs 2022&#8211;23 -> Doctorate granting,Government,State and local,2,1364.2
12868,r212,FYs 2022&#8211;23 -> Doctorate granting,Institutional funds and other sourcesa,,1,5576.9
12868,r213,FYs 2022&#8211;23 -> Nondoctorate granting,All sources,,1,242.0
12868,r214,FYs 2022&#8211;23 -> Nondoctorate granting,Government,Federal,2,21.2
12868,r215,FYs 2022&#8211;23 -> Nondoctorate granting,Government,State and local,2,36.4
12868,r216,FYs 2022&#8211;23 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,184.5
