table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
10883,r001,1967,Total,,,1,2786
10883,r002,1967,Intramural,Federal agenciesa,,2,1026
10883,r003,1967,Intramural,FFRDCs,,2,230
10883,r004,1967,Extramural,United States and U.S. territories,Businesses,3,858
10883,r005,1967,Extramural,United States and U.S. territories,Higher educationb,3,455
10883,r006,1967,Extramural,United States and U.S. territories,Nonprofit organizations,3,144
10883,r007,1967,Extramural,United States and U.S. territories,State and local governments,3,49
10883,r008,1967,Extramural,Non-U.S. performers,,2,24
10883,r009,1968,Total,,,1,2941
10883,r010,1968,Intramural,Federal agenciesa,,2,1110
10883,r011,1968,Intramural,FFRDCs,,2,225
10883,r012,1968,Extramural,United States and U.S. territories,Businesses,3,899
10883,r013,1968,Extramural,United States and U.S. territories,Higher educationb,3,467
10883,r014,1968,Extramural,United States and U.S. territories,Nonprofit organizations,3,141
10883,r015,1968,Extramural,United States and U.S. territories,State and local governments,3,70
10883,r016,1968,Extramural,Non-U.S. performers,,2,29
10883,r017,1969,Total,,,1,2700
10883,r018,1969,Intramural,Federal agenciesa,,2,1113
10883,r019,1969,Intramural,FFRDCs,,2,200
10883,r020,1969,Extramural,United States and U.S. territories,Businesses,3,702
10883,r021,1969,Extramural,United States and U.S. territories,Higher educationb,3,457
10883,r022,1969,Extramural,United States and U.S. territories,Nonprofit organizations,3,136
10883,r023,1969,Extramural,United States and U.S. territories,State and local governments,3,62
10883,r024,1969,Extramural,Non-U.S. performers,,2,29
10883,r025,1970,Total,,,1,2975
10883,r026,1970,Intramural,Federal agenciesa,,2,1345
10883,r027,1970,Intramural,FFRDCs,,2,230
10883,r028,1970,Extramural,United States and U.S. territories,Businesses,3,691
10883,r029,1970,Extramural,United States and U.S. territories,Higher educationb,3,468
10883,r030,1970,Extramural,United States and U.S. territories,Nonprofit organizations,3,150
10883,r031,1970,Extramural,United States and U.S. territories,State and local governments,3,70
10883,r032,1970,Extramural,Non-U.S. performers,,2,20
10883,r033,1971,Total,,,1,3143
10883,r034,1971,Intramural,Federal agenciesa,,2,1322
10883,r035,1971,Intramural,FFRDCs,,2,228
10883,r036,1971,Extramural,United States and U.S. territories,Businesses,3,722
10883,r037,1971,Extramural,United States and U.S. territories,Higher educationb,3,551
10883,r038,1971,Extramural,United States and U.S. territories,Nonprofit organizations,3,197
10883,r039,1971,Extramural,United States and U.S. territories,State and local governments,3,79
10883,r040,1971,Extramural,Non-U.S. performers,,2,44
10883,r041,1972,Total,,,1,3361
