table_id,row_id,sector_and_occupation_full_path,sector_and_occupation_level_1,sector_and_occupation_level_2,sector_and_occupation_level_3,sector_and_occupation_level_4,sector_and_occupation_level_5,sector_and_occupation_hierarchy_depth,field_total,field_job_satisfaction_very_satisfied,field_job_satisfaction_somewhat_satisfied,field_job_satisfaction_somewhat_dissatisfied,field_job_satisfaction_very_dissatisfied
5313,r035,All sectors -> S&E-related occupations -> Health-related occupations,All sectors,S&E-related occupations,Health-related occupations,,,3,5728000,2839000,2366000,409000,113000
5313,r036,All sectors -> S&E-related occupations -> S&E managers,All sectors,S&E-related occupations,S&E managers,,,3,999000,520000,397000,70000,11000
5313,r037,All sectors -> S&E-related occupations -> S&E precollege teachers,All sectors,S&E-related occupations,S&E precollege teachers,,,3,925000,375000,471000,56000,23000
5313,r038,All sectors -> S&E-related occupations -> S&E technicians and technologists,All sectors,S&E-related occupations,S&E technicians and technologists,,,3,973000,388000,461000,98000,25000
5313,r039,All sectors -> S&E-related occupations -> Other S&E-related occupations,All sectors,S&E-related occupations,Other S&E-related occupations,,,3,270000,132000,119000,16000,3000
5313,r040,All sectors -> Non-S&E occupations,All sectors,Non-S&E occupations,,,,2,34165000,15025000,15476000,2705000,958000
5313,r041,All sectors -> Non-S&E occupations -> Non-S&E managers,All sectors,Non-S&E occupations,Non-S&E managers,,,3,4627000,2584000,1706000,251000,87000
5313,r042,All sectors -> Non-S&E occupations -> Management-related occupations,All sectors,Non-S&E occupations,Management-related occupations,,,3,6830000,2984000,3136000,545000,165000
5313,r043,All sectors -> Non-S&E occupations -> Non-S&E precollege teachers,All sectors,Non-S&E occupations,Non-S&E precollege teachers,,,3,4268000,1959000,2034000,199000,76000
5313,r044,All sectors -> Non-S&E occupations -> Non-S&E postsecondary teachers,All sectors,Non-S&E occupations,Non-S&E postsecondary teachers,,,3,610000,271000,271000,50000,17000
5313,r045,All sectors -> Non-S&E occupations -> Social services and related occupations,All sectors,Non-S&E occupations,Social services and related occupations,,,3,2189000,969000,968000,187000,65000
5313,r046,All sectors -> Non-S&E occupations -> Sales and marketing occupations,All sectors,Non-S&E occupations,Sales and marketing occupations,,,3,4646000,1904000,2118000,446000,179000
5313,r047,"All sectors -> Non-S&E occupations -> Art, humanities, and related occupations",All sectors,Non-S&E occupations,"Art, humanities, and related occupations",,,3,1576000,640000,823000,91000,23000
5313,r048,All sectors -> Non-S&E occupations -> Other non-S&E occupations,All sectors,Non-S&E occupations,Other non-S&E occupations,,,3,9418000,3715000,4421000,935000,347000
5313,r049,All sectors -> Business or industry,All sectors,Business or industry,,,,2,35125000,15717000,15655000,2811000,942000
5313,r050,All sectors -> Business or industry -> S&E occupations,All sectors,Business or industry,S&E occupations,,,3,5444000,2420000,2523000,414000,87000
5313,r051,"All sectors -> Business or industry -> S&E occupations -> Biological, agricultural, and other life scientists",All sectors,Business or industry,S&E occupations,"Biological, agricultural, and other life scientists",,4,302000,126000,136000,29000,12000
5313,r052,"All sectors -> Business or industry -> S&E occupations -> Biological, agricultural, and other life scientists -> Agricultural and food scientists",All sectors,Business or industry,S&E occupations,"Biological, agricultural, and other life scientists",Agricultural and food scientists,5,40000,17000,15000,S,S
5313,r053,"All sectors -> Business or industry -> S&E occupations -> Biological, agricultural, and other life scientists -> Biological and medical scientists",All sectors,Business or industry,S&E occupations,"Biological, agricultural, and other life scientists",Biological and medical scientists,5,252000,104000,117000,23000,7000
5313,r054,"All sectors -> Business or industry -> S&E occupations -> Biological, agricultural, and other life scientists -> Environmental life scientists",All sectors,Business or industry,S&E occupations,"Biological, agricultural, and other life scientists",Environmental life scientists,5,10000,5000,4000,S,
5313,r055,"All sectors -> Business or industry -> S&E occupations -> Biological, agricultural, and other life scientists -> Postsecondary teachers - life and related sciences",All sectors,Business or industry,S&E occupations,"Biological, agricultural, and other life scientists",Postsecondary teachers - life and related sciences,5,,,,,
5313,r056,All sectors -> Business or industry -> S&E occupations -> Computer and mathematical scientists,All sectors,Business or industry,S&E occupations,Computer and mathematical scientists,,4,3147000,1367000,1484000,250000,45000
5313,r057,All sectors -> Business or industry -> S&E occupations -> Computer and mathematical scientists -> Computer and information scientists,All sectors,Business or industry,S&E occupations,Computer and mathematical scientists,Computer and information scientists,5,2940000,1285000,1378000,234000,43000
5313,r058,All sectors -> Business or industry -> S&E occupations -> Computer and mathematical scientists -> Mathematical scientists,All sectors,Business or industry,S&E occupations,Computer and mathematical scientists,Mathematical scientists,5,207000,82000,106000,17000,2000
5313,r059,All sectors -> Business or industry -> S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers - computer and math sciences,All sectors,Business or industry,S&E occupations,Computer and mathematical scientists,Postsecondary teachers - computer and math sciences,5,,,,,
5313,r060,All sectors -> Business or industry -> S&E occupations -> Physical and related scientists,All sectors,Business or industry,S&E occupations,Physical and related scientists,,4,189000,77000,92000,17000,3000
5313,r061,"All sectors -> Business or industry -> S&E occupations -> Physical and related scientists -> Chemists, except biochemists",All sectors,Business or industry,S&E occupations,Physical and related scientists,"Chemists, except biochemists",5,99000,32000,57000,9000,1000
5313,r062,"All sectors -> Business or industry -> S&E occupations -> Physical and related scientists -> Earth, atmospheric, and ocean scientists",All sectors,Business or industry,S&E occupations,Physical and related scientists,"Earth, atmospheric, and ocean scientists",5,51000,23000,24000,3000,
5313,r063,All sectors -> Business or industry -> S&E occupations -> Physical and related scientists -> Physicists,All sectors,Business or industry,S&E occupations,Physical and related scientists,Physicists,5,13000,10000,3000,,
5313,r064,"All sectors -> Business or industry -> S&E occupations -> Physical and related scientists -> Other physical and related scientists, including astronomers",All sectors,Business or industry,S&E occupations,Physical and related scientists,"Other physical and related scientists, including astronomers",5,25000,12000,7000,S,
5313,r065,All sectors -> Business or industry -> S&E occupations -> Physical and related scientists -> Postsecondary teachers - physical and related sciences,All sectors,Business or industry,S&E occupations,Physical and related scientists,Postsecondary teachers - physical and related sciences,5,,,,,
5313,r066,All sectors -> Business or industry -> S&E occupations -> Social and related scientists,All sectors,Business or industry,S&E occupations,Social and related scientists,,4,230000,130000,89000,8000,S
5313,r067,All sectors -> Business or industry -> S&E occupations -> Social and related scientists -> Economists,All sectors,Business or industry,S&E occupations,Social and related scientists,Economists,5,23000,15000,7000,1000,
5313,r068,All sectors -> Business or industry -> S&E occupations -> Social and related scientists -> Political scientists,All sectors,Business or industry,S&E occupations,Social and related scientists,Political scientists,5,11000,5000,6000,,
5313,r069,All sectors -> Business or industry -> S&E occupations -> Social and related scientists -> Psychologists,All sectors,Business or industry,S&E occupations,Social and related scientists,Psychologists,5,125000,78000,44000,2000,
5313,r070,All sectors -> Business or industry -> S&E occupations -> Social and related scientists -> Anthropologists,All sectors,Business or industry,S&E occupations,Social and related scientists,Anthropologists,5,10000,5000,4000,0.05,
5313,r071,All sectors -> Business or industry -> S&E occupations -> Social and related scientists -> Other social and related scientists,All sectors,Business or industry,S&E occupations,Social and related scientists,Other social and related scientists,5,61000,27000,28000,5000,S
5313,r072,All sectors -> Business or industry -> S&E occupations -> Social and related scientists -> Postsecondary teachers - social and related sciences,All sectors,Business or industry,S&E occupations,Social and related scientists,Postsecondary teachers - social and related sciences,5,,,,,
5313,r073,All sectors -> Business or industry -> S&E occupations -> Engineers,All sectors,Business or industry,S&E occupations,Engineers,,4,1576000,720000,721000,109000,25000
5313,r074,"All sectors -> Business or industry -> S&E occupations -> Engineers -> Aerospace, aeronautical, and astronautical engineers",All sectors,Business or industry,S&E occupations,Engineers,"Aerospace, aeronautical, and astronautical engineers",5,101000,50000,40000,10000,
5313,r075,All sectors -> Business or industry -> S&E occupations -> Engineers -> Chemical engineers,All sectors,Business or industry,S&E occupations,Engineers,Chemical engineers,5,74000,38000,33000,2000,S
5313,r076,"All sectors -> Business or industry -> S&E occupations -> Engineers -> Civil, architectural, and sanitary engineers",All sectors,Business or industry,S&E occupations,Engineers,"Civil, architectural, and sanitary engineers",5,203000,108000,82000,12000,1000
5313,r077,All sectors -> Business or industry -> S&E occupations -> Engineers -> Electrical and computer hardware engineers,All sectors,Business or industry,S&E occupations,Engineers,Electrical and computer hardware engineers,5,365000,165000,166000,26000,7000
5313,r078,All sectors -> Business or industry -> S&E occupations -> Engineers -> Industrial engineers,All sectors,Business or industry,S&E occupations,Engineers,Industrial engineers,5,90000,31000,51000,4000,S
5313,r079,All sectors -> Business or industry -> S&E occupations -> Engineers -> Mechanical engineers,All sectors,Business or industry,S&E occupations,Engineers,Mechanical engineers,5,336000,140000,162000,29000,6000
5313,r080,All sectors -> Business or industry -> S&E occupations -> Engineers -> Other engineers,All sectors,Business or industry,S&E occupations,Engineers,Other engineers,5,408000,188000,187000,27000,6000
5313,r081,All sectors -> Business or industry -> S&E occupations -> Engineers -> Postsecondary teachers - engineering,All sectors,Business or industry,S&E occupations,Engineers,Postsecondary teachers - engineering,5,,,,,
5313,r082,All sectors -> Business or industry -> S&E-related occupations,All sectors,Business or industry,S&E-related occupations,,,3,6470000,3152000,2710000,483000,126000
5313,r083,All sectors -> Business or industry -> S&E-related occupations -> Health-related occupations,All sectors,Business or industry,S&E-related occupations,Health-related occupations,,4,4595000,2285000,1886000,330000,94000
5313,r084,All sectors -> Business or industry -> S&E-related occupations -> S&E managers,All sectors,Business or industry,S&E-related occupations,S&E managers,,4,822000,427000,333000,53000,8000
5313,r085,All sectors -> Business or industry -> S&E-related occupations -> S&E precollege teachers,All sectors,Business or industry,S&E-related occupations,S&E precollege teachers,,4,,,,,
5313,r086,All sectors -> Business or industry -> S&E-related occupations -> S&E technicians and technologists,All sectors,Business or industry,S&E-related occupations,S&E technicians and technologists,,4,808000,322000,379000,86000,22000
5313,r087,All sectors -> Business or industry -> S&E-related occupations -> Other S&E-related occupations,All sectors,Business or industry,S&E-related occupations,Other S&E-related occupations,,4,246000,117000,111000,14000,3000
5313,r088,All sectors -> Business or industry -> Non-S&E occupations,All sectors,Business or industry,Non-S&E occupations,,,3,23210000,10145000,10423000,1914000,729000
5313,r089,All sectors -> Business or industry -> Non-S&E occupations -> Non-S&E managers,All sectors,Business or industry,Non-S&E occupations,Non-S&E managers,,4,3653000,2092000,1279000,204000,79000
5313,r090,All sectors -> Business or industry -> Non-S&E occupations -> Management-related occupations,All sectors,Business or industry,Non-S&E occupations,Management-related occupations,,4,5651000,2443000,2637000,441000,130000
5313,r091,All sectors -> Business or industry -> Non-S&E occupations -> Non-S&E precollege teachers,All sectors,Business or industry,Non-S&E occupations,Non-S&E precollege teachers,,4,,,,,
5313,r092,All sectors -> Business or industry -> Non-S&E occupations -> Non-S&E postsecondary teachers,All sectors,Business or industry,Non-S&E occupations,Non-S&E postsecondary teachers,,4,,,,,
5313,r093,All sectors -> Business or industry -> Non-S&E occupations -> Social services and related occupations,All sectors,Business or industry,Non-S&E occupations,Social services and related occupations,,4,1433000,670000,598000,127000,38000
5313,r094,All sectors -> Business or industry -> Non-S&E occupations -> Sales and marketing occupations,All sectors,Business or industry,Non-S&E occupations,Sales and marketing occupations,,4,4511000,1840000,2063000,430000,178000
5313,r095,"All sectors -> Business or industry -> Non-S&E occupations -> Art, humanities, and related occupations",All sectors,Business or industry,Non-S&E occupations,"Art, humanities, and related occupations",,4,1388000,548000,739000,80000,21000
5313,r096,All sectors -> Business or industry -> Non-S&E occupations -> Other non-S&E occupations,All sectors,Business or industry,Non-S&E occupations,Other non-S&E occupations,,4,6574000,2552000,3107000,632000,283000
5313,r097,All sectors -> Education,All sectors,Education,,,,2,10335000,4648000,4798000,691000,198000
5313,r098,All sectors -> Education -> S&E occupations,All sectors,Education,S&E occupations,,,3,1225000,567000,536000,102000,20000
5313,r099,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",,4,276000,123000,126000,24000,2000
5313,r100,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists -> Agricultural and food scientists",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",Agricultural and food scientists,5,9000,3000,5000,,
5313,r101,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists -> Biological and medical scientists",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",Biological and medical scientists,5,158000,58000,81000,17000,1000
5313,r102,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists -> Environmental life scientists",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",Environmental life scientists,5,S,S,S,,
5313,r103,"All sectors -> Education -> S&E occupations -> Biological, agricultural, and other life scientists -> Postsecondary teachers - life and related sciences",All sectors,Education,S&E occupations,"Biological, agricultural, and other life scientists",Postsecondary teachers - life and related sciences,5,101000,61000,34000,6000,0.05
5313,r104,All sectors -> Education -> S&E occupations -> Computer and mathematical scientists,All sectors,Education,S&E occupations,Computer and mathematical scientists,,4,358000,161000,154000,35000,S
5313,r105,All sectors -> Education -> S&E occupations -> Computer and mathematical scientists -> Computer and information scientists,All sectors,Education,S&E occupations,Computer and mathematical scientists,Computer and information scientists,5,214000,99000,87000,22000,S
5313,r106,All sectors -> Education -> S&E occupations -> Computer and mathematical scientists -> Mathematical scientists,All sectors,Education,S&E occupations,Computer and mathematical scientists,Mathematical scientists,5,33000,14000,18000,1000,
5313,r107,All sectors -> Education -> S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers - computer and math sciences,All sectors,Education,S&E occupations,Computer and mathematical scientists,Postsecondary teachers - computer and math sciences,5,111000,48000,50000,13000,
5313,r108,All sectors -> Education -> S&E occupations -> Physical and related scientists,All sectors,Education,S&E occupations,Physical and related scientists,,4,136000,56000,65000,10000,4000
5313,r109,"All sectors -> Education -> S&E occupations -> Physical and related scientists -> Chemists, except biochemists",All sectors,Education,S&E occupations,Physical and related scientists,"Chemists, except biochemists",5,20000,6000,12000,1000,0.05
5313,r110,"All sectors -> Education -> S&E occupations -> Physical and related scientists -> Earth, atmospheric, and ocean scientists",All sectors,Education,S&E occupations,Physical and related scientists,"Earth, atmospheric, and ocean scientists",5,9000,4000,4000,,
5313,r111,All sectors -> Education -> S&E occupations -> Physical and related scientists -> Physicists,All sectors,Education,S&E occupations,Physical and related scientists,Physicists,5,23000,9000,11000,1000,
5313,r112,"All sectors -> Education -> S&E occupations -> Physical and related scientists -> Other physical and related scientists, including astronomers",All sectors,Education,S&E occupations,Physical and related scientists,"Other physical and related scientists, including astronomers",5,5000,2000,3000,,
5313,r113,All sectors -> Education -> S&E occupations -> Physical and related scientists -> Postsecondary teachers - physical and related sciences,All sectors,Education,S&E occupations,Physical and related scientists,Postsecondary teachers - physical and related sciences,5,80000,35000,36000,8000,
5313,r114,All sectors -> Education -> S&E occupations -> Social and related scientists,All sectors,Education,S&E occupations,Social and related scientists,,4,337000,174000,134000,25000,4000
5313,r115,All sectors -> Education -> S&E occupations -> Social and related scientists -> Economists,All sectors,Education,S&E occupations,Social and related scientists,Economists,5,11000,5000,6000,,
5313,r116,All sectors -> Education -> S&E occupations -> Social and related scientists -> Political scientists,All sectors,Education,S&E occupations,Social and related scientists,Political scientists,5,4000,S,1000,,
5313,r117,All sectors -> Education -> S&E occupations -> Social and related scientists -> Psychologists,All sectors,Education,S&E occupations,Social and related scientists,Psychologists,5,82000,41000,33000,S,0.05
5313,r118,All sectors -> Education -> S&E occupations -> Social and related scientists -> Anthropologists,All sectors,Education,S&E occupations,Social and related scientists,Anthropologists,5,4000,2000,S,,
5313,r119,All sectors -> Education -> S&E occupations -> Social and related scientists -> Other social and related scientists,All sectors,Education,S&E occupations,Social and related scientists,Other social and related scientists,5,36000,12000,S,S,
5313,r120,All sectors -> Education -> S&E occupations -> Social and related scientists -> Postsecondary teachers - social and related sciences,All sectors,Education,S&E occupations,Social and related scientists,Postsecondary teachers - social and related sciences,5,200000,112000,71000,15000,2000
5313,r121,All sectors -> Education -> S&E occupations -> Engineers,All sectors,Education,S&E occupations,Engineers,,4,119000,53000,56000,7000,3000
5313,r122,"All sectors -> Education -> S&E occupations -> Engineers -> Aerospace, aeronautical, and astronautical engineers",All sectors,Education,S&E occupations,Engineers,"Aerospace, aeronautical, and astronautical engineers",5,4000,2000,1000,,
5313,r123,All sectors -> Education -> S&E occupations -> Engineers -> Chemical engineers,All sectors,Education,S&E occupations,Engineers,Chemical engineers,5,5000,1000,4000,,
5313,r124,"All sectors -> Education -> S&E occupations -> Engineers -> Civil, architectural, and sanitary engineers",All sectors,Education,S&E occupations,Engineers,"Civil, architectural, and sanitary engineers",5,6000,3000,3000,,
5313,r125,All sectors -> Education -> S&E occupations -> Engineers -> Electrical and computer hardware engineers,All sectors,Education,S&E occupations,Engineers,Electrical and computer hardware engineers,5,11000,3000,7000,,
5313,r126,All sectors -> Education -> S&E occupations -> Engineers -> Industrial engineers,All sectors,Education,S&E occupations,Engineers,Industrial engineers,5,2000,,,,
5313,r127,All sectors -> Education -> S&E occupations -> Engineers -> Mechanical engineers,All sectors,Education,S&E occupations,Engineers,Mechanical engineers,5,13000,5000,7000,,
5313,r128,All sectors -> Education -> S&E occupations -> Engineers -> Other engineers,All sectors,Education,S&E occupations,Engineers,Other engineers,5,16000,8000,6000,0.05,
5313,r129,All sectors -> Education -> S&E occupations -> Engineers -> Postsecondary teachers - engineering,All sectors,Education,S&E occupations,Engineers,Postsecondary teachers - engineering,5,61000,30000,26000,4000,
5313,r130,All sectors -> Education -> S&E-related occupations,All sectors,Education,S&E-related occupations,,,3,1791000,819000,810000,120000,41000
5313,r131,All sectors -> Education -> S&E-related occupations -> Health-related occupations,All sectors,Education,S&E-related occupations,Health-related occupations,,4,756000,391000,294000,57000,14000
5313,r132,All sectors -> Education -> S&E-related occupations -> S&E managers,All sectors,Education,S&E-related occupations,S&E managers,,4,48000,25000,15000,4000,
5313,r133,All sectors -> Education -> S&E-related occupations -> S&E precollege teachers,All sectors,Education,S&E-related occupations,S&E precollege teachers,,4,925000,375000,471000,56000,23000
5313,r134,All sectors -> Education -> S&E-related occupations -> S&E technicians and technologists,All sectors,Education,S&E-related occupations,S&E technicians and technologists,,4,55000,20000,29000,S,
5313,r135,All sectors -> Education -> S&E-related occupations -> Other S&E-related occupations,All sectors,Education,S&E-related occupations,Other S&E-related occupations,,4,9000,8000,,,
5313,r136,All sectors -> Education -> Non-S&E occupations,All sectors,Education,Non-S&E occupations,,,3,7319000,3261000,3452000,469000,137000
5313,r137,All sectors -> Education -> Non-S&E occupations -> Non-S&E managers,All sectors,Education,Non-S&E occupations,Non-S&E managers,,4,502000,261000,223000,16000,2000
5313,r138,All sectors -> Education -> Non-S&E occupations -> Management-related occupations,All sectors,Education,Non-S&E occupations,Management-related occupations,,4,351000,154000,150000,43000,3000
5313,r139,All sectors -> Education -> Non-S&E occupations -> Non-S&E precollege teachers,All sectors,Education,Non-S&E occupations,Non-S&E precollege teachers,,4,4268000,1959000,2034000,199000,76000
5313,r140,All sectors -> Education -> Non-S&E occupations -> Non-S&E postsecondary teachers,All sectors,Education,Non-S&E occupations,Non-S&E postsecondary teachers,,4,610000,271000,271000,50000,17000
5313,r141,All sectors -> Education -> Non-S&E occupations -> Social services and related occupations,All sectors,Education,Non-S&E occupations,Social services and related occupations,,4,379000,158000,198000,20000,S
5313,r142,All sectors -> Education -> Non-S&E occupations -> Sales and marketing occupations,All sectors,Education,Non-S&E occupations,Sales and marketing occupations,,4,79000,27000,37000,S,
5313,r143,"All sectors -> Education -> Non-S&E occupations -> Art, humanities, and related occupations",All sectors,Education,Non-S&E occupations,"Art, humanities, and related occupations",,4,131000,S,64000,S,
5313,r144,All sectors -> Education -> Non-S&E occupations -> Other non-S&E occupations,All sectors,Education,Non-S&E occupations,Other non-S&E occupations,,4,1001000,373000,475000,120000,33000
5313,r145,All sectors -> Government,All sectors,Government,,,,2,5064000,2299000,2243000,409000,113000
5313,r146,All sectors -> Government -> S&E occupations,All sectors,Government,S&E occupations,,,3,798000,397000,347000,41000,12000
5313,r147,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",,4,120000,63000,50000,5000,S
5313,r148,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists -> Agricultural and food scientists",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",Agricultural and food scientists,5,8000,S,S,,
5313,r149,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists -> Biological and medical scientists",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",Biological and medical scientists,5,90000,44000,41000,4000,S
5313,r150,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists -> Environmental life scientists",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",Environmental life scientists,5,22000,15000,5000,S,
5313,r151,"All sectors -> Government -> S&E occupations -> Biological, agricultural, and other life scientists -> Postsecondary teachers - life and related sciences",All sectors,Government,S&E occupations,"Biological, agricultural, and other life scientists",Postsecondary teachers - life and related sciences,5,,,,,
5313,r152,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists,All sectors,Government,S&E occupations,Computer and mathematical scientists,,4,269000,127000,125000,13000,4000
5313,r153,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists -> Computer and information scientists,All sectors,Government,S&E occupations,Computer and mathematical scientists,Computer and information scientists,5,225000,106000,105000,11000,3000
5313,r154,All sectors -> Government -> S&E occupations -> Computer and mathematical scientists -> Mathematical scientists,All sectors,Government,S&E occupations,Computer and mathematical scientists,Mathematical scientists,5,45000,22000,20000,2000,
