table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010
3962,r001,All agencies,All agencies,,,,,1,4269.7,4356.5,4388.3,4157.9,3855.6,3831.6,2041.0,2123.3,2066.2,2824.5,6135.5
3962,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
3962,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,108.4,115.2,107.0,77.1,113.2,149.4,184.5,216.0,147.7,74.3,125.8
3962,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,96.4,102.2,92.0,61.1,94.2,131.4,171.0,191.0,126.8,42.8,55.9
3962,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,12.0,13.0,15.0,16.0,19.0,18.0,13.5,25.0,20.9,31.5,69.8
3962,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,20.7,49.4,118.9,93.1,80.2,39.8,46.0,68.2,113.8,248.1,287.7
3962,r007,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,25.4,26.5
3962,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,20.7,49.3,118.9,77.3,49.2,37.9,46.0,35.3,49.1,46.7,101.9
3962,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,0.0,0.1,0.0,15.7,31.0,1.9,0.0,33.0,46.2,176.0,159.3
3962,r010,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,40.0,61.6,369.4,237.2,187.7,210.2,93.3,151.7,130.4,195.9,148.3
3962,r011,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,2.8,2.2,282.3,137.9,66.6,77.1,34.8,36.3,38.5,8.2,0.3
3962,r012,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,2.4,9.8,5.4,6.8,9.7,35.7,38.7,15.1,91.9,111.2,128.8
3962,r013,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.0
3962,r014,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,33.1,49.3,81.6,92.5,111.5,97.4,19.8,100.3,0.0,0.0,19.2
3962,r015,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,806.7,876.5,1024.3,1051.8,1025.9,846.8,780.3,651.3,748.3,1224.5,904.4
3962,r016,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,na,NA,4.9,6.2,19.8,24.8,26.1,1.8,64.9,17.2,53.4
3962,r017,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,NA,NA,9.3,2.9,6.0,6.1,20.5,12.0,18.7,14.8,14.8
3962,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,NA,NA,412.4,446.8,425.9,300.1,310.5,204.6,268.8,172.1,280.3
3962,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,NA,NA,397.3,419.9,407.8,268.4,271.6,171.0,232.0,132.0,201.3
3962,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,NA,NA,15.1,26.8,18.2,31.7,38.9,33.6,36.8,40.1,79.0
3962,r021,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,NA,NA,597.8,596.0,574.3,515.8,423.2,432.8,395.9,1020.4,555.9
3962,r022,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,219.7,294.3,244.3,817.1,428.6,429.4,358.8,251.7,147.4,151.4,1682.4
3962,r023,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,0.0,0.0,0.0,0.0,0.0,0.0,143.9,134.4,6.5,0.0,0.0
3962,r024,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,2.6,3.0,10.2,8.6,6.5,3.1,1.8,5.6,5.1,4.8,12.6
3962,r025,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,0.6,0.6,0.6,0.3,0.6,0.5,0.6,0.6,0.6,0.1,0.6
3962,r026,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,216.5,290.6,233.4,808.2,421.4,425.7,212.6,111.1,135.1,146.5,1669.1
3962,r027,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,na,na,na,NA,56.3,61.2,121.2,259.0,210.5,346.2,392.9
3962,r028,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,na,na,na,NA,55.3,60.2,120.9,258.5,210.0,344.7,391.8
3962,r029,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,na,na,na,NA,1.0,1.0,0.3,0.6,0.5,1.5,1.1
3962,r030,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,1.4,2.1,2.1,3.6,7.6,7.3,5.3,9.8,9.1,6.8,5.6
3962,r031,"All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management, Regulation and Enforcement",All agencies,Departments,Department of the Interior,"Bureau of Ocean Energy Management, Regulation and Enforcement",,4,1.4,2.1,2.1,2.1,2.3,2.7,3.1,2.9,2.7,2.3,2.0
3962,r032,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,0.0,0.0,0.0,1.5,5.3,4.6,2.2,7.0,6.3,4.6,3.6
3962,r033,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3962,r034,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3962,r035,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,1.1
3962,r036,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,1.1
3962,r037,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,12.9,4.8,51.4,7.3,14.8,15.8,18.1,19.9,18.9,18.9,20.5
