table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6386,r001,All agencies,All agencies,,,,,1,82098024.1,31899441.9,41399523.3,606245.6,3067267.2,1491966.0,1508223.6,1159540.9,75354.2,890461.2
6386,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
6386,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,255231.2,231087.8,0.0,0.0,22028.3,0.0,1642.5,0.0,29.9,442.6
6386,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3476.3,3476.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6386,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,142352.9,124789.7,0.0,0.0,15659.5,0.0,1431.2,0.0,29.9,442.6
6386,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,20679.0,14365.1,0.0,0.0,6313.9,0.0,0.0,0.0,0.0,0.0
6386,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,84725.4,84725.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6386,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,3997.7,3731.3,0.0,0.0,55.0,0.0,211.4,0.0,0.0,0.0
6386,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,260931.6,171123.4,4953.7,0.0,55629.4,4137.2,23474.3,293.0,1318.6,2.0
6386,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,17451.8,7347.6,492.0,0.0,8396.2,0.0,1215.9,0.0,0.0,0.0
6386,r011,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,170290.0,90586.0,4461.7,0.0,47233.1,4137.2,22258.4,293.0,1318.6,2.0
6386,r012,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,73189.8,73189.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
