table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
1427,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['1,522', '  ']","['1,064', '  ']","['120', '  ']","['306', '  ']","['152', ' ']"
1427,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['912', '  ']","['646', '  ']","['77', '  ']","['164', '  ']","['102', ' ']"
1427,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['24', '  ']","['14', 'i ']","['2', 'i ']","['6', '  ']","['3', ' ']"
1427,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['6', '  ']","['4', '  ']","['1', '  ']","['2', '  ']","['1', 'i']"
1427,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['8', '  ']","['4', 'i ']","['1', 'i ']","['3', 'i ']","['1', 'i']"
1427,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['3', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['*', 'i']"
1427,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['6', '  ']","['4', '  ']","['*', '  ']","['1', '  ']","['*', ' ']"
1427,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['4', '  ']","['2', 'i ']","['*', '  ']","['1', 'i ']","['*', 'i']"
1427,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['2', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['*', ' ']"
1427,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['173', '  ']","['118', '  ']","['30', '  ']","['30', '  ']","['25', ' ']"
1427,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['14', '  ']","['8', '  ']","['3', '  ']","['4', '  ']","['2', ' ']"
1427,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['5', '  ']","['3', 'i ']","['1', 'i ']","['1', 'i ']","['*', ' ']"
1427,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,4,3253,"['5', 'i ']","['2', 'i ']","['1', 'i ']","['2', 'i ']","['1', 'i']"
1427,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['123', '  ']","['85', '  ']","['22', '  ']","['18', '  ']","['20', ' ']"
1427,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['13', '  ']","['11', '  ']","['2', '  ']","['1', '  ']","['1', ' ']"
1427,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['13', '  ']","['9', '  ']","['1', '  ']","['3', '  ']","['1', ' ']"
1427,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['29', '  ']","['14', '  ']","['3', '  ']","['10', '  ']","['6', ' ']"
1427,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['7', '  ']","['4', '  ']","['1', '  ']","['2', '  ']","['1', ' ']"
1427,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['7', '  ']","['3', '  ']","['*', '  ']","['2', 'i ']","['2', ' ']"
1427,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['30', '  ']","['13', 'i ']","['*', '  ']","['9', 'i ']","['8', 'i']"
1427,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['78', '  ']","['55', '  ']","['4', '  ']","['17', '  ']","['6', 'i']"
1427,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,"['9', '  ']","['6', '  ']","['*', '  ']","['2', '  ']","['1', ' ']"
1427,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['9', '  ']","['8', '  ']","['1', '  ']","['1', '  ']","['*', ' ']"
1427,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['7', '  ']","['6', '  ']","['*', '  ']","['1', '  ']","['*', ' ']"
1427,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['53', '  ']","['35', 'i ']","['2', 'i ']","['13', 'i ']","['5', 'i']"
1427,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['264', '  ']","['215', '  ']","['23', 'i ']","['31', '  ']","['18', ' ']"
1427,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['48', '  ']","['37', '  ']","['2', '  ']","['7', 'i ']","['3', ' ']"
1427,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['96', '  ']","['82', 'i ']","['12', 'i ']","['9', '  ']","['5', ' ']"
1427,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['69', '  ']","['54', '  ']","['5', 'i ']","['10', '  ']","['5', ' ']"
1427,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['12', '  ']","['9', 'i ']","['1', 'i ']","['2', 'i ']","['1', 'i']"
1427,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['29', '  ']","['23', '  ']","['1', '  ']","['4', '  ']","['2', ' ']"
1427,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['28', '  ']","['21', '  ']","['3', 'i ']","['4', '  ']","['3', 'i']"
1427,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['50', '  ']","['41', '  ']","['4', 'i ']","['4', '  ']","['5', ' ']"
1427,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['28', '  ']","['20', '  ']","['2', 'i ']","['6', '  ']","['2', ' ']"
1427,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['168', '  ']","['122', '  ']","['7', '  ']","['28', '  ']","['17', ' ']"
1427,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['92', '  ']","['72', '  ']","['3', '  ']","['13', '  ']","['7', ' ']"
1427,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['61', '  ']","['42', '  ']","['4', '  ']","['12', '  ']","['7', ' ']"
1427,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['50', '  ']","['35', '  ']","['3', '  ']","['10', '  ']","['5', ' ']"
1427,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['11', '  ']","['7', '  ']","['*', '  ']","['2', '  ']","['2', ' ']"
1427,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
