table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_aid,field_arc,field_dhs,field_doc,field_doda_total,field_doda_research,field_doda_development_advanced_technology,field_doda_development_major_systems,field_doe,field_doi
4323,r029,"All states and outlying areas -> Arizona -> Midwestern U., Glendale",All states and outlying areas,Arizona,"Midwestern U., Glendale",3,547.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r030,All states and outlying areas -> Arizona -> Northern Arizona U.,All states and outlying areas,Arizona,Northern Arizona U.,3,25811.4,0.0,0.0,0.0,195.1,4279.6,3852.2,427.3,0.0,1742.5,260.5
4323,r031,All states and outlying areas -> Arizona -> Pima Community C.,All states and outlying areas,Arizona,Pima Community C.,3,274.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r032,All states and outlying areas -> Arizona -> Tohono O'odham Community C.,All states and outlying areas,Arizona,Tohono O'odham Community C.,3,430.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r033,All states and outlying areas -> Arizona -> U. Arizona,All states and outlying areas,Arizona,U. Arizona,3,252782.1,0.0,0.0,0.0,1420.1,11616.9,9200.3,2416.5,0.0,8132.9,1157.9
4323,r034,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,,2,93614.8,0.0,0.0,0.0,0.0,12185.6,4854.6,7331.0,0.0,1020.0,149.4
4323,r035,"All states and outlying areas -> Arkansas -> Arkansas State U., Jonesboro",All states and outlying areas,Arkansas,"Arkansas State U., Jonesboro",3,560.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7
4323,r036,All states and outlying areas -> Arkansas -> Phillips Community C. of the U. Arkansas,All states and outlying areas,Arkansas,Phillips Community C. of the U. Arkansas,3,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r037,All states and outlying areas -> Arkansas -> South Arkansas Community C.,All states and outlying areas,Arkansas,South Arkansas Community C.,3,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r038,All states and outlying areas -> Arkansas -> U. Arkansas for Medical Sciences,All states and outlying areas,Arkansas,U. Arkansas for Medical Sciences,3,41281.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r039,"All states and outlying areas -> Arkansas -> U. Arkansas, Fayetteville",All states and outlying areas,Arkansas,"U. Arkansas, Fayetteville",3,27005.4,0.0,0.0,0.0,0.0,1422.6,1277.5,145.1,0.0,750.0,0.0
4323,r040,"All states and outlying areas -> Arkansas -> U. Arkansas, Little Rock",All states and outlying areas,Arkansas,"U. Arkansas, Little Rock",3,6568.3,0.0,0.0,0.0,0.0,6568.3,136.4,6431.8,0.0,0.0,0.0
4323,r041,"All states and outlying areas -> Arkansas -> U. Arkansas, Monticello",All states and outlying areas,Arkansas,"U. Arkansas, Monticello",3,984.9,0.0,0.0,0.0,0.0,984.9,984.9,0.0,0.0,0.0,0.0
4323,r042,"All states and outlying areas -> Arkansas -> U. Arkansas, Pine Bluff",All states and outlying areas,Arkansas,"U. Arkansas, Pine Bluff",3,2578.7,0.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0
4323,r043,"All states and outlying areas -> Arkansas -> U. Arkansas, system office",All states and outlying areas,Arkansas,"U. Arkansas, system office",3,14101.5,0.0,0.0,0.0,0.0,2609.8,1855.7,754.1,0.0,270.0,60.7
4323,r044,All states and outlying areas -> Arkansas -> U. Central Arkansas,All states and outlying areas,Arkansas,U. Central Arkansas,3,431.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r045,All states and outlying areas -> California,All states and outlying areas,California,,2,4630852.1,4050.0,0.0,1233.5,12662.4,430002.6,363131.7,65265.2,1605.7,164144.3,9113.0
4323,r046,All states and outlying areas -> California -> California C. of the Arts,All states and outlying areas,California,California C. of the Arts,3,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r047,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,192659.4,0.0,0.0,0.0,50.0,18557.4,18557.4,0.0,0.0,18896.8,3128.3
4323,r048,"All states and outlying areas -> California -> California Polytechnic State U., San Luis Obispo",All states and outlying areas,California,"California Polytechnic State U., San Luis Obispo",3,5886.9,0.0,0.0,0.0,0.0,8.9,8.9,0.0,0.0,0.0,250.0
4323,r049,"All states and outlying areas -> California -> California State Polytechnic U., Pomona",All states and outlying areas,California,"California State Polytechnic U., Pomona",3,1562.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
4323,r050,"All states and outlying areas -> California -> California State U., Bakersfield",All states and outlying areas,California,"California State U., Bakersfield",3,1732.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r051,"All states and outlying areas -> California -> California State U., Channel Islands",All states and outlying areas,California,"California State U., Channel Islands",3,2678.9,0.0,0.0,0.0,0.0,149.0,149.0,0.0,0.0,0.0,0.0
4323,r052,"All states and outlying areas -> California -> California State U., Chico",All states and outlying areas,California,"California State U., Chico",3,2890.2,0.0,0.0,0.0,0.0,301.0,301.0,0.0,0.0,0.0,0.0
4323,r053,"All states and outlying areas -> California -> California State U., Dominguez Hills",All states and outlying areas,California,"California State U., Dominguez Hills",3,3202.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
4323,r054,"All states and outlying areas -> California -> California State U., East Bay",All states and outlying areas,California,"California State U., East Bay",3,2103.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
4323,r055,"All states and outlying areas -> California -> California State U., Fresno",All states and outlying areas,California,"California State U., Fresno",3,3644.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r056,"All states and outlying areas -> California -> California State U., Fullerton",All states and outlying areas,California,"California State U., Fullerton",3,2955.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r057,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,8374.7,0.0,0.0,0.0,0.0,1029.8,1029.8,0.0,0.0,0.0,0.0
4323,r058,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,4933.5,0.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0
4323,r059,"All states and outlying areas -> California -> California State U., Monterey Bay",All states and outlying areas,California,"California State U., Monterey Bay",3,564.4,0.0,0.0,0.0,0.0,266.6,266.6,0.0,0.0,0.0,0.0
4323,r060,"All states and outlying areas -> California -> California State U., Northridge",All states and outlying areas,California,"California State U., Northridge",3,12519.8,0.0,0.0,0.0,0.0,1260.5,1260.5,0.0,0.0,360.0,25.0
4323,r061,"All states and outlying areas -> California -> California State U., Sacramento",All states and outlying areas,California,"California State U., Sacramento",3,1614.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r062,"All states and outlying areas -> California -> California State U., San Bernardino",All states and outlying areas,California,"California State U., San Bernardino",3,1749.4,0.0,0.0,0.0,443.6,0.0,0.0,0.0,0.0,0.0,0.0
4323,r063,"All states and outlying areas -> California -> California State U., San Marcos",All states and outlying areas,California,"California State U., San Marcos",3,4828.8,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0
4323,r064,"All states and outlying areas -> California -> California State U., Stanislaus",All states and outlying areas,California,"California State U., Stanislaus",3,819.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r065,"All states and outlying areas -> California -> California State U., system office",All states and outlying areas,California,"California State U., system office",3,522.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r066,All states and outlying areas -> California -> Cerritos C.,All states and outlying areas,California,Cerritos C.,3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
4323,r067,All states and outlying areas -> California -> Chapman U.,All states and outlying areas,California,Chapman U.,3,4006.9,0.0,0.0,0.0,0.0,1078.6,1078.6,0.0,0.0,0.0,0.0
4323,r068,All states and outlying areas -> California -> Charles R. Drew U. of Medicine and Science,All states and outlying areas,California,Charles R. Drew U. of Medicine and Science,3,8090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r069,All states and outlying areas -> California -> Claremont Graduate U.,All states and outlying areas,California,Claremont Graduate U.,3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r070,All states and outlying areas -> California -> Claremont McKenna C.,All states and outlying areas,California,Claremont McKenna C.,3,1005.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r071,All states and outlying areas -> California -> Cuesta C.,All states and outlying areas,California,Cuesta C.,3,235.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r072,All states and outlying areas -> California -> Dominican U. California,All states and outlying areas,California,Dominican U. California,3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r073,All states and outlying areas -> California -> Fielding Graduate U.,All states and outlying areas,California,Fielding Graduate U.,3,463.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r074,All states and outlying areas -> California -> Harvey Mudd C.,All states and outlying areas,California,Harvey Mudd C.,3,1840.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r075,All states and outlying areas -> California -> Humboldt State U.,All states and outlying areas,California,Humboldt State U.,3,615.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1
4323,r076,All states and outlying areas -> California -> Keck Graduate Institute,All states and outlying areas,California,Keck Graduate Institute,3,957.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r077,All states and outlying areas -> California -> Loma Linda U.,All states and outlying areas,California,Loma Linda U.,3,9317.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r078,All states and outlying areas -> California -> Loyola Marymount U.,All states and outlying areas,California,Loyola Marymount U.,3,1408.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r079,All states and outlying areas -> California -> Menlo C.,All states and outlying areas,California,Menlo C.,3,182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r080,All states and outlying areas -> California -> Monterey Peninsula C.,All states and outlying areas,California,Monterey Peninsula C.,3,204.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r081,All states and outlying areas -> California -> National Physical Science Consortium,All states and outlying areas,California,National Physical Science Consortium,3,317.6,0.0,0.0,0.0,317.6,0.0,0.0,0.0,0.0,0.0,0.0
4323,r082,All states and outlying areas -> California -> Naval Postgraduate School,All states and outlying areas,California,Naval Postgraduate School,3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r083,All states and outlying areas -> California -> North Orange County Community C. District,All states and outlying areas,California,North Orange County Community C. District,3,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r084,All states and outlying areas -> California -> Notre Dame de Namur U.,All states and outlying areas,California,Notre Dame de Namur U.,3,480.4,0.0,0.0,0.0,0.0,480.4,480.4,0.0,0.0,0.0,0.0
4323,r085,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r086,All states and outlying areas -> California -> Ohlone C.,All states and outlying areas,California,Ohlone C.,3,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r087,All states and outlying areas -> California -> Pomona C.,All states and outlying areas,California,Pomona C.,3,729.0,0.0,0.0,0.0,0.0,50.4,50.4,0.0,0.0,0.0,0.0
4323,r088,"All states and outlying areas -> California -> Riverside Community C. District, Riverside",All states and outlying areas,California,"Riverside Community C. District, Riverside",3,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r089,All states and outlying areas -> California -> Saddleback C.,All states and outlying areas,California,Saddleback C.,3,3581.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r090,"All states and outlying areas -> California -> San Diego State U., San Diego",All states and outlying areas,California,"San Diego State U., San Diego",3,34957.5,0.0,0.0,0.0,0.0,3366.5,3200.8,0.0,165.7,437.2,134.3
4323,r091,All states and outlying areas -> California -> San Francisco State U.,All states and outlying areas,California,San Francisco State U.,3,12136.7,0.0,0.0,0.0,0.0,1308.8,1297.0,11.8,0.0,492.8,0.0
4323,r092,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,17249.4,0.0,0.0,0.0,0.0,695.2,563.6,0.0,131.6,0.0,116.2
4323,r093,All states and outlying areas -> California -> Santa Clara U.,All states and outlying areas,California,Santa Clara U.,3,1267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r094,All states and outlying areas -> California -> Santa Monica C.,All states and outlying areas,California,Santa Monica C.,3,1220.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r095,All states and outlying areas -> California -> Scripps Research Institute,All states and outlying areas,California,Scripps Research Institute,3,221914.4,0.0,0.0,0.0,0.0,3237.5,0.0,3237.5,0.0,0.0,0.0
4323,r096,All states and outlying areas -> California -> Sonoma State U.,All states and outlying areas,California,Sonoma State U.,3,203.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r097,All states and outlying areas -> California -> Stanford U.,All states and outlying areas,California,Stanford U.,3,612541.2,0.0,0.0,0.0,290.1,44750.8,28554.0,16196.8,0.0,22909.2,264.6
4323,r098,"All states and outlying areas -> California -> State Center Community C. District, Fresno City C.",All states and outlying areas,California,"State Center Community C. District, Fresno City C.",3,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r099,"All states and outlying areas -> California -> State Center Community C. District, Reedley C.",All states and outlying areas,California,"State Center Community C. District, Reedley C.",3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r100,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,239825.9,0.0,0.0,989.1,335.1,33648.8,32571.2,1077.6,0.0,23339.8,3246.5
4323,r101,"All states and outlying areas -> California -> U. California, Cooperative Extension",All states and outlying areas,California,"U. California, Cooperative Extension",3,246.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r102,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,328475.6,4050.0,0.0,0.0,124.3,18286.3,8457.8,9828.4,0.0,13370.5,136.0
4323,r103,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,224890.2,0.0,0.0,0.0,1218.5,15753.3,14036.7,1716.6,0.0,9157.3,0.0
4323,r104,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,555094.6,0.0,0.0,0.0,278.0,33695.1,29811.7,3883.4,0.0,28040.1,356.5
4323,r105,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,19915.7,0.0,0.0,0.0,66.7,2939.8,2939.8,0.0,0.0,1860.0,10.0
4323,r106,"All states and outlying areas -> California -> U. California, Office of the President",All states and outlying areas,California,"U. California, Office of the President",3,40837.8,0.0,0.0,0.0,2211.4,0.0,0.0,0.0,0.0,0.0,0.0
4323,r107,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,80139.5,0.0,0.0,0.0,385.5,9596.9,6448.8,2853.4,294.8,3151.0,386.4
4323,r108,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,679558.4,0.0,0.0,0.0,2341.3,87988.2,82654.2,5134.0,200.0,23597.0,25.6
4323,r109,"All states and outlying areas -> California -> U. California, San Francisco",All states and outlying areas,California,"U. California, San Francisco",3,675389.1,0.0,0.0,0.0,0.0,29530.8,18470.6,11060.2,0.0,0.0,0.0
4323,r110,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,109184.7,0.0,0.0,0.0,618.7,29538.7,29498.5,0.0,40.2,9963.9,608.1
4323,r111,"All states and outlying areas -> California -> U. California, Santa Cruz",All states and outlying areas,California,"U. California, Santa Cruz",3,65404.1,0.0,0.0,0.0,2132.8,3355.0,3282.5,0.0,72.5,3511.7,199.8
4323,r112,All states and outlying areas -> California -> U. of the Pacific,All states and outlying areas,California,U. of the Pacific,3,759.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r113,All states and outlying areas -> California -> U. San Diego,All states and outlying areas,California,U. San Diego,3,1317.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r114,All states and outlying areas -> California -> U. San Francisco,All states and outlying areas,California,U. San Francisco,3,365.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r115,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,408661.9,0.0,0.0,244.5,1848.8,83672.7,76561.8,6410.1,700.9,3557.4,17.4
4323,r116,All states and outlying areas -> California -> Vanguard U.,All states and outlying areas,California,Vanguard U.,3,1124.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.6,0.0
4323,r117,All states and outlying areas -> California -> Western U. of Health Sciences,All states and outlying areas,California,Western U. of Health Sciences,3,8047.8,0.0,0.0,0.0,0.0,3855.5,0.0,3855.5,0.0,0.0,0.0
4323,r118,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,748312.4,0.0,0.0,275.3,70287.3,59916.7,48026.8,9319.8,2570.1,27606.5,6507.5
4323,r119,All states and outlying areas -> Colorado -> Adams State U.,All states and outlying areas,Colorado,Adams State U.,3,1685.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r120,All states and outlying areas -> Colorado -> Arapahoe Community C.,All states and outlying areas,Colorado,Arapahoe Community C.,3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r121,All states and outlying areas -> Colorado -> Colorado C.,All states and outlying areas,Colorado,Colorado C.,3,364.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r122,All states and outlying areas -> Colorado -> Colorado Northwestern Community C.,All states and outlying areas,Colorado,Colorado Northwestern Community C.,3,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r123,All states and outlying areas -> Colorado -> Colorado School of Mines,All states and outlying areas,Colorado,Colorado School of Mines,3,31505.1,0.0,0.0,0.0,0.0,6267.8,6228.7,0.0,39.1,4422.1,671.3
4323,r124,"All states and outlying areas -> Colorado -> Colorado State U., Fort Collins",All states and outlying areas,Colorado,"Colorado State U., Fort Collins",3,111951.9,0.0,0.0,0.0,7136.4,16201.3,13140.6,2405.7,655.0,6266.5,4046.2
4323,r125,"All states and outlying areas -> Colorado -> Colorado State U., system office",All states and outlying areas,Colorado,"Colorado State U., system office",3,6751.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r126,All states and outlying areas -> Colorado -> Colorado Theological Seminary,All states and outlying areas,Colorado,Colorado Theological Seminary,3,366.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r127,All states and outlying areas -> Colorado -> Fort Lewis C.,All states and outlying areas,Colorado,Fort Lewis C.,3,636.1,0.0,0.0,0.0,0.0,19.2,19.2,0.0,0.0,0.0,0.0
4323,r128,All states and outlying areas -> Colorado -> Front Range Community C.,All states and outlying areas,Colorado,Front Range Community C.,3,158.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r129,"All states and outlying areas -> Colorado -> Metropolitan State U. Denver, Denver",All states and outlying areas,Colorado,"Metropolitan State U. Denver, Denver",3,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r130,All states and outlying areas -> Colorado -> Morgan Community C.,All states and outlying areas,Colorado,Morgan Community C.,3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r131,All states and outlying areas -> Colorado -> Regis U.,All states and outlying areas,Colorado,Regis U.,3,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,r132,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,511533.1,0.0,0.0,275.3,40495.3,36390.9,27600.8,6914.1,1876.0,14582.3,664.3
4323,r133,All states and outlying areas -> Colorado -> U. Corp. for Atmospheric Research,All states and outlying areas,Colorado,U. Corp. for Atmospheric Research,3,60764.9,0.0,0.0,0.0,22655.6,1037.5,1037.5,0.0,0.0,2335.6,320.0
