table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10865,r001,All agencies,All agencies,,,,,1,2244,2405,2228,3223,3844,3287,4786,3805,4185,5706
10865,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10865,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,19,18,20,15,38,49,75,111,109,133
10865,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,10,9,5,6,23,39,66,100,100,117
10865,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,7,8,13,9,16,10,9,12,9,16
10865,r006,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,2,2,2,0.05,na,na,na,na,na,na
10865,r007,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,0.05,0,0
10865,r008,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,180,196,211,183,292,386,261,265,402,641
10865,r009,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,51,64,61,64,75,133,94,121,185,149
10865,r010,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,129,132,150,119,217,253,167,144,216,490
10865,r011,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,0,0,0,0,0,0,0,0,2,2
10865,r012,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,137,150,168,920,395,353,507,211,251,264
10865,r013,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,NA,NA,NA,NA,NA,NA,15,0,0,0
10865,r014,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,111,119,122,161,179,205,193,163,164,224
10865,r015,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,0,0,5,720,0,0,0,0,0,0
10865,r016,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,19,24,29,30,38,126,284,38,26,31
10865,r017,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,7,8,12,9,177,22,14,11,62,9
10865,r018,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,669,992,998,1168,2065,1508,1790,2330,2608,3140
10865,r019,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,4,4,3,4,208,10,55,38,43,58
10865,r020,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,16,18,0,16,21,23,24,28,19,27
10865,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,82,293,262,290,299,275,512,836,688,1068
