table_id,row_id,state_or_location_and_institution_full_path,state_or_location_and_institution_level_1,state_or_location_and_institution_level_2,state_or_location_and_institution_level_3,state_or_location_and_institution_hierarchy_depth,field_all_fields,field_education_total,field_education_education_administration,field_education_education_research,field_education_teacher_education,field_education_teaching_fields,field_education_other_education,field_humanities_and_arts_total,field_humanities_and_arts_foreign_languages_and_literature,field_humanities_and_arts_history,field_humanities_and_arts_letters,field_humanities_and_arts_other_humanities_and_arts,field_othera_total,field_othera_business_management_and_administration,field_othera_communication,field_othera_non_s_e_fields_nec,field_othera_unknown_field
1814,r049,All institutions -> California -> Stanford U.,All institutions,California,Stanford U.,3,726,20,0,13,0,2,5,54,9,12,10,23,36,23,10,3,0
1814,r050,"All institutions -> California -> U. California, Berkeley",All institutions,California,"U. California, Berkeley",3,852,21,0,13,0,5,3,108,17,22,30,39,31,12,0,19,0
1814,r051,"All institutions -> California -> U. California, Davis",All institutions,California,"U. California, Davis",3,546,13,0,4,0,5,4,50,13,13,11,13,7,0,7,0,0
1814,r052,"All institutions -> California -> U. California, Irvine",All institutions,California,"U. California, Irvine",3,380,18,0,8,0,1,9,33,6,4,14,9,6,6,0,0,0
1814,r053,"All institutions -> California -> U. California, Los Angeles",All institutions,California,"U. California, Los Angeles",3,688,36,4,19,0,2,11,97,23,18,19,37,20,14,0,6,0
1814,r054,"All institutions -> California -> U. California, Merced",All institutions,California,"U. California, Merced",3,53,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1814,r055,"All institutions -> California -> U. California, Riverside",All institutions,California,"U. California, Riverside",3,299,15,0,14,0,0,1,40,7,5,12,16,1,1,0,0,0
1814,r056,"All institutions -> California -> U. California, San Diego",All institutions,California,"U. California, San Diego",3,471,15,13,0,0,1,1,37,0,13,5,19,9,4,5,0,0
1814,r057,"All institutions -> California -> U. California, San Francisco",All institutions,California,"U. California, San Francisco",3,132,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1814,r058,"All institutions -> California -> U. California, Santa Barbara",All institutions,California,"U. California, Santa Barbara",3,355,26,6,8,1,5,6,51,2,10,16,23,5,1,4,0,0
1814,r059,"All institutions -> California -> U. California, Santa Cruz",All institutions,California,"U. California, Santa Cruz",3,157,3,0,0,0,0,3,24,0,6,7,11,1,0,1,0,0
1814,r060,All institutions -> California -> U. of the Pacific,All institutions,California,U. of the Pacific,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r061,All institutions -> California -> U. of the West,All institutions,California,U. of the West,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1814,r062,All institutions -> California -> U. San Diego,All institutions,California,U. San Diego,3,30,9,8,1,0,0,0,0,0,0,0,0,5,4,0,1,0
1814,r063,All institutions -> California -> U. San Francisco,All institutions,California,U. San Francisco,3,21,21,6,12,0,1,2,0,0,0,0,0,0,0,0,0,0
1814,r064,All institutions -> California -> U. Southern California,All institutions,California,U. Southern California,3,435,10,4,6,0,0,0,38,4,2,14,18,42,15,17,10,0
1814,r065,All institutions -> Colorado,All institutions,Colorado,,2,1052,107,28,51,0,18,10,62,10,5,12,35,58,16,27,15,0
1814,r066,All institutions -> Colorado -> Colorado School of Mines,All institutions,Colorado,Colorado School of Mines,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r067,"All institutions -> Colorado -> Colorado State U., Fort Collins",All institutions,Colorado,"Colorado State U., Fort Collins",3,250,16,12,3,0,0,1,0,0,0,0,0,9,2,5,2,0
1814,r068,"All institutions -> Colorado -> U. CO, Denver, Aurora, Anschutz Medical Campus",All institutions,Colorado,"U. CO, Denver, Aurora, Anschutz Medical Campus",3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r069,All institutions -> Colorado -> U. Colorado Boulder,All institutions,Colorado,U. Colorado Boulder,3,383,13,0,6,0,5,2,41,10,4,5,22,23,12,11,0,0
1814,r070,All institutions -> Colorado -> U. Colorado Colorado Springs,All institutions,Colorado,U. Colorado Colorado Springs,3,23,5,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1814,r071,All institutions -> Colorado -> U. Colorado Denver,All institutions,Colorado,U. Colorado Denver,3,33,2,2,0,0,0,0,0,0,0,0,0,6,2,0,4,0
1814,r072,All institutions -> Colorado -> U. Denver,All institutions,Colorado,U. Denver,3,103,16,4,12,0,0,0,21,0,1,7,13,15,0,11,4,0
1814,r073,All institutions -> Colorado -> U. Northern Colorado,All institutions,Colorado,U. Northern Colorado,3,84,55,6,30,0,13,6,0,0,0,0,0,4,0,0,4,0
1814,r074,All institutions -> Connecticut,All institutions,Connecticut,,2,786,17,0,13,0,4,0,119,20,32,22,45,42,21,4,17,0
1814,r075,All institutions -> Connecticut -> U. Bridgeport,All institutions,Connecticut,U. Bridgeport,3,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1814,r076,"All institutions -> Connecticut -> U. Connecticut, Storrs",All institutions,Connecticut,"U. Connecticut, Storrs",3,334,16,0,13,0,3,0,24,3,6,11,4,15,6,4,5,0
1814,r077,All institutions -> Connecticut -> U. Hartford,All institutions,Connecticut,U. Hartford,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1814,r078,All institutions -> Connecticut -> U. New Haven,All institutions,Connecticut,U. New Haven,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r079,All institutions -> Connecticut -> Wesleyan U.,All institutions,Connecticut,Wesleyan U.,3,20,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
1814,r080,All institutions -> Connecticut -> Yale U.,All institutions,Connecticut,Yale U.,3,413,0,0,0,0,0,0,91,17,26,11,37,26,14,0,12,0
1814,r081,All institutions -> Delaware,All institutions,Delaware,,2,238,1,0,0,0,1,0,9,0,4,2,3,1,0,0,1,0
1814,r082,All institutions -> Delaware -> Delaware State U.,All institutions,Delaware,Delaware State U.,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r083,All institutions -> Delaware -> U. Delaware,All institutions,Delaware,U. Delaware,3,231,1,0,0,0,1,0,9,0,4,2,3,1,0,0,1,0
1814,r084,All institutions -> District of Columbia,All institutions,District of Columbia,,2,588,81,33,41,1,3,3,88,5,29,15,39,39,9,9,21,0
1814,r085,All institutions -> District of Columbia -> American U.,All institutions,District of Columbia,American U.,3,43,0,0,0,0,0,0,1,0,1,0,0,8,0,3,5,0
1814,r086,All institutions -> District of Columbia -> Catholic U. of America,All institutions,District of Columbia,Catholic U. of America,3,86,8,5,2,0,1,0,36,0,3,6,27,5,0,0,5,0
1814,r087,All institutions -> District of Columbia -> Gallaudet U.,All institutions,District of Columbia,Gallaudet U.,3,14,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
1814,r088,All institutions -> District of Columbia -> George Washington U.,All institutions,District of Columbia,George Washington U.,3,255,64,28,30,1,2,3,14,0,7,7,0,12,9,0,3,0
1814,r089,All institutions -> District of Columbia -> Georgetown U.,All institutions,District of Columbia,Georgetown U.,3,108,0,0,0,0,0,0,27,4,12,0,11,7,0,0,7,0
1814,r090,All institutions -> District of Columbia -> Howard U.,All institutions,District of Columbia,Howard U.,3,82,7,0,7,0,0,0,9,0,6,2,1,7,0,6,1,0
1814,r091,All institutions -> Florida,All institutions,Florida,,2,2346,288,47,170,7,53,11,178,12,22,40,104,124,60,27,37,0
1814,r092,All institutions -> Florida -> Barry U.,All institutions,Florida,Barry U.,3,29,18,11,7,0,0,0,0,0,0,0,0,4,0,0,4,0
1814,r093,"All institutions -> Florida -> Embry-Riddle Aeronautical U., Daytona Beach",All institutions,Florida,"Embry-Riddle Aeronautical U., Daytona Beach",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r094,All institutions -> Florida -> Florida A&M U.,All institutions,Florida,Florida A&M U.,3,16,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r095,All institutions -> Florida -> Florida Atlantic U.,All institutions,Florida,Florida Atlantic U.,3,115,35,18,16,0,1,0,4,0,0,2,2,10,9,0,1,0
1814,r096,All institutions -> Florida -> Florida Institute of Technology,All institutions,Florida,Florida Institute of Technology,3,57,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1814,r097,All institutions -> Florida -> Florida International U.,All institutions,Florida,Florida International U.,3,187,8,0,7,0,1,0,7,2,5,0,0,15,5,0,10,0
1814,r098,All institutions -> Florida -> Florida State U.,All institutions,Florida,Florida State U.,3,373,58,1,40,3,14,0,65,2,4,21,38,19,7,4,8,0
1814,r099,All institutions -> Florida -> Nova Southeastern U.,All institutions,Florida,Nova Southeastern U.,3,59,4,0,3,0,1,0,9,0,0,0,9,1,1,0,0,0
1814,r100,All institutions -> Florida -> U. Central Florida,All institutions,Florida,U. Central Florida,3,228,24,0,13,0,6,5,7,0,0,1,6,13,8,0,5,0
1814,r101,All institutions -> Florida -> U. Florida,All institutions,Florida,U. Florida,3,738,49,5,34,1,9,0,38,4,8,9,17,35,20,8,7,0
1814,r102,All institutions -> Florida -> U. Miami,All institutions,Florida,U. Miami,3,216,18,5,8,0,3,2,31,4,0,3,24,10,3,7,0,0
1814,r103,"All institutions -> Florida -> U. South Florida, Tampa",All institutions,Florida,"U. South Florida, Tampa",3,310,59,2,40,3,13,1,17,0,5,4,8,17,7,8,2,0
1814,r104,All institutions -> Florida -> U. West Florida,All institutions,Florida,U. West Florida,3,5,5,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
1814,r105,All institutions -> Georgia,All institutions,Georgia,,2,1511,129,7,59,9,42,12,107,7,16,48,36,68,31,8,29,0
1814,r106,All institutions -> Georgia -> Clark Atlanta U.,All institutions,Georgia,Clark Atlanta U.,3,15,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0
1814,r107,All institutions -> Georgia -> Emory U.,All institutions,Georgia,Emory U.,3,246,0,0,0,0,0,0,45,3,4,14,24,8,6,0,2,0
1814,r108,All institutions -> Georgia -> Georgia Institute of Technology,All institutions,Georgia,Georgia Institute of Technology,3,512,0,0,0,0,0,0,1,0,0,0,1,12,6,1,5,0
1814,r109,All institutions -> Georgia -> Georgia Regents U.,All institutions,Georgia,Georgia Regents U.,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r110,All institutions -> Georgia -> Georgia State U.,All institutions,Georgia,Georgia State U.,3,225,38,1,19,3,15,0,30,0,8,22,0,10,7,3,0,0
1814,r111,All institutions -> Georgia -> Kennesaw State U.,All institutions,Georgia,Kennesaw State U.,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r112,All institutions -> Georgia -> Mercer U.,All institutions,Georgia,Mercer U.,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r113,All institutions -> Georgia -> Morehouse School of Medicine,All institutions,Georgia,Morehouse School of Medicine,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r114,All institutions -> Georgia -> U. Georgia,All institutions,Georgia,U. Georgia,3,461,91,6,40,6,27,12,28,4,4,12,8,35,12,4,19,0
1814,r115,All institutions -> Hawaii,All institutions,Hawaii,,2,201,23,3,11,0,4,5,28,6,5,6,11,14,8,1,5,0
1814,r116,"All institutions -> Hawaii -> U. Hawaii, Manoa",All institutions,Hawaii,"U. Hawaii, Manoa",3,201,23,3,11,0,4,5,28,6,5,6,11,14,8,1,5,0
1814,r117,All institutions -> Idaho,All institutions,Idaho,,2,97,16,5,9,0,1,1,3,0,0,3,0,1,0,0,1,0
1814,r118,All institutions -> Idaho -> Boise State U.,All institutions,Idaho,Boise State U.,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1814,r119,All institutions -> Idaho -> Idaho State U.,All institutions,Idaho,Idaho State U.,3,39,14,5,8,0,1,0,3,0,0,3,0,0,0,0,0,0
1814,r120,All institutions -> Idaho -> U. Idaho,All institutions,Idaho,U. Idaho,3,47,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1814,r121,All institutions -> Illinois,All institutions,Illinois,,2,2517,152,14,106,1,24,7,301,35,59,78,129,167,81,29,57,0
1814,r122,All institutions -> Illinois -> Benedictine U.,All institutions,Illinois,Benedictine U.,3,16,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0
1814,r123,All institutions -> Illinois -> Chicago Theological Seminary,All institutions,Illinois,Chicago Theological Seminary,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1814,r124,All institutions -> Illinois -> DePaul U.,All institutions,Illinois,DePaul U.,3,22,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
1814,r125,All institutions -> Illinois -> Garrett-Evangelical Theological Seminary,All institutions,Illinois,Garrett-Evangelical Theological Seminary,3,8,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
1814,r126,All institutions -> Illinois -> Illinois Institute of Technology,All institutions,Illinois,Illinois Institute of Technology,3,90,2,0,0,0,2,0,0,0,0,0,0,4,1,0,3,0
1814,r127,All institutions -> Illinois -> Illinois State U.,All institutions,Illinois,Illinois State U.,3,32,7,3,3,0,1,0,10,0,0,10,0,0,0,0,0,0
1814,r128,"All institutions -> Illinois -> Institute for Clinical Social Work, Chicago",All institutions,Illinois,"Institute for Clinical Social Work, Chicago",3,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0
1814,r129,"All institutions -> Illinois -> Loyola U., Chicago",All institutions,Illinois,"Loyola U., Chicago",3,73,16,0,15,0,0,1,21,0,6,5,10,2,0,0,2,0
1814,r130,"All institutions -> Illinois -> Lutheran School of Theology, Chicago",All institutions,Illinois,"Lutheran School of Theology, Chicago",3,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0
1814,r131,All institutions -> Illinois -> National Louis U.,All institutions,Illinois,National Louis U.,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r132,All institutions -> Illinois -> Northern Illinois U.,All institutions,Illinois,Northern Illinois U.,3,82,23,0,18,0,5,0,7,0,3,3,1,0,0,0,0,0
1814,r133,All institutions -> Illinois -> Northwestern U.,All institutions,Illinois,Northwestern U.,3,432,8,0,6,0,1,1,56,8,13,13,22,22,17,5,0,0
1814,r134,All institutions -> Illinois -> Rosalind Franklin U. of Medicine and Science,All institutions,Illinois,Rosalind Franklin U. of Medicine and Science,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r135,All institutions -> Illinois -> Rush U.,All institutions,Illinois,Rush U.,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r136,"All institutions -> Illinois -> Southern Illinois U., Carbondale",All institutions,Illinois,"Southern Illinois U., Carbondale",3,165,22,5,7,0,6,4,14,0,3,3,8,22,9,12,1,0
1814,r137,All institutions -> Illinois -> U. Chicago,All institutions,Illinois,U. Chicago,3,432,3,0,3,0,0,0,111,15,27,16,53,25,16,0,9,0
1814,r138,"All institutions -> Illinois -> U. Illinois, Chicago",All institutions,Illinois,"U. Illinois, Chicago",3,325,21,0,18,1,2,0,16,3,1,10,2,22,6,6,10,0
1814,r139,"All institutions -> Illinois -> U. Illinois, Urbana-Champaign",All institutions,Illinois,"U. Illinois, Urbana-Champaign",3,766,50,6,36,0,7,1,41,9,6,18,8,44,17,6,21,0
1814,r140,"All institutions -> Illinois -> Wheaton C., Wheaton",All institutions,Illinois,"Wheaton C., Wheaton",3,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0
1814,r141,All institutions -> Indiana,All institutions,Indiana,,2,1631,162,42,83,0,31,6,176,20,41,44,71,87,33,32,22,0
1814,r142,All institutions -> Indiana -> Ball State U.,All institutions,Indiana,Ball State U.,3,29,7,0,5,0,2,0,2,0,0,2,0,0,0,0,0,0
1814,r143,All institutions -> Indiana -> Indiana State U.,All institutions,Indiana,Indiana State U.,3,80,56,32,20,0,1,3,0,0,0,0,0,5,3,1,1,0
1814,r144,"All institutions -> Indiana -> Indiana U., Bloomington",All institutions,Indiana,"Indiana U., Bloomington",3,427,61,2,42,0,15,2,70,14,14,17,25,49,12,21,16,0
1814,r145,"All institutions -> Indiana -> Indiana U.-Purdue U., Indianapolis",All institutions,Indiana,"Indiana U.-Purdue U., Indianapolis",3,91,1,1,0,0,0,0,1,0,1,0,0,4,1,0,3,0
1814,r146,"All institutions -> Indiana -> Purdue U., West Lafayette",All institutions,Indiana,"Purdue U., West Lafayette",3,730,37,7,16,0,13,1,40,3,11,16,10,28,17,10,1,0
1814,r147,All institutions -> Indiana -> U. Notre Dame,All institutions,Indiana,U. Notre Dame,3,274,0,0,0,0,0,0,63,3,15,9,36,1,0,0,1,0
1814,r148,All institutions -> Iowa,All institutions,Iowa,,2,743,89,23,36,0,23,7,46,3,7,23,13,40,23,11,6,0
1814,r149,All institutions -> Iowa -> Iowa State U.,All institutions,Iowa,Iowa State U.,3,390,38,15,8,0,10,5,10,0,2,8,0,17,13,0,4,0
1814,r150,All institutions -> Iowa -> Maharishi U. of Management,All institutions,Iowa,Maharishi U. of Management,3,6,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0
1814,r151,All institutions -> Iowa -> St. Ambrose U.,All institutions,Iowa,St. Ambrose U.,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
1814,r152,All institutions -> Iowa -> U. Iowa,All institutions,Iowa,U. Iowa,3,322,33,2,20,0,11,0,35,3,5,15,12,17,5,11,1,0
1814,r153,All institutions -> Iowa -> U. Northern Iowa,All institutions,Iowa,U. Northern Iowa,3,22,18,6,8,0,2,2,0,0,0,0,0,1,0,0,1,0
1814,r154,All institutions -> Kansas,All institutions,Kansas,,2,534,67,9,47,1,9,1,43,7,8,11,17,36,13,9,14,0
1814,r155,All institutions -> Kansas -> Kansas State U.,All institutions,Kansas,Kansas State U.,3,170,21,3,14,0,3,1,4,0,4,0,0,10,6,0,4,0
1814,r156,All institutions -> Kansas -> U. Kansas,All institutions,Kansas,U. Kansas,3,318,46,6,33,1,6,0,39,7,4,11,17,26,7,9,10,0
1814,r157,All institutions -> Kansas -> Wichita State U.,All institutions,Kansas,Wichita State U.,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r158,All institutions -> Kentucky,All institutions,Kentucky,,2,494,35,9,21,0,4,1,86,3,10,14,59,25,9,5,11,0
1814,r159,All institutions -> Kentucky -> Asbury Theological Seminary,All institutions,Kentucky,Asbury Theological Seminary,3,19,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0
1814,r160,All institutions -> Kentucky -> Southern Baptist Theological Seminary,All institutions,Kentucky,Southern Baptist Theological Seminary,3,41,3,2,1,0,0,0,37,0,3,0,34,0,0,0,0,0
1814,r161,All institutions -> Kentucky -> U. Kentucky,All institutions,Kentucky,U. Kentucky,3,285,21,5,13,0,3,0,22,2,7,8,5,19,6,5,8,0
1814,r162,All institutions -> Kentucky -> U. Louisville,All institutions,Kentucky,U. Louisville,3,149,11,2,7,0,1,1,11,1,0,6,4,6,3,0,3,0
1814,r163,All institutions -> Louisiana,All institutions,Louisiana,,2,576,64,19,33,0,10,2,65,12,7,20,26,34,26,5,3,0
1814,r164,All institutions -> Louisiana -> Grambling State U.,All institutions,Louisiana,Grambling State U.,3,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
