table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_nebraska,field_nevada,field_new_hampshire,field_new_jersey,field_new_mexico,field_new_york,field_north_carolina,field_north_dakota,field_ohio,field_oklahoma,field_oregon,field_pennsylvania,field_rhode_island,field_south_carolina,field_south_dakota,field_tennessee,field_texas,field_utah,field_vermont,field_virginia,field_washington,field_west_virginia,field_wisconsin,field_wyoming,field_undistributedc
6573,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['130', '']","['9,504', 'i']","['13', '']","['0 - 26', 'e']","['0 - 20', 'e']","['17', '']","['1', 'e']","['787', 'i']","['14', '']","['6', 'i']","['38', '']","['2', 'e']","['19', '']","['824', 'i']","['*', 'e']","['2', 'e']","['*', 'e']","['86', '']","['56', '']","['4', '']","['*', 'e']","['6', '']","['748', '']","['*', 'e']","['9', '']","['*', 'e']","['15', '']"
6573,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['3,000', '']","['109,062', '']","['395', '']","['64', 'e']","['177', '']","['2,137', '']","['79', '']","['6,262', '']","['1,793', '']","['103', '']","['489', '']","['106', '']","['854', '']","['1,249', '']","['13', 'i']","['287', '']","['12', '']","['96', 'e']","['2,089', '']","['1,003', '']","['27', '']","['893', '']","['20,080', '']","['9', '']","['954', '']","['8', '']","['39', '']"
6573,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,040', '']","['32,447', '']","['34', '']","['18', '']","['100', '']","['196', '']","['16', '']","['820', '']","['1,059', '']","['96', '']","['291', '']","['13', 'e']","['401', '']","['327', '']","['6', '']","['15', '']","['4', '']","['20', '']","['697', '']","['338', '']","['12', '']","['232', '']","['14,710', '']","['3', '']","['689', '']","['3', '']","['20', '']"
6573,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['40', '']","['61', '']","['*', 'e']","['*', 'e']","['*', '']","['*', '']","['*', 'e']","['6', '']","['1', '']","['*', 'e']","['1', '']","['*', 'e']","['2', '']","['3', '']","['*', 'e']","['*', '']","['*', 'e']","['*', '']","['2', '']","['*', 'e']","['*', 'e']","['1', 'i']","['1', '']","['*', 'e']","['*', '']","['*', 'e']","['*', '']"
6573,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,000', '']","['32,386', '']","['34', '']","['18', '']","['100', '']","['195', '']","['16', '']","['814', '']","['1,058', '']","['96', '']","['290', '']","['13', 'e']","['399', '']","['323', '']","['6', '']","['15', '']","['4', '']","['19', '']","['696', '']","['338', '']","['12', '']","['232', '']","['14,709', '']","['3', '']","['689', '']","['3', '']","['20', '']"
6573,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['210', '']","['3,700', '']","['1', 'e']","['1', 'e']","['6', '']","['1,486', '']","['1', 'e']","['463', '']","['43', '']","['1', 'e']","['6', '']","['2', 'e']","['15', '']","['7', '']","['0 - 3', '']","['4', '']","['1', 'e']","['3', '']","['56', '']","['8', '']","['1', 'e']","['59', '']","['292', '']","['0 - 3', 'e']","['18', '']","['0 - 4', 'e']","['0 - 20', '']"
6573,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,440', '']","['30,154', '']","['304', '']","['43', 'e']","['68', '']","['278', '']","['0 - 64', '']","['1,442', '']","['591', '']","['6', 'e']","['147', '']","['30', '']","['309', '']","['364', '']","['6', 'i']","['203', '']","['5', 'e']","['54', 'e']","['1,044', '']","['423', '']","['14', '']","['401', '']","['1,147', '']","['5', '']","['224', '']","['3', 'e']","['0 - 20', '']"
6573,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['330', '']","['42,761', '']","['56', '']","['2', 'e']","['3', '']","['178', '']","['0 - 64', '']","['3,537', '']","['100', '']","['1', 'e']","['44', '']","['61', '']","['130', '']","['551', '']","['0 - 3', 'e']","['65', '']","['1', '']","['19', '']","['292', '']","['234', '']","['1', 'e']","['200', '']","['3,931', '']","['0 - 3', 'e']","['22', '']","['0 - 4', '']","['0 - 20', '']"
6573,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['220', '']","['8,890', '']","['0 - 35', '']","['26', '']","['0 - 20', '']","['396', '']","['*', 'e']","['789', '']","['146', '']","['*', 'e']","['188', '']","['1', 'e']","['0 - 233', '']","['339', '']","['0 - 19', '']","['0 - 46', '']","['1', '']","['0 - 78', '']","['410', '']","['125', '']","['0 - 14', '']","['169', '']","['0 - 233', '']","['*', 'e']","['523', 'i']","['*', 'e']","['3', '']"
6573,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['50', '']","['1,371', '']","['8', '']","['*', '']","['*', 'e']","['*', '']","['*', 'e']","['24', '']","['*', 'e']","['*', 'e']","['7', '']","['*', 'e']","['0 - 303', '']","['1', '']","['*', 'e']","['*', 'e']","['*', 'e']","['*', 'e']","['2', 'i']","['1', '']","['*', '']","['1', '']","['0 - 303', '']","['*', 'e']","['*', 'e']","['*', 'i']","['0 - 105', '']"
6573,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['20', '']","['45', '']","['1', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', 'i']"
6573,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['30', '']","['1,326', '']","['7', '']","['*', '']","['*', 'e']","['*', '']","['*', 'e']","['24', '']","['*', 'e']","['*', 'e']","['7', '']","['*', 'e']","['0 - 303', '']","['1', '']","['*', 'e']","['*', 'e']","['*', 'e']","['*', 'e']","['1', '']","['1', '']","['*', '']","['1', '']","['0 - 303', '']","['*', 'e']","['*', 'e']","['*', 'i']","['0 - 105', '']"
6573,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['5,540', '']","['29,131', '']","['35', '']","['30', '']","['102', '']","['1,041', '']","['31', '']","['1,868', '']","['840', '']","['41', '']","['347', '']","['105', '']","['425', 'i']","['521', '']","['18', '']","['68', '']","['15', '']","['88', '']","['6,555', 'i']","['194', '']","['50', '']","['868', '']","['756', '']","['19', '']","['182', '']","['3', 'e']","['357', '']"
6573,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,160', '']","['2,288', '']","['8', '']","['7', '']","['6', '']","['35', '']","['8', '']","['117', '']","['30', '']","['16', '']","['51', '']","['9', '']","['83', '']","['76', '']","['4', 'i']","['7', 'e']","['7', '']","['26', '']","['367', 'i']","['24', '']","['4', '']","['87', '']","['70', '']","['1', 'e']","['30', '']","['1', '']","['63', '']"
6573,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,880', '']","['18,395', '']","['9', 'e']","['17', '']","['43', '']","['216', 'e']","['16', '']","['1,468', '']","['597', '']","['20', '']","['202', '']","['12', 'e']","['312', 'i']","['191', '']","['6', 'e']","['35', '']","['4', '']","['25', 'e']","['5,755', 'i']","['79', '']","['45', '']","['553', '']","['464', 'i']","['6', 'e']","['111', '']","['1', 'e']","['268', '']"
6573,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['850', '']","['3,265', '']","['9', '']","['1', '']","['50', '']","['101', '']","['4', 'e']","['111', '']","['144', '']","['4', '']","['42', '']","['4', 'e']","['11', '']","['149', '']","['8', 'i']","['7', '']","['3', '']","['4', 'e']","['80', '']","['45', '']","['1', 'i']","['63', '']","['151', '']","['10', '']","['9', 'e']","['1', 'i']","['10', '']"
6573,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['210', '']","['1,083', '']","['8', '']","['*', 'e']","['24', '']","['4', '']","['*', 'e']","['38', '']","['68', '']","['0', '']","['2', '']","['*', 'e']","['5', '']","['56', '']","['0', '']","['*', '']","['2', '']","['*', '']","['9', '']","['20', 'i']","['1', 'i']","['21', '']","['46', '']","['*', '']","['*', 'e']","['0', '']","['2', '']"
6573,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['630', '']","['2,155', '']","['2', 'e']","['1', '']","['25', '']","['96', '']","['4', 'e']","['73', '']","['77', '']","['4', '']","['37', '']","['4', 'e']","['6', '']","['93', '']","['7', 'i']","['7', '']","['2', '']","['3', 'e']","['64', '']","['24', '']","['*', 'i']","['42', '']","['105', '']","['10', '']","['9', 'e']","['1', 'i']","['7', '']"
6573,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['20', '']","['27', '']","['0', '']","['0', '']","['*', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['*', 'i']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '&nbsp;']","['0', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['1', '']"
6573,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['670', '']","['5,182', '']","['9', '']","['5', '']","['3', '']","['688', '']","['3', 'i']","['172', '']","['69', '']","['1', '']","['52', '']","['79', '']","['19', '']","['105', '']","['1', 'e']","['18', '']","['*', 'e']","['33', '']","['353', '']","['46', '']","['1', '']","['165', '']","['70', '']","['1', '']","['31', '']","['*', 'e']","['15', '']"
6573,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['560', '']","['1,928', '']","['6', 'e']","['5', 'e']","['2', 'e']","['53', '']","['6', 'e']","['60', 'e']","['22', 'e']","['0 - 7', 'e']","['33', 'e']","['7', 'e']","['17', 'e']","['55', 'e']","['3', 'e']","['23', '']","['0 - 6', 'e']","['28', 'e']","['77', 'e']","['10', 'e']","['0 - 14', 'e']","['27', 'e']","['0 - 86', '']","['0 - 11', 'e']","['57', '']","['0 - 6', 'e']","['0 - 86', '']"
6573,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['670', '']","['1,322 - 14,012', '']","['0 - 35', '']","['0 - 127', 'e']","['0 - 20', 'e']","['0 - 271', '']","['43', '']","['0 - 402', '']","['0 - 116', '']","['0 - 7', '']","['0 - 109', '']","['15', '']","['0 - 308', '']","['0 - 138', '']","['0 - 19', '']","['0 - 46', 'e']","['0 - 6', 'e']","['0 - 78', '']","['0 - 713', '']","['22', '']","['0 - 14', 'i']","['0 - 819', '']","['0 - 8,532', '']","['0 - 11', '']","['0 - 96', '']","['0 - 6', 'e']","['0 - 105', '']"
6573,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['26,270', '']","['428,968', '']","['735', '']","['829', '']","['1,036', '']","['16,648', '']","['391', '']","['17,968', '']","['9,188', '']","['340', '']","['7,087', '']","['956', '']","['7,606', '']","['13,353', '']","['664', '']","['1,527', '']","['170', '']","['1,381', '']","['20,916', '']","['2,463', '']","['218', '']","['4,276', '']","['35,823', '']","['219', 'i']","['5,679', '']","['670', '']","['916', '']"
6573,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6573,r075,All companies (number of domestic employees) -> Small companies -> 10-19<sup>b</sup>,All companies (number of domestic employees),Small companies,10-19<sup>b</sup>,,,3,–,"['4,990', '']","['4,432', '']","['15', 'e']","['26', 'e']","['47', '']","['288', '']","['13', 'e']","['212', 'e']","['94', 'e']","['4', 'e']","['111', 'e']","['29', 'e']","['36', 'e']","['142', 'e']","['24', 'i']","['27', 'e']","['5', 'e']","['41', 'e']","['231', 'e']","['33', 'e']","['6', 'e']","['138', 'e']","['133', '']","['7', 'e']","['65', 'e']","['3', 'e']","['27', '']"
6573,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['7,220', '']","['10,040', '']","['32', 'e']","['51', '']","['35', 'e']","['368', '']","['18', 'e']","['412', 'e']","['213', '']","['19', '']","['266', 'e']","['40', 'e']","['114', '']","['403', '']","['22', 'e']","['54', 'e']","['8', 'e']","['70', 'e']","['458', 'e']","['138', '']","['14', 'e']","['270', 'e']","['409', '']","['18', '']","['148', 'e']","['4', 'e']","['68', '']"
6573,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6573,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['4,720', '']","['11,492', '']","['28', '']","['29', 'e']","['49', '']","['351', '']","['23', 'e']","['370', '']","['329', '']","['20', '']","['235', '']","['48', 'e']","['116', '']","['492', '']","['18', '']","['52', 'e']","['12', '']","['49', 'e']","['638', '']","['112', '']","['20', '']","['188', '']","['292', '']","['14', 'e']","['162', '']","['14', 'e']","['112', '']"
6573,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['4,350', '']","['16,520', '']","['45', '']","['43', '']","['75', '']","['471', '']","['47', 'i']","['525', '']","['310', '']","['19', '']","['367', '']","['65', '']","['180', '']","['602', '']","['36', '']","['80', '']","['13', '']","['85', '']","['974', '']","['254', '']","['13', '']","['204', '']","['672', '']","['9', 'e']","['446', '']","['5', '']","['158', '']"
6573,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6573,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,050', '']","['15,356', '']","['50', '']","['24', '']","['41', '']","['677', '']","['43', '']","['840', '']","['265', '']","['2', 'e']","['280', '']","['31', '']","['135', '']","['455', '']","['9', '']","['54', '']","['11', '']","['70', '']","['584', '']","['129', '']","['28', '']","['185', '']","['570', '']","['5', '']","['170', '']","['0 - 129', 'e']","['0 - 129', '']"
6573,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,180', '']","['21,549', '']","['95', '']","['226', '']","['136', '']","['578', '']","['20', '']","['1,038', '']","['1,132', '']","['22', '']","['352', '']","['33', '']","['117', '']","['307', '']","['26', '']","['88', '']","['6', 'e']","['119', '']","['1,160', '']","['213', '']","['12', '']","['349', '']","['578', '']","['11', '']","['321', '']","['4', 'e']","['45 - 104', '']"
6573,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,230', '']","['64,475', '']","['159', '']","['120', '']","['341', '']","['1,046', '']","['19', '']","['1,259', '']","['1,965', '']","['101', '']","['1,281', '']","['222', '']","['1,117', '']","['1,656', '']","['216', '']","['327', '']","['97', '']","['161', '']","['2,104', '']","['724', '']","['14', '']","['596', '']","['3,681', '']","['20', '']","['820', '']","['16', '']","['350', '']"
6573,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['230', '']","['44,728', '']","['51', '']","['102', '']","['80', '']","['1,684', 'i']","['7', '']","['3,022', '']","['1,430', '']","['13', '']","['533', '']","['143', '']","['440', '']","['666', '']","['220', 'i']","['148', '']","['2', '']","['100', '']","['1,485', '']","['142', '']","['26', '']","['332', '']","['437', 'i']","['3', '']","['1,701', '']","['*', 'i']","['0 - 82', 'i']"
6573,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['220', '']","['74,385', '']","['58', '']","['79', '']","['93', '']","['4,500', 'i']","['15', '']","['4,338', '']","['1,737', '']","['1', '']","['2,003', '']","['209', '']","['694', '']","['3,307', 'i']","['43', '']","['288', '']","['5', '']","['320', '']","['4,911', '']","['415', '']","['39', 'i']","['229', '']","['1,261', '']","['116', 'i']","['1,208', '']","['3', '']","['0 - 49', '']"
6573,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['130', '']","['165,991', '']","['203', '']","['127', 'i']","['139', '']","['6,686', '']","['186', '']","['5,952', '']","['1,712', '']","['140', '']","['1,658', '']","['138', '']","['4,657', '']","['5,323', '']","['49', '']","['408', '']","['11', '']","['366', '']","['8,369', 'i']","['304', '']","['45', '']","['1,784', 'i']","['27,790', '']","['15', 'i']","['637', '']","['487 - 625', '']","['0 - 159', '']"
