table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_received_as_a_subrecipient_total,field_received_as_a_subrecipient_federally_financed,field_received_as_a_subrecipient_nonfederally_financed,field_passed_through_to_subrecipients_total,field_passed_through_to_subrecipients_federally_financed,field_passed_through_to_subrecipients_nonfederally_financed
5382,r165,"United States -> Minnesota -> Private -> Concordia C., Moorhead",United States,Minnesota,Private,"Concordia C., Moorhead",4,"['39', '']","['39', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r166,United States -> Minnesota -> Private -> Gustavus Adolphus C.,United States,Minnesota,Private,Gustavus Adolphus C.,4,"['145', '']","['136', '']","['9', '']","['0', '']","['0', '']","['0', '']"
5382,r167,United States -> Minnesota -> Private -> Saint Mary's U. Minnesota,United States,Minnesota,Private,Saint Mary's U. Minnesota,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r168,United States -> Minnesota -> Private -> St. Catherine U.,United States,Minnesota,Private,St. Catherine U.,4,"['100', '']","['0', '']","['100', '']","['0', '']","['0', '']","['0', '']"
5382,r169,United States -> Mississippi,United States,Mississippi,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r170,United States -> Mississippi -> Public,United States,Mississippi,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r171,United States -> Mississippi -> Public -> Delta State U.,United States,Mississippi,Public,Delta State U.,4,"['141', '']","['141', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r172,United States -> Mississippi -> Public -> Mississippi Valley State U.,United States,Mississippi,Public,Mississippi Valley State U.,4,"['26', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r173,United States -> Mississippi -> Private,United States,Mississippi,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r174,United States -> Mississippi -> Private -> Millsaps C.,United States,Mississippi,Private,Millsaps C.,4,"['124', 'i']","['124', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5382,r175,United States -> Missouri,United States,Missouri,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r176,United States -> Missouri -> Public,United States,Missouri,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r177,United States -> Missouri -> Public -> Missouri Western State U.,United States,Missouri,Public,Missouri Western State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r178,United States -> Missouri -> Public -> Northwest Missouri State U.,United States,Missouri,Public,Northwest Missouri State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r179,United States -> Missouri -> Public -> Southeast Missouri State U.,United States,Missouri,Public,Southeast Missouri State U.,4,"['22', '']","['22', '']","['0', '']","['40', '']","['40', '']","['0', '']"
5382,r180,United States -> Missouri -> Public -> Truman State U.,United States,Missouri,Public,Truman State U.,4,"['59', '']","['59', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r181,United States -> Missouri -> Public -> U. Central Missouri,United States,Missouri,Public,U. Central Missouri,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r182,United States -> Missouri -> Private,United States,Missouri,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r183,United States -> Missouri -> Private -> A. T. Still U.,United States,Missouri,Private,A. T. Still U.,4,"['217', '']","['216', '']","['1', '']","['20', '']","['15', '']","['5', '']"
5382,r184,United States -> Missouri -> Private -> Graduate School of the Stowers Institute for Medical Research,United States,Missouri,Private,Graduate School of the Stowers Institute for Medical Research,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r185,United States -> Missouri -> Private -> Kansas City U. of Medicine and Biosciences,United States,Missouri,Private,Kansas City U. of Medicine and Biosciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r186,United States -> Montana,United States,Montana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r187,United States -> Montana -> Public,United States,Montana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r188,"United States -> Montana -> Public -> Montana State U., Billings",United States,Montana,Public,"Montana State U., Billings",4,"['148', '']","['148', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r189,"United States -> Montana -> Public -> Montana State U., Northern",United States,Montana,Public,"Montana State U., Northern",4,"['64', '']","['64', '']","['0', '']","['18', '']","['18', '']","['0', '']"
5382,r190,United States -> Nevada,United States,Nevada,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r191,United States -> Nevada -> Public,United States,Nevada,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r192,United States -> Nevada -> Public -> C. Southern Nevada,United States,Nevada,Public,C. Southern Nevada,4,"['194', '']","['183', '']","['11', '']","['0', '']","['0', '']","['0', '']"
5382,r193,United States -> Nevada -> Public -> Nevada State C.,United States,Nevada,Public,Nevada State C.,4,"['335', '']","['335', '']","['0', '']","['25', '']","['25', '']","['0', '']"
5382,r194,United States -> New Hampshire,United States,New Hampshire,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r195,United States -> New Hampshire -> Public,United States,New Hampshire,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r196,United States -> New Hampshire -> Public -> Plymouth State U.,United States,New Hampshire,Public,Plymouth State U.,4,"['337', '']","['324', '']","['13', '']","['0', '']","['0', '']","['0', '']"
5382,r197,United States -> New Jersey,United States,New Jersey,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r198,United States -> New Jersey -> Public,United States,New Jersey,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r199,United States -> New Jersey -> Public -> Ramapo C. New Jersey,United States,New Jersey,Public,Ramapo C. New Jersey,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r200,United States -> New Jersey -> Private,United States,New Jersey,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r201,United States -> New Jersey -> Private -> Fairleigh Dickinson U.,United States,New Jersey,Private,Fairleigh Dickinson U.,4,"['130', '']","['37', '']","['93', '']","['79', '']","['79', '']","['0', '']"
5382,r202,United States -> New Jersey -> Private -> Rider U.,United States,New Jersey,Private,Rider U.,4,"['39', '']","['39', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r203,United States -> New Mexico,United States,New Mexico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r204,United States -> New Mexico -> Public,United States,New Mexico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r205,"United States -> New Mexico -> Public -> Eastern New Mexico U., Portales",United States,New Mexico,Public,"Eastern New Mexico U., Portales",4,"['25', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r206,United States -> New Mexico -> Public -> Northern New Mexico C.,United States,New Mexico,Public,Northern New Mexico C.,4,"['176', '']","['176', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r207,United States -> New York,United States,New York,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r208,United States -> New York -> Public,United States,New York,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r209,"United States -> New York -> Public -> SUNY, C. Cortland",United States,New York,Public,"SUNY, C. Cortland",4,"['221', '']","['194', '']","['27', '']","['0', '']","['0', '']","['0', '']"
5382,r210,"United States -> New York -> Public -> SUNY, C. Old Westbury",United States,New York,Public,"SUNY, C. Old Westbury",4,"['8', 'i']","['6', 'i']","['2', 'i']","['3', 'i']","['2', 'i']","['1', 'i']"
5382,r211,"United States -> New York -> Public -> SUNY, Cobleskill",United States,New York,Public,"SUNY, Cobleskill",4,"['11', '']","['11', '']","['0', '']","['125', '']","['95', '']","['30', '']"
5382,r212,"United States -> New York -> Public -> SUNY, Delhi",United States,New York,Public,"SUNY, Delhi",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r213,"United States -> New York -> Public -> SUNY, Farmingdale State C.",United States,New York,Public,"SUNY, Farmingdale State C.",4,"['105', '']","['105', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r214,"United States -> New York -> Public -> SUNY, New Paltz",United States,New York,Public,"SUNY, New Paltz",4,"['22', '']","['19', '']","['3', '']","['23', '']","['23', '']","['0', '']"
5382,r215,"United States -> New York -> Public -> SUNY, Oneonta",United States,New York,Public,"SUNY, Oneonta",4,"['10', '']","['0', '']","['10', '']","['8', '']","['8', '']","['0', '']"
5382,r216,United States -> New York -> Private,United States,New York,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r217,United States -> New York -> Private -> Adelphi U.,United States,New York,Private,Adelphi U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5382,r218,United States -> New York -> Private -> Bard C.,United States,New York,Private,Bard C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r219,United States -> New York -> Private -> Canisius C.,United States,New York,Private,Canisius C.,4,"['40', '']","['40', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r220,United States -> New York -> Private -> Cooper Union for the Advancement of Science and Art,United States,New York,Private,Cooper Union for the Advancement of Science and Art,4,"['265', '']","['200', '']","['65', '']","['0', '']","['0', '']","['0', '']"
5382,r221,United States -> New York -> Private -> D'Youville C.,United States,New York,Private,D'Youville C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r222,United States -> New York -> Private -> Iona C.,United States,New York,Private,Iona C.,4,"['0', '']","['0', '']","['0', '']","['33', '']","['33', '']","['0', '']"
5382,r223,United States -> New York -> Private -> Le Moyne C.,United States,New York,Private,Le Moyne C.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5382,r224,United States -> New York -> Private -> Marist C.,United States,New York,Private,Marist C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r225,United States -> New York -> Private -> New York Law School,United States,New York,Private,New York Law School,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r226,United States -> New York -> Private -> Northeast C. of Health Sciences,United States,New York,Private,Northeast C. of Health Sciences,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r227,United States -> New York -> Private -> Sarah Lawrence C.,United States,New York,Private,Sarah Lawrence C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r228,United States -> New York -> Private -> Siena C.,United States,New York,Private,Siena C.,4,"['30', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r229,United States -> New York -> Private -> St. Lawrence U.,United States,New York,Private,St. Lawrence U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r230,United States -> New York -> Private -> Touro C.,United States,New York,Private,Touro C.,4,"['73', '']","['73', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r231,United States -> New York -> Private -> Utica C.,United States,New York,Private,Utica C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r232,United States -> North Carolina,United States,North Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r233,United States -> North Carolina -> Public,United States,North Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r234,"United States -> North Carolina -> Public -> U. North Carolina, Pembroke",United States,North Carolina,Public,"U. North Carolina, Pembroke",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r235,United States -> North Dakota,United States,North Dakota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r236,United States -> North Dakota -> Public,United States,North Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r237,United States -> North Dakota -> Public -> Mayville State U.,United States,North Dakota,Public,Mayville State U.,4,"['384', '']","['384', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r238,United States -> North Dakota -> Public -> Minot State U.,United States,North Dakota,Public,Minot State U.,4,"['200', '']","['125', '']","['75', '']","['0', '']","['0', '']","['0', '']"
5382,r239,United States -> North Dakota -> Private,United States,North Dakota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r240,United States -> North Dakota -> Private -> United Tribes Technical C.,United States,North Dakota,Private,United Tribes Technical C.,4,"['39', '']","['39', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r241,United States -> Ohio,United States,Ohio,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r242,United States -> Ohio -> Private,United States,Ohio,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r243,United States -> Ohio -> Private -> Denison U.,United States,Ohio,Private,Denison U.,4,"['19', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']"
5382,r244,United States -> Ohio -> Private -> John Carroll U.,United States,Ohio,Private,John Carroll U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r245,United States -> Ohio -> Private -> Ohio Northern U.,United States,Ohio,Private,Ohio Northern U.,4,"['10', '']","['10', '']","['0', '']","['64', '']","['64', '']","['0', '']"
5382,r246,United States -> Ohio -> Private -> Ohio Wesleyan U.,United States,Ohio,Private,Ohio Wesleyan U.,4,"['0', '']","['0', '']","['0', '']","['49', '']","['49', '']","['0', '']"
5382,r247,United States -> Ohio -> Private -> Wittenberg U.,United States,Ohio,Private,Wittenberg U.,4,"['15', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r248,United States -> Oklahoma,United States,Oklahoma,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r249,United States -> Oklahoma -> Public,United States,Oklahoma,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r250,United States -> Oklahoma -> Public -> East Central U.,United States,Oklahoma,Public,East Central U.,4,"['103', '']","['63', '']","['40', '']","['0', '']","['0', '']","['0', '']"
5382,r251,United States -> Oklahoma -> Public -> Northeastern State U.,United States,Oklahoma,Public,Northeastern State U.,4,"['170', '']","['156', '']","['14', '']","['130', '']","['130', '']","['0', '']"
5382,r252,United States -> Oklahoma -> Public -> Southwestern Oklahoma State U.,United States,Oklahoma,Public,Southwestern Oklahoma State U.,4,"['276', '']","['276', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r253,United States -> Oregon,United States,Oregon,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r254,United States -> Oregon -> Public,United States,Oregon,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r255,United States -> Oregon -> Public -> Eastern Oregon U.,United States,Oregon,Public,Eastern Oregon U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r256,United States -> Oregon -> Public -> Southern Oregon U.,United States,Oregon,Public,Southern Oregon U.,4,"['152', '']","['67', '']","['85', '']","['17', '']","['17', '']","['0', '']"
5382,r257,United States -> Oregon -> Private,United States,Oregon,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r258,United States -> Oregon -> Private -> Linfield C.,United States,Oregon,Private,Linfield C.,4,"['11', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r259,United States -> Oregon -> Private -> U. Portland,United States,Oregon,Private,U. Portland,4,"['20', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r260,United States -> Pennsylvania,United States,Pennsylvania,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r261,United States -> Pennsylvania -> Public,United States,Pennsylvania,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r262,United States -> Pennsylvania -> Public -> Bloomsburg U. Pennsylvania,United States,Pennsylvania,Public,Bloomsburg U. Pennsylvania,4,"['180', '']","['180', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r263,United States -> Pennsylvania -> Public -> East Stroudsburg U. Pennsylvania,United States,Pennsylvania,Public,East Stroudsburg U. Pennsylvania,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r264,United States -> Pennsylvania -> Public -> Kutztown U. Pennsylvania,United States,Pennsylvania,Public,Kutztown U. Pennsylvania,4,"['70', '']","['70', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r265,United States -> Pennsylvania -> Public -> Millersville U. Pennsylvania,United States,Pennsylvania,Public,Millersville U. Pennsylvania,4,"['0', '']","['0', '']","['0', '']","['15', '']","['15', '']","['0', '']"
5382,r266,"United States -> Pennsylvania -> Public -> Pennsylvania State U., Altoona",United States,Pennsylvania,Public,"Pennsylvania State U., Altoona",4,"['6', '']","['3', '']","['3', '']","['1', '']","['0', '']","['1', '']"
5382,r267,"United States -> Pennsylvania -> Public -> Pennsylvania State U., Berks",United States,Pennsylvania,Public,"Pennsylvania State U., Berks",4,"['20', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r268,"United States -> Pennsylvania -> Public -> Pennsylvania State U., Lehigh Valley",United States,Pennsylvania,Public,"Pennsylvania State U., Lehigh Valley",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r269,United States -> Pennsylvania -> Public -> Shippensburg U. Pennsylvania,United States,Pennsylvania,Public,Shippensburg U. Pennsylvania,4,"['47', '']","['0', '']","['47', '']","['0', '']","['0', '']","['0', '']"
5382,r270,United States -> Pennsylvania -> Public -> Slippery Rock U. Pennsylvania,United States,Pennsylvania,Public,Slippery Rock U. Pennsylvania,4,"['13', '']","['13', '']","['0', '']","['8', '']","['8', '']","['0', '']"
5382,r271,United States -> Pennsylvania -> Public -> U.S. Army War C.,United States,Pennsylvania,Public,U.S. Army War C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r272,United States -> Pennsylvania -> Private,United States,Pennsylvania,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r273,United States -> Pennsylvania -> Private -> Allegheny C.,United States,Pennsylvania,Private,Allegheny C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r274,United States -> Pennsylvania -> Private -> Arcadia U.,United States,Pennsylvania,Private,Arcadia U.,4,"['406', '']","['406', '']","['0', '']","['41', '']","['1', '']","['40', '']"
5382,r275,United States -> Pennsylvania -> Private -> Bryn Athyn C.,United States,Pennsylvania,Private,Bryn Athyn C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r276,United States -> Pennsylvania -> Private -> Gannon U.,United States,Pennsylvania,Private,Gannon U.,4,"['24', '']","['22', '']","['2', '']","['0', '']","['0', '']","['0', '']"
5382,r277,United States -> Pennsylvania -> Private -> Geisinger Commonwealth School of Medicine,United States,Pennsylvania,Private,Geisinger Commonwealth School of Medicine,4,"['10', 'i']","['9', 'i']","['1', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
5382,r278,United States -> Pennsylvania -> Private -> Juniata C.,United States,Pennsylvania,Private,Juniata C.,4,"['58', '']","['58', '']","['0', '']","['72', '']","['72', '']","['0', '']"
5382,r279,United States -> Pennsylvania -> Private -> Lake Erie C. of Osteopathic Medicine,United States,Pennsylvania,Private,Lake Erie C. of Osteopathic Medicine,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r280,United States -> Pennsylvania -> Private -> Moravian C.,United States,Pennsylvania,Private,Moravian C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r281,United States -> Pennsylvania -> Private -> Muhlenberg C.,United States,Pennsylvania,Private,Muhlenberg C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r282,United States -> Pennsylvania -> Private -> Saint Francis U.,United States,Pennsylvania,Private,Saint Francis U.,4,"['31', '']","['0', '']","['31', '']","['0', '']","['0', '']","['0', '']"
5382,r283,United States -> Pennsylvania -> Private -> Salus U.,United States,Pennsylvania,Private,Salus U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r284,United States -> Pennsylvania -> Private -> Susquehanna U.,United States,Pennsylvania,Private,Susquehanna U.,4,"['11', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r285,United States -> Pennsylvania -> Private -> U. Scranton,United States,Pennsylvania,Private,U. Scranton,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r286,United States -> Pennsylvania -> Private -> Ursinus C.,United States,Pennsylvania,Private,Ursinus C.,4,"['17', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r287,"United States -> Pennsylvania -> Private -> Widener U., Chester",United States,Pennsylvania,Private,"Widener U., Chester",4,"['68', '']","['68', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r288,United States -> Pennsylvania -> Private -> Wilkes U.,United States,Pennsylvania,Private,Wilkes U.,4,"['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r289,United States -> Rhode Island,United States,Rhode Island,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r290,United States -> Rhode Island -> Private,United States,Rhode Island,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r291,United States -> Rhode Island -> Private -> Bryant U.,United States,Rhode Island,Private,Bryant U.,4,"['227', '']","['227', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r292,United States -> Rhode Island -> Private -> Salve Regina U.,United States,Rhode Island,Private,Salve Regina U.,4,"['421', '']","['408', '']","['13', '']","['0', '']","['0', '']","['0', '']"
5382,r293,United States -> South Carolina,United States,South Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r294,United States -> South Carolina -> Public,United States,South Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r295,United States -> South Carolina -> Public -> Francis Marion U.,United States,South Carolina,Public,Francis Marion U.,4,"['2', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']"
5382,r296,United States -> South Carolina -> Public -> U. South Carolina Upstate,United States,South Carolina,Public,U. South Carolina Upstate,4,"['42', '']","['42', '']","['0', '']","['15', '']","['15', '']","['0', '']"
5382,r297,"United States -> South Carolina -> Public -> U. South Carolina, Beaufort",United States,South Carolina,Public,"U. South Carolina, Beaufort",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r298,United States -> South Carolina -> Private,United States,South Carolina,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r299,United States -> South Carolina -> Private -> Coker U.,United States,South Carolina,Private,Coker U.,4,"['2', '']","['2', '']","['0', '']","['137', '']","['137', '']","['0', '']"
5382,r300,United States -> South Carolina -> Private -> Converse C.,United States,South Carolina,Private,Converse C.,4,"['93', '']","['93', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r301,United States -> South Dakota,United States,South Dakota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r302,United States -> South Dakota -> Public,United States,South Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r303,United States -> South Dakota -> Public -> Northern State U.,United States,South Dakota,Public,Northern State U.,4,"['86', '']","['86', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r304,United States -> South Dakota -> Public -> Oglala Lakota C.,United States,South Dakota,Public,Oglala Lakota C.,4,"['129', '']","['129', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r305,United States -> South Dakota -> Private,United States,South Dakota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r306,United States -> South Dakota -> Private -> Augustana U.,United States,South Dakota,Private,Augustana U.,4,"['843', '']","['843', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r307,United States -> Tennessee,United States,Tennessee,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r308,United States -> Tennessee -> Public,United States,Tennessee,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r309,"United States -> Tennessee -> Public -> U. Tennessee, Martin",United States,Tennessee,Public,"U. Tennessee, Martin",4,"['0', 'i']","['0', '']","['0', 'i']","['32', '']","['32', '']","['0', '']"
5382,r310,United States -> Tennessee -> Private,United States,Tennessee,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r311,United States -> Tennessee -> Private -> Sewanee: U. of the South,United States,Tennessee,Private,Sewanee: U. of the South,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r312,United States -> Tennessee -> Private -> Southern C. of Optometry,United States,Tennessee,Private,Southern C. of Optometry,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r313,United States -> Texas,United States,Texas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r314,United States -> Texas -> Public,United States,Texas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r315,United States -> Texas -> Public -> Angelo State U.,United States,Texas,Public,Angelo State U.,4,"['0', '']","['0', '']","['0', '']","['63', '']","['0', '']","['63', '']"
5382,r316,United States -> Texas -> Public -> Texas A&M U.-Central Texas,United States,Texas,Public,Texas A&M U.-Central Texas,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r317,United States -> Texas -> Public -> Texas A&M U.-San Antonio,United States,Texas,Public,Texas A&M U.-San Antonio,4,"['103', '']","['89', '']","['14', '']","['0', '']","['0', '']","['0', '']"
5382,r318,United States -> Texas -> Public -> U. Houston system administration,United States,Texas,Public,U. Houston system administration,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r319,United States -> Texas -> Private,United States,Texas,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5382,r320,United States -> Texas -> Private -> Abilene Christian U.,United States,Texas,Private,Abilene Christian U.,4,"['701', '']","['701', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r321,United States -> Texas -> Private -> Austin C.,United States,Texas,Private,Austin C.,4,"['34', '']","['34', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r322,United States -> Texas -> Private -> LeTourneau U.,United States,Texas,Private,LeTourneau U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r323,United States -> Texas -> Private -> Southwestern U.,United States,Texas,Private,Southwestern U.,4,"['3', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r324,"United States -> Texas -> Private -> St. Mary's U., San Antonio",United States,Texas,Private,"St. Mary's U., San Antonio",4,"['139', '']","['139', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5382,r325,United States -> Texas -> Private -> Texas Chiropractic C.,United States,Texas,Private,Texas Chiropractic C.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
