table_id,row_id,time_period,current_millions_level_1,current_millions_level_2,current_millions_hierarchy_depth,value
5554,r135,R&D obligations -> 1977,Current $millions,Civilian functions,2,11586
5554,r136,R&D obligations -> 1977,% distribution,Total,2,100.0
5554,r137,R&D obligations -> 1977,% distribution,National defense,2,50.6
5554,r138,R&D obligations -> 1977,% distribution,Civilian functions,2,49.4
5554,r139,R&D budget authority -> 1978,Current $millions,Total,2,25976
5554,r140,R&D budget authority -> 1978,Current $millions,National defense,2,12899
5554,r141,R&D budget authority -> 1978,Current $millions,Civilian functions,2,13077
5554,r142,R&D budget authority -> 1978,% distribution,Total,2,100.0
5554,r143,R&D budget authority -> 1978,% distribution,National defense,2,49.7
5554,r144,R&D budget authority -> 1978,% distribution,Civilian functions,2,50.3
5554,r145,R&D budget authority -> 1979,Current $millions,Total,2,28208
5554,r146,R&D budget authority -> 1979,Current $millions,National defense,2,13791
5554,r147,R&D budget authority -> 1979,Current $millions,Civilian functions,2,14417
5554,r148,R&D budget authority -> 1979,% distribution,Total,2,100.0
5554,r149,R&D budget authority -> 1979,% distribution,National defense,2,48.9
5554,r150,R&D budget authority -> 1979,% distribution,Civilian functions,2,51.1
5554,r151,R&D budget authority -> 1980,Current $millions,Total,2,29739
5554,r152,R&D budget authority -> 1980,Current $millions,National defense,2,14946
5554,r153,R&D budget authority -> 1980,Current $millions,Civilian functions,2,14793
5554,r154,R&D budget authority -> 1980,% distribution,Total,2,100.0
5554,r155,R&D budget authority -> 1980,% distribution,National defense,2,50.3
5554,r156,R&D budget authority -> 1980,% distribution,Civilian functions,2,49.7
5554,r157,R&D budget authority -> 1981,Current $millions,Total,2,33735
5554,r158,R&D budget authority -> 1981,Current $millions,National defense,2,18413
5554,r159,R&D budget authority -> 1981,Current $millions,Civilian functions,2,15322
5554,r160,R&D budget authority -> 1981,% distribution,Total,2,100.0
5554,r161,R&D budget authority -> 1981,% distribution,National defense,2,54.6
5554,r162,R&D budget authority -> 1981,% distribution,Civilian functions,2,45.4
5554,r163,R&D budget authority -> 1982,Current $millions,Total,2,36115
5554,r164,R&D budget authority -> 1982,Current $millions,National defense,2,22070
5554,r165,R&D budget authority -> 1982,Current $millions,Civilian functions,2,14045
5554,r166,R&D budget authority -> 1982,% distribution,Total,2,100.0
5554,r167,R&D budget authority -> 1982,% distribution,National defense,2,61.1
5554,r168,R&D budget authority -> 1982,% distribution,Civilian functions,2,38.9
5554,r169,R&D budget authority -> 1983,Current $millions,Total,2,38768
5554,r170,R&D budget authority -> 1983,Current $millions,National defense,2,24936
5554,r171,R&D budget authority -> 1983,Current $millions,Civilian functions,2,13832
5554,r172,R&D budget authority -> 1983,% distribution,Total,2,100.0
5554,r173,R&D budget authority -> 1983,% distribution,National defense,2,64.3
5554,r174,R&D budget authority -> 1983,% distribution,Civilian functions,2,35.7
5554,r175,R&D budget authority -> 1984,Current $millions,Total,2,44214
5554,r176,R&D budget authority -> 1984,Current $millions,National defense,2,29287
5554,r177,R&D budget authority -> 1984,Current $millions,Civilian functions,2,14927
5554,r178,R&D budget authority -> 1984,% distribution,Total,2,100.0
5554,r179,R&D budget authority -> 1984,% distribution,National defense,2,66.2
5554,r180,R&D budget authority -> 1984,% distribution,Civilian functions,2,33.8
5554,r181,R&D budget authority -> 1985,Current $millions,Total,2,49887
5554,r182,R&D budget authority -> 1985,Current $millions,National defense,2,33698
5554,r183,R&D budget authority -> 1985,Current $millions,Civilian functions,2,16189
5554,r184,R&D budget authority -> 1985,% distribution,Total,2,100.0
5554,r185,R&D budget authority -> 1985,% distribution,National defense,2,67.5
5554,r186,R&D budget authority -> 1985,% distribution,Civilian functions,2,32.5
5554,r187,R&D budget authority -> 1986,Current $millions,Total,2,53249
5554,r188,R&D budget authority -> 1986,Current $millions,National defense,2,36926
5554,r189,R&D budget authority -> 1986,Current $millions,Civilian functions,2,16323
5554,r190,R&D budget authority -> 1986,% distribution,Total,2,100.0
5554,r191,R&D budget authority -> 1986,% distribution,National defense,2,69.3
5554,r192,R&D budget authority -> 1986,% distribution,Civilian functions,2,30.7
5554,r193,R&D budget authority -> 1987,Current $millions,Total,2,57069
5554,r194,R&D budget authority -> 1987,Current $millions,National defense,2,39152
5554,r195,R&D budget authority -> 1987,Current $millions,Civilian functions,2,17917
5554,r196,R&D budget authority -> 1987,% distribution,Total,2,100.0
5554,r197,R&D budget authority -> 1987,% distribution,National defense,2,68.6
5554,r198,R&D budget authority -> 1987,% distribution,Civilian functions,2,31.4
5554,r199,R&D budget authority -> 1988,Current $millions,Total,2,59106
5554,r200,R&D budget authority -> 1988,Current $millions,National defense,2,40099
5554,r201,R&D budget authority -> 1988,Current $millions,Civilian functions,2,19007
5554,r202,R&D budget authority -> 1988,% distribution,Total,2,100.0
5554,r203,R&D budget authority -> 1988,% distribution,National defense,2,67.8
5554,r204,R&D budget authority -> 1988,% distribution,Civilian functions,2,32.2
5554,r205,R&D budget authority -> 1989,Current $millions,Total,2,62115
5554,r206,R&D budget authority -> 1989,Current $millions,National defense,2,40642
5554,r207,R&D budget authority -> 1989,Current $millions,Civilian functions,2,21473
5554,r208,R&D budget authority -> 1989,% distribution,Total,2,100.0
5554,r209,R&D budget authority -> 1989,% distribution,National defense,2,65.5
5554,r210,R&D budget authority -> 1989,% distribution,Civilian functions,2,34.5
5554,r211,R&D budget authority -> 1990,Current $millions,Total,2,63781
5554,r212,R&D budget authority -> 1990,Current $millions,National defense,2,39925
5554,r213,R&D budget authority -> 1990,Current $millions,Civilian functions,2,23856
5554,r214,R&D budget authority -> 1990,% distribution,Total,2,100.0
5554,r215,R&D budget authority -> 1990,% distribution,National defense,2,62.6
5554,r216,R&D budget authority -> 1990,% distribution,Civilian functions,2,37.4
5554,r217,R&D budget authority -> 1991,Current $millions,Total,2,65898
5554,r218,R&D budget authority -> 1991,Current $millions,National defense,2,39328
5554,r219,R&D budget authority -> 1991,Current $millions,Civilian functions,2,26570
5554,r220,R&D budget authority -> 1991,% distribution,Total,2,100.0
5554,r221,R&D budget authority -> 1991,% distribution,National defense,2,59.7
5554,r222,R&D budget authority -> 1991,% distribution,Civilian functions,2,40.3
5554,r223,R&D budget authority -> 1992,Current $millions,Total,2,68398
5554,r224,R&D budget authority -> 1992,Current $millions,National defense,2,40083
5554,r225,R&D budget authority -> 1992,Current $millions,Civilian functions,2,28315
5554,r226,R&D budget authority -> 1992,% distribution,Total,2,100.0
5554,r227,R&D budget authority -> 1992,% distribution,National defense,2,58.6
5554,r228,R&D budget authority -> 1992,% distribution,Civilian functions,2,41.4
5554,r229,R&D budget authority -> 1993,Current $millions,Total,2,69884
5554,r230,R&D budget authority -> 1993,Current $millions,National defense,2,41249
5554,r231,R&D budget authority -> 1993,Current $millions,Civilian functions,2,28635
5554,r232,R&D budget authority -> 1993,% distribution,Total,2,100.0
5554,r233,R&D budget authority -> 1993,% distribution,National defense,2,59.0
5554,r234,R&D budget authority -> 1993,% distribution,Civilian functions,2,41.0
5554,r235,R&D budget authority -> 1994,Current $millions,Total,2,68331
5554,r236,R&D budget authority -> 1994,Current $millions,National defense,2,37764
5554,r237,R&D budget authority -> 1994,Current $millions,Civilian functions,2,30566
5554,r238,R&D budget authority -> 1994,% distribution,Total,2,100.0
5554,r239,R&D budget authority -> 1994,% distribution,National defense,2,55.3
5554,r240,R&D budget authority -> 1994,% distribution,Civilian functions,2,44.7
5554,r241,R&D budget authority -> 1995,Current $millions,Total,2,68791
5554,r242,R&D budget authority -> 1995,Current $millions,National defense,2,37204
5554,r243,R&D budget authority -> 1995,Current $millions,Civilian functions,2,31587
5554,r244,R&D budget authority -> 1995,% distribution,Total,2,100.0
5554,r245,R&D budget authority -> 1995,% distribution,National defense,2,54.1
5554,r246,R&D budget authority -> 1995,% distribution,Civilian functions,2,45.9
5554,r247,R&D budget authority -> 1996,Current $millions,Total,2,69049
5554,r248,R&D budget authority -> 1996,Current $millions,National defense,2,37801
5554,r249,R&D budget authority -> 1996,Current $millions,Civilian functions,2,31248
5554,r250,R&D budget authority -> 1996,% distribution,Total,2,100.0
5554,r251,R&D budget authority -> 1996,% distribution,National defense,2,54.7
5554,r252,R&D budget authority -> 1996,% distribution,Civilian functions,2,45.3
5554,r253,R&D budget authority -> 1997,Current $millions,Total,2,71653
5554,r254,R&D budget authority -> 1997,Current $millions,National defense,2,39591
5554,r255,R&D budget authority -> 1997,Current $millions,Civilian functions,2,32062
5554,r256,R&D budget authority -> 1997,% distribution,Total,2,100.0
5554,r257,R&D budget authority -> 1997,% distribution,National defense,2,55.3
5554,r258,R&D budget authority -> 1997,% distribution,Civilian functions,2,44.7
5554,r259,R&D budget authority -> 1998,Current $millions,Total,2,73569
5554,r260,R&D budget authority -> 1998,Current $millions,National defense,2,39823
5554,r261,R&D budget authority -> 1998,Current $millions,Civilian functions,2,33746
5554,r262,R&D budget authority -> 1998,% distribution,Total,2,100.0
5554,r263,R&D budget authority -> 1998,% distribution,National defense,2,54.1
5554,r264,R&D budget authority -> 1998,% distribution,Civilian functions,2,45.9
5554,r265,R&D budget authority -> 1999,Current $millions,Total,2,77637
5554,r266,R&D budget authority -> 1999,Current $millions,National defense,2,41306
5554,r267,R&D budget authority -> 1999,Current $millions,Civilian functions,2,36332
5554,r268,R&D budget authority -> 1999,% distribution,Total,2,100.0
5554,r269,R&D budget authority -> 1999,% distribution,National defense,2,53.2
5554,r270,R&D budget authority -> 1999,% distribution,Civilian functions,2,46.8
5554,r271,R&D and R&D plant budget authority -> 2000,Current $millions,Total,2,83581
5554,r272,R&D and R&D plant budget authority -> 2000,Current $millions,National defense,2,43161
5554,r273,R&D and R&D plant budget authority -> 2000,Current $millions,Civilian functions,2,40420
5554,r274,R&D and R&D plant budget authority -> 2000,% distribution,Total,2,100.0
5554,r275,R&D and R&D plant budget authority -> 2000,% distribution,National defense,2,51.6
5554,r276,R&D and R&D plant budget authority -> 2000,% distribution,Civilian functions,2,48.4
5554,r277,R&D and R&D plant budget authority -> 2001,Current $millions,Total,2,91505
5554,r278,R&D and R&D plant budget authority -> 2001,Current $millions,National defense,2,46202
5554,r279,R&D and R&D plant budget authority -> 2001,Current $millions,Civilian functions,2,45303
5554,r280,R&D and R&D plant budget authority -> 2001,% distribution,Total,2,100.0
5554,r281,R&D and R&D plant budget authority -> 2001,% distribution,National defense,2,50.5
5554,r282,R&D and R&D plant budget authority -> 2001,% distribution,Civilian functions,2,49.5
5554,r283,R&D and R&D plant budget authority -> 2002,Current $millions,Total,2,103057
5554,r284,R&D and R&D plant budget authority -> 2002,Current $millions,National defense,2,53731
5554,r285,R&D and R&D plant budget authority -> 2002,Current $millions,Civilian functions,2,49326
5554,r286,R&D and R&D plant budget authority -> 2002,% distribution,Total,2,100.0
5554,r287,R&D and R&D plant budget authority -> 2002,% distribution,National defense,2,52.1
5554,r288,R&D and R&D plant budget authority -> 2002,% distribution,Civilian functions,2,47.9
5554,r289,R&D and R&D plant budget authority -> 2003,Current $millions,Total,2,118065
5554,r290,R&D and R&D plant budget authority -> 2003,Current $millions,National defense,2,63708
5554,r291,R&D and R&D plant budget authority -> 2003,Current $millions,Civilian functions,2,54357
5554,r292,R&D and R&D plant budget authority -> 2003,% distribution,Total,2,100.0
5554,r293,R&D and R&D plant budget authority -> 2003,% distribution,National defense,2,54.0
5554,r294,R&D and R&D plant budget authority -> 2003,% distribution,Civilian functions,2,46.0
5554,r295,R&D and R&D plant budget authority -> 2004,Current $millions,Total,2,126270
5554,r296,R&D and R&D plant budget authority -> 2004,Current $millions,National defense,2,70344
5554,r297,R&D and R&D plant budget authority -> 2004,Current $millions,Civilian functions,2,55926
5554,r298,R&D and R&D plant budget authority -> 2004,% distribution,Total,2,100.0
5554,r299,R&D and R&D plant budget authority -> 2004,% distribution,National defense,2,55.7
5554,r300,R&D and R&D plant budget authority -> 2004,% distribution,Civilian functions,2,44.3
5554,r301,R&D and R&D plant budget authority -> 2005,Current $millions,Total,2,131259
5554,r302,R&D and R&D plant budget authority -> 2005,Current $millions,National defense,2,74641
5554,r303,R&D and R&D plant budget authority -> 2005,Current $millions,Civilian functions,2,56618
5554,r304,R&D and R&D plant budget authority -> 2005,% distribution,Total,2,100.0
5554,r305,R&D and R&D plant budget authority -> 2005,% distribution,National defense,2,56.9
5554,r306,R&D and R&D plant budget authority -> 2005,% distribution,Civilian functions,2,43.1
5554,r307,R&D and R&D plant budget authority -> 2006,Current $millions,Total,2,136019
5554,r308,R&D and R&D plant budget authority -> 2006,Current $millions,National defense,2,78737
5554,r309,R&D and R&D plant budget authority -> 2006,Current $millions,Civilian functions,2,57282
5554,r310,R&D and R&D plant budget authority -> 2006,% distribution,Total,2,100.0
5554,r311,R&D and R&D plant budget authority -> 2006,% distribution,National defense,2,57.9
5554,r312,R&D and R&D plant budget authority -> 2006,% distribution,Civilian functions,2,42.1
5554,r313,R&D and R&D plant budget authority -> 2007,Current $millions,Total,2,141890
5554,r314,R&D and R&D plant budget authority -> 2007,Current $millions,National defense,2,82658
5554,r315,R&D and R&D plant budget authority -> 2007,Current $millions,Civilian functions,2,59232
5554,r316,R&D and R&D plant budget authority -> 2007,% distribution,Total,2,100.0
5554,r317,R&D and R&D plant budget authority -> 2007,% distribution,National defense,2,58.3
5554,r318,R&D and R&D plant budget authority -> 2007,% distribution,Civilian functions,2,41.7
5554,r319,R&D and R&D plant budget authority -> 2008,Current $millions,Total,2,144391
5554,r320,R&D and R&D plant budget authority -> 2008,Current $millions,National defense,2,85129
5554,r321,R&D and R&D plant budget authority -> 2008,Current $millions,Civilian functions,2,59262
5554,r322,R&D and R&D plant budget authority -> 2008,% distribution,Total,2,100.0
5554,r323,R&D and R&D plant budget authority -> 2008,% distribution,National defense,2,59.0
5554,r324,R&D and R&D plant budget authority -> 2008,% distribution,Civilian functions,2,41.0
5554,r325,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,Total,2,164292
5554,r326,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,National defense,2,85642
5554,r327,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,Civilian functions,2,78650
5554,r328,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,Total,2,100.0
5554,r329,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,National defense,2,52.1
5554,r330,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,Civilian functions,2,47.9
5554,r331,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,Total,2,145553
5554,r332,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,National defense,2,85342
5554,r333,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,Civilian functions,2,60211
5554,r334,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,Total,2,100.0
5554,r335,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,National defense,2,58.6
5554,r336,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,Civilian functions,2,41.4
5554,r337,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,Total,2,18739
5554,r338,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,National defense,2,300
5554,r339,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,Civilian functions,2,18439
5554,r340,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,Total,2,100.0
5554,r341,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,National defense,2,1.6
5554,r342,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,Civilian functions,2,98.4
5554,r343,R&D and R&D plant budget authority -> 2010,Current $millions,Total,2,148962
5554,r344,R&D and R&D plant budget authority -> 2010,Current $millions,National defense,2,86789
5554,r345,R&D and R&D plant budget authority -> 2010,Current $millions,Civilian functions,2,62173
5554,r346,R&D and R&D plant budget authority -> 2010,% distribution,Total,2,100.0
5554,r347,R&D and R&D plant budget authority -> 2010,% distribution,National defense,2,58.3
5554,r348,R&D and R&D plant budget authority -> 2010,% distribution,Civilian functions,2,41.7
5554,r349,R&D and R&D plant budget authority -> 2011,Current $millions,Total,2,144379
5554,r350,R&D and R&D plant budget authority -> 2011,Current $millions,National defense,2,83226
5554,r351,R&D and R&D plant budget authority -> 2011,Current $millions,Civilian functions,2,61153
5554,r352,R&D and R&D plant budget authority -> 2011,% distribution,Total,2,100.0
5554,r353,R&D and R&D plant budget authority -> 2011,% distribution,National defense,2,57.6
5554,r354,R&D and R&D plant budget authority -> 2011,% distribution,Civilian functions,2,42.4
5554,r355,R&D and R&D plant budget authority -> 2012,Current $millions,Total,2,143737
5554,r356,R&D and R&D plant budget authority -> 2012,Current $millions,National defense,2,79875
5554,r357,R&D and R&D plant budget authority -> 2012,Current $millions,Civilian functions,2,63862
5554,r358,R&D and R&D plant budget authority -> 2012,% distribution,Total,2,100.0
5554,r359,R&D and R&D plant budget authority -> 2012,% distribution,National defense,2,55.6
5554,r360,R&D and R&D plant budget authority -> 2012,% distribution,Civilian functions,2,44.4
5554,r361,R&D and R&D plant budget authority -> 2013,Current $millions,Total,2,132477
5554,r362,R&D and R&D plant budget authority -> 2013,Current $millions,National defense,2,70781
5554,r363,R&D and R&D plant budget authority -> 2013,Current $millions,Civilian functions,2,61696
5554,r364,R&D and R&D plant budget authority -> 2013,% distribution,Total,2,100.0
5554,r365,R&D and R&D plant budget authority -> 2013,% distribution,National defense,2,53.4
5554,r366,R&D and R&D plant budget authority -> 2013,% distribution,Civilian functions,2,46.6
5554,r367,R&D and R&D plant budget authority -> 2014,Current $millions,Total,2,136159
5554,r368,R&D and R&D plant budget authority -> 2014,Current $millions,National defense,2,70992
5554,r369,R&D and R&D plant budget authority -> 2014,Current $millions,Civilian functions,2,65167
5554,r370,R&D and R&D plant budget authority -> 2014,% distribution,Total,2,100.0
5554,r371,R&D and R&D plant budget authority -> 2014,% distribution,National defense,2,52.1
5554,r372,R&D and R&D plant budget authority -> 2014,% distribution,Civilian functions,2,47.9
5554,r373,R&D and R&D plant budget authority -> 2015,Current $millions,Total,2,138544
5554,r374,R&D and R&D plant budget authority -> 2015,Current $millions,National defense,2,72950
5554,r375,R&D and R&D plant budget authority -> 2015,Current $millions,Civilian functions,2,65594
5554,r376,R&D and R&D plant budget authority -> 2015,% distribution,Total,2,100.0
5554,r377,R&D and R&D plant budget authority -> 2015,% distribution,National defense,2,52.7
5554,r378,R&D and R&D plant budget authority -> 2015,% distribution,Civilian functions,2,47.3
5554,r379,R&D and R&D plant budget authority -> 2016,Current $millions,Total,2,150393
