table_id,row_id,time_period,current_millions_level_1,current_millions_level_2,current_millions_hierarchy_depth,value
5554,r001,R&D obligations -> 1955,Current $millions,Total,2,2533
5554,r002,R&D obligations -> 1955,Current $millions,National defense,2,2151
5554,r003,R&D obligations -> 1955,Current $millions,Civilian functions,2,382
5554,r004,R&D obligations -> 1955,% distribution,Total,2,100.0
5554,r005,R&D obligations -> 1955,% distribution,National defense,2,84.9
5554,r006,R&D obligations -> 1955,% distribution,Civilian functions,2,15.1
5554,r007,R&D obligations -> 1956,Current $millions,Total,2,2988
5554,r008,R&D obligations -> 1956,Current $millions,National defense,2,2535
5554,r009,R&D obligations -> 1956,Current $millions,Civilian functions,2,453
5554,r010,R&D obligations -> 1956,% distribution,Total,2,100.0
5554,r011,R&D obligations -> 1956,% distribution,National defense,2,84.8
5554,r012,R&D obligations -> 1956,% distribution,Civilian functions,2,15.2
5554,r013,R&D obligations -> 1957,Current $millions,Total,2,3932
5554,r014,R&D obligations -> 1957,Current $millions,National defense,2,3327
5554,r015,R&D obligations -> 1957,Current $millions,Civilian functions,2,605
5554,r016,R&D obligations -> 1957,% distribution,Total,2,100.0
5554,r017,R&D obligations -> 1957,% distribution,National defense,2,84.6
5554,r018,R&D obligations -> 1957,% distribution,Civilian functions,2,15.4
5554,r019,R&D obligations -> 1958,Current $millions,Total,2,4570
5554,r020,R&D obligations -> 1958,Current $millions,National defense,2,3801
5554,r021,R&D obligations -> 1958,Current $millions,Civilian functions,2,769
5554,r022,R&D obligations -> 1958,% distribution,Total,2,100.0
5554,r023,R&D obligations -> 1958,% distribution,National defense,2,83.2
5554,r024,R&D obligations -> 1958,% distribution,Civilian functions,2,16.8
5554,r025,R&D obligations -> 1959,Current $millions,Total,2,6694
5554,r026,R&D obligations -> 1959,Current $millions,National defense,2,5556
5554,r027,R&D obligations -> 1959,Current $millions,Civilian functions,2,1138
5554,r028,R&D obligations -> 1959,% distribution,Total,2,100.0
5554,r029,R&D obligations -> 1959,% distribution,National defense,2,83.0
5554,r030,R&D obligations -> 1959,% distribution,Civilian functions,2,17.0
5554,r031,R&D obligations -> 1960,Current $millions,Total,2,7552
5554,r032,R&D obligations -> 1960,Current $millions,National defense,2,6107
5554,r033,R&D obligations -> 1960,Current $millions,Civilian functions,2,1445
5554,r034,R&D obligations -> 1960,% distribution,Total,2,100.0
5554,r035,R&D obligations -> 1960,% distribution,National defense,2,80.9
5554,r036,R&D obligations -> 1960,% distribution,Civilian functions,2,19.1
5554,r037,R&D obligations -> 1961,Current $millions,Total,2,9059
5554,r038,R&D obligations -> 1961,Current $millions,National defense,2,7005
5554,r039,R&D obligations -> 1961,Current $millions,Civilian functions,2,2054
5554,r040,R&D obligations -> 1961,% distribution,Total,2,100.0
5554,r041,R&D obligations -> 1961,% distribution,National defense,2,77.3
5554,r042,R&D obligations -> 1961,% distribution,Civilian functions,2,22.7
5554,r043,R&D obligations -> 1962,Current $millions,Total,2,10290
5554,r044,R&D obligations -> 1962,Current $millions,National defense,2,7238
5554,r045,R&D obligations -> 1962,Current $millions,Civilian functions,2,3052
5554,r046,R&D obligations -> 1962,% distribution,Total,2,100.0
5554,r047,R&D obligations -> 1962,% distribution,National defense,2,70.3
5554,r048,R&D obligations -> 1962,% distribution,Civilian functions,2,29.7
5554,r049,R&D obligations -> 1963,Current $millions,Total,2,12495
5554,r050,R&D obligations -> 1963,Current $millions,National defense,2,7764
5554,r051,R&D obligations -> 1963,Current $millions,Civilian functions,2,4731
5554,r052,R&D obligations -> 1963,% distribution,Total,2,100.0
5554,r053,R&D obligations -> 1963,% distribution,National defense,2,62.1
5554,r054,R&D obligations -> 1963,% distribution,Civilian functions,2,37.9
5554,r055,R&D obligations -> 1964,Current $millions,Total,2,14225
5554,r056,R&D obligations -> 1964,Current $millions,National defense,2,7829
5554,r057,R&D obligations -> 1964,Current $millions,Civilian functions,2,6396
5554,r058,R&D obligations -> 1964,% distribution,Total,2,100.0
5554,r059,R&D obligations -> 1964,% distribution,National defense,2,55.0
5554,r060,R&D obligations -> 1964,% distribution,Civilian functions,2,45.0
5554,r061,R&D obligations -> 1965,Current $millions,Total,2,14614
5554,r062,R&D obligations -> 1965,Current $millions,National defense,2,7342
5554,r063,R&D obligations -> 1965,Current $millions,Civilian functions,2,7272
5554,r064,R&D obligations -> 1965,% distribution,Total,2,100.0
5554,r065,R&D obligations -> 1965,% distribution,National defense,2,50.2
5554,r066,R&D obligations -> 1965,% distribution,Civilian functions,2,49.8
5554,r067,R&D obligations -> 1966,Current $millions,Total,2,15320
5554,r068,R&D obligations -> 1966,Current $millions,National defense,2,7536
5554,r069,R&D obligations -> 1966,Current $millions,Civilian functions,2,7784
5554,r070,R&D obligations -> 1966,% distribution,Total,2,100.0
5554,r071,R&D obligations -> 1966,% distribution,National defense,2,49.2
5554,r072,R&D obligations -> 1966,% distribution,Civilian functions,2,50.8
5554,r073,R&D obligations -> 1967,Current $millions,Total,2,16529
5554,r074,R&D obligations -> 1967,Current $millions,National defense,2,8566
5554,r075,R&D obligations -> 1967,Current $millions,Civilian functions,2,7963
5554,r076,R&D obligations -> 1967,% distribution,Total,2,100.0
5554,r077,R&D obligations -> 1967,% distribution,National defense,2,51.8
5554,r078,R&D obligations -> 1967,% distribution,Civilian functions,2,48.2
5554,r079,R&D obligations -> 1968,Current $millions,Total,2,15921
5554,r080,R&D obligations -> 1968,Current $millions,National defense,2,8275
5554,r081,R&D obligations -> 1968,Current $millions,Civilian functions,2,7646
5554,r082,R&D obligations -> 1968,% distribution,Total,2,100.0
5554,r083,R&D obligations -> 1968,% distribution,National defense,2,52.0
5554,r084,R&D obligations -> 1968,% distribution,Civilian functions,2,48.0
5554,r085,R&D obligations -> 1969,Current $millions,Total,2,15641
5554,r086,R&D obligations -> 1969,Current $millions,National defense,2,8356
5554,r087,R&D obligations -> 1969,Current $millions,Civilian functions,2,7285
5554,r088,R&D obligations -> 1969,% distribution,Total,2,100.0
5554,r089,R&D obligations -> 1969,% distribution,National defense,2,53.4
5554,r090,R&D obligations -> 1969,% distribution,Civilian functions,2,46.6
5554,r091,R&D obligations -> 1970,Current $millions,Total,2,15339
5554,r092,R&D obligations -> 1970,Current $millions,National defense,2,7981
5554,r093,R&D obligations -> 1970,Current $millions,Civilian functions,2,7358
5554,r094,R&D obligations -> 1970,% distribution,Total,2,100.0
5554,r095,R&D obligations -> 1970,% distribution,National defense,2,52.0
5554,r096,R&D obligations -> 1970,% distribution,Civilian functions,2,48.0
5554,r097,R&D obligations -> 1971,Current $millions,Total,2,15543
5554,r098,R&D obligations -> 1971,Current $millions,National defense,2,8110
5554,r099,R&D obligations -> 1971,Current $millions,Civilian functions,2,7433
5554,r100,R&D obligations -> 1971,% distribution,Total,2,100.0
5554,r101,R&D obligations -> 1971,% distribution,National defense,2,52.2
5554,r102,R&D obligations -> 1971,% distribution,Civilian functions,2,47.8
5554,r103,R&D obligations -> 1972,Current $millions,Total,2,16496
5554,r104,R&D obligations -> 1972,Current $millions,National defense,2,8902
5554,r105,R&D obligations -> 1972,Current $millions,Civilian functions,2,7594
5554,r106,R&D obligations -> 1972,% distribution,Total,2,100.0
5554,r107,R&D obligations -> 1972,% distribution,National defense,2,54.0
5554,r108,R&D obligations -> 1972,% distribution,Civilian functions,2,46.0
5554,r109,R&D obligations -> 1973,Current $millions,Total,2,16800
5554,r110,R&D obligations -> 1973,Current $millions,National defense,2,9002
5554,r111,R&D obligations -> 1973,Current $millions,Civilian functions,2,7798
5554,r112,R&D obligations -> 1973,% distribution,Total,2,100.0
5554,r113,R&D obligations -> 1973,% distribution,National defense,2,53.6
5554,r114,R&D obligations -> 1973,% distribution,Civilian functions,2,46.4
5554,r115,R&D obligations -> 1974,Current $millions,Total,2,17410
5554,r116,R&D obligations -> 1974,Current $millions,National defense,2,9016
5554,r117,R&D obligations -> 1974,Current $millions,Civilian functions,2,8394
5554,r118,R&D obligations -> 1974,% distribution,Total,2,100.0
5554,r119,R&D obligations -> 1974,% distribution,National defense,2,51.8
5554,r120,R&D obligations -> 1974,% distribution,Civilian functions,2,48.2
5554,r121,R&D obligations -> 1975,Current $millions,Total,2,19039
5554,r122,R&D obligations -> 1975,Current $millions,National defense,2,9679
5554,r123,R&D obligations -> 1975,Current $millions,Civilian functions,2,9360
5554,r124,R&D obligations -> 1975,% distribution,Total,2,100.0
5554,r125,R&D obligations -> 1975,% distribution,National defense,2,50.8
5554,r126,R&D obligations -> 1975,% distribution,Civilian functions,2,49.2
5554,r127,R&D obligations -> 1976,Current $millions,Total,2,20780
5554,r128,R&D obligations -> 1976,Current $millions,National defense,2,10430
5554,r129,R&D obligations -> 1976,Current $millions,Civilian functions,2,10350
5554,r130,R&D obligations -> 1976,% distribution,Total,2,100.0
5554,r131,R&D obligations -> 1976,% distribution,National defense,2,50.2
5554,r132,R&D obligations -> 1976,% distribution,Civilian functions,2,49.8
5554,r133,R&D obligations -> 1977,Current $millions,Total,2,23450
5554,r134,R&D obligations -> 1977,Current $millions,National defense,2,11864
