table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
3285,r001,Without disability,Without disability,,,1,35047
3285,r002,Without disability -> Top 51 U.S. institutions,Without disability,Top 51 U.S. institutions,,2,18136
3285,r003,"Without disability -> Top 51 U.S. institutions -> U. California, Berkeley",Without disability,Top 51 U.S. institutions,"U. California, Berkeley",3,645
3285,r004,"Without disability -> Top 51 U.S. institutions -> U. Michigan, Ann Arbor",Without disability,Top 51 U.S. institutions,"U. Michigan, Ann Arbor",3,604
3285,r005,"Without disability -> Top 51 U.S. institutions -> U. Illinois, Urbana-Champaign",Without disability,Top 51 U.S. institutions,"U. Illinois, Urbana-Champaign",3,583
3285,r006,"Without disability -> Top 51 U.S. institutions -> Purdue U., West Lafayette",Without disability,Top 51 U.S. institutions,"Purdue U., West Lafayette",3,578
3285,r007,Without disability -> Top 51 U.S. institutions -> U. Wisconsin-Madison,Without disability,Top 51 U.S. institutions,U. Wisconsin-Madison,3,571
3285,r008,"Without disability -> Top 51 U.S. institutions -> U. Washington, Seattle",Without disability,Top 51 U.S. institutions,"U. Washington, Seattle",3,535
3285,r009,Without disability -> Top 51 U.S. institutions -> Harvard U.,Without disability,Top 51 U.S. institutions,Harvard U.,3,529
3285,r010,Without disability -> Top 51 U.S. institutions -> U. Florida,Without disability,Top 51 U.S. institutions,U. Florida,3,523
3285,r011,"Without disability -> Top 51 U.S. institutions -> U. California, Los Angeles",Without disability,Top 51 U.S. institutions,"U. California, Los Angeles",3,500
3285,r012,"Without disability -> Top 51 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Without disability,Top 51 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,453
3285,r013,"Without disability -> Top 51 U.S. institutions -> Texas A&M U., College Station and Health Science Center",Without disability,Top 51 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,442
3285,r014,Without disability -> Top 51 U.S. institutions -> Georgia Institute of Technology,Without disability,Top 51 U.S. institutions,Georgia Institute of Technology,3,429
3285,r015,"Without disability -> Top 51 U.S. institutions -> U. California, Davis",Without disability,Top 51 U.S. institutions,"U. California, Davis",3,427
3285,r016,Without disability -> Top 51 U.S. institutions -> Cornell U.,Without disability,Top 51 U.S. institutions,Cornell U.,3,413
3285,r017,Without disability -> Top 51 U.S. institutions -> North Carolina State U.,Without disability,Top 51 U.S. institutions,North Carolina State U.,3,412
3285,r018,Without disability -> Top 51 U.S. institutions -> Walden U.,Without disability,Top 51 U.S. institutions,Walden U.,3,409
3285,r019,"Without disability -> Top 51 U.S. institutions -> Ohio State U., Columbus",Without disability,Top 51 U.S. institutions,"Ohio State U., Columbus",3,408
3285,r020,Without disability -> Top 51 U.S. institutions -> Columbia U. in the City of New York,Without disability,Top 51 U.S. institutions,Columbia U. in the City of New York,3,376
3285,r021,Without disability -> Top 51 U.S. institutions -> Massachusetts Institute of Technology,Without disability,Top 51 U.S. institutions,Massachusetts Institute of Technology,3,376
3285,r022,"Without disability -> Top 51 U.S. institutions -> U. Texas, Austin",Without disability,Top 51 U.S. institutions,"U. Texas, Austin",3,374
3285,r023,Without disability -> Top 51 U.S. institutions -> Stanford U.,Without disability,Top 51 U.S. institutions,Stanford U.,3,370
3285,r024,Without disability -> Top 51 U.S. institutions -> U. Southern California,Without disability,Top 51 U.S. institutions,U. Southern California,3,369
3285,r025,Without disability -> Top 51 U.S. institutions -> Johns Hopkins U.,Without disability,Top 51 U.S. institutions,Johns Hopkins U.,3,353
3285,r026,"Without disability -> Top 51 U.S. institutions -> U. California, San Diego",Without disability,Top 51 U.S. institutions,"U. California, San Diego",3,351
3285,r027,Without disability -> Top 51 U.S. institutions -> Michigan State U.,Without disability,Top 51 U.S. institutions,Michigan State U.,3,343
3285,r028,"Without disability -> Top 51 U.S. institutions -> U. Minnesota, Twin Cities",Without disability,Top 51 U.S. institutions,"U. Minnesota, Twin Cities",3,328
3285,r029,"Without disability -> Top 51 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick",Without disability,Top 51 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,305
3285,r030,"Without disability -> Top 51 U.S. institutions -> U. California, Irvine",Without disability,Top 51 U.S. institutions,"U. California, Irvine",3,305
3285,r031,Without disability -> Top 51 U.S. institutions -> U. Pennsylvania,Without disability,Top 51 U.S. institutions,U. Pennsylvania,3,293
3285,r032,"Without disability -> Top 51 U.S. institutions -> U. Maryland, College Park",Without disability,Top 51 U.S. institutions,"U. Maryland, College Park",3,291
3285,r033,Without disability -> Top 51 U.S. institutions -> U. Arizona,Without disability,Top 51 U.S. institutions,U. Arizona,3,286
3285,r034,Without disability -> Top 51 U.S. institutions -> Princeton U.,Without disability,Top 51 U.S. institutions,Princeton U.,3,284
3285,r035,Without disability -> Top 51 U.S. institutions -> Yale U.,Without disability,Top 51 U.S. institutions,Yale U.,3,282
3285,r036,"Without disability -> Top 51 U.S. institutions -> U. Connecticut, Storrs",Without disability,Top 51 U.S. institutions,"U. Connecticut, Storrs",3,275
3285,r037,"Without disability -> Top 51 U.S. institutions -> U. Tennessee, Knoxville",Without disability,Top 51 U.S. institutions,"U. Tennessee, Knoxville",3,268
3285,r038,"Without disability -> Top 51 U.S. institutions -> U. Pittsburgh, Pittsburgh",Without disability,Top 51 U.S. institutions,"U. Pittsburgh, Pittsburgh",3,262
3285,r039,"Without disability -> Top 51 U.S. institutions -> SUNY, U. Buffalo",Without disability,Top 51 U.S. institutions,"SUNY, U. Buffalo",3,257
3285,r040,Without disability -> Top 51 U.S. institutions -> Virginia Polytechnic Institute and State U.,Without disability,Top 51 U.S. institutions,Virginia Polytechnic Institute and State U.,3,257
3285,r041,Without disability -> Top 51 U.S. institutions -> Northwestern U.,Without disability,Top 51 U.S. institutions,Northwestern U.,3,254
3285,r042,"Without disability -> Top 51 U.S. institutions -> U. Illinois, Chicago",Without disability,Top 51 U.S. institutions,"U. Illinois, Chicago",3,250
3285,r043,Without disability -> Top 51 U.S. institutions -> New York U.,Without disability,Top 51 U.S. institutions,New York U.,3,242
3285,r044,"Without disability -> Top 51 U.S. institutions -> Oregon State U., Corvallis",Without disability,Top 51 U.S. institutions,"Oregon State U., Corvallis",3,242
3285,r045,Without disability -> Top 51 U.S. institutions -> Iowa State U.,Without disability,Top 51 U.S. institutions,Iowa State U.,3,239
3285,r046,"Without disability -> Top 51 U.S. institutions -> U. North Carolina, Chapel Hill",Without disability,Top 51 U.S. institutions,"U. North Carolina, Chapel Hill",3,237
3285,r047,Without disability -> Top 51 U.S. institutions -> U. Chicago,Without disability,Top 51 U.S. institutions,U. Chicago,3,235
3285,r048,Without disability -> Top 51 U.S. institutions -> Duke U.,Without disability,Top 51 U.S. institutions,Duke U.,3,233
3285,r049,"Without disability -> Top 51 U.S. institutions -> U. Massachusetts, Amherst",Without disability,Top 51 U.S. institutions,"U. Massachusetts, Amherst",3,232
3285,r050,Without disability -> Top 51 U.S. institutions -> Carnegie Mellon U.,Without disability,Top 51 U.S. institutions,Carnegie Mellon U.,3,230
3285,r051,Without disability -> Top 51 U.S. institutions -> Florida State U.,Without disability,Top 51 U.S. institutions,Florida State U.,3,228
3285,r052,Without disability -> Top 51 U.S. institutions -> U. Kentucky,Without disability,Top 51 U.S. institutions,U. Kentucky,3,224
3285,r053,Without disability -> Top 51 U.S. institutions -> U. Utah,Without disability,Top 51 U.S. institutions,U. Utah,3,224
3285,r054,Without disability -> All other institutions,Without disability,All other institutions,,2,16911
3285,r055,With disability,With disability,,,1,3292
3285,r056,With disability -> Top 53 U.S. institutions,With disability,Top 53 U.S. institutions,,2,1752
3285,r057,With disability -> Top 53 U.S. institutions -> Walden U.,With disability,Top 53 U.S. institutions,Walden U.,3,72
3285,r058,With disability -> Top 53 U.S. institutions -> U. Florida,With disability,Top 53 U.S. institutions,U. Florida,3,70
3285,r059,"With disability -> Top 53 U.S. institutions -> Texas A&M U., College Station and Health Science Center",With disability,Top 53 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,60
3285,r060,"With disability -> Top 53 U.S. institutions -> U. Michigan, Ann Arbor",With disability,Top 53 U.S. institutions,"U. Michigan, Ann Arbor",3,52
3285,r061,"With disability -> Top 53 U.S. institutions -> U. California, Berkeley",With disability,Top 53 U.S. institutions,"U. California, Berkeley",3,47
3285,r062,"With disability -> Top 53 U.S. institutions -> U. Illinois, Urbana-Champaign",With disability,Top 53 U.S. institutions,"U. Illinois, Urbana-Champaign",3,47
3285,r063,"With disability -> Top 53 U.S. institutions -> Purdue U., West Lafayette",With disability,Top 53 U.S. institutions,"Purdue U., West Lafayette",3,46
3285,r064,"With disability -> Top 53 U.S. institutions -> Ohio State U., Columbus",With disability,Top 53 U.S. institutions,"Ohio State U., Columbus",3,45
3285,r065,"With disability -> Top 53 U.S. institutions -> U. Washington, Seattle",With disability,Top 53 U.S. institutions,"U. Washington, Seattle",3,44
3285,r066,"With disability -> Top 53 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center",With disability,Top 53 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,43
3285,r067,With disability -> Top 53 U.S. institutions -> U. Wisconsin-Madison,With disability,Top 53 U.S. institutions,U. Wisconsin-Madison,3,43
3285,r068,"With disability -> Top 53 U.S. institutions -> U. California, Los Angeles",With disability,Top 53 U.S. institutions,"U. California, Los Angeles",3,41
3285,r069,With disability -> Top 53 U.S. institutions -> Harvard U.,With disability,Top 53 U.S. institutions,Harvard U.,3,40
3285,r070,"With disability -> Top 53 U.S. institutions -> U. California, San Diego",With disability,Top 53 U.S. institutions,"U. California, San Diego",3,40
3285,r071,With disability -> Top 53 U.S. institutions -> Georgia Institute of Technology,With disability,Top 53 U.S. institutions,Georgia Institute of Technology,3,38
3285,r072,With disability -> Top 53 U.S. institutions -> North Carolina State U.,With disability,Top 53 U.S. institutions,North Carolina State U.,3,38
3285,r073,"With disability -> Top 53 U.S. institutions -> U. California, Davis",With disability,Top 53 U.S. institutions,"U. California, Davis",3,38
3285,r074,"With disability -> Top 53 U.S. institutions -> U. Texas, Austin",With disability,Top 53 U.S. institutions,"U. Texas, Austin",3,38
3285,r075,With disability -> Top 53 U.S. institutions -> Michigan State U.,With disability,Top 53 U.S. institutions,Michigan State U.,3,35
3285,r076,With disability -> Top 53 U.S. institutions -> U. Arizona,With disability,Top 53 U.S. institutions,U. Arizona,3,35
3285,r077,"With disability -> Top 53 U.S. institutions -> U. California, Irvine",With disability,Top 53 U.S. institutions,"U. California, Irvine",3,35
3285,r078,With disability -> Top 53 U.S. institutions -> Johns Hopkins U.,With disability,Top 53 U.S. institutions,Johns Hopkins U.,3,32
3285,r079,With disability -> Top 53 U.S. institutions -> Cornell U.,With disability,Top 53 U.S. institutions,Cornell U.,3,31
3285,r080,With disability -> Top 53 U.S. institutions -> Columbia U. in the City of New York,With disability,Top 53 U.S. institutions,Columbia U. in the City of New York,3,30
3285,r081,With disability -> Top 53 U.S. institutions -> U. Southern California,With disability,Top 53 U.S. institutions,U. Southern California,3,30
3285,r082,With disability -> Top 53 U.S. institutions -> Yale U.,With disability,Top 53 U.S. institutions,Yale U.,3,30
3285,r083,"With disability -> Top 53 U.S. institutions -> U. Minnesota, Twin Cities",With disability,Top 53 U.S. institutions,"U. Minnesota, Twin Cities",3,29
3285,r084,With disability -> Top 53 U.S. institutions -> Kansas State U.,With disability,Top 53 U.S. institutions,Kansas State U.,3,28
3285,r085,"With disability -> Top 53 U.S. institutions -> SUNY, U. Buffalo",With disability,Top 53 U.S. institutions,"SUNY, U. Buffalo",3,27
3285,r086,"With disability -> Top 53 U.S. institutions -> U. California, Santa Barbara",With disability,Top 53 U.S. institutions,"U. California, Santa Barbara",3,27
3285,r087,"With disability -> Top 53 U.S. institutions -> U. South Florida, Tampa",With disability,Top 53 U.S. institutions,"U. South Florida, Tampa",3,27
3285,r088,With disability -> Top 53 U.S. institutions -> Washington State U.,With disability,Top 53 U.S. institutions,Washington State U.,3,27
3285,r089,With disability -> Top 53 U.S. institutions -> Duke U.,With disability,Top 53 U.S. institutions,Duke U.,3,26
3285,r090,With disability -> Top 53 U.S. institutions -> U. Georgia,With disability,Top 53 U.S. institutions,U. Georgia,3,26
3285,r091,With disability -> Top 53 U.S. institutions -> Florida State U.,With disability,Top 53 U.S. institutions,Florida State U.,3,25
3285,r092,"With disability -> Top 53 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick",With disability,Top 53 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,25
3285,r093,"With disability -> Top 53 U.S. institutions -> U. South Carolina, Columbia",With disability,Top 53 U.S. institutions,"U. South Carolina, Columbia",3,25
3285,r094,"With disability -> Top 53 U.S. institutions -> Louisiana State U., Baton Rouge",With disability,Top 53 U.S. institutions,"Louisiana State U., Baton Rouge",3,24
3285,r095,With disability -> Top 53 U.S. institutions -> U. Colorado Boulder,With disability,Top 53 U.S. institutions,U. Colorado Boulder,3,24
3285,r096,With disability -> Top 53 U.S. institutions -> U. Kentucky,With disability,Top 53 U.S. institutions,U. Kentucky,3,24
3285,r097,With disability -> Top 53 U.S. institutions -> U. Utah,With disability,Top 53 U.S. institutions,U. Utah,3,24
3285,r098,"With disability -> Top 53 U.S. institutions -> Oregon State U., Corvallis",With disability,Top 53 U.S. institutions,"Oregon State U., Corvallis",3,23
3285,r099,With disability -> Top 53 U.S. institutions -> U. Houston,With disability,Top 53 U.S. institutions,U. Houston,3,23
