table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10294,r001,All agencies,All agencies,,,,,1,88298,100179,105175,117398,116868,121875,123059,126854,131388,131452,128560
10294,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10294,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1919,1966,2048,2132,2185,2218,2254,2229,2309,2301,2290
10294,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,5,5,8,9,6,6,4,4,4,4,4
10294,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1039,1039,1099,1117,1135,1103,1149,1134,1200,1162,1095
10294,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,24,28,24,24,26,26,28,25,26,25,32
10294,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,70,70,66,75,73,91,78,80,86,88,80
10294,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1,2,2,2,1,1,0.05,0.05,0.05,1,1
10294,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,277,305,326,325,341,335,338,336,363,353,355
10294,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,6,5,7,7,7,7,7,7,6,7,5
10294,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5,6,6,6,7,7,7,7,7,7,7
10294,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,488,503,507,563,586,622,639,634,612,654,707
10294,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,4,21,4,3,4,1,4
10294,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1114,1155,1076,708,664,991,1052,1004,1122,1267,1112
10294,r015,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,23,20,24,23,22,22,25,29,47,59,102
10294,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.05,0.05,0.05,0.05,0.05,1,2,3,7,1,NA
10294,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,413,459,509,441,421,422,444,455,535,571,570
10294,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,651,652,519,240,216,541,581,511,525,629,433
10294,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,26,24,24,3,5,5,0.05,7,7,7,7
10294,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,41663,49615,52978,64311,63724,68557,68731,66775,67615,72527,65253
10294,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,na,2889,2833
10294,r022,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,10197,11741,11074,17057,13971,14687,15521,15599,15210,na,na
10294,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,14156,18146,19712,20915,21407,24483,24122,23458,26106,25855,25043
10294,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,6620,7092,6954,9847,10662,10360,11057,10048,9210,8125,6688
10294,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,10495,12392,14932,16172,17423,18834,17851,17492,16905,15345,14363
10294,r026,"All agencies -> Departments -> Department of Defense -> Operational Test and Evaluation, Director",All agencies,Departments,Department of Defense,"Operational Test and Evaluation, Director",,4,195,243,305,320,262,193,180,179,184,NA,NA
10294,r027,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,na,na,na,na,na,na,na,na,na,20313,16325
10294,r028,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,243,316,227,264,255,271,287,312,322,106,102
10294,r029,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,7010,7373,7476,7760,7433,7793,8108,8546,8986,9685,9599
10294,r030,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,NA,NA,NA,NA,NA,NA,0,0,64,118,142
10294,r031,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,23,23,24,11,11,11,14,8,13,13,14
10294,r032,All agencies -> Departments -> Department of Energy -> Civilian Radioactive Waste Management,All agencies,Departments,Department of Energy,Civilian Radioactive Waste Management,,4,63,76,74,74,53,11,8,2,0,0,0
10294,r033,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,na,na,na,72,108,54,89,87,83,90,101
10294,r034,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,735,682,584,569,431,646,729,712,915,853,910
10294,r035,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,160,69,43,50,34,32,36,13,70,67,46
10294,r036,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,471,640,500,533,366,419,306,344,350,288,286
10294,r037,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,3299,3448,3579,3625,3548,3589,3730,3489,3489,4034,3920
10294,r038,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2373,2577,2727,2733,2594,2657,2707,2444,2285,2769,2648
10294,r039,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Fissile Materials Disposition,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Fissile Materials Disposition,5,22,17,1,0,0,0,NA,NA,NA,NA,NA
