table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2020,field_2021,field_2022,field_2023
12731,r001,Alabama,Alabama,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r002,Alabama -> Public,Alabama,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r003,"Alabama -> Public -> Auburn U., Montgomery",Alabama,Public,"Auburn U., Montgomery",3,"['312', '']","['442', '']","['698', '']","['1,281', '']"
12731,r004,Alabama -> Public -> Jacksonville State U.,Alabama,Public,Jacksonville State U.,3,"['1,244', '']","['275', '']","['197', '']","['538', '']"
12731,r005,Alabama -> Public -> U. North Alabama,Alabama,Public,U. North Alabama,3,"['ne', '']","['539', '']","['650', '']","['442', '']"
12731,r006,Alabama -> Private,Alabama,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r007,"Alabama -> Private -> Alabama C., Osteopathic Medicine",Alabama,Private,"Alabama C., Osteopathic Medicine",3,"['303', '']","['184', '']","['236', '']","['311', '']"
12731,r008,Alabama -> Private -> Oakwood U.,Alabama,Private,Oakwood U.,3,"['538', '']","['474', '']","['340', '']","['427', '']"
12731,r009,Arizona,Arizona,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r010,Arizona -> Private,Arizona,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r011,Arizona -> Private -> Sonoran U. Health Sciences,Arizona,Private,Sonoran U. Health Sciences,3,"['ne', '']","['ne', '']","['520', '']","['600', '']"
12731,r012,Arkansas,Arkansas,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r013,Arkansas -> Public,Arkansas,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r014,Arkansas -> Public -> Arkansas Tech U.,Arkansas,Public,Arkansas Tech U.,3,"['856', '']","['751', '']","['921', '']","['668', '']"
12731,r015,Arkansas -> Public -> Southern Arkansas U.,Arkansas,Public,Southern Arkansas U.,3,"['275', '']","['611', '']","['281', '']","['427', '']"
12731,r016,Arkansas -> Private,Arkansas,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r017,Arkansas -> Private -> Arkansas C. of Health Education,Arkansas,Private,Arkansas C. of Health Education,3,"['900', '']","['672', '']","['301', '']","['277', '']"
12731,r018,Arkansas -> Private -> Hendrix C.,Arkansas,Private,Hendrix C.,3,"['649', '']","['651', '']","['709', '']","['587', '']"
12731,r019,Arkansas -> Private -> Ouachita Baptist U.,Arkansas,Private,Ouachita Baptist U.,3,"['268', 'i']","['217', '']","['309', '']","['378', '']"
12731,r020,California,California,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r021,California -> Public,California,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r022,"California -> Public -> California State U., Maritime Academy",California,Public,"California State U., Maritime Academy",3,"['3,202', '']","['2,799', '']","['526', '']","['305', '']"
12731,r023,California -> Private,California,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r024,California -> Private -> California Baptist U.,California,Private,California Baptist U.,3,"['ne', '']","['ne', '']","['ne', '']","['554', '']"
12731,r025,California -> Private -> California Lutheran U.,California,Private,California Lutheran U.,3,"['630', '']","['1,129', '']","['627', '']","['1,279', '']"
12731,r026,California -> Private -> Dominican U. California,California,Private,Dominican U. California,3,"['786', 'i']","['823', 'i']","['901', 'i']","['1,001', 'i']"
12731,r027,California -> Private -> Fuller Theological Seminary,California,Private,Fuller Theological Seminary,3,"['ne', '']","['ne', '']","['ne', '']","['271', '']"
12731,r028,California -> Private -> Life Chiropractic C.-West,California,Private,Life Chiropractic C.-West,3,"['ne', '']","['ne', '']","['350', '']","['350', '']"
12731,r029,California -> Private -> Palo Alto U.,California,Private,Palo Alto U.,3,"['417', '']","['428', '']","['426', '']","['473', 'i']"
12731,r030,California -> Private -> Pitzer C.,California,Private,Pitzer C.,3,"['313', '']","['225', '']","['287', '']","['330', '']"
12731,r031,California -> Private -> Point Loma Nazarene U.,California,Private,Point Loma Nazarene U.,3,"['237', '']","['505', '']","['565', '']","['482', '']"
12731,r032,California -> Private -> Southern California U. of Health Sciences,California,Private,Southern California U. of Health Sciences,3,"['420', 'i']","['418', '']","['246', '']","['378', '']"
12731,r033,California -> Private -> Westmont C.,California,Private,Westmont C.,3,"['211', '']","['295', '']","['340', 'i']","['388', 'i']"
12731,r034,California -> Private -> Whittier C.,California,Private,Whittier C.,3,"['248', '']","['300', '']","['260', 'i']","['220', '']"
12731,r035,Colorado,Colorado,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r036,Colorado -> Public,Colorado,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r037,Colorado -> Public -> Colorado Mesa U.,Colorado,Public,Colorado Mesa U.,3,"['452', '']","['823', '']","['802', '']","['443', '']"
12731,r038,Colorado -> Public -> Metropolitan State U. of Denver,Colorado,Public,Metropolitan State U. of Denver,3,"['496', '']","['416', '']","['666', '']","['651', '']"
12731,r039,Colorado -> Public -> Western Colorado U.,Colorado,Public,Western Colorado U.,3,"['571', '']","['559', '']","['826', '']","['1,166', '']"
12731,r040,Colorado -> Private,Colorado,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r041,Colorado -> Private -> Regis U.,Colorado,Private,Regis U.,3,"['311', '']","['476', '']","['744', '']","['779', '']"
12731,r042,Connecticut,Connecticut,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r043,Connecticut -> Public,Connecticut,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r044,Connecticut -> Public -> Western Connecticut State U.,Connecticut,Public,Western Connecticut State U.,3,"['539', '']","['353', '']","['399', '']","['424', '']"
12731,r045,Connecticut -> Private,Connecticut,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r046,Connecticut -> Private -> Quinnipiac U.,Connecticut,Private,Quinnipiac U.,3,"['930', 'i']","['926', 'i']","['1,069', 'i']","['1,218', 'i']"
12731,r047,Connecticut -> Private -> U. Bridgeport,Connecticut,Private,U. Bridgeport,3,"['164', '']","['ne', '']","['ne', '']","['542', '']"
12731,r048,Florida,Florida,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r049,Florida -> Private,Florida,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r050,Florida -> Private -> Barry U.,Florida,Private,Barry U.,3,"['237', '']","['343', '']","['367', '']","['469', '']"
12731,r051,Florida -> Private -> Bethune-Cookman U.,Florida,Private,Bethune-Cookman U.,3,"['636', '']","['928', '']","['707', '']","['682', '']"
12731,r052,Florida -> Private -> Eckerd C.,Florida,Private,Eckerd C.,3,"['406', '']","['367', '']","['596', '']","['1,599', '']"
12731,r053,Florida -> Private -> Jacksonville U.,Florida,Private,Jacksonville U.,3,"['459', '']","['460', '']","['162', '']","['200', '']"
12731,r054,Florida -> Private -> Keiser U.,Florida,Private,Keiser U.,3,"['423', '']","['443', 'i']","['485', 'i']","['539', 'i']"
12731,r055,Florida -> Private -> Rollins C.,Florida,Private,Rollins C.,3,"['414', '']","['533', '']","['532', '']","['995', '']"
12731,r056,Florida -> Private -> Stetson U.,Florida,Private,Stetson U.,3,"['670', '']","['611', '']","['580', '']","['513', '']"
12731,r057,Florida -> Private -> U. Tampa,Florida,Private,U. Tampa,3,"['559', '']","['551', '']","['886', '']","['883', '']"
12731,r058,Georgia,Georgia,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r059,Georgia -> Public,Georgia,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r060,Georgia -> Public -> Clayton State U.,Georgia,Public,Clayton State U.,3,"['346', '']","['616', '']","['600', '']","['732', '']"
12731,r061,Georgia -> Public -> Columbus State U.,Georgia,Public,Columbus State U.,3,"['261', '']","['206', '']","['271', '']","['276', '']"
12731,r062,Georgia -> Public -> Georgia C. and State U.,Georgia,Public,Georgia C. and State U.,3,"['270', '']","['247', '']","['216', '']","['294', '']"
12731,r063,Georgia -> Public -> Georgia Gwinnett C.,Georgia,Public,Georgia Gwinnett C.,3,"['478', '']","['489', '']","['367', '']","['249', '']"
12731,r064,Georgia -> Public -> U. West Georgia,Georgia,Public,U. West Georgia,3,"['483', '']","['396', 'i']","['309', '']","['574', '']"
12731,r065,Georgia -> Public -> Valdosta State U.,Georgia,Public,Valdosta State U.,3,"['496', '']","['423', '']","['262', '']","['225', '']"
12731,r066,Georgia -> Private,Georgia,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r067,Georgia -> Private -> Agnes Scott C.,Georgia,Private,Agnes Scott C.,3,"['152', '']","['351', '']","['433', '']","['494', 'i']"
12731,r068,Georgia -> Private -> Berry C.,Georgia,Private,Berry C.,3,"['646', '']","['371', '']","['541', '']","['1,046', '']"
12731,r069,Georgia -> Private -> Life U.,Georgia,Private,Life U.,3,"['429', '']","['364', '']","['419', '']","['248', '']"
12731,r070,Idaho,Idaho,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r071,Idaho -> Public,Idaho,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r072,Idaho -> Public -> Lewis-Clark State C.,Idaho,Public,Lewis-Clark State C.,3,"['660', '']","['401', '']","['582', '']","['468', '']"
12731,r073,Idaho -> Private,Idaho,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r074,Idaho -> Private -> Northwest Nazarene U.,Idaho,Private,Northwest Nazarene U.,3,"['408', '']","['442', '']","['509', '']","['456', '']"
12731,r075,Illinois,Illinois,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r076,Illinois -> Public,Illinois,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r077,Illinois -> Public -> Eastern Illinois U.,Illinois,Public,Eastern Illinois U.,3,"['540', '']","['529', '']","['553', '']","['869', '']"
12731,r078,Illinois -> Private,Illinois,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r079,Illinois -> Private -> Augustana C.,Illinois,Private,Augustana C.,3,"['205', '']","['271', '']","['353', '']","['351', '']"
12731,r080,Illinois -> Private -> Benedictine U.,Illinois,Private,Benedictine U.,3,"['ne', '']","['ne', '']","['150', '']","['489', '']"
12731,r081,Illinois -> Private -> Bradley U.,Illinois,Private,Bradley U.,3,"['851', '']","['416', '']","['240', '']","['301', '']"
12731,r082,Illinois -> Private -> Elmhurst U.,Illinois,Private,Elmhurst U.,3,"['209', '']","['464', '']","['676', '']","['613', '']"
12731,r083,Illinois -> Private -> Illinois C. of Optometry,Illinois,Private,Illinois C. of Optometry,3,"['478', '']","['490', '']","['831', '']","['1,324', '']"
12731,r084,Illinois -> Private -> Lake Forest C.,Illinois,Private,Lake Forest C.,3,"['372', '']","['267', '']","['493', '']","['562', 'i']"
12731,r085,Indiana,Indiana,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r086,Indiana -> Public,Indiana,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r087,"Indiana -> Public -> Indiana U., Kokomo",Indiana,Public,"Indiana U., Kokomo",3,"['483', '']","['441', '']","['490', '']","['429', '']"
12731,r088,"Indiana -> Public -> Indiana U., Northwest",Indiana,Public,"Indiana U., Northwest",3,"['488', '']","['553', '']","['495', '']","['253', '']"
12731,r089,"Indiana -> Public -> Indiana U., Southeast",Indiana,Public,"Indiana U., Southeast",3,"['582', '']","['591', '']","['523', '']","['421', '']"
12731,r090,Indiana -> Private,Indiana,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r091,Indiana -> Private -> DePauw U.,Indiana,Private,DePauw U.,3,"['253', '']","['304', '']","['175', '']","['430', '']"
12731,r092,Indiana -> Private -> Earlham C.,Indiana,Private,Earlham C.,3,"['165', '']","['287', '']","['405', '']","['815', '']"
12731,r093,Indiana -> Private -> Indiana Wesleyan U.,Indiana,Private,Indiana Wesleyan U.,3,"['316', '']","['878', '']","['722', '']","['852', '']"
12731,r094,Indiana -> Private -> Manchester U.,Indiana,Private,Manchester U.,3,"['286', '']","['266', '']","['303', '']","['249', '']"
12731,r095,Indiana -> Private -> Taylor U.,Indiana,Private,Taylor U.,3,"['232', '']","['214', '']","['204', '']","['346', '']"
12731,r096,Indiana -> Private -> U. Evansville,Indiana,Private,U. Evansville,3,"['245', '']","['284', '']","['285', '']","['336', '']"
12731,r097,Indiana -> Private -> Valparaiso U.,Indiana,Private,Valparaiso U.,3,"['718', '']","['925', '']","['688', '']","['1,036', '']"
12731,r098,Indiana -> Private -> Wabash C.,Indiana,Private,Wabash C.,3,"['ne', '']","['ne', '']","['465', '']","['370', '']"
12731,r099,Iowa,Iowa,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r100,Iowa -> Private,Iowa,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r101,Iowa -> Private -> Coe C.,Iowa,Private,Coe C.,3,"['561', '']","['538', '']","['614', '']","['802', '']"
12731,r102,Iowa -> Private -> Cornell C.,Iowa,Private,Cornell C.,3,"['370', '']","['464', '']","['409', '']","['563', '']"
12731,r103,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,3,"['1,106', '']","['696', '']","['679', '']","['712', '']"
12731,r104,Iowa -> Private -> Luther C.,Iowa,Private,Luther C.,3,"['365', '']","['289', 'i']","['212', '']","['217', '']"
12731,r105,Kansas,Kansas,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r106,Kansas -> Public,Kansas,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r107,Kansas -> Public -> Emporia State U.,Kansas,Public,Emporia State U.,3,"['594', '']","['586', '']","['510', '']","['816', '']"
12731,r108,Kansas -> Public -> Fort Hays State U.,Kansas,Public,Fort Hays State U.,3,"['1,172', '']","['800', '']","['641', '']","['732', '']"
12731,r109,Kentucky,Kentucky,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r110,Kentucky -> Private,Kentucky,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r111,Kentucky -> Private -> Centre C.,Kentucky,Private,Centre C.,3,"['376', '']","['265', '']","['314', '']","['232', '']"
12731,r112,Louisiana,Louisiana,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r113,Louisiana -> Public,Louisiana,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r114,"Louisiana -> Public -> Louisiana State U., Shreveport",Louisiana,Public,"Louisiana State U., Shreveport",3,"['494', '']","['462', '']","['723', '']","['725', '']"
12731,r115,Louisiana -> Public -> McNeese State U.,Louisiana,Public,McNeese State U.,3,"['585', '']","['664', '']","['432', '']","['435', '']"
12731,r116,Louisiana -> Public -> Nicholls State U.,Louisiana,Public,Nicholls State U.,3,"['650', '']","['551', '']","['687', '']","['1,259', '']"
12731,r117,Louisiana -> Private,Louisiana,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r118,"Louisiana -> Private -> Loyola U., New Orleans",Louisiana,Private,"Loyola U., New Orleans",3,"['338', '']","['476', '']","['911', '']","['419', '']"
12731,r119,Maine,Maine,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r120,Maine -> Public,Maine,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r121,Maine -> Public -> Maine Maritime Academy,Maine,Public,Maine Maritime Academy,3,"['ne', '']","['ne', '']","['198', '']","['203', '']"
12731,r122,Maine -> Public -> U. Maine Farmington,Maine,Public,U. Maine Farmington,3,"['961', '&nbsp;']","['996', 'i']","['1,174', 'i']","['1,289', 'i']"
12731,r123,"Maine -> Public -> U. Maine, Augusta",Maine,Public,"U. Maine, Augusta",3,"['ne', '']","['ne', '']","['ne', '']","['317', '']"
12731,r124,Maryland,Maryland,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r125,Maryland -> Public,Maryland,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r126,Maryland -> Public -> Coppin State U.,Maryland,Public,Coppin State U.,3,"['202', '']","['299', '']","['398', '']","['357', '']"
12731,r127,Maryland -> Private,Maryland,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r128,"Maryland -> Private -> Loyola U., Maryland",Maryland,Private,"Loyola U., Maryland",3,"['672', '']","['628', '']","['866', '']","['1,110', '']"
12731,r129,Maryland -> Private -> Maryland Institute C. of Art,Maryland,Private,Maryland Institute C. of Art,3,"['618', '']","['634', '']","['407', '']","['292', '']"
12731,r130,Massachusetts,Massachusetts,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r131,Massachusetts -> Public,Massachusetts,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r132,Massachusetts -> Public -> Bridgewater State U.,Massachusetts,Public,Bridgewater State U.,3,"['345', '']","['522', '']","['954', '']","['750', '']"
12731,r133,Massachusetts -> Private,Massachusetts,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r134,Massachusetts -> Private -> C. of the Holy Cross,Massachusetts,Private,C. of the Holy Cross,3,"['321', '']","['445', '']","['688', '']","['893', '']"
12731,r135,Massachusetts -> Private -> Emerson C.,Massachusetts,Private,Emerson C.,3,"['919', '']","['581', '']","['581', '']","['665', '']"
12731,r136,Massachusetts -> Private -> Hult International Business School,Massachusetts,Private,Hult International Business School,3,"['910', 'i']","['953', 'i']","['1,043', 'i']","['1,159', 'i']"
12731,r137,Massachusetts -> Private -> MCPHS U.,Massachusetts,Private,MCPHS U.,3,"['473', '']","['346', '']","['290', '']","['426', '']"
12731,r138,Massachusetts -> Private -> Simmons U.,Massachusetts,Private,Simmons U.,3,"['604', '']","['487', '']","['668', '']","['620', '']"
12731,r139,Massachusetts -> Private -> Stonehill C.,Massachusetts,Private,Stonehill C.,3,"['833', '']","['695', '']","['772', '']","['542', '']"
12731,r140,Michigan,Michigan,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r141,Michigan -> Public,Michigan,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r142,"Michigan -> Public -> U. Michigan, Flint",Michigan,Public,"U. Michigan, Flint",3,"['1,247', '']","['752', '']","['933', '']","['1,243', '']"
12731,r143,Michigan -> Private,Michigan,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r144,Michigan -> Private -> Kalamazoo C.,Michigan,Private,Kalamazoo C.,3,"['603', 'i']","['600', 'i']","['692', 'i']","['789', 'i']"
12731,r145,Michigan -> Private -> Kettering U.,Michigan,Private,Kettering U.,3,"['2,081', '']","['1,315', '']","['816', '']","['641', '']"
12731,r146,Minnesota,Minnesota,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r147,Minnesota -> Public,Minnesota,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r148,Minnesota -> Public -> Metropolitan State U.,Minnesota,Public,Metropolitan State U.,3,"['156', 'i']","['162', 'i']","['176', 'i']","['196', 'i']"
12731,r149,"Minnesota -> Public -> Minnesota State U., Moorhead",Minnesota,Public,"Minnesota State U., Moorhead",3,"['169', '']","['462', '']","['420', 'i']","['378', '']"
12731,r150,"Minnesota -> Public -> U. Minnesota, Crookston",Minnesota,Public,"U. Minnesota, Crookston",3,"['210', '']","['ne', '']","['ne', '']","['358', '']"
12731,r151,"Minnesota -> Public -> U. Minnesota, Morris",Minnesota,Public,"U. Minnesota, Morris",3,"['1,004', '']","['855', '']","['805', '']","['698', '']"
12731,r152,"Minnesota -> Public -> U. Minnesota, Rochester",Minnesota,Public,"U. Minnesota, Rochester",3,"['733', '']","['730', '']","['784', '']","['1,192', '']"
12731,r153,Minnesota -> Private,Minnesota,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r154,Minnesota -> Private -> Augsburg U.,Minnesota,Private,Augsburg U.,3,"['883', '']","['815', '']","['815', '']","['917', '']"
12731,r155,"Minnesota -> Private -> Concordia C., Moorhead",Minnesota,Private,"Concordia C., Moorhead",3,"['275', '']","['308', '']","['291', '']","['589', '']"
12731,r156,Minnesota -> Private -> Hamline U.,Minnesota,Private,Hamline U.,3,"['ne', '']","['493', '']","['162', '']","['241', '']"
12731,r157,Minnesota -> Private -> Saint Mary's U. Minnesota,Minnesota,Private,Saint Mary's U. Minnesota,3,"['610', '']","['640', '']","['889', '']","['789', '']"
12731,r158,Minnesota -> Private -> St. Catherine U.,Minnesota,Private,St. Catherine U.,3,"['963', '']","['1,157', '']","['933', '']","['1,060', '']"
12731,r159,Mississippi,Mississippi,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r160,Mississippi -> Public,Mississippi,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r161,Mississippi -> Public -> Delta State U.,Mississippi,Public,Delta State U.,3,"['592', '']","['238', '']","['673', '']","['351', '']"
12731,r162,Mississippi -> Public -> Mississippi Valley State U.,Mississippi,Public,Mississippi Valley State U.,3,"['653', '']","['391', '']","['344', '']","['233', '']"
12731,r163,Mississippi -> Private,Mississippi,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r164,Mississippi -> Private -> William Carey U.,Mississippi,Private,William Carey U.,3,"['ne', '']","['ne', '']","['ne', '']","['170', '']"
12731,r165,Missouri,Missouri,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r166,Missouri -> Public,Missouri,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r167,Missouri -> Public -> Northwest Missouri State U.,Missouri,Public,Northwest Missouri State U.,3,"['239', '']","['190', '']","['231', '']","['360', '']"
12731,r168,Missouri -> Public -> Truman State U.,Missouri,Public,Truman State U.,3,"['296', '']","['237', '']","['327', '']","['318', '']"
12731,r169,Missouri -> Public -> U. Central Missouri,Missouri,Public,U. Central Missouri,3,"['401', '']","['495', '']","['642', '']","['715', '']"
12731,r170,Missouri -> Private,Missouri,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12731,r171,Missouri -> Private -> A. T. Still U. of Health Sciences,Missouri,Private,A. T. Still U. of Health Sciences,3,"['656', '']","['448', '']","['517', '']","['345', '']"
12731,r172,Missouri -> Private -> Graduate School of the Stowers Institute for Medical Research,Missouri,Private,Graduate School of the Stowers Institute for Medical Research,3,"['416', '']","['555', '']","['780', '']","['666', '']"
