table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_level_3,_b_institution_b_hierarchy_depth,field_rank,field_doctorate_recipients
9502,r001,All institutions (457 institutions),All institutions (457 institutions),,,1,-,19633
9502,r002,All institutions (457 institutions) -> From top 20 institutions,All institutions (457 institutions),From top 20 institutions,,2,-,5543
9502,r003,"All institutions (457 institutions) -> From top 20 institutions -> Purdue U., West Lafayette",All institutions (457 institutions),From top 20 institutions,"Purdue U., West Lafayette",3,1,438
9502,r004,"All institutions (457 institutions) -> From top 20 institutions -> U. Illinois, Urbana-Champaign",All institutions (457 institutions),From top 20 institutions,"U. Illinois, Urbana-Champaign",3,2,417
9502,r005,"All institutions (457 institutions) -> From top 20 institutions -> Texas A&M U., College Station",All institutions (457 institutions),From top 20 institutions,"Texas A&M U., College Station",3,3,398
9502,r006,All institutions (457 institutions) -> From top 20 institutions -> U. Florida,All institutions (457 institutions),From top 20 institutions,U. Florida,3,4,338
9502,r007,"All institutions (457 institutions) -> From top 20 institutions -> U. Michigan, Ann Arbor",All institutions (457 institutions),From top 20 institutions,"U. Michigan, Ann Arbor",3,5,318
9502,r008,All institutions (457 institutions) -> From top 20 institutions -> Massachusetts Institute of Technology,All institutions (457 institutions),From top 20 institutions,Massachusetts Institute of Technology,3,6,311
9502,r009,All institutions (457 institutions) -> From top 20 institutions -> Georgia Institute of Technology,All institutions (457 institutions),From top 20 institutions,Georgia Institute of Technology,3,7,280
9502,r010,"All institutions (457 institutions) -> From top 20 institutions -> U. California, Los Angeles",All institutions (457 institutions),From top 20 institutions,"U. California, Los Angeles",3,8,275
9502,r011,All institutions (457 institutions) -> From top 20 institutions -> U. Wisconsin-Madison,All institutions (457 institutions),From top 20 institutions,U. Wisconsin-Madison,3,9,263
9502,r012,"All institutions (457 institutions) -> From top 20 institutions -> U. Texas, Austin",All institutions (457 institutions),From top 20 institutions,"U. Texas, Austin",3,10,252
9502,r013,All institutions (457 institutions) -> From top 20 institutions -> North Carolina State U.,All institutions (457 institutions),From top 20 institutions,North Carolina State U.,3,11,249
9502,r014,"All institutions (457 institutions) -> From top 20 institutions -> U. Minnesota, Twin Cities",All institutions (457 institutions),From top 20 institutions,"U. Minnesota, Twin Cities",3,12,247
9502,r015,"All institutions (457 institutions) -> From top 20 institutions -> Ohio State U., Columbus",All institutions (457 institutions),From top 20 institutions,"Ohio State U., Columbus",3,13,237
9502,r016,All institutions (457 institutions) -> From top 20 institutions -> Harvard U.,All institutions (457 institutions),From top 20 institutions,Harvard U.,3,14,226
9502,r017,"All institutions (457 institutions) -> From top 20 institutions -> U. California, Berkeley",All institutions (457 institutions),From top 20 institutions,"U. California, Berkeley",3,14,226
9502,r018,All institutions (457 institutions) -> From top 20 institutions -> Cornell U.,All institutions (457 institutions),From top 20 institutions,Cornell U.,3,16,223
9502,r019,All institutions (457 institutions) -> From top 20 institutions -> U. Southern California,All institutions (457 institutions),From top 20 institutions,U. Southern California,3,17,218
9502,r020,All institutions (457 institutions) -> From top 20 institutions -> Pennsylvania State U.,All institutions (457 institutions),From top 20 institutions,Pennsylvania State U.,3,18,214
9502,r021,"All institutions (457 institutions) -> From top 20 institutions -> U. California, San Diego",All institutions (457 institutions),From top 20 institutions,"U. California, San Diego",3,19,210
9502,r022,All institutions (457 institutions) -> From top 20 institutions -> Columbia U. in the City of New York,All institutions (457 institutions),From top 20 institutions,Columbia U. in the City of New York,3,20,203
