table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
6067,r001,1975,Total,,1,47055
6067,r002,1975,DOD,Number,2,5061
6067,r003,1975,DOD,Percent,2,10.8
6067,r004,1975,DOE,Number,2,NA
6067,r005,1975,DOE,Percent,2,NA
6067,r006,1975,HHS: NIH,Number,2,12141
6067,r007,1975,HHS: NIH,Percent,2,25.8
6067,r008,1975,HHS: Other HHS,Number,2,7836
6067,r009,1975,HHS: Other HHS,Percent,2,16.7
6067,r010,1975,NASA,Number,2,NA
6067,r011,1975,NASA,Percent,2,NA
6067,r012,1975,NSF,Number,2,8790
6067,r013,1975,NSF,Percent,2,18.7
6067,r014,1975,USDA,Number,2,NA
6067,r015,1975,USDA,Percent,2,NA
6067,r016,1975,Other,Number,2,13227
6067,r017,1975,Other,Percent,2,28.1
6067,r018,1976,Total,,1,49036
6067,r019,1976,DOD,Number,2,4772
6067,r020,1976,DOD,Percent,2,9.7
6067,r021,1976,DOE,Number,2,NA
6067,r022,1976,DOE,Percent,2,NA
6067,r023,1976,HHS: NIH,Number,2,11307
6067,r024,1976,HHS: NIH,Percent,2,23.1
6067,r025,1976,HHS: Other HHS,Number,2,8341
6067,r026,1976,HHS: Other HHS,Percent,2,17.0
6067,r027,1976,NASA,Number,2,NA
6067,r028,1976,NASA,Percent,2,NA
6067,r029,1976,NSF,Number,2,8953
6067,r030,1976,NSF,Percent,2,18.3
6067,r031,1976,USDA,Number,2,NA
6067,r032,1976,USDA,Percent,2,NA
6067,r033,1976,Other,Number,2,15663
6067,r034,1976,Other,Percent,2,31.9
6067,r035,1977,Total,,1,50809
6067,r036,1977,DOD,Number,2,4971
6067,r037,1977,DOD,Percent,2,9.8
6067,r038,1977,DOE,Number,2,NA
6067,r039,1977,DOE,Percent,2,NA
6067,r040,1977,HHS: NIH,Number,2,10861
6067,r041,1977,HHS: NIH,Percent,2,21.4
6067,r042,1977,HHS: Other HHS,Number,2,9397
6067,r043,1977,HHS: Other HHS,Percent,2,18.5
6067,r044,1977,NASA,Number,2,NA
6067,r045,1977,NASA,Percent,2,NA
6067,r046,1977,NSF,Number,2,9018
6067,r047,1977,NSF,Percent,2,17.7
6067,r048,1977,USDA,Number,2,NA
6067,r049,1977,USDA,Percent,2,NA
6067,r050,1977,Other,Number,2,16562
6067,r051,1977,Other,Percent,2,32.6
6067,r052,1978<sup>a</sup>,Total,,1,51984
6067,r053,1978<sup>a</sup>,DOD,Number,2,NA
6067,r054,1978<sup>a</sup>,DOD,Percent,2,NA
6067,r055,1978<sup>a</sup>,DOE,Number,2,NA
6067,r056,1978<sup>a</sup>,DOE,Percent,2,NA
6067,r057,1978<sup>a</sup>,HHS: NIH,Number,2,10825
6067,r058,1978<sup>a</sup>,HHS: NIH,Percent,2,20.8
6067,r059,1978<sup>a</sup>,HHS: Other HHS,Number,2,10060
6067,r060,1978<sup>a</sup>,HHS: Other HHS,Percent,2,19.4
6067,r061,1978<sup>a</sup>,NASA,Number,2,NA
6067,r062,1978<sup>a</sup>,NASA,Percent,2,NA
6067,r063,1978<sup>a</sup>,NSF,Number,2,9007
6067,r064,1978<sup>a</sup>,NSF,Percent,2,17.3
6067,r065,1978<sup>a</sup>,USDA,Number,2,NA
6067,r066,1978<sup>a</sup>,USDA,Percent,2,NA
6067,r067,1978<sup>a</sup>,Other,Number,2,22092
6067,r068,1978<sup>a</sup>,Other,Percent,2,42.5
6067,r069,1979,Total,,1,52682
6067,r070,1979,DOD,Number,2,4990
6067,r071,1979,DOD,Percent,2,9.5
6067,r072,1979,DOE,Number,2,NA
6067,r073,1979,DOE,Percent,2,NA
6067,r074,1979,HHS: NIH,Number,2,11648
6067,r075,1979,HHS: NIH,Percent,2,22.1
6067,r076,1979,HHS: Other HHS,Number,2,10482
6067,r077,1979,HHS: Other HHS,Percent,2,19.9
6067,r078,1979,NASA,Number,2,NA
6067,r079,1979,NASA,Percent,2,NA
6067,r080,1979,NSF,Number,2,9366
6067,r081,1979,NSF,Percent,2,17.8
6067,r082,1979,USDA,Number,2,NA
6067,r083,1979,USDA,Percent,2,NA
6067,r084,1979,Other,Number,2,16196
6067,r085,1979,Other,Percent,2,30.7
6067,r086,1980,Total,,1,52959
6067,r087,1980,DOD,Number,2,5251
6067,r088,1980,DOD,Percent,2,9.9
6067,r089,1980,DOE,Number,2,NA
6067,r090,1980,DOE,Percent,2,NA
6067,r091,1980,HHS: NIH,Number,2,11499
6067,r092,1980,HHS: NIH,Percent,2,21.7
6067,r093,1980,HHS: Other HHS,Number,2,7522
6067,r094,1980,HHS: Other HHS,Percent,2,14.2
6067,r095,1980,NASA,Number,2,NA
6067,r096,1980,NASA,Percent,2,NA
6067,r097,1980,NSF,Number,2,9348
6067,r098,1980,NSF,Percent,2,17.7
6067,r099,1980,USDA,Number,2,NA
6067,r100,1980,USDA,Percent,2,NA
6067,r101,1980,Other,Number,2,19339
6067,r102,1980,Other,Percent,2,36.5
6067,r103,1981,Total,,1,50896
6067,r104,1981,DOD,Number,2,5664
6067,r105,1981,DOD,Percent,2,11.1
6067,r106,1981,DOE,Number,2,NA
6067,r107,1981,DOE,Percent,2,NA
6067,r108,1981,HHS: NIH,Number,2,11179
6067,r109,1981,HHS: NIH,Percent,2,22.0
6067,r110,1981,HHS: Other HHS,Number,2,6429
6067,r111,1981,HHS: Other HHS,Percent,2,12.6
6067,r112,1981,NASA,Number,2,NA
6067,r113,1981,NASA,Percent,2,NA
6067,r114,1981,NSF,Number,2,9143
6067,r115,1981,NSF,Percent,2,18.0
6067,r116,1981,USDA,Number,2,NA
6067,r117,1981,USDA,Percent,2,NA
6067,r118,1981,Other,Number,2,18481
6067,r119,1981,Other,Percent,2,36.3
6067,r120,1982,Total,,1,47403
6067,r121,1982,DOD,Number,2,5941
6067,r122,1982,DOD,Percent,2,12.5
6067,r123,1982,DOE,Number,2,NA
6067,r124,1982,DOE,Percent,2,NA
6067,r125,1982,HHS: NIH,Number,2,10814
6067,r126,1982,HHS: NIH,Percent,2,22.8
6067,r127,1982,HHS: Other HHS,Number,2,4975
6067,r128,1982,HHS: Other HHS,Percent,2,10.5
6067,r129,1982,NASA,Number,2,NA
6067,r130,1982,NASA,Percent,2,NA
6067,r131,1982,NSF,Number,2,9257
6067,r132,1982,NSF,Percent,2,19.5
6067,r133,1982,USDA,Number,2,NA
6067,r134,1982,USDA,Percent,2,NA
