table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
1428,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['674', '  ']","['488', '  ']","['30', '  ']","['126', '  ']","['61', ' ']"
1428,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['406', '  ']","['310', '  ']","['21', '  ']","['58', '  ']","['38', ' ']"
1428,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['14', '  ']","['9', 'i ']","['*', 'i ']","['3', '  ']","['2', 'i']"
1428,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['3', '  ']","['2', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['1', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i']"
1428,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['2', '  ']","['2', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['*', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i']"
1428,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['*', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', ' ']"
1428,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['63', '  ']","['38', '  ']","['8', '  ']","['11', '  ']","['14', ' ']"
1428,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['5', '  ']","['2', '  ']","['1', '  ']","['2', '  ']","['1', ' ']"
1428,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['3', '  ']","['2', '  ']","['*', '  ']","['1', '  ']","['*', ' ']"
1428,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,4,3253,"['2', 'i ']","['1', 'i ']","['*', 'i ']","['1', 'i ']","['*', 'i']"
1428,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['39', '  ']","['22', '  ']","['6', '  ']","['5', '  ']","['12', ' ']"
1428,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['7', '  ']","['6', '  ']","['1', '  ']","['1', '  ']","['1', ' ']"
1428,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['7', '  ']","['4', '  ']","['*', '  ']","['2', '  ']","['1', ' ']"
1428,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['8', '  ']","['4', '  ']","['1', '  ']","['2', '  ']","['1', ' ']"
1428,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1', '  ']","['1', 'i ']","['*', 'i ']","['1', '  ']","['*', ' ']"
1428,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3', '  ']","['2', '  ']","['*', '  ']","['*', '  ']","['1', ' ']"
1428,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['35', '  ']","['28', '  ']","['1', 'i ']","['5', 'i ']","['2', 'i']"
1428,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,"['6', '  ']","['5', '  ']","['*', '  ']","['1', '  ']","['*', ' ']"
1428,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5', '  ']","['4', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['4', '  ']","['4', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['20', '  ']","['15', 'i ']","['1', 'i ']","['3', 'i ']","['1', 'i']"
1428,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['160', '  ']","['134', '  ']","['6', 'i ']","['15', 'i ']","['11', ' ']"
1428,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['29', '  ']","['25', '  ']","['*', '  ']","['3', '  ']","['2', ' ']"
1428,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['61', '  ']","['55', 'i ']","['2', 'i ']","['3', 'i ']","['2', ' ']"
1428,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['30', '  ']","['24', '  ']","['2', 'i ']","['4', 'i ']","['3', 'i']"
1428,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['7', '  ']","['4', 'i ']","['1', 'i ']","['2', 'i ']","['1', 'i']"
1428,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['4', '  ']","['3', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['20', '  ']","['16', '  ']","['1', 'i ']","['2', 'i ']","['1', 'i']"
1428,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['40', '  ']","['31', 'i ']","['2', 'i ']","['5', '  ']","['5', ' ']"
1428,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['23', '  ']","['21', 'i ']","['1', '  ']","['2', '  ']","['*', ' ']"
1428,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['68', '  ']","['54', '  ']","['2', '  ']","['12', '  ']","['2', ' ']"
1428,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['43', '  ']","['34', '  ']","['1', 'i ']","['7', '  ']","['2', ' ']"
1428,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['24', '  ']","['18', '  ']","['1', '  ']","['5', '  ']","['*', ' ']"
1428,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['24', '  ']","['18', '  ']","['1', '  ']","['5', '  ']","['*', ' ']"
1428,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', ' ']"
1428,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1428,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2', '  ']","['1', 'i ']","['*', '  ']","['*', 'i ']","['*', ' ']"
1428,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['22', '  ']","['15', '  ']","['1', '  ']","['5', '  ']","['2', ' ']"
1428,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['17', '  ']","['12', '  ']","['1', '  ']","['5', '  ']","['1', ' ']"
1428,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['5', 'i ']","['3', 'i ']","['*', 'i ']","['1', '  ']","['1', ' ']"
1428,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['268', '  ']","['177', '  ']","['8', '  ']","['67', '  ']","['23', ' ']"
1428,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['2', '  ']","['2', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', ' ']"
1428,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['*', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i']"
1428,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['1', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['1', 'i']"
1428,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', ' ']"
1428,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['137', '  ']","['104', '  ']","['4', '  ']","['21', '  ']","['12', ' ']"
1428,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['98', '  ']","['81', '  ']","['2', '  ']","['7', '  ']","['10', ' ']"
1428,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', '  ']","['*', 'i ']","['0', '  ']","['*', '  ']","['*', ' ']"
1428,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['98', '  ']","['81', '  ']","['2', '  ']","['7', '  ']","['10', ' ']"
1428,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['1', 'i ']","['*', 'i ']","['*', 'i ']","['1', 'i ']","['*', 'i']"
1428,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['25', '  ']","['13', '  ']","['1', '  ']","['11', '  ']","['1', ' ']"
1428,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['13', '  ']","['9', '  ']","['2', '  ']","['3', '  ']","['*', 'i']"
1428,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['10', '  ']","['7', '  ']","['*', '  ']","['3', '  ']","['*', 'i']"
1428,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', ' ']"
1428,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', ' ']"
1428,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', ' ']"
1428,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['114', '  ']","['64', '  ']","['4', '  ']","['42', '  ']","['9', ' ']"
1428,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['6', '  ']","['6', '  ']","['1', '  ']","['*', '  ']","['*', ' ']"
1428,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['48', '  ']","['40', '  ']","['2', '  ']","['3', '  ']","['5', ' ']"
1428,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['55', '  ']","['14', '  ']","['1', '  ']","['37', '  ']","['4', ' ']"
1428,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['14', '  ']","['8', '  ']","['1', '  ']","['5', '  ']","['*', ' ']"
1428,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['40', '  ']","['5', 'i ']","['1', 'i ']","['31', '  ']","['4', ' ']"
1428,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['*', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i']"
1428,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['6', '  ']","['4', 'i ']","['*', 'i ']","['1', 'i ']","['*', 'i']"
