table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
1428,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', 'i']"
1428,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['1', ' ']"
1428,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['674', '  ']","['488', '  ']","['30', '  ']","['126', '  ']","['61', ' ']"
1428,r074,All companies (number of domestic employees) -> Micro companies<sup>b</sup>,All companies (number of domestic employees),Micro companies<sup>b</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1428,r075,All companies (number of domestic employees) -> Micro companies<sup>b</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>b</sup>,5&#8211;9,,,3,–,"['2', '  ']","['1', 'i ']","['*', '  ']","['2', '  ']","['*', 'i']"
1428,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1428,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['3', '  ']","['2', 'i ']","['*', '  ']","['*', 'i ']","['*', 'i']"
1428,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['7', '  ']","['5', '  ']","['1', '  ']","['1', 'i ']","['*', 'i']"
1428,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1428,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['7', '  ']","['5', '  ']","['*', 'i ']","['1', 'i ']","['1', ' ']"
1428,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['15', '  ']","['11', '  ']","['*', '  ']","['3', '  ']","['1', ' ']"
1428,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1428,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['18', '  ']","['14', '  ']","['1', '  ']","['3', '  ']","['1', ' ']"
1428,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['24', '  ']","['17', '  ']","['1', '  ']","['5', '  ']","['2', ' ']"
1428,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['163', '  ']","['120', '  ']","['7', 'i ']","['32', '  ']","['11', ' ']"
1428,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['78', '  ']","['56', '  ']","['5', 'i ']","['15', 'i ']","['7', ' ']"
1428,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['130', '  ']","['74', '  ']","['7', '  ']","['41', '  ']","['15', ' ']"
1428,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['226', '  ']","['182', '  ']","['8', '  ']","['23', '  ']","['22', ' ']"
