table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_sales_r_d_performers_or_fundersa_worldwide,field_sales_r_d_performers_or_fundersa_domestic,field_sales_r_d_performers_or_fundersa_foreign,field_sales_domestic_r_d_performersb_worldwide,field_sales_domestic_r_d_performersb_domestic,field_sales_domestic_r_d_performersb_foreign
2037,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['506,634', '  ']","['323,082', '  ']","['183,552', '  ']","['505,363', '  ']","['321,852', '  ']","['183,511', '  ']"
2037,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['71,107', '  ']","['46,786', '  ']","['24,321', '  ']","['70,649', '  ']","['46,327', '  ']","['24,321', '  ']"
2037,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['37,934', '  ']","['20,067', '  ']","['17,866', '  ']","['37,934', '  ']","['20,067', '  ']","['17,866', '  ']"
2037,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['66,516', '  ']","['35,990', '  ']","['30,526', '  ']","['66,434', '  ']","['35,908', '  ']","['30,526', '  ']"
2037,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['331,077', '  ']","['220,238', '  ']","['110,839', '  ']","['330,347', '  ']","['219,549', '  ']","['110,798', '  ']"
2037,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['1,182,375', '  ']","['697,118', '  ']","['485,257', '  ']","['1,181,501', '  ']","['696,277', '  ']","['485,224', '  ']"
2037,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['129,733', '  ']","['88,593', '  ']","['41,140', '  ']","['129,389', '  ']","['88,248', '  ']","['41,140', '  ']"
2037,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['297,753', '  ']","['171,921', '  ']","['125,833', '  ']","['297,569', '  ']","['171,757', '  ']","['125,813', '  ']"
2037,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['252,030', '  ']","['168,019', '  ']","['84,011', '  ']","['251,706', '  ']","['167,704', '  ']","['84,002', '  ']"
2037,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['41,084', '  ']","['22,449', '  ']","['18,635', '  ']","['40,916', '  ']","['22,281', '  ']","['18,635', '  ']"
2037,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['103,021', '  ']","['76,530', '  ']","['26,491', '  ']","['103,021', '  ']","['76,530', '  ']","['26,491', '  ']"
2037,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['107,924', '  ']","['69,039', '  ']","['38,885', '  ']","['107,769', '  ']","['68,892', '  ']","['38,877', '  ']"
2037,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['502,858', '  ']","['268,585', '  ']","['234,273', '  ']","['502,837', '  ']","['268,568', '  ']","['234,269', '  ']"
2037,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['181,020', '  ']","['113,434', '  ']","['67,586', '  ']","['180,242', '  ']","['112,659', '  ']","['67,583', '  ']"
2037,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,487,960', '  ']","['1,173,095', '  ']","['314,865', '  ']","['1,441,688', '  ']","['1,126,833', '  ']","['314,855', '  ']"
2037,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['961,170', '  ']","['756,472', '  ']","['204,697', '  ']","['915,344', '  ']","['710,656', '  ']","['204,687', '  ']"
2037,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['445,364', '  ']","['350,201', '  ']","['95,163', '  ']","['445,357', '  ']","['350,194', '  ']","['95,163', '  ']"
2037,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['419,846', '  ']","['331,306', '  ']","['88,539', '  ']","['419,846', '  ']","['331,306', '  ']","['88,539', '  ']"
2037,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['25,519', '  ']","['18,895', '  ']","['6,624', '  ']","['25,511', '  ']","['18,888', '  ']","['6,624', '  ']"
2037,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['322', '  ']","['322', '  ']","['0', '  ']","['308', '  ']","['308', '  ']","['0', '  ']"
2037,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['81,104', '  ']","['66,100', '  ']","['15,005', '  ']","['80,680', '  ']","['65,675', '  ']","['15,005', '  ']"
2037,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['48,649', '  ']","['43,772', '  ']","['4,877', '  ']","['48,070', '  ']","['43,193', '  ']","['4,877', '  ']"
2037,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['507,901', '  ']","['387,688', '  ']","['120,213', '  ']","['506,377', '  ']","['386,408', '  ']","['119,969', '  ']"
2037,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['403,909', '  ']","['309,223', '  ']","['94,686', '  ']","['403,724', '  ']","['309,037', '  ']","['94,686', '  ']"
2037,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['103,991', '  ']","['78,464', '  ']","['25,527', '  ']","['102,654', '  ']","['77,371', '  ']","['25,283', '  ']"
2037,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['5,354,965', '  ']","['4,258,695', '  ']","['1,096,270', '  ']","['4,968,967', '  ']","['3,932,221', '  ']","['1,036,746', '  ']"
2037,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['530,099', '  ']","['249,285', '  ']","['280,814', '  ']","['526,208 - 529,968', '  ']","['245,525 - 249,286', '  ']","['280,682', '  ']"
2037,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['411,267', '  ']","['404,968', '  ']","['6,299', '  ']","['295,639', '  ']","['289,340', '  ']","['6,299', '  ']"
2037,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['219,621', '  ']","['186,263', '  ']","['33,358', 'i ']","['205,493', 'i ']","['172,665', '  ']","['32,828', 'i ']"
2037,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['200,504', '  ']","['137,551', '  ']","['62,952', '  ']","['200,026', '  ']","['137,074', '  ']","['62,952', '  ']"
2037,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['240,650', '  ']","['186,668', '  ']","['53,981', '  ']","['236,890 - 240,650', '  ']","['182,908 - 186,669', '  ']","['53,981', '  ']"
2037,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['1,486,356', '  ']","['1,192,143', '  ']","['294,213', '  ']","['1,464,186', '  ']","['1,175,499', '  ']","['288,687', '  ']"
2037,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['346,794', '  ']","['232,373', '  ']","['114,421', '  ']","['345,746', '  ']","['231,423', '  ']","['114,323', '  ']"
2037,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['2,467', '  ']","['2,175', '  ']","['292', '  ']","['2,129', '  ']","['1,844', '  ']","['285', '  ']"
2037,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['344,327', '  ']","['230,197', '  ']","['114,129', '  ']","['343,617', '  ']","['229,579', '  ']","['114,038', '  ']"
2037,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['536,572', '  ']","['522,690', '  ']","['13,882', '  ']","['527,557 - 532,988', '  ']","['519,105', '  ']","['8,453 - 13,883', '  ']"
2037,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['369,102', '  ']","['302,527', '  ']","['66,575', '  ']","['369,043', '  ']","['302,468', '  ']","['66,575', '  ']"
2037,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['233,888', '  ']","['134,554', '  ']","['99,334', '  ']","['216,407 - 221,838', '  ']","['122,503', '  ']","['93,905 - 99,335', '  ']"
2037,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['835,773', '  ']","['736,468', '  ']","['99,305', '  ']","['810,001', '  ']","['712,395', '  ']","['97,606', '  ']"
2037,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['13,254', '  ']","['10,823', '  ']","['2,431', '  ']","['12,069', '  ']","['9,637', '  ']","['2,431', '  ']"
2037,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['2,117', 'i ']","['2,068', 'i ']","['50', 'i ']","['1,939', 'i ']","['1,889', 'i ']","['50', 'i ']"
2037,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['11,137', '  ']","['8,755', '  ']","['2,381', '  ']","['10,130', '  ']","['7,748', '  ']","['2,381', '  ']"
2037,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['560,472', '  ']","['400,375', '  ']","['160,097', '  ']","['558,752', '  ']","['398,712', '  ']","['160,039', '  ']"
2037,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['117,848', '  ']","['92,417', '  ']","['25,431', '  ']","['117,319', '  ']","['91,888', '  ']","['25,431', '  ']"
2037,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['234,694', '  ']","['152,271', '  ']","['82,423', '  ']","['234,049', '  ']","['151,652', '  ']","['82,398', '  ']"
2037,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['84,411', '  ']","['69,134', '  ']","['15,277', '  ']","['84,257', '  ']","['68,986', '  ']","['15,271', '  ']"
2037,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['30,331', '  ']","['26,808', '  ']","['3,523', '  ']","['30,315', '  ']","['26,793', '  ']","['3,523', '  ']"
2037,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['52,836', '  ']","['41,083', '  ']","['11,754', '  ']","['52,697', '  ']","['40,949', '  ']","['11,748', '  ']"
2037,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['1,244', '  ']","['1,244', '  ']","['0', '  ']","['1,244', '  ']","['1,244', '  ']","['0', '  ']"
2037,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['123,519', '  ']","['86,553', '  ']","['36,966', '  ']","['123,126', '  ']","['86,187', '  ']","['36,939', '  ']"
2037,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['116,380', '  ']","['115,007', '  ']","['1,373', '  ']","['115,091', '  ']","['113,718', '  ']","['1,373', '  ']"
2037,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['740,588', '  ']","['639,143', '  ']","['101,446', '  ']","['540,848', '  ']","['490,982', '  ']","['49,866', '  ']"
2037,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['12,948,005', '  ']","['9,682,692', '  ']","['3,265,314', '  ']","['12,445,698', '  ']","['9,278,005', '  ']","['3,167,692', '  ']"
2037,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2037,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['51,341', '  ']","['24,126', '  ']","['27,214', '  ']","['48,112 - 48,747', '  ']","['21,532', '  ']","['26,581 - 27,215', '  ']"
2037,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['88,804', '  ']","['86,131', '  ']","['2,672', '  ']","['83,192', '  ']","['80,599', '  ']","['2,593', '  ']"
2037,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2037,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['122,854', '  ']","['116,967', '  ']","['5,887', '  ']","['118,234', '  ']","['112,829', '  ']","['5,405', '  ']"
2037,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['319,116', '  ']","['258,031', '  ']","['61,085', '  ']","['274,842', '  ']","['249,889', '  ']","['24,953', '  ']"
2037,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2037,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['324,148', '  ']","['280,138', '  ']","['44,009', '  ']","['314,390', '  ']","['270,948', '  ']","['43,443', '  ']"
2037,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['436,803', '  ']","['368,694', '  ']","['68,110', '  ']","['421,782', '  ']","['354,824', '  ']","['66,958', '  ']"
2037,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,685,650', '  ']","['1,249,905', '  ']","['435,744', '  ']","['1,653,915', '  ']","['1,220,374', '  ']","['433,541', '  ']"
2037,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,324,619', '  ']","['939,230', '  ']","['385,388', '  ']","['1,289,731', '  ']","['909,050', '  ']","['380,681', '  ']"
2037,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['2,633,889', '  ']","['1,851,278', '  ']","['782,611', '  ']","['2,571,086 - 2,571,721', '  ']","['1,789,109', '  ']","['781,978 - 782,612', '  ']"
2037,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['5,960,783', '  ']","['4,508,191', '  ']","['1,452,592', '  ']","['5,669,775', '  ']","['4,268,852', '  ']","['1,400,922', '  ']"
