table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_level_8,sex_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1561,r016,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,Both sexes,All fields,S&E,Science,Natural sciences,Biological sciences,,,6,64887,62010,61675,63517,64750,67972,72972,79348,82398,85574,89615,93654,99894,104703,109520,115124,119073,121742
1561,r017,"Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",Both sexes,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,,6,4019,3968,3984,3949,3903,3959,3987,4077,4314,4542,4802,5299,5865,6291,6730,7155,7283,7320
1561,r018,"Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,,7,490,456,525,562,572,677,651,745,736,721,691,678,735,749,751,734,714,685
1561,r019,"Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,,7,3359,3334,3234,3252,3170,3146,3231,3193,3453,3679,3931,4410,4904,5302,5724,6162,6336,6420
1561,r020,"Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",Both sexes,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,,7,170,178,225,135,161,136,105,139,125,142,180,211,226,240,255,259,233,215
1561,r021,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,Both sexes,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,,6,49233,55034,61960,70789,73703,69404,63310,58147,54763,54704,56939,61607,67853,73153,78356,83445,89479,97937
1561,r022,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,Both sexes,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,,7,37519,43597,49706,57926,59968,54588,48000,42596,38922,38496,40107,43586,48034,51586,56130,60309,65186,72129
1561,r023,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,Both sexes,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,,7,11714,11437,12254,12863,13735,14816,15310,15551,15841,16208,16832,18021,19819,21567,22226,23136,24293,25808
1561,r024,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,,,6,14578,14146,13997,14110,14219,15005,16390,17007,17652,17942,18402,19198,20421,21276,22222,22481,22746,23410
1561,r025,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,,7,160,240,276,271,292,331,366,332,346,335,388,364,392,357,429,393,453,536
1561,r026,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,,7,10388,9815,9439,9329,9300,9923,10887,11250,11832,12144,12338,12888,13714,14024,14682,14669,14672,15123
1561,r027,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,,7,3362,3447,3641,3913,4140,4199,4566,4870,4876,4842,5000,5221,5557,6107,6283,6681,6968,7117
1561,r028,Both sexes -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,Both sexes,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,,7,668,644,641,597,487,552,571,555,598,621,676,725,758,788,828,738,653,634
1561,r029,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences,Both sexes,All fields,S&E,Science,Social and behavioral sciences,,,,5,188153,188598,196403,208898,220345,230602,236665,241223,248659,252921,260817,273749,287211,294631,296341,292486,288060,285132
1561,r030,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Psychology,,,6,74656,74124,77297,79163,82606,86031,88551,90498,92989,94743,97746,101568,109782,115373,118405,118768,118646,117441
1561,r031,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,,6,113497,114474,119106,129735,137739,144571,148114,150725,155670,158178,163071,172181,177429,179258,177936,173718,169414,167691
1561,r032,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,,7,7057,6898,7198,7543,7631,7742,8100,8086,8853,9153,9566,10022,11128,11536,11302,10165,9330,8566
1561,r033,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,,7,5614,5557,5835,5745,6244,6612,6975,7120,7323,7598,7364,7817,7860,7585,7104,6620,6601,6433
1561,r034,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,,7,19400,20371,21823,23866,24927,25160,24707,24825,26281,27628,29090,30013,29457,30034,31585,34344,35045,35638
1561,r035,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,,7,92,101,103,103,140,117,113,114,103,100,110,138,122,119,133,131,111,117
1561,r036,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,,7,716,757,847,914,1047,1053,1201,1340,1505,1478,1682,1808,2109,2184,2225,2275,2289,2299
1561,r037,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,,7,36384,36650,38565,43796,47509,51540,53589,54598,55889,55319,57649,59752,60801,60244,59260,56814,54822,54875
1561,r038,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,,7,25685,25357,25296,26200,27020,28556,28541,29050,28908,28836,29000,29614,30602,31029,30672,29543,28520,27929
1561,r039,Both sexes -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,Both sexes,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,,7,18549,18783,19439,21568,23221,23791,24888,25592,26808,28066,28610,33017,35350,36527,35655,33826,32696,31834
1561,r040,Both sexes -> All fields -> Non-S&E,Both sexes,All fields,Non-S&E,,,,,,3,856016,859873,892987,922939,958763,986187,1024064,1055932,1084245,1113593,1142853,1179864,1221837,1245559,1255026,1266072,1275983,1288555
1561,r041,Both sexes -> All fields -> Non-S&E -> Engineering technologies,Both sexes,All fields,Non-S&E,Engineering technologies,,,,,4,15410,15366,15637,15591,15341,15649,15327,15894,16164,16454,16843,17790,18231,18322,17915,18253,17832,18388
1561,r042,Both sexes -> Male,Both sexes,Male,,,,,,,2,,,,,,,,,,,,,,,,,,
1561,r043,Both sexes -> Male -> All fields,Both sexes,Male,All fields,,,,,,3,536059,537421,555640,578937,601588,618758,636559,655393,673788,691428,713336,740357,772597,794852,809453,820426,829783,842623
1561,r044,Both sexes -> Male -> All fields -> S&E,Both sexes,Male,All fields,S&E,,,,,4,197650,197771,204675,219815,227861,233924,238029,241697,246719,250742,261091,275258,291890,305777,318015,327122,335274,346087
1561,r045,Both sexes -> Male -> All fields -> S&E -> Engineering,Both sexes,Male,All fields,S&E,Engineering,,,,5,47281,47302,47923,50809,51417,52949,54889,55621,56987,57850,60706,63441,67282,70878,75324,79849,86182,92554
1561,r046,Both sexes -> Male -> All fields -> S&E -> Engineering -> Aerospace,Both sexes,Male,All fields,S&E,Engineering,Aerospace,,,6,1029,1194,1435,1633,1905,1980,2252,2376,2493,2600,2744,2903,3082,3011,3077,3356,3323,3466
1561,r047,Both sexes -> Male -> All fields -> S&E -> Engineering -> Chemical,Both sexes,Male,All fields,S&E,Engineering,Chemical,,,6,4016,4033,3823,3532,3352,3113,3179,3338,3670,3977,4543,5228,5809,6260,6729,7651,8465,9258
1561,r048,Both sexes -> Male -> All fields -> S&E -> Engineering -> Civil,Both sexes,Male,All fields,S&E,Engineering,Civil,,,6,7246,6908,6667,7118,7121,7451,8241,8819,9491,10032,10589,11562,11747,12226,11850,11595,11818,11959
1561,r049,Both sexes -> Male -> All fields -> S&E -> Engineering -> Electrical,Both sexes,Male,All fields,S&E,Engineering,Electrical,,,6,15325,15817,16240,17839,18331,18614,17346,16438,15450,14578,14550,14744,15457,16345,17660,18816,20484,22410
1561,r050,Both sexes -> Male -> All fields -> S&E -> Engineering -> Industrial,Both sexes,Male,All fields,S&E,Engineering,Industrial,,,6,2630,2589,2636,2625,2543,2666,2716,2473,2557,2823,3048,3129,3413,3497,3869,4176,4485,4809
1561,r051,Both sexes -> Male -> All fields -> S&E -> Engineering -> Materials,Both sexes,Male,All fields,S&E,Engineering,Materials,,,6,704,667,648,674,595,624,737,753,878,807,844,819,954,1018,1101,1214,1355,1376
1561,r052,Both sexes -> Male -> All fields -> S&E -> Engineering -> Mechanical,Both sexes,Male,All fields,S&E,Engineering,Mechanical,,,6,11309,11401,11574,12170,12395,12933,14050,14894,15592,15671,16695,17262,18351,19613,21572,23299,25583,28077
1561,r053,Both sexes -> Male -> All fields -> S&E -> Engineering -> Other,Both sexes,Male,All fields,S&E,Engineering,Other,,,6,5022,4693,4900,5218,5175,5568,6368,6530,6856,7362,7693,7794,8469,8908,9466,9742,10669,11199
1561,r054,Both sexes -> Male -> All fields -> S&E -> Science,Both sexes,Male,All fields,S&E,Science,,,,5,150369,150469,156752,169006,176444,180975,183140,186076,189732,192892,200385,211817,224608,234899,242691,247273,249092,253533
1561,r055,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,,,6,80832,82030,85578,92543,95462,95606,94589,95924,96002,97915,102530,109549,118567,126982,134324,140610,145917,152509
1561,r056,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Agricultural sciences,,7,9780,8975,8725,8740,8336,8383,8398,8781,9017,9334,9691,10904,11616,12783,13271,13226,13606,13784
1561,r057,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Biological sciences,,7,26936,24972,24030,24023,24319,25698,27917,31347,33136,34477,36737,37860,40678,42732,44811,46554,47008,46819
1561,r058,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,7,2413,2346,2282,2298,2256,2299,2341,2399,2559,2774,2913,3219,3570,3891,4134,4454,4490,4471
1561,r059,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,8,376,324,374,386,369,436,432,483,473,486,455,461,472,500,493,469,478,418
1561,r060,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,8,1950,1934,1788,1846,1812,1795,1873,1857,2023,2209,2365,2650,2978,3270,3508,3835,3911,3958
1561,r061,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,8,87,88,120,66,75,68,36,59,63,79,93,108,120,121,133,150,101,95
1561,r062,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,7,33113,37500,42518,49251,52330,50636,46496,43376,40922,40839,42385,46162,50566,54647,58701,62660,66955,73382
1561,r063,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,8,26997,31549,36016,42258,44902,42429,38061,34652,32038,31602,32801,35886,39283,42377,45986,49446,52964,58327
1561,r064,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,8,6116,5951,6502,6993,7428,8207,8435,8724,8884,9237,9584,10276,11283,12270,12715,13214,13991,15055
1561,r065,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,,7,8590,8237,8023,8231,8221,8590,9437,10021,10368,10491,10804,11404,12137,12929,13407,13716,13858,14053
1561,r066,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,8,106,145,160,161,169,188,235,200,226,189,248,228,239,229,259,249,313,360
1561,r067,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,8,5483,5041,4716,4649,4548,4779,5253,5636,5923,6038,6176,6560,6984,7306,7585,7561,7552,7651
1561,r068,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,8,2638,2692,2817,3076,3233,3299,3621,3846,3888,3917,3985,4220,4495,4945,5097,5462,5621,5663
1561,r069,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,8,363,359,330,345,271,324,328,339,331,347,395,396,419,449,466,444,372,379
1561,r070,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,,,6,69537,68439,71174,76463,80982,85369,88551,90152,93730,94977,97855,102268,106041,107917,108367,106663,103175,101024
1561,r071,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Psychology,,7,17542,16694,17389,17629,18322,19099,19975,20446,21307,21579,22410,23401,25601,27044,27554,27080,26577,25696
1561,r072,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,7,51995,51745,53785,58834,62660,66270,68576,69706,72423,73398,75445,78867,80440,80873,80813,79583,76598,75328
1561,r073,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,8,2315,2192,2272,2313,2350,2362,2494,2456,2733,2723,2863,2998,3201,3361,3219,2814,2511,2331
1561,r074,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,8,2043,1904,2032,2055,2163,2345,2463,2561,2626,2732,2663,2763,2715,2598,2421,2242,2181,2042
1561,r075,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,8,13016,13450,14436,15773,16650,17021,17043,17195,18237,19282,20195,20826,20677,20849,21823,23684,23932,24296
1561,r076,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> History of science,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,History of science,8,40,45,40,49,67,53,46,44,51,48,34,60,49,42,52,59,49,54
1561,r077,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,8,226,245,243,290,330,324,447,461,502,503,558,573,689,692,708,700,684,696
1561,r078,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,8,18063,17999,18822,21274,23101,25130,26462,27053,27734,27184,27850,28975,29287,28771,28178,27024,25426,24797
1561,r079,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,8,7657,7437,7299,7558,7718,8430,8548,8698,8787,8707,8858,8988,9433,9507,9598,9154,8460,8265
1561,r080,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,8,8635,8473,8641,9522,10281,10605,11073,11238,11753,12219,12424,13684,14389,15053,14814,13906,13355,12847
1561,r081,Both sexes -> Male -> All fields -> Non-S&E,Both sexes,Male,All fields,Non-S&E,,,,,4,338409,339650,350965,359122,373727,384834,398530,413696,427069,440686,452245,465099,480707,489075,491438,493304,494509,496536
1561,r082,Both sexes -> Male -> All fields -> Non-S&E -> Engineering technologies,Both sexes,Male,All fields,Non-S&E,Engineering technologies,,,,5,13448,13286,13480,13276,13195,13425,13274,13989,14160,14487,14788,15590,16062,16089,15757,15858,15473,15960
1561,r083,Both sexes -> Female,Both sexes,Female,,,,,,,2,,,,,,,,,,,,,,,,,,
1561,r084,Both sexes -> Female -> All fields,Both sexes,Female,All fields,,,,,,3,718559,722887,753330,786757,815833,837643,866363,886311,906625,927600,954891,993872,1038807,1066182,1081488,1095703,1112357,1130489
1561,r085,Both sexes -> Female -> All fields -> S&E,Both sexes,Female,All fields,S&E,,,,,4,200952,202664,211308,222940,230797,236290,240829,244075,249449,254693,264283,279107,297677,309698,317900,322935,330883,338470
1561,r086,Both sexes -> Female -> All fields -> S&E -> Engineering,Both sexes,Female,All fields,S&E,Engineering,,,,5,12206,11912,12682,12980,13263,13203,13338,12653,12921,12750,13693,14658,15981,16934,18626,20057,22794,25373
1561,r087,Both sexes -> Female -> All fields -> S&E -> Engineering -> Aerospace,Both sexes,Female,All fields,S&E,Engineering,Aerospace,,,6,238,304,312,384,413,404,501,452,441,437,463,439,463,479,488,515,551,555
1561,r088,Both sexes -> Female -> All fields -> S&E -> Engineering -> Chemical,Both sexes,Female,All fields,S&E,Engineering,Chemical,,,6,2203,2055,2123,2013,1833,1776,1678,1743,1834,1917,2149,2307,2535,2657,2977,3186,3660,4069
1561,r089,Both sexes -> Female -> All fields -> S&E -> Engineering -> Civil,Both sexes,Female,All fields,S&E,Engineering,Civil,,,6,2325,2041,2224,2249,2279,2349,2422,2499,2752,2755,2893,3278,3428,3656,3701,3779,4195,4439
1561,r090,Both sexes -> Female -> All fields -> S&E -> Engineering -> Electrical,Both sexes,Female,All fields,S&E,Engineering,Electrical,,,6,2350,2542,2717,2918,3043,2845,2587,2109,1907,1606,1740,1741,1923,2067,2331,2541,2932,3305
1561,r091,Both sexes -> Female -> All fields -> S&E -> Engineering -> Industrial,Both sexes,Female,All fields,S&E,Engineering,Industrial,,,6,1307,1223,1341,1312,1265,1270,1174,1056,1009,1056,1136,1164,1276,1282,1454,1637,1854,2097
1561,r092,Both sexes -> Female -> All fields -> S&E -> Engineering -> Materials,Both sexes,Female,All fields,S&E,Engineering,Materials,,,6,268,263,285,276,270,282,269,272,272,263,294,321,368,430,412,473,536,592
1561,r093,Both sexes -> Female -> All fields -> S&E -> Engineering -> Mechanical,Both sexes,Female,All fields,S&E,Engineering,Mechanical,,,6,1782,1738,1779,1859,1947,1947,2113,2017,2093,1972,2163,2208,2538,2687,3107,3443,4006,4670
1561,r094,Both sexes -> Female -> All fields -> S&E -> Engineering -> Other,Both sexes,Female,All fields,S&E,Engineering,Other,,,6,1733,1746,1901,1969,2213,2330,2594,2505,2613,2744,2855,3200,3450,3676,4156,4483,5060,5646
1561,r095,Both sexes -> Female -> All fields -> S&E -> Science,Both sexes,Female,All fields,S&E,Science,,,,5,188746,190752,198626,209960,217534,223087,227491,231422,236528,241943,250590,264449,281696,292764,299274,302878,308089,313097
1561,r096,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,,,6,70130,70593,73397,77525,78171,77854,79377,80351,81599,83999,87628,92968,100526,106050,111300,117055,123204,128989
1561,r097,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Agricultural sciences,,7,8465,8490,8634,8963,8722,8737,8909,8915,9457,9818,10709,11855,13444,14826,15525,16234,16934,17305
1561,r098,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Biological sciences,,7,37951,37038,37645,39494,40431,42274,45055,48001,49262,51097,52878,55794,59216,61971,64709,68570,72065,74923
1561,r099,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,7,1606,1622,1702,1651,1647,1660,1646,1678,1755,1768,1889,2080,2295,2400,2596,2701,2793,2849
1561,r100,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,8,114,132,151,176,203,241,219,262,263,235,236,217,263,249,258,265,236,267
1561,r101,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,8,1409,1400,1446,1406,1358,1351,1358,1336,1430,1470,1566,1760,1926,2032,2216,2327,2425,2462
1561,r102,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,8,83,90,105,69,86,68,69,80,62,63,87,103,106,119,122,109,132,120
1561,r103,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,7,16120,17534,19442,21538,21373,18768,16814,14771,13841,13865,14554,15445,17287,18506,19655,20785,22524,24555
