table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients,field_historically_black_college_or_university
3284,r001,"Science, all institutions","Science, all institutions",,,1,7755,-
3284,r002,"Science, all institutions -> Foreign or unknown institutions","Science, all institutions",Foreign or unknown institutions,,2,2030,-
3284,r003,"Science, all institutions -> Top 52 U.S. institutions","Science, all institutions",Top 52 U.S. institutions,,2,2010,-
3284,r004,"Science, all institutions -> Top 52 U.S. institutions -> Spelman C.","Science, all institutions",Top 52 U.S. institutions,Spelman C.,3,113,Yes
3284,r005,"Science, all institutions -> Top 52 U.S. institutions -> Howard U.","Science, all institutions",Top 52 U.S. institutions,Howard U.,3,112,Yes
3284,r006,"Science, all institutions -> Top 52 U.S. institutions -> U. Maryland, Baltimore County","Science, all institutions",Top 52 U.S. institutions,"U. Maryland, Baltimore County",3,73,No
3284,r007,"Science, all institutions -> Top 52 U.S. institutions -> U. North Carolina, Chapel Hill","Science, all institutions",Top 52 U.S. institutions,"U. North Carolina, Chapel Hill",3,68,No
3284,r008,"Science, all institutions -> Top 52 U.S. institutions -> Hampton U.","Science, all institutions",Top 52 U.S. institutions,Hampton U.,3,64,Yes
3284,r009,"Science, all institutions -> Top 52 U.S. institutions -> North Carolina Agricultural and Technical State U.","Science, all institutions",Top 52 U.S. institutions,North Carolina Agricultural and Technical State U.,3,62,Yes
3284,r010,"Science, all institutions -> Top 52 U.S. institutions -> U. Maryland, College Park","Science, all institutions",Top 52 U.S. institutions,"U. Maryland, College Park",3,62,No
3284,r011,"Science, all institutions -> Top 52 U.S. institutions -> Morehouse C.","Science, all institutions",Top 52 U.S. institutions,Morehouse C.,3,61,Yes
3284,r012,"Science, all institutions -> Top 52 U.S. institutions -> U. Florida","Science, all institutions",Top 52 U.S. institutions,U. Florida,3,61,No
3284,r013,"Science, all institutions -> Top 52 U.S. institutions -> Florida A&M U.","Science, all institutions",Top 52 U.S. institutions,Florida A&M U.,3,58,Yes
3284,r014,"Science, all institutions -> Top 52 U.S. institutions -> Jackson State U.","Science, all institutions",Top 52 U.S. institutions,Jackson State U.,3,53,Yes
3284,r015,"Science, all institutions -> Top 52 U.S. institutions -> Florida State U.","Science, all institutions",Top 52 U.S. institutions,Florida State U.,3,45,No
3284,r016,"Science, all institutions -> Top 52 U.S. institutions -> Southern U. and A&M C., Baton Rouge","Science, all institutions",Top 52 U.S. institutions,"Southern U. and A&M C., Baton Rouge",3,44,Yes
3284,r017,"Science, all institutions -> Top 52 U.S. institutions -> Harvard U.","Science, all institutions",Top 52 U.S. institutions,Harvard U.,3,43,No
3284,r018,"Science, all institutions -> Top 52 U.S. institutions -> Xavier U. Louisiana","Science, all institutions",Top 52 U.S. institutions,Xavier U. Louisiana,3,43,Yes
3284,r019,"Science, all institutions -> Top 52 U.S. institutions -> Morgan State U.","Science, all institutions",Top 52 U.S. institutions,Morgan State U.,3,42,Yes
3284,r020,"Science, all institutions -> Top 52 U.S. institutions -> Louisiana State U., Baton Rouge","Science, all institutions",Top 52 U.S. institutions,"Louisiana State U., Baton Rouge",3,40,No
3284,r021,"Science, all institutions -> Top 52 U.S. institutions -> Yale U.","Science, all institutions",Top 52 U.S. institutions,Yale U.,3,37,No
3284,r022,"Science, all institutions -> Top 52 U.S. institutions -> Georgia State U.","Science, all institutions",Top 52 U.S. institutions,Georgia State U.,3,36,No
3284,r023,"Science, all institutions -> Top 52 U.S. institutions -> U. Illinois, Urbana-Champaign","Science, all institutions",Top 52 U.S. institutions,"U. Illinois, Urbana-Champaign",3,35,No
3284,r024,"Science, all institutions -> Top 52 U.S. institutions -> U. Michigan, Ann Arbor","Science, all institutions",Top 52 U.S. institutions,"U. Michigan, Ann Arbor",3,34,No
3284,r025,"Science, all institutions -> Top 52 U.S. institutions -> Oakwood U.","Science, all institutions",Top 52 U.S. institutions,Oakwood U.,3,32,Yes
3284,r026,"Science, all institutions -> Top 52 U.S. institutions -> Stanford U.","Science, all institutions",Top 52 U.S. institutions,Stanford U.,3,32,No
3284,r027,"Science, all institutions -> Top 52 U.S. institutions -> Emory U.","Science, all institutions",Top 52 U.S. institutions,Emory U.,3,31,No
