table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients,field_historically_black_college_or_university
3284,r028,"Science, all institutions -> Top 52 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick","Science, all institutions",Top 52 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,31,No
3284,r029,"Science, all institutions -> Top 52 U.S. institutions -> Tuskegee U.","Science, all institutions",Top 52 U.S. institutions,Tuskegee U.,3,31,Yes
3284,r030,"Science, all institutions -> Top 52 U.S. institutions -> U. Georgia","Science, all institutions",Top 52 U.S. institutions,U. Georgia,3,31,No
3284,r031,"Science, all institutions -> Top 52 U.S. institutions -> Florida International U.","Science, all institutions",Top 52 U.S. institutions,Florida International U.,3,29,No
3284,r032,"Science, all institutions -> Top 52 U.S. institutions -> North Carolina Central U.","Science, all institutions",Top 52 U.S. institutions,North Carolina Central U.,3,29,Yes
3284,r033,"Science, all institutions -> Top 52 U.S. institutions -> Temple U.","Science, all institutions",Top 52 U.S. institutions,Temple U.,3,29,No
3284,r034,"Science, all institutions -> Top 52 U.S. institutions -> Clark Atlanta U.","Science, all institutions",Top 52 U.S. institutions,Clark Atlanta U.,3,28,Yes
3284,r035,"Science, all institutions -> Top 52 U.S. institutions -> Cornell U.","Science, all institutions",Top 52 U.S. institutions,Cornell U.,3,28,No
3284,r036,"Science, all institutions -> Top 52 U.S. institutions -> Prairie View A&M U.","Science, all institutions",Top 52 U.S. institutions,Prairie View A&M U.,3,28,Yes
3284,r037,"Science, all institutions -> Top 52 U.S. institutions -> U. Southern Mississippi","Science, all institutions",Top 52 U.S. institutions,U. Southern Mississippi,3,28,No
3284,r038,"Science, all institutions -> Top 52 U.S. institutions -> CUNY, Hunter C.","Science, all institutions",Top 52 U.S. institutions,"CUNY, Hunter C.",3,27,No
3284,r039,"Science, all institutions -> Top 52 U.S. institutions -> Massachusetts Institute of Technology","Science, all institutions",Top 52 U.S. institutions,Massachusetts Institute of Technology,3,26,No
3284,r040,"Science, all institutions -> Top 52 U.S. institutions -> New York U.","Science, all institutions",Top 52 U.S. institutions,New York U.,3,26,No
3284,r041,"Science, all institutions -> Top 52 U.S. institutions -> U. Pennsylvania","Science, all institutions",Top 52 U.S. institutions,U. Pennsylvania,3,26,No
3284,r042,"Science, all institutions -> Top 52 U.S. institutions -> Duke U.","Science, all institutions",Top 52 U.S. institutions,Duke U.,3,25,No
3284,r043,"Science, all institutions -> Top 52 U.S. institutions -> Michigan State U.","Science, all institutions",Top 52 U.S. institutions,Michigan State U.,3,25,No
3284,r044,"Science, all institutions -> Top 52 U.S. institutions -> North Carolina State U.","Science, all institutions",Top 52 U.S. institutions,North Carolina State U.,3,25,No
3284,r045,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Berkeley","Science, all institutions",Top 52 U.S. institutions,"U. California, Berkeley",3,25,No
3284,r046,"Science, all institutions -> Top 52 U.S. institutions -> U. South Florida, Tampa","Science, all institutions",Top 52 U.S. institutions,"U. South Florida, Tampa",3,25,No
3284,r047,"Science, all institutions -> Top 52 U.S. institutions -> Columbia U. in the City of New York","Science, all institutions",Top 52 U.S. institutions,Columbia U. in the City of New York,3,24,No
3284,r048,"Science, all institutions -> Top 52 U.S. institutions -> Grambling State U.","Science, all institutions",Top 52 U.S. institutions,Grambling State U.,3,24,Yes
3284,r049,"Science, all institutions -> Top 52 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Science, all institutions",Top 52 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,24,No
3284,r050,"Science, all institutions -> Top 52 U.S. institutions -> U. Houston","Science, all institutions",Top 52 U.S. institutions,U. Houston,3,24,No
3284,r051,"Science, all institutions -> Top 52 U.S. institutions -> Princeton U.","Science, all institutions",Top 52 U.S. institutions,Princeton U.,3,23,No
3284,r052,"Science, all institutions -> Top 52 U.S. institutions -> CUNY, Brooklyn C.","Science, all institutions",Top 52 U.S. institutions,"CUNY, Brooklyn C.",3,22,No
3284,r053,"Science, all institutions -> Top 52 U.S. institutions -> Mississippi State U.","Science, all institutions",Top 52 U.S. institutions,Mississippi State U.,3,22,No
3284,r054,"Science, all institutions -> Top 52 U.S. institutions -> Norfolk State U.","Science, all institutions",Top 52 U.S. institutions,Norfolk State U.,3,22,Yes
3284,r055,"Science, all institutions -> Top 52 U.S. institutions -> U. California, Los Angeles","Science, all institutions",Top 52 U.S. institutions,"U. California, Los Angeles",3,22,No
3284,r056,"Science, all institutions -> Other U.S. institutions","Science, all institutions",Other U.S. institutions,,2,3715,-
3284,r057,"Engineering, all institutions","Engineering, all institutions",,,1,1293,-
3284,r058,"Engineering, all institutions -> Foreign or unknown institutions","Engineering, all institutions",Foreign or unknown institutions,,2,495,-
3284,r059,"Engineering, all institutions -> Top 43 U.S. institutions","Engineering, all institutions",Top 43 U.S. institutions,,2,417,-
3284,r060,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Maryland, Baltimore County","Engineering, all institutions",Top 43 U.S. institutions,"U. Maryland, Baltimore County",3,32,No
3284,r061,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Maryland, College Park","Engineering, all institutions",Top 43 U.S. institutions,"U. Maryland, College Park",3,29,No
3284,r062,"Engineering, all institutions -> Top 43 U.S. institutions -> North Carolina Agricultural and Technical State U.","Engineering, all institutions",Top 43 U.S. institutions,North Carolina Agricultural and Technical State U.,3,25,Yes
3284,r063,"Engineering, all institutions -> Top 43 U.S. institutions -> Morgan State U.","Engineering, all institutions",Top 43 U.S. institutions,Morgan State U.,3,21,Yes
3284,r064,"Engineering, all institutions -> Top 43 U.S. institutions -> Howard U.","Engineering, all institutions",Top 43 U.S. institutions,Howard U.,3,20,Yes
3284,r065,"Engineering, all institutions -> Top 43 U.S. institutions -> Massachusetts Institute of Technology","Engineering, all institutions",Top 43 U.S. institutions,Massachusetts Institute of Technology,3,19,No
3284,r066,"Engineering, all institutions -> Top 43 U.S. institutions -> Florida A&M U.","Engineering, all institutions",Top 43 U.S. institutions,Florida A&M U.,3,18,Yes
3284,r067,"Engineering, all institutions -> Top 43 U.S. institutions -> CUNY, City C.","Engineering, all institutions",Top 43 U.S. institutions,"CUNY, City C.",3,14,No
3284,r068,"Engineering, all institutions -> Top 43 U.S. institutions -> Georgia Institute of Technology","Engineering, all institutions",Top 43 U.S. institutions,Georgia Institute of Technology,3,13,No
3284,r069,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Florida","Engineering, all institutions",Top 43 U.S. institutions,U. Florida,3,11,No
3284,r070,"Engineering, all institutions -> Top 43 U.S. institutions -> Morehouse C.","Engineering, all institutions",Top 43 U.S. institutions,Morehouse C.,3,10,Yes
3284,r071,"Engineering, all institutions -> Top 43 U.S. institutions -> Tuskegee U.","Engineering, all institutions",Top 43 U.S. institutions,Tuskegee U.,3,10,Yes
3284,r072,"Engineering, all institutions -> Top 43 U.S. institutions -> Vanderbilt U.","Engineering, all institutions",Top 43 U.S. institutions,Vanderbilt U.,3,10,No
3284,r073,"Engineering, all institutions -> Top 43 U.S. institutions -> Virginia Polytechnic Institute and State U.","Engineering, all institutions",Top 43 U.S. institutions,Virginia Polytechnic Institute and State U.,3,10,No
3284,r074,"Engineering, all institutions -> Top 43 U.S. institutions -> Old Dominion U.","Engineering, all institutions",Top 43 U.S. institutions,Old Dominion U.,3,9,No
3284,r075,"Engineering, all institutions -> Top 43 U.S. institutions -> Rensselaer Polytechnic Institute, Troy","Engineering, all institutions",Top 43 U.S. institutions,"Rensselaer Polytechnic Institute, Troy",3,9,No
3284,r076,"Engineering, all institutions -> Top 43 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Engineering, all institutions",Top 43 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,9,No
3284,r077,"Engineering, all institutions -> Top 43 U.S. institutions -> Columbia U. in the City of New York","Engineering, all institutions",Top 43 U.S. institutions,Columbia U. in the City of New York,3,7,No
3284,r078,"Engineering, all institutions -> Top 43 U.S. institutions -> Florida International U.","Engineering, all institutions",Top 43 U.S. institutions,Florida International U.,3,7,No
3284,r079,"Engineering, all institutions -> Top 43 U.S. institutions -> Prairie View A&M U.","Engineering, all institutions",Top 43 U.S. institutions,Prairie View A&M U.,3,7,Yes
3284,r080,"Engineering, all institutions -> Top 43 U.S. institutions -> Stanford U.","Engineering, all institutions",Top 43 U.S. institutions,Stanford U.,3,7,No
3284,r081,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Arkansas, Fayetteville","Engineering, all institutions",Top 43 U.S. institutions,"U. Arkansas, Fayetteville",3,7,No
3284,r082,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Michigan, Ann Arbor","Engineering, all institutions",Top 43 U.S. institutions,"U. Michigan, Ann Arbor",3,7,No
3284,r083,"Engineering, all institutions -> Top 43 U.S. institutions -> Clemson U.","Engineering, all institutions",Top 43 U.S. institutions,Clemson U.,3,6,No
3284,r084,"Engineering, all institutions -> Top 43 U.S. institutions -> Norfolk State U.","Engineering, all institutions",Top 43 U.S. institutions,Norfolk State U.,3,6,Yes
3284,r085,"Engineering, all institutions -> Top 43 U.S. institutions -> North Carolina State U.","Engineering, all institutions",Top 43 U.S. institutions,North Carolina State U.,3,6,No
3284,r086,"Engineering, all institutions -> Top 43 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Engineering, all institutions",Top 43 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,6,No
3284,r087,"Engineering, all institutions -> Top 43 U.S. institutions -> Purdue U., West Lafayette","Engineering, all institutions",Top 43 U.S. institutions,"Purdue U., West Lafayette",3,6,No
3284,r088,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Virginia, Charlottesville","Engineering, all institutions",Top 43 U.S. institutions,"U. Virginia, Charlottesville",3,6,No
3284,r089,"Engineering, all institutions -> Top 43 U.S. institutions -> Florida State U.","Engineering, all institutions",Top 43 U.S. institutions,Florida State U.,3,5,No
3284,r090,"Engineering, all institutions -> Top 43 U.S. institutions -> Hampton U.","Engineering, all institutions",Top 43 U.S. institutions,Hampton U.,3,5,Yes
3284,r091,"Engineering, all institutions -> Top 43 U.S. institutions -> Iowa State U.","Engineering, all institutions",Top 43 U.S. institutions,Iowa State U.,3,5,No
3284,r092,"Engineering, all institutions -> Top 43 U.S. institutions -> Johns Hopkins U.","Engineering, all institutions",Top 43 U.S. institutions,Johns Hopkins U.,3,5,No
3284,r093,"Engineering, all institutions -> Top 43 U.S. institutions -> Louisiana State U., Baton Rouge","Engineering, all institutions",Top 43 U.S. institutions,"Louisiana State U., Baton Rouge",3,5,No
3284,r094,"Engineering, all institutions -> Top 43 U.S. institutions -> Mississippi State U.","Engineering, all institutions",Top 43 U.S. institutions,Mississippi State U.,3,5,No
3284,r095,"Engineering, all institutions -> Top 43 U.S. institutions -> Oakwood U.","Engineering, all institutions",Top 43 U.S. institutions,Oakwood U.,3,5,Yes
3284,r096,"Engineering, all institutions -> Top 43 U.S. institutions -> South Carolina State U.","Engineering, all institutions",Top 43 U.S. institutions,South Carolina State U.,3,5,Yes
3284,r097,"Engineering, all institutions -> Top 43 U.S. institutions -> Tennessee State U.","Engineering, all institutions",Top 43 U.S. institutions,Tennessee State U.,3,5,Yes
3284,r098,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Alabama, Birmingham","Engineering, all institutions",Top 43 U.S. institutions,"U. Alabama, Birmingham",3,5,No
3284,r099,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Delaware","Engineering, all institutions",Top 43 U.S. institutions,U. Delaware,3,5,No
3284,r100,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Pennsylvania","Engineering, all institutions",Top 43 U.S. institutions,U. Pennsylvania,3,5,No
3284,r101,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Texas, Arlington","Engineering, all institutions",Top 43 U.S. institutions,"U. Texas, Arlington",3,5,No
3284,r102,"Engineering, all institutions -> Top 43 U.S. institutions -> U. Texas, Austin","Engineering, all institutions",Top 43 U.S. institutions,"U. Texas, Austin",3,5,No
3284,r103,"Engineering, all institutions -> Other U.S. institutions","Engineering, all institutions",Other U.S. institutions,,2,381,-
