table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_usda,field_othera
7291,r001,All minority-serving institutions,All minority-serving institutions,,1,-,1036924.0,2986.3,10289.8,68611.6,2722.9,18918.9,46595.5,474149.9,10316.8,318528.3,83741.1,63.0
7291,r002,All minority-serving institutions -> U. New Mexico,All minority-serving institutions,U. New Mexico,2,1,126089.3,0.0,1399.2,5799.4,289.5,309.3,0.0,88399.7,616.1,28756.2,510.0,10.0
7291,r003,All minority-serving institutions -> Florida International U.,All minority-serving institutions,Florida International U.,2,2,88071.3,696.9,576.5,10124.9,1307.6,5695.8,280.1,39522.1,366.6,28990.8,500.0,10.0
7291,r004,"All minority-serving institutions -> U. Texas Health Science Center, The, San Antonio",All minority-serving institutions,"U. Texas Health Science Center, The, San Antonio",2,3,87610.2,0.0,0.0,0.0,0.0,0.0,0.0,85526.4,480.1,1603.7,0.0,0.0
7291,r005,"All minority-serving institutions -> U. Texas, The, San Antonio",All minority-serving institutions,"U. Texas, The, San Antonio",2,4,62837.6,0.0,252.7,39300.0,0.0,0.0,3317.4,13792.0,39.4,5936.1,200.0,0.0
7291,r006,All minority-serving institutions -> Georgia State U.<sup>b</sup>,All minority-serving institutions,Georgia State U.<sup>b</sup>,2,5,44058.1,0.0,0.0,0.0,0.0,0.0,330.1,43718.0,0.0,0.0,0.0,10.0
7291,r007,"All minority-serving institutions -> New Mexico State U., Las Cruces",All minority-serving institutions,"New Mexico State U., Las Cruces",2,6,40672.8,0.0,6709.8,460.0,709.8,1262.0,0.0,10318.0,2301.2,14378.0,4533.9,0.0
7291,r008,"All minority-serving institutions -> U. Texas, The, El Paso",All minority-serving institutions,"U. Texas, The, El Paso",2,7,35376.4,0.0,355.8,250.0,416.0,0.0,826.8,15834.0,440.4,17253.4,0.0,0.0
7291,r009,"All minority-serving institutions -> U. Puerto Rico, Medical Sciences Campus",All minority-serving institutions,"U. Puerto Rico, Medical Sciences Campus",2,8,31104.8,0.0,0.0,0.0,0.0,0.0,0.0,26074.2,410.7,4619.9,0.0,0.0
7291,r010,All minority-serving institutions -> North Carolina Agricultural and Technical State U.,All minority-serving institutions,North Carolina Agricultural and Technical State U.,2,9,28374.7,0.0,0.0,2957.6,0.0,5695.8,424.9,2267.8,0.0,11924.9,5103.6,0.0
7291,r011,All minority-serving institutions -> Howard U.,All minority-serving institutions,Howard U.,2,10,27940.6,0.0,569.9,0.0,0.0,0.0,215.9,15235.1,39.0,10757.9,1099.9,23.0
