table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_doctoral_students_rank,field_all_doctoral_students_total,field_all_doctoral_students_science,field_all_doctoral_students_engineering,field_all_doctoral_students_health,field_full_time_doctoral_students_rank,field_full_time_doctoral_students_total,field_full_time_doctoral_students_science,field_full_time_doctoral_students_engineering,field_full_time_doctoral_students_health,field_part_time_doctoral_students_rank,field_part_time_doctoral_students_total,field_part_time_doctoral_students_science,field_part_time_doctoral_students_engineering,field_part_time_doctoral_students_health
10647,r151,All institutions<sup>a</sup> -> Florida Atlantic U.,All institutions<sup>a</sup>,Florida Atlantic U.,2,149,509,354,115,40,191,236,170,56,10,33,273,184,59,30
10647,r152,All institutions<sup>a</sup> -> U. Texas Southwestern Medical Center,All institutions<sup>a</sup>,U. Texas Southwestern Medical Center,2,151,506,445,61,0,131,505,444,61,0,344,1,1,0,0
10647,r153,All institutions<sup>a</sup> -> U. New Hampshire,All institutions<sup>a</sup>,U. New Hampshire,2,152,499,393,106,0,133,487,383,104,0,273,12,10,2,0
10647,r154,All institutions<sup>a</sup> -> U. Vermont,All institutions<sup>a</sup>,U. Vermont,2,153,483,408,51,24,145,430,375,45,10,168,53,33,6,14
10647,r155,All institutions<sup>a</sup> -> Worcester Polytechnic Institute,All institutions<sup>a</sup>,Worcester Polytechnic Institute,2,154,481,211,270,0,163,359,154,205,0,95,122,57,65,0
10647,r156,All institutions<sup>a</sup> -> Brigham Young U.,All institutions<sup>a</sup>,Brigham Young U.,2,155,478,322,154,2,214,171,127,43,1,28,307,195,111,1
10647,r157,All institutions<sup>a</sup> -> San Diego State U.,All institutions<sup>a</sup>,San Diego State U.,2,156,475,315,62,98,135,475,315,62,98,356,0,0,0,0
10647,r158,All institutions<sup>a</sup> -> Michigan Technological U.,All institutions<sup>a</sup>,Michigan Technological U.,2,157,472,233,239,0,154,388,201,187,0,129,84,32,52,0
10647,r159,All institutions<sup>a</sup> -> New Mexico State U.,All institutions<sup>a</sup>,New Mexico State U.,2,157,472,325,133,14,155,386,274,101,11,124,86,51,32,3
10647,r160,All institutions<sup>a</sup> -> Stevens Institute of Technology,All institutions<sup>a</sup>,Stevens Institute of Technology,2,159,470,184,286,0,141,436,177,259,0,205,34,7,27,0
10647,r161,All institutions<sup>a</sup> -> Howard U.,All institutions<sup>a</sup>,Howard U.,2,160,461,396,35,30,167,345,297,25,23,97,116,99,10,7
10647,r162,All institutions<sup>a</sup> -> U. Wyoming,All institutions<sup>a</sup>,U. Wyoming,2,161,460,334,66,60,164,356,284,53,19,110,104,50,13,41
10647,r163,All institutions<sup>a</sup> -> Texas Woman's U.,All institutions<sup>a</sup>,Texas Woman's U.,2,162,459,238,0,221,274,71,59,0,12,19,388,179,0,209
10647,r164,All institutions<sup>a</sup> -> Saint Louis U.,All institutions<sup>a</sup>,Saint Louis U.,2,163,456,348,27,81,144,432,333,23,76,235,24,15,4,5
10647,r165,"All institutions<sup>a</sup> -> Southern Illinois U., Carbondale",All institutions<sup>a</sup>,"Southern Illinois U., Carbondale",2,164,455,382,73,0,170,329,281,48,0,90,126,101,25,0
10647,r166,"All institutions<sup>a</sup> -> U. Nebraska, Medical Center",All institutions<sup>a</sup>,"U. Nebraska, Medical Center",2,165,454,344,0,110,192,227,182,0,45,44,227,162,0,65
10647,r167,All institutions<sup>a</sup> -> U. Rhode Island,All institutions<sup>a</sup>,U. Rhode Island,2,166,448,316,75,57,153,389,284,63,42,157,59,32,12,15
10647,r168,All institutions<sup>a</sup> -> Montana State U.,All institutions<sup>a</sup>,Montana State U.,2,167,447,356,91,0,151,399,318,81,0,175,48,38,10,0
10647,r169,All institutions<sup>a</sup> -> Brandeis U.,All institutions<sup>a</sup>,Brandeis U.,2,168,428,428,0,0,147,428,428,0,0,356,0,0,0,0
10647,r170,All institutions<sup>a</sup> -> Ohio U.,All institutions<sup>a</sup>,Ohio U.,2,169,426,297,101,28,164,356,267,68,21,145,70,30,33,7
10647,r171,All institutions<sup>a</sup> -> U. Maine,All institutions<sup>a</sup>,U. Maine,2,170,425,345,80,0,149,414,335,79,0,279,11,10,1,0
10647,r172,All institutions<sup>a</sup> -> New Jersey Institute of Technology,All institutions<sup>a</sup>,New Jersey Institute of Technology,2,171,421,214,207,0,156,382,199,183,0,191,39,15,24,0
10647,r173,All institutions<sup>a</sup> -> Palo Alto U.,All institutions<sup>a</sup>,Palo Alto U.,2,172,412,412,0,0,150,400,400,0,0,273,12,12,0,0
10647,r174,All institutions<sup>a</sup> -> Rochester Institute of Technology,All institutions<sup>a</sup>,Rochester Institute of Technology,2,172,412,264,148,0,161,365,238,127,0,176,47,26,21,0
10647,r175,All institutions<sup>a</sup> -> Illinois Institute of Technology,All institutions<sup>a</sup>,Illinois Institute of Technology,2,174,407,248,159,0,156,382,230,152,0,232,25,18,7,0
10647,r176,All institutions<sup>a</sup> -> U. Idaho,All institutions<sup>a</sup>,U. Idaho,2,175,406,312,94,0,172,314,255,59,0,119,92,57,35,0
10647,r177,"All institutions<sup>a</sup> -> U. North Carolina, Greensboro",All institutions<sup>a</sup>,"U. North Carolina, Greensboro",2,176,395,236,0,159,212,174,127,0,47,47,221,109,0,112
10647,r178,All institutions<sup>a</sup> -> Western Michigan U.,All institutions<sup>a</sup>,Western Michigan U.,2,177,394,277,82,35,162,364,269,74,21,216,30,8,8,14
10647,r179,All institutions<sup>a</sup> -> U. Southern Mississippi,All institutions<sup>a</sup>,U. Southern Mississippi,2,178,391,247,71,73,179,286,173,66,47,109,105,74,5,26
10647,r180,All institutions<sup>a</sup> -> Southern Methodist U.,All institutions<sup>a</sup>,Southern Methodist U.,2,179,384,282,102,0,168,342,256,86,0,183,42,26,16,0
10647,r181,All institutions<sup>a</sup> -> Northern Illinois U.,All institutions<sup>a</sup>,Northern Illinois U.,2,180,379,310,10,59,196,210,196,6,8,63,169,114,4,51
10647,r182,All institutions<sup>a</sup> -> Portland State U.,All institutions<sup>a</sup>,Portland State U.,2,181,369,342,23,4,186,257,242,15,0,102,112,100,8,4
10647,r183,All institutions<sup>a</sup> -> Oakland U.,All institutions<sup>a</sup>,Oakland U.,2,182,368,155,185,28,194,213,114,82,17,68,155,41,103,11
10647,r184,All institutions<sup>a</sup> -> Marquette U.,All institutions<sup>a</sup>,Marquette U.,2,183,356,230,91,35,190,240,163,65,12,97,116,67,26,23
10647,r185,"All institutions<sup>a</sup> -> U. Massachusetts, Medical School",All institutions<sup>a</sup>,"U. Massachusetts, Medical School",2,184,351,351,0,0,166,350,350,0,0,344,1,1,0,0
10647,r186,All institutions<sup>a</sup> -> Oregon Health and Science U.,All institutions<sup>a</sup>,Oregon Health and Science U.,2,185,343,213,81,49,173,308,206,80,22,199,35,7,1,27
10647,r187,All institutions<sup>a</sup> -> U. Akron,All institutions<sup>a</sup>,U. Akron,2,186,341,189,150,2,181,278,151,127,0,151,63,38,23,2
10647,r188,All institutions<sup>a</sup> -> Scripps Research Institute,All institutions<sup>a</sup>,Scripps Research Institute,2,187,322,322,0,0,171,322,322,0,0,356,0,0,0,0
10647,r189,All institutions<sup>a</sup> -> New School,All institutions<sup>a</sup>,New School,2,188,318,318,0,0,178,287,287,0,0,209,31,31,0,0
10647,r190,All institutions<sup>a</sup> -> Fordham U.,All institutions<sup>a</sup>,Fordham U.,2,189,315,315,0,0,208,184,184,0,0,87,131,131,0,0
10647,r191,"All institutions<sup>a</sup> -> U. Puerto Rico, Rio Piedras",All institutions<sup>a</sup>,"U. Puerto Rico, Rio Piedras",2,189,315,315,0,0,246,113,113,0,0,50,202,202,0,0
10647,r192,"All institutions<sup>a</sup> -> Columbia U., Teachers C.",All institutions<sup>a</sup>,"Columbia U., Teachers C.",2,191,312,295,0,17,183,269,255,0,14,182,43,40,0,3
10647,r193,All institutions<sup>a</sup> -> North Carolina Agricultural and Technical State U.,All institutions<sup>a</sup>,North Carolina Agricultural and Technical State U.,2,192,311,112,199,0,213,172,68,104,0,80,139,44,95,0
10647,r194,"All institutions<sup>a</sup> -> U. Missouri, Kansas City",All institutions<sup>a</sup>,"U. Missouri, Kansas City",2,193,309,210,39,60,211,177,123,22,32,86,132,87,17,28
10647,r195,All institutions<sup>a</sup> -> Medical C. Wisconsin,All institutions<sup>a</sup>,Medical C. Wisconsin,2,194,308,212,44,52,182,277,212,43,22,209,31,0,1,30
10647,r196,All institutions<sup>a</sup> -> Albert Einstein C. of Medicine,All institutions<sup>a</sup>,Albert Einstein C. of Medicine,2,195,307,298,0,9,174,307,298,0,9,356,0,0,0,0
10647,r197,All institutions<sup>a</sup> -> Wake Forest U.,All institutions<sup>a</sup>,Wake Forest U.,2,196,297,237,60,0,175,296,236,60,0,344,1,1,0,0
10647,r198,"All institutions<sup>a</sup> -> U. Louisiana, Lafayette",All institutions<sup>a</sup>,"U. Louisiana, Lafayette",2,197,296,194,85,17,188,251,177,64,10,180,45,17,21,7
10647,r199,All institutions<sup>a</sup> -> U. Montana,All institutions<sup>a</sup>,U. Montana,2,197,296,261,1,34,243,117,114,0,3,58,179,147,1,31
10647,r200,All institutions<sup>a</sup> -> Morgan State U.,All institutions<sup>a</sup>,Morgan State U.,2,199,293,104,115,74,180,284,100,113,71,291,9,4,2,3
10647,r201,"All institutions<sup>a</sup> -> U. Alabama, Huntsville",All institutions<sup>a</sup>,"U. Alabama, Huntsville",2,200,292,131,144,17,215,169,100,66,3,94,123,31,78,14
10647,r202,All institutions<sup>a</sup> -> Northern Arizona U.,All institutions<sup>a</sup>,Northern Arizona U.,2,201,291,279,12,0,189,244,232,12,0,176,47,47,0,0
10647,r203,"All institutions<sup>a</sup> -> U. Texas Health Science Center, San Antonio",All institutions<sup>a</sup>,"U. Texas Health Science Center, San Antonio",2,201,291,202,9,80,195,212,197,9,6,133,79,5,0,74
10647,r204,All institutions<sup>a</sup> -> U. South Dakota,All institutions<sup>a</sup>,U. South Dakota,2,203,283,153,10,120,205,187,125,5,57,114,96,28,5,63
10647,r205,All institutions<sup>a</sup> -> Bowling Green State U.,All institutions<sup>a</sup>,Bowling Green State U.,2,204,282,280,0,2,197,209,207,0,2,142,73,73,0,0
10647,r206,All institutions<sup>a</sup> -> Nova Southeastern U.,All institutions<sup>a</sup>,Nova Southeastern U.,2,204,282,211,0,71,222,151,133,0,18,87,131,78,0,53
10647,r207,All institutions<sup>a</sup> -> Boise State U.,All institutions<sup>a</sup>,Boise State U.,2,206,281,188,93,0,199,202,126,76,0,133,79,62,17,0
10647,r208,"All institutions<sup>a</sup> -> Mayo Clinic, Mayo Graduate School",All institutions<sup>a</sup>,"Mayo Clinic, Mayo Graduate School",2,207,267,225,42,0,184,267,225,42,0,356,0,0,0,0
10647,r209,All institutions<sup>a</sup> -> Icahn School of Medicine at Mt. Sinai,All institutions<sup>a</sup>,Icahn School of Medicine at Mt. Sinai,2,208,262,262,0,0,185,262,262,0,0,356,0,0,0,0
10647,r210,All institutions<sup>a</sup> -> U. Texas Medical Branch,All institutions<sup>a</sup>,U. Texas Medical Branch,2,209,260,175,0,85,203,190,159,0,31,145,70,16,0,54
10647,r211,All institutions<sup>a</sup> -> Rockefeller U.,All institutions<sup>a</sup>,Rockefeller U.,2,210,255,255,0,0,187,255,255,0,0,356,0,0,0,0
10647,r212,"All institutions<sup>a</sup> -> U. Arkansas, Little Rock",All institutions<sup>a</sup>,"U. Arkansas, Little Rock",2,211,254,231,23,0,223,150,137,13,0,110,104,94,10,0
10647,r213,"All institutions<sup>a</sup> -> U. Alaska, Fairbanks",All institutions<sup>a</sup>,"U. Alaska, Fairbanks",2,212,246,233,13,0,259,91,86,5,0,68,155,147,8,0
10647,r214,All institutions<sup>a</sup> -> Pontifical Catholic U. Puerto Rico,All institutions<sup>a</sup>,Pontifical Catholic U. Puerto Rico,2,213,242,242,0,0,259,91,91,0,0,72,151,151,0,0
10647,r215,All institutions<sup>a</sup> -> Loma Linda U.,All institutions<sup>a</sup>,Loma Linda U.,2,214,236,133,0,103,238,127,87,0,40,104,109,46,0,63
10647,r216,"All institutions<sup>a</sup> -> Keiser U., Fort Lauderdale",All institutions<sup>a</sup>,"Keiser U., Fort Lauderdale",2,215,225,225,0,0,225,149,149,0,0,137,76,76,0,0
10647,r217,All institutions<sup>a</sup> -> U. Denver,All institutions<sup>a</sup>,U. Denver,2,216,224,200,24,0,200,201,186,15,0,237,23,14,9,0
10647,r218,All institutions<sup>a</sup> -> Wichita State U.,All institutions<sup>a</sup>,Wichita State U.,2,216,224,88,130,6,263,87,42,42,3,82,137,46,88,3
10647,r219,"All institutions<sup>a</sup> -> U. Tennessee, Health Science Center",All institutions<sup>a</sup>,"U. Tennessee, Health Science Center",2,218,218,132,0,86,193,218,132,0,86,356,0,0,0,0
10647,r220,All institutions<sup>a</sup> -> South Dakota State U.,All institutions<sup>a</sup>,South Dakota State U.,2,218,218,160,48,10,218,157,113,35,9,155,61,47,13,1
10647,r221,All institutions<sup>a</sup> -> A. T. Still U.,All institutions<sup>a</sup>,A. T. Still U.,2,220,211,0,0,211,218,157,0,0,157,167,54,0,0,54
10647,r222,All institutions<sup>a</sup> -> William and Mary,All institutions<sup>a</sup>,William and Mary,2,221,210,210,0,0,198,204,204,0,0,312,6,6,0,0
10647,r223,All institutions<sup>a</sup> -> Cleveland State U.,All institutions<sup>a</sup>,Cleveland State U.,2,221,210,119,91,0,217,159,89,70,0,170,51,30,21,0
10647,r224,All institutions<sup>a</sup> -> Rowan U.,All institutions<sup>a</sup>,Rowan U.,2,223,208,106,102,0,209,179,84,95,0,220,29,22,7,0
10647,r225,All institutions<sup>a</sup> -> Duquesne U.,All institutions<sup>a</sup>,Duquesne U.,2,224,202,102,0,100,202,192,97,0,95,284,10,5,0,5
10647,r226,All institutions<sup>a</sup> -> Dakota State U.,All institutions<sup>a</sup>,Dakota State U.,2,224,202,202,0,0,247,110,110,0,0,119,92,92,0,0
10647,r227,All institutions<sup>a</sup> -> Texas State U.,All institutions<sup>a</sup>,Texas State U.,2,226,200,157,43,0,221,153,120,33,0,176,47,37,10,0
10647,r228,All institutions<sup>a</sup> -> Clarkson U.,All institutions<sup>a</sup>,Clarkson U.,2,227,198,82,116,0,205,187,79,108,0,279,11,3,8,0
10647,r229,All institutions<sup>a</sup> -> American U.,All institutions<sup>a</sup>,American U.,2,227,198,198,0,0,207,186,186,0,0,273,12,12,0,0
10647,r230,All institutions<sup>a</sup> -> Miami U.,All institutions<sup>a</sup>,Miami U.,2,229,196,196,0,0,203,190,190,0,0,312,6,6,0,0
10647,r231,All institutions<sup>a</sup> -> Seton Hall U.,All institutions<sup>a</sup>,Seton Hall U.,2,230,192,91,0,101,330,26,26,0,0,64,166,65,0,101
10647,r232,All institutions<sup>a</sup> -> Andrews U.,All institutions<sup>a</sup>,Andrews U.,2,231,188,48,0,140,235,130,45,0,85,158,58,3,0,55
10647,r233,All institutions<sup>a</sup> -> Idaho State U.,All institutions<sup>a</sup>,Idaho State U.,2,232,185,99,46,40,249,105,64,15,26,132,80,35,31,14
10647,r234,"All institutions<sup>a</sup> -> Loyola U., Chicago",All institutions<sup>a</sup>,"Loyola U., Chicago",2,233,184,184,0,0,209,179,179,0,0,316,5,5,0,0
10647,r235,All institutions<sup>a</sup> -> U. Tulsa,All institutions<sup>a</sup>,U. Tulsa,2,233,184,115,69,0,216,162,95,67,0,242,22,20,2,0
10647,r236,All institutions<sup>a</sup> -> U. Northern Colorado,All institutions<sup>a</sup>,U. Northern Colorado,2,235,183,109,0,74,269,76,59,0,17,108,107,50,0,57
10647,r237,"All institutions<sup>a</sup> -> U. Missouri, Saint Louis",All institutions<sup>a</sup>,"U. Missouri, Saint Louis",2,236,182,162,0,20,240,124,121,0,3,158,58,41,0,17
10647,r238,"All institutions<sup>a</sup> -> U. Massachusetts, Dartmouth",All institutions<sup>a</sup>,"U. Massachusetts, Dartmouth",2,237,180,79,76,25,265,83,39,41,3,113,97,40,35,22
10647,r239,All institutions<sup>a</sup> -> Long Island U.,All institutions<sup>a</sup>,Long Island U.,2,238,179,154,0,25,276,70,62,0,8,104,109,92,0,17
10647,r240,All institutions<sup>a</sup> -> U. Arkansas for Medical Sciences,All institutions<sup>a</sup>,U. Arkansas for Medical Sciences,2,239,178,88,0,90,244,115,74,0,41,151,63,14,0,49
10647,r241,All institutions<sup>a</sup> -> U. South Alabama,All institutions<sup>a</sup>,U. South Alabama,2,240,177,130,35,12,228,135,105,21,9,183,42,25,14,3
10647,r242,All institutions<sup>a</sup> -> East Tennessee State U.,All institutions<sup>a</sup>,East Tennessee State U.,2,241,169,81,0,88,245,114,61,0,53,164,55,20,0,35
10647,r243,All institutions<sup>a</sup> -> Louisiana Tech U.,All institutions<sup>a</sup>,Louisiana Tech U.,2,242,167,91,76,0,232,132,68,64,0,199,35,23,12,0
10647,r244,"All institutions<sup>a</sup> -> SUNY, C. of Environmental Science and Forestry",All institutions<sup>a</sup>,"SUNY, C. of Environmental Science and Forestry",2,242,167,135,32,0,267,82,69,13,0,125,85,66,19,0
10647,r245,All institutions<sup>a</sup> -> Marymount U.,All institutions<sup>a</sup>,Marymount U.,2,244,165,165,0,0,264,86,86,0,0,133,79,79,0,0
10647,r246,All institutions<sup>a</sup> -> Uniformed Services U. of the Health Sciences,All institutions<sup>a</sup>,Uniformed Services U. of the Health Sciences,2,245,163,131,0,32,220,154,131,0,23,291,9,0,0,9
10647,r247,"All institutions<sup>a</sup> -> U. Puerto Rico, Mayaguez",All institutions<sup>a</sup>,"U. Puerto Rico, Mayaguez",2,246,162,55,107,0,223,150,51,99,0,273,12,4,8,0
10647,r248,All institutions<sup>a</sup> -> Catholic U. of America,All institutions<sup>a</sup>,Catholic U. of America,2,247,160,90,70,0,227,137,73,64,0,237,23,17,6,0
10647,r249,"All institutions<sup>a</sup> -> St. John's U., Queens",All institutions<sup>a</sup>,"St. John's U., Queens",2,248,159,72,0,87,238,127,56,0,71,208,32,16,0,16
10647,r250,All institutions<sup>a</sup> -> U. New Orleans,All institutions<sup>a</sup>,U. New Orleans,2,249,156,100,56,0,252,100,64,36,0,163,56,36,20,0
10647,r251,All institutions<sup>a</sup> -> Medical U. South Carolina,All institutions<sup>a</sup>,Medical U. South Carolina,2,250,152,121,0,31,232,132,120,0,12,249,20,1,0,19
10647,r252,"All institutions<sup>a</sup> -> U. Puerto Rico, Medical Sciences Campus",All institutions<sup>a</sup>,"U. Puerto Rico, Medical Sciences Campus",2,251,151,50,0,101,228,135,49,0,86,262,16,1,0,15
10647,r253,All institutions<sup>a</sup> -> Embry-Riddle Aeronautical U.,All institutions<sup>a</sup>,Embry-Riddle Aeronautical U.,2,252,150,15,135,0,226,140,15,125,0,284,10,0,10,0
10647,r254,All institutions<sup>a</sup> -> Rush U.,All institutions<sup>a</sup>,Rush U.,2,252,150,66,0,84,251,104,64,0,40,179,46,2,0,44
10647,r255,All institutions<sup>a</sup> -> Florida A&M U.,All institutions<sup>a</sup>,Florida A&M U.,2,254,149,54,50,45,230,134,43,50,41,265,15,11,0,4
10647,r256,All institutions<sup>a</sup> -> East Carolina U.,All institutions<sup>a</sup>,East Carolina U.,2,255,147,110,0,37,247,110,106,0,4,196,37,4,0,33
10647,r257,All institutions<sup>a</sup> -> Tennessee Technological U.,All institutions<sup>a</sup>,Tennessee Technological U.,2,256,145,25,120,0,323,31,2,29,0,99,114,23,91,0
10647,r258,All institutions<sup>a</sup> -> Butler U.,All institutions<sup>a</sup>,Butler U.,2,257,143,0,0,143,345,18,0,0,18,92,125,0,0,125
10647,r259,All institutions<sup>a</sup> -> Central Michigan U.,All institutions<sup>a</sup>,Central Michigan U.,2,258,142,142,0,0,282,59,59,0,0,130,83,83,0,0
10647,r260,All institutions<sup>a</sup> -> U. Bridgeport,All institutions<sup>a</sup>,U. Bridgeport,2,258,142,0,24,118,350,17,0,11,6,92,125,0,13,112
10647,r261,All institutions<sup>a</sup> -> DePaul U.,All institutions<sup>a</sup>,DePaul U.,2,260,140,140,0,0,301,42,42,0,0,112,98,98,0,0
10647,r262,All institutions<sup>a</sup> -> Wright State U.,All institutions<sup>a</sup>,Wright State U.,2,261,139,67,72,0,252,100,56,44,0,191,39,11,28,0
10647,r263,All institutions<sup>a</sup> -> U. Dayton,All institutions<sup>a</sup>,U. Dayton,2,262,134,18,116,0,230,134,18,116,0,356,0,0,0,0
10647,r264,"All institutions<sup>a</sup> -> SUNY, Upstate Medical U.",All institutions<sup>a</sup>,"SUNY, Upstate Medical U.",2,263,133,133,0,0,232,132,132,0,0,344,1,1,0,0
10647,r265,"All institutions<sup>a</sup> -> CUNY, City C.",All institutions<sup>a</sup>,"CUNY, City C.",2,263,133,0,133,0,235,130,0,130,0,326,3,0,3,0
10647,r266,All institutions<sup>a</sup> -> New Mexico Institute of Mining and Technology,All institutions<sup>a</sup>,New Mexico Institute of Mining and Technology,2,263,133,79,54,0,249,105,67,38,0,226,28,12,16,0
10647,r267,All institutions<sup>a</sup> -> Thomas Jefferson U.,All institutions<sup>a</sup>,Thomas Jefferson U.,2,266,129,129,0,0,237,129,129,0,0,356,0,0,0,0
10647,r268,All institutions<sup>a</sup> -> Ball State U.,All institutions<sup>a</sup>,Ball State U.,2,267,127,127,0,0,269,76,76,0,0,170,51,51,0,0
10647,r269,All institutions<sup>a</sup> -> Air Force Institute of Technology,All institutions<sup>a</sup>,Air Force Institute of Technology,2,268,124,24,100,0,257,94,17,77,0,216,30,7,23,0
10647,r270,"All institutions<sup>a</sup> -> SUNY, Downstate Medical Center",All institutions<sup>a</sup>,"SUNY, Downstate Medical Center",2,269,123,47,6,70,285,54,45,6,3,147,69,2,0,67
10647,r271,All institutions<sup>a</sup> -> Clark U.,All institutions<sup>a</sup>,Clark U.,2,270,121,121,0,0,242,118,118,0,0,326,3,3,0,0
10647,r272,All institutions<sup>a</sup> -> Pardee RAND Graduate School,All institutions<sup>a</sup>,Pardee RAND Graduate School,2,271,120,120,0,0,241,120,120,0,0,356,0,0,0,0
10647,r273,All institutions<sup>a</sup> -> Barry U.,All institutions<sup>a</sup>,Barry U.,2,271,120,49,0,71,301,42,24,0,18,136,78,25,0,53
10647,r274,All institutions<sup>a</sup> -> Massachusetts C. of Pharmacy and Health Sciences,All institutions<sup>a</sup>,Massachusetts C. of Pharmacy and Health Sciences,2,273,115,12,0,103,319,33,12,0,21,131,82,0,0,82
10647,r275,"All institutions<sup>a</sup> -> U. Nebraska, Omaha",All institutions<sup>a</sup>,"U. Nebraska, Omaha",2,274,110,110,0,0,286,53,53,0,0,161,57,57,0,0
10647,r276,All institutions<sup>a</sup> -> Pace U.,All institutions<sup>a</sup>,Pace U.,2,274,110,71,0,39,293,49,26,0,23,155,61,45,0,16
10647,r277,All institutions<sup>a</sup> -> Augusta U.,All institutions<sup>a</sup>,Augusta U.,2,276,109,92,0,17,252,100,88,0,12,291,9,4,0,5
10647,r278,All institutions<sup>a</sup> -> Hofstra U.,All institutions<sup>a</sup>,Hofstra U.,2,276,109,109,0,0,255,97,97,0,0,273,12,12,0,0
10647,r279,All institutions<sup>a</sup> -> Southern U. and A&M C.,All institutions<sup>a</sup>,Southern U. and A&M C.,2,278,108,104,0,4,286,53,51,0,2,164,55,53,0,2
10647,r280,All institutions<sup>a</sup> -> Villanova U.,All institutions<sup>a</sup>,Villanova U.,2,279,106,0,91,15,269,76,0,67,9,216,30,0,24,6
10647,r281,All institutions<sup>a</sup> -> Tennessee State U.,All institutions<sup>a</sup>,Tennessee State U.,2,279,106,82,24,0,277,69,58,11,0,196,37,24,13,0
10647,r282,All institutions<sup>a</sup> -> Seattle Pacific U.,All institutions<sup>a</sup>,Seattle Pacific U.,2,281,102,102,0,0,281,61,61,0,0,185,41,41,0,0
10647,r283,All institutions<sup>a</sup> -> U. Indianapolis,All institutions<sup>a</sup>,U. Indianapolis,2,282,100,0,0,100,378,6,0,0,6,116,94,0,0,94
10647,r284,All institutions<sup>a</sup> -> Memorial Sloan Kettering Cancer Center,All institutions<sup>a</sup>,Memorial Sloan Kettering Cancer Center,2,283,97,97,0,0,255,97,97,0,0,356,0,0,0,0
10647,r285,"All institutions<sup>a</sup> -> U. Michigan, Flint",All institutions<sup>a</sup>,"U. Michigan, Flint",2,283,97,0,0,97,262,89,0,0,89,300,8,0,0,8
10647,r286,All institutions<sup>a</sup> -> Yeshiva U.,All institutions<sup>a</sup>,Yeshiva U.,2,285,95,95,0,0,279,65,65,0,0,216,30,30,0,0
10647,r287,"All institutions<sup>a</sup> -> U. North Texas, Health Science Center",All institutions<sup>a</sup>,"U. North Texas, Health Science Center",2,286,94,83,0,11,257,94,83,0,11,356,0,0,0,0
10647,r288,All institutions<sup>a</sup> -> Saint Joseph's U.<sup>c</sup>,All institutions<sup>a</sup>,Saint Joseph's U.<sup>c</sup>,2,286,94,71,0,23,291,50,42,0,8,181,44,29,0,15
10647,r289,"All institutions<sup>a</sup> -> City of Hope, Irell and Manella Graduate School of Biological Sciences",All institutions<sup>a</sup>,"City of Hope, Irell and Manella Graduate School of Biological Sciences",2,288,91,91,0,0,259,91,91,0,0,356,0,0,0,0
10647,r290,All institutions<sup>a</sup> -> National Louis U.,All institutions<sup>a</sup>,National Louis U.,2,289,88,88,0,0,283,57,57,0,0,209,31,31,0,0
10647,r291,All institutions<sup>a</sup> -> Texas Christian U.,All institutions<sup>a</sup>,Texas Christian U.,2,290,85,72,0,13,265,83,71,0,12,336,2,1,0,1
10647,r292,All institutions<sup>a</sup> -> Middle Tennessee State U.,All institutions<sup>a</sup>,Middle Tennessee State U.,2,290,85,85,0,0,393,0,0,0,0,125,85,85,0,0
10647,r293,All institutions<sup>a</sup> -> Illinois State U.,All institutions<sup>a</sup>,Illinois State U.,2,292,83,70,0,13,278,66,66,0,0,259,17,4,0,13
10647,r294,All institutions<sup>a</sup> -> Texas A&M U.-Corpus Christi,All institutions<sup>a</sup>,Texas A&M U.-Corpus Christi,2,293,79,79,0,0,273,72,72,0,0,307,7,7,0,0
10647,r295,All institutions<sup>a</sup> -> South Dakota School of Mines and Technology,All institutions<sup>a</sup>,South Dakota School of Mines and Technology,2,293,79,23,56,0,274,71,20,51,0,300,8,3,5,0
10647,r296,All institutions<sup>a</sup> -> Jackson State U.,All institutions<sup>a</sup>,Jackson State U.,2,293,79,59,20,0,325,29,21,8,0,173,50,38,12,0
10647,r297,All institutions<sup>a</sup> -> Naval Postgraduate School,All institutions<sup>a</sup>,Naval Postgraduate School,2,296,77,38,39,0,268,77,38,39,0,356,0,0,0,0
10647,r298,All institutions<sup>a</sup> -> Harrisburg U. of Science and Technology,All institutions<sup>a</sup>,Harrisburg U. of Science and Technology,2,297,76,76,0,0,272,73,73,0,0,326,3,3,0,0
10647,r299,All institutions<sup>a</sup> -> Chapman U.,All institutions<sup>a</sup>,Chapman U.,2,297,76,48,0,28,305,41,21,0,20,199,35,27,0,8
10647,r300,All institutions<sup>a</sup> -> U. of the Pacific,All institutions<sup>a</sup>,U. of the Pacific,2,299,74,29,0,45,342,19,14,0,5,164,55,15,0,40
10647,r301,All institutions<sup>a</sup> -> Arkansas State U.,All institutions<sup>a</sup>,Arkansas State U.,2,300,73,73,0,0,301,42,42,0,0,209,31,31,0,0
10647,r302,"All institutions<sup>a</sup> -> SUNY, Polytechnic Institute",All institutions<sup>a</sup>,"SUNY, Polytechnic Institute",2,300,73,7,66,0,313,38,6,32,0,199,35,1,34,0
10647,r303,All institutions<sup>a</sup> -> Eastern Virginia Medical School,All institutions<sup>a</sup>,Eastern Virginia Medical School,2,302,72,0,0,72,311,39,0,0,39,206,33,0,0,33
10647,r304,All institutions<sup>a</sup> -> Kennesaw State U.,All institutions<sup>a</sup>,Kennesaw State U.,2,303,71,57,14,0,298,45,31,14,0,230,26,26,0,0
