table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_performed_by_the_company,field_performed_by_others
9646,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['97,766', '  ']","['89,837', '  ']","['7,929', '  ']"
9646,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['45,406', '  ']","['40,100', '  ']","['5,306', '  ']"
9646,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['313', '  ']","['305', '  ']","['8', '  ']"
9646,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['22', '  ']","['19', '  ']","['4', '  ']"
9646,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['11', '  ']","['11', '  ']","['*', '  ']"
9646,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['2 - 10', '  ']","['2 - 10', '  ']","['0', '  ']"
9646,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['*', '  ']","['*', 'i ']","['*', 'i ']"
9646,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0 - 7', '  ']","['0 - 7', '  ']","['0', '  ']"
9646,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['6', '  ']","['5', '  ']","['1', '  ']"
9646,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['16,543', '  ']","['12,715', '  ']","['3,828', '  ']"
9646,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['170', '  ']","['157', '  ']","['12', '  ']"
