table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
9668,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['527,804', '  ']","['32,763', '  ']","['69,130', '  ']","['425,912', '  ']"
9668,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['287,666', '  ']","['24,098', '  ']","['44,230', '  ']","['219,337', '  ']"
9668,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,963 - 4,968', '  ']","[' 409 - 415', '  ']","['970', '  ']","['3,584', '  ']"
9668,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,228', '  ']","['77', '  ']","['179', '  ']","['972', '  ']"
9668,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['818', '  ']","['73', '  ']","['90', '  ']","['655', '  ']"
9668,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"[' 433 - 442', '  ']","['21', '  ']","['29', '  ']","[' 383 - 393', '  ']"
9668,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,139', '  ']","['137', '  ']","['322', '  ']","['680', '  ']"
9668,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"[' 196 - 205', 'i ']","[' 0 - 9', '  ']","[' 24 - 33', '  ']","['164', 'i ']"
9668,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['952', '  ']","['266', '  ']","['288', '  ']","['398', '  ']"
9668,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['97,097', '  ']","['15,468', '  ']","['19,049', '  ']","['62,580', '  ']"
9668,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,559', '  ']","['273', '  ']","['706', '  ']","['1,580', '  ']"
9668,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,291 - 1,320', 'i ']","['224', 'i ']","['344', 'i ']","[' 724 - 753', 'i ']"
9668,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"[' 915 - 946', '  ']","[' 139 - 208', '  ']","[' 236 - 305', '  ']","['501', '  ']"
9668,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['88,524', '  ']","['14,599', '  ']","['17,210', '  ']","['56,715', '  ']"
9668,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['2,531', '  ']","[' 97 - 138', '  ']","[' 248 - 289', '  ']","['2,144', '  ']"
9668,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,242 - 1,252', '  ']","[' 66 - 94', '  ']","[' 236 - 264', '  ']","[' 885 - 914', '  ']"
9668,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,961', '  ']","['201', '  ']","['546', '  ']","['2,214', '  ']"
9668,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,503', '  ']","['247', '  ']","['324', '  ']","['932', '  ']"
9668,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"[' 887 - 890', '  ']","[' 29 - 32', '  ']","['76', '  ']","['781', '  ']"
9668,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,879', '  ']","['212', '  ']","['734', '  ']","['2,932', '  ']"
