table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
7545,r227,All fields -> Science and engineering -> Psychology,All fields,Science and engineering,Psychology,,,3,3716,309,3070,360,9,195,243,2031,125,47,60
7545,r228,All fields -> Science and engineering -> Psychology -> Clinical psychology,All fields,Science and engineering,Psychology,Clinical psychology,,4,1256,54,1090,138,1,73,61,732,44,18,23
7545,r229,All fields -> Science and engineering -> Psychology -> Clinical psychology -> Clinical child psychology,All fields,Science and engineering,Psychology,Clinical psychology,Clinical child psychology,5,52,1,47,8,0,2,3,31,2,0,1
7545,r230,All fields -> Science and engineering -> Psychology -> Clinical psychology -> Clinical psychology,All fields,Science and engineering,Psychology,Clinical psychology,Clinical psychology,5,1204,53,1043,130,1,71,58,701,42,18,22
7545,r231,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,,4,1338,105,1133,131,6,65,135,716,42,13,25
7545,r232,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Applied behavior analysis,All fields,Science and engineering,Psychology,Counseling and applied psychology,Applied behavior analysis,5,59,4,52,6,0,4,2,40,0,0,0
7545,r233,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Counseling psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Counseling psychology,5,365,16,313,45,4,21,35,177,11,3,17
7545,r234,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Educational psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Educational psychology,5,229,43,171,14,0,8,22,117,4,5,1
7545,r235,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Industrial and organizational psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,Industrial and organizational psychology,5,181,20,149,17,0,14,13,97,6,2,0
7545,r236,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> School psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,School psychology,5,259,4,242,24,1,10,28,162,14,0,3
7545,r237,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology -> Counseling and applied psychology nec,All fields,Science and engineering,Psychology,Counseling and applied psychology,Counseling and applied psychology nec,5,245,18,206,25,1,8,35,123,7,3,4
7545,r238,All fields -> Science and engineering -> Psychology -> Research and experimental psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,,4,651,102,530,52,1,46,14,381,23,11,2
7545,r239,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Behavioral neuroscience,All fields,Science and engineering,Psychology,Research and experimental psychology,Behavioral neuroscience,5,87,11,73,11,1,7,1,47,3,2,1
7545,r240,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Cognitive psychology and psycholinguistics,All fields,Science and engineering,Psychology,Research and experimental psychology,Cognitive psychology and psycholinguistics,5,106,23,78,6,0,6,1,58,6,1,0
7545,r241,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Developmental and child psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Developmental and child psychology,5,78,11,67,11,0,8,1,44,2,1,0
7545,r242,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Experimental psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Experimental psychology,5,98,15,80,7,0,5,2,63,1,1,1
7545,r243,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Social psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,Social psychology,5,143,13,127,8,0,10,8,91,7,3,0
7545,r244,All fields -> Science and engineering -> Psychology -> Research and experimental psychology -> Research and experimental psychology nec,All fields,Science and engineering,Psychology,Research and experimental psychology,Research and experimental psychology nec,5,139,29,105,9,0,10,1,78,4,3,0
7545,r245,"All fields -> Science and engineering -> Psychology -> Psychology, other",All fields,Science and engineering,Psychology,"Psychology, other",,4,471,48,317,39,1,11,33,202,16,5,10
7545,r246,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Human development",All fields,Science and engineering,Psychology,"Psychology, other",Human development,5,142,23,101,9,1,6,13,58,11,0,3
7545,r247,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Psychology, general",All fields,Science and engineering,Psychology,"Psychology, other","Psychology, general",5,261,20,155,22,0,5,15,99,4,4,6
7545,r248,"All fields -> Science and engineering -> Psychology -> Psychology, other -> Psychology nec",All fields,Science and engineering,Psychology,"Psychology, other",Psychology nec,5,68,5,61,8,0,0,5,45,1,1,1
7545,r249,All fields -> Science and engineering -> Social sciences,All fields,Science and engineering,Social sciences,,,3,4749,1510,2993,312,15,256,294,1950,97,37,32
7545,r250,All fields -> Science and engineering -> Social sciences -> Anthropology,All fields,Science and engineering,Social sciences,Anthropology,,4,388,75,294,35,3,26,8,190,20,8,4
7545,r251,"All fields -> Science and engineering -> Social sciences -> Anthropology -> Anthropology, general",All fields,Science and engineering,Social sciences,Anthropology,"Anthropology, general",5,80,11,55,5,1,7,0,32,5,3,2
7545,r252,All fields -> Science and engineering -> Social sciences -> Anthropology -> Cultural anthropology,All fields,Science and engineering,Social sciences,Anthropology,Cultural anthropology,5,186,48,136,16,2,14,6,84,9,4,1
7545,r253,All fields -> Science and engineering -> Social sciences -> Anthropology -> Physical and biological anthropology,All fields,Science and engineering,Social sciences,Anthropology,Physical and biological anthropology,5,71,9,59,7,0,3,1,42,4,1,1
7545,r254,All fields -> Science and engineering -> Social sciences -> Anthropology -> Anthropology nec,All fields,Science and engineering,Social sciences,Anthropology,Anthropology nec,5,51,7,44,7,0,2,1,32,2,0,0
7545,r255,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",,4,383,69,283,58,4,21,46,131,15,2,6
7545,r256,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies -> Area studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",Area studies,5,224,55,151,24,0,12,16,89,6,0,4
7545,r257,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies -> Ethnic studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",Ethnic studies,5,81,5,72,23,4,7,20,9,6,2,1
7545,r258,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies -> Area, ethnic, cultural, gender, and group studies nec",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies","Area, ethnic, cultural, gender, and group studies nec",5,78,9,60,11,0,2,10,33,3,0,1
7545,r259,All fields -> Science and engineering -> Social sciences -> Economics,All fields,Science and engineering,Social sciences,Economics,,4,1317,773,467,39,0,82,18,305,10,6,7
7545,r260,All fields -> Science and engineering -> Social sciences -> Economics -> Agricultural economics,All fields,Science and engineering,Social sciences,Economics,Agricultural economics,5,76,47,26,3,0,2,0,18,0,2,1
7545,r261,All fields -> Science and engineering -> Social sciences -> Economics -> Applied economics,All fields,Science and engineering,Social sciences,Economics,Applied economics,5,134,78,54,1,0,11,3,38,0,0,1
7545,r262,All fields -> Science and engineering -> Social sciences -> Economics -> Development economics and international development,All fields,Science and engineering,Social sciences,Economics,Development economics and international development,5,54,32,22,3,0,2,5,12,0,0,0
7545,r263,All fields -> Science and engineering -> Social sciences -> Economics -> Econometrics and quantitative economics,All fields,Science and engineering,Social sciences,Economics,Econometrics and quantitative economics,5,145,122,20,2,0,5,1,10,0,2,0
7545,r264,"All fields -> Science and engineering -> Social sciences -> Economics -> Economics, general",All fields,Science and engineering,Social sciences,Economics,"Economics, general",5,802,438,298,28,0,52,6,198,9,1,4
7545,r265,All fields -> Science and engineering -> Social sciences -> Economics -> Environmental/ natural resource economics,All fields,Science and engineering,Social sciences,Economics,Environmental/ natural resource economics,5,54,23,30,0,0,8,2,18,0,1,1
7545,r266,All fields -> Science and engineering -> Social sciences -> Economics -> Economics nec,All fields,Science and engineering,Social sciences,Economics,Economics nec,5,52,33,17,2,0,2,1,11,1,0,0
7545,r267,All fields -> Science and engineering -> Social sciences -> Political science and government,All fields,Science and engineering,Social sciences,Political science and government,,4,581,139,405,22,1,19,24,316,12,5,6
7545,r268,"All fields -> Science and engineering -> Social sciences -> Political science and government -> Political science and government, general",All fields,Science and engineering,Social sciences,Political science and government,"Political science and government, general",5,488,123,333,20,0,17,20,258,8,4,6
7545,r269,All fields -> Science and engineering -> Social sciences -> Political science and government -> Political science and government nec,All fields,Science and engineering,Social sciences,Political science and government,Political science and government nec,5,93,16,72,2,1,2,4,58,4,1,0
7545,r270,All fields -> Science and engineering -> Social sciences -> Public policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,,4,399,70,316,26,0,26,65,187,9,1,2
7545,r271,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Education policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,Education policy analysis,5,131,15,115,8,0,10,16,78,2,0,1
7545,r272,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Health policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,Health policy analysis,5,52,7,45,6,0,4,3,29,3,0,0
7545,r273,"All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Public policy analysis, general",All fields,Science and engineering,Social sciences,Public policy analysis,"Public policy analysis, general",5,158,40,113,10,0,12,23,63,3,1,1
7545,r274,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Public policy nec,All fields,Science and engineering,Social sciences,Public policy analysis,Public policy nec,5,58,8,43,2,0,0,23,17,1,0,0
7545,r275,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies",,4,578,91,469,56,2,36,59,295,12,7,2
7545,r276,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies -> Sociology, general",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies","Sociology, general",5,501,74,409,45,2,34,48,263,11,5,1
7545,r277,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies -> Sociology, demography, and population studies nec",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies","Sociology, demography, and population studies nec",5,77,17,60,11,0,2,11,32,1,2,1
7545,r278,"All fields -> Science and engineering -> Social sciences -> Social sciences, other",All fields,Science and engineering,Social sciences,"Social sciences, other",,4,1103,293,759,76,5,46,74,526,19,8,5
7545,r279,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Applied linguistics",All fields,Science and engineering,Social sciences,"Social sciences, other",Applied linguistics,5,74,32,42,10,0,6,0,26,0,0,0
7545,r280,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Archeology",All fields,Science and engineering,Social sciences,"Social sciences, other",Archeology,5,83,12,70,5,0,2,1,61,1,0,0
7545,r281,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Criminal justice and corrections",All fields,Science and engineering,Social sciences,"Social sciences, other",Criminal justice and corrections,5,126,10,102,12,1,1,26,58,2,1,1
7545,r282,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Criminology",All fields,Science and engineering,Social sciences,"Social sciences, other",Criminology,5,97,7,87,10,0,2,11,60,2,2,0
7545,r283,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Geography and cartography",All fields,Science and engineering,Social sciences,"Social sciences, other",Geography and cartography,5,223,82,134,12,2,6,7,99,5,2,1
7545,r284,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> International relations and national security studies",All fields,Science and engineering,Social sciences,"Social sciences, other",International relations and national security studies,5,105,30,71,7,0,8,2,53,1,0,0
7545,r285,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Linguistics",All fields,Science and engineering,Social sciences,"Social sciences, other",Linguistics,5,203,81,109,9,1,11,3,77,5,2,1
7545,r286,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Social sciences nec",All fields,Science and engineering,Social sciences,"Social sciences, other",Social sciences nec,5,192,39,144,11,1,10,24,92,3,1,2
7545,r287,All fields -> Non-science and engineering,All fields,Non-science and engineering,,,,2,10894,2379,7768,690,34,469,972,5098,254,93,158
7545,r288,All fields -> Non-science and engineering -> Business,All fields,Non-science and engineering,Business,,,3,1340,644,590,28,1,78,112,330,19,6,16
7545,r289,All fields -> Non-science and engineering -> Business -> Business administration and management,All fields,Non-science and engineering,Business,Business administration and management,,4,456,180,219,10,0,24,58,109,10,2,6
7545,r290,All fields -> Non-science and engineering -> Business -> Business administration and management -> Business management and administration,All fields,Non-science and engineering,Business,Business administration and management,Business management and administration,5,235,107,94,3,0,16,21,46,2,0,6
7545,r291,All fields -> Non-science and engineering -> Business -> Business administration and management -> Organizational leadership,All fields,Non-science and engineering,Business,Business administration and management,Organizational leadership,5,117,18,90,5,0,3,30,45,6,1,0
7545,r292,All fields -> Non-science and engineering -> Business -> Business administration and management -> Business administration and management nec,All fields,Non-science and engineering,Business,Business administration and management,Business administration and management nec,5,104,55,35,2,0,5,7,18,2,1,0
7545,r293,"All fields -> Non-science and engineering -> Business -> Business, other",All fields,Non-science and engineering,Business,"Business, other",,4,884,464,371,18,1,54,54,221,9,4,10
7545,r294,"All fields -> Non-science and engineering -> Business -> Business, other -> Accounting and accounting-related",All fields,Non-science and engineering,Business,"Business, other",Accounting and accounting-related,5,135,67,64,2,0,13,7,40,2,0,0
7545,r295,"All fields -> Non-science and engineering -> Business -> Business, other -> Finance and financial management",All fields,Non-science and engineering,Business,"Business, other",Finance and financial management,5,192,117,62,2,0,12,2,41,2,2,1
7545,r296,"All fields -> Non-science and engineering -> Business -> Business, other -> Management information systems",All fields,Non-science and engineering,Business,"Business, other",Management information systems,5,88,53,29,1,0,6,8,10,2,1,1
7545,r297,"All fields -> Non-science and engineering -> Business -> Business, other -> Management sciences",All fields,Non-science and engineering,Business,"Business, other",Management sciences,5,73,38,31,3,0,3,4,14,0,0,7
7545,r298,"All fields -> Non-science and engineering -> Business -> Business, other -> Marketing",All fields,Non-science and engineering,Business,"Business, other",Marketing,5,119,69,43,3,0,8,4,27,1,0,0
7545,r299,"All fields -> Non-science and engineering -> Business -> Business, other -> Organizational behavior studies",All fields,Non-science and engineering,Business,"Business, other",Organizational behavior studies,5,103,28,69,3,0,9,13,42,1,1,0
7545,r300,"All fields -> Non-science and engineering -> Business -> Business, other -> Business nec",All fields,Non-science and engineering,Business,"Business, other",Business nec,5,174,92,73,4,1,3,16,47,1,0,1
7545,r301,All fields -> Non-science and engineering -> Education,All fields,Non-science and engineering,Education,,,3,3711,496,2962,284,21,159,512,1810,94,26,56
7545,r302,All fields -> Non-science and engineering -> Education -> Education leadership and administration,All fields,Non-science and engineering,Education,Education leadership and administration,,4,1082,64,937,93,8,28,229,514,41,8,16
7545,r303,"All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Educational leadership and administration, general",All fields,Non-science and engineering,Education,Education leadership and administration,"Educational leadership and administration, general",5,500,30,425,48,5,11,103,230,13,5,10
7545,r304,All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Higher education and community college administration,All fields,Non-science and engineering,Education,Education leadership and administration,Higher education and community college administration,5,391,17,352,35,3,12,86,188,19,3,6
7545,r305,All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Education leadership and administration nec,All fields,Non-science and engineering,Education,Education leadership and administration,Education leadership and administration nec,5,191,17,160,10,0,5,40,96,9,0,0
7545,r306,All fields -> Non-science and engineering -> Education -> Education research,All fields,Non-science and engineering,Education,Education research,,4,1204,209,924,85,4,60,133,589,21,13,19
7545,r307,All fields -> Non-science and engineering -> Education -> Education research -> Curriculum and instruction,All fields,Non-science and engineering,Education,Education research,Curriculum and instruction,5,425,66,330,35,1,17,39,220,8,2,8
7545,r308,"All fields -> Non-science and engineering -> Education -> Education research -> Educational assessment, evaluation, and research methods",All fields,Non-science and engineering,Education,Education research,"Educational assessment, evaluation, and research methods",5,222,63,151,7,1,16,14,100,4,6,3
7545,r309,All fields -> Non-science and engineering -> Education -> Education research -> Educational/ instructional technology and media design,All fields,Non-science and engineering,Education,Education research,Educational/ instructional technology and media design,5,155,42,100,4,0,14,19,57,2,2,2
7545,r310,All fields -> Non-science and engineering -> Education -> Education research -> Higher education evaluation and research,All fields,Non-science and engineering,Education,Education research,Higher education evaluation and research,5,61,7,54,6,0,1,6,36,2,2,1
7545,r311,All fields -> Non-science and engineering -> Education -> Education research -> Student counseling and personnel services,All fields,Non-science and engineering,Education,Education research,Student counseling and personnel services,5,267,17,235,28,1,7,44,146,4,1,4
7545,r312,All fields -> Non-science and engineering -> Education -> Education research -> Education research nec,All fields,Non-science and engineering,Education,Education research,Education research nec,5,74,14,54,5,1,5,11,30,1,0,1
7545,r313,All fields -> Non-science and engineering -> Education -> Teacher education,All fields,Non-science and engineering,Education,Teacher education,,4,1010,181,778,55,6,51,103,520,24,4,15
7545,r314,"All fields -> Non-science and engineering -> Education -> Teacher education -> Adult, continuing, and workforce education and development",All fields,Non-science and engineering,Education,Teacher education,"Adult, continuing, and workforce education and development",5,66,11,51,1,0,4,14,31,1,0,0
7545,r315,"All fields -> Non-science and engineering -> Education -> Teacher education -> Bilingual, multilingual, and multicultural education",All fields,Non-science and engineering,Education,Teacher education,"Bilingual, multilingual, and multicultural education",5,77,19,49,15,3,0,5,23,1,0,2
7545,r316,All fields -> Non-science and engineering -> Education -> Teacher education -> Mathematics teacher education,All fields,Non-science and engineering,Education,Teacher education,Mathematics teacher education,5,75,12,63,3,0,4,8,42,3,2,1
7545,r317,All fields -> Non-science and engineering -> Education -> Teacher education -> Music teacher education,All fields,Non-science and engineering,Education,Teacher education,Music teacher education,5,73,9,63,0,0,1,9,52,0,0,1
7545,r318,All fields -> Non-science and engineering -> Education -> Teacher education -> Special education and teaching,All fields,Non-science and engineering,Education,Teacher education,Special education and teaching,5,235,42,183,10,0,15,16,134,7,0,1
7545,r319,All fields -> Non-science and engineering -> Education -> Teacher education -> STEM educational methods,All fields,Non-science and engineering,Education,Teacher education,STEM educational methods,5,70,9,60,4,0,3,6,43,2,1,1
7545,r320,"All fields -> Non-science and engineering -> Education -> Teacher education -> Teacher education, science and engineering",All fields,Non-science and engineering,Education,Teacher education,"Teacher education, science and engineering",5,68,8,56,4,1,6,7,34,1,1,2
7545,r321,"All fields -> Non-science and engineering -> Education -> Teacher education -> Teacher education, specific levels and methods",All fields,Non-science and engineering,Education,Teacher education,"Teacher education, specific levels and methods",5,154,23,125,10,1,10,21,75,4,0,4
7545,r322,"All fields -> Non-science and engineering -> Education -> Teacher education -> Teacher education, specific subject areas",All fields,Non-science and engineering,Education,Teacher education,"Teacher education, specific subject areas",5,192,48,128,8,1,8,17,86,5,0,3
7545,r323,"All fields -> Non-science and engineering -> Education -> Education, other",All fields,Non-science and engineering,Education,"Education, other",,4,415,42,323,51,3,20,47,187,8,1,6
7545,r324,"All fields -> Non-science and engineering -> Education -> Education, other -> Education, general",All fields,Non-science and engineering,Education,"Education, other","Education, general",5,268,29,194,25,1,13,23,120,6,1,5
7545,r325,"All fields -> Non-science and engineering -> Education -> Education, other -> Education nec",All fields,Non-science and engineering,Education,"Education, other",Education nec,5,147,13,129,26,2,7,24,67,2,0,1
7545,r326,All fields -> Non-science and engineering -> Humanities,All fields,Non-science and engineering,Humanities,,,3,3076,547,2339,224,3,114,111,1721,80,37,49
7545,r327,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters",All fields,Non-science and engineering,Humanities,"English language and literature, letters",,4,933,100,776,46,2,36,38,599,30,7,18
7545,r328,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> American literature (United States)",All fields,Non-science and engineering,Humanities,"English language and literature, letters",American literature (United States),5,113,16,96,4,0,4,2,81,4,1,0
7545,r329,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> Creative writing",All fields,Non-science and engineering,Humanities,"English language and literature, letters",Creative writing,5,68,6,60,4,0,4,3,44,5,0,0
7545,r330,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English language and literature, general",All fields,Non-science and engineering,Humanities,"English language and literature, letters","English language and literature, general",5,362,38,284,18,0,13,21,208,8,3,13
7545,r331,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English literature (British and commonwealth)",All fields,Non-science and engineering,Humanities,"English language and literature, letters",English literature (British and commonwealth),5,131,14,116,5,0,8,3,93,5,1,1
7545,r332,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> Rhetoric and composition, and writing studies",All fields,Non-science and engineering,Humanities,"English language and literature, letters","Rhetoric and composition, and writing studies",5,190,16,164,12,1,5,7,134,3,2,0
7545,r333,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English language and literature nec",All fields,Non-science and engineering,Humanities,"English language and literature, letters",English language and literature nec,5,69,10,56,3,1,2,2,39,5,0,4
7545,r334,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",,4,505,167,305,70,1,19,11,179,12,6,7
7545,r335,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Comparative literature",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",Comparative literature,5,118,46,63,6,0,9,2,41,3,1,1
7545,r336,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Hispanic/ Latin American languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Hispanic/ Latin American languages, literatures, and linguistics",5,70,19,48,27,0,1,1,18,1,0,0
7545,r337,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Romance languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Romance languages, literatures, and linguistics",5,72,19,50,7,0,3,5,35,0,0,0
7545,r338,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Spanish language and literature",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",Spanish language and literature,5,79,27,47,27,0,0,0,16,1,1,2
7545,r339,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Foreign languages, literatures, and linguistics nec",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Foreign languages, literatures, and linguistics nec",5,166,56,97,3,1,6,3,69,7,4,4
7545,r340,All fields -> Non-science and engineering -> Humanities -> History,All fields,Non-science and engineering,Humanities,History,,4,672,117,524,51,0,15,23,403,17,6,9
7545,r341,All fields -> Non-science and engineering -> Humanities -> History -> American history (United States),All fields,Non-science and engineering,Humanities,History,American history (United States),5,209,14,193,11,0,0,7,164,8,0,3
7545,r342,All fields -> Non-science and engineering -> Humanities -> History -> European history,All fields,Non-science and engineering,Humanities,History,European history,5,88,19,68,3,0,0,2,61,2,0,0
7545,r343,"All fields -> Non-science and engineering -> Humanities -> History -> History, general",All fields,Non-science and engineering,Humanities,History,"History, general",5,169,32,110,15,0,7,4,72,3,3,6
7545,r344,"All fields -> Non-science and engineering -> Humanities -> History -> History, regional focus",All fields,Non-science and engineering,Humanities,History,"History, regional focus",5,133,44,88,16,0,5,8,56,1,2,0
7545,r345,All fields -> Non-science and engineering -> Humanities -> History -> History nec,All fields,Non-science and engineering,Humanities,History,History nec,5,73,8,65,6,0,3,2,50,3,1,0
7545,r346,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,,4,592,102,457,35,0,23,21,347,11,11,9
7545,r347,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Philosophy,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Philosophy,5,399,73,305,26,0,12,8,235,9,7,8
7545,r348,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Religion/ religious studies,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Religion/ religious studies,5,126,21,97,8,0,6,13,67,1,2,0
7545,r349,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Philosophy and religious studies nec,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Philosophy and religious studies nec,5,67,8,55,1,0,5,0,45,1,2,1
7545,r350,"All fields -> Non-science and engineering -> Humanities -> Humanities, other",All fields,Non-science and engineering,Humanities,"Humanities, other",,4,374,61,277,22,0,21,18,193,10,7,6
7545,r351,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Bible/ biblical studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Bible/ biblical studies,5,71,9,53,1,0,4,2,41,3,2,0
7545,r352,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Humanities and humanistic studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Humanities and humanistic studies,5,62,10,44,5,0,5,9,19,5,1,0
7545,r353,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Theological and ministerial studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Theological and ministerial studies,5,241,42,180,16,0,12,7,133,2,4,6
7545,r354,All fields -> Non-science and engineering -> Visual and performing arts,All fields,Non-science and engineering,Visual and performing arts,,,3,771,147,571,43,2,33,17,440,22,5,9
7545,r355,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts,All fields,Non-science and engineering,Visual and performing arts,Performing arts,,4,491,89,368,28,1,26,11,282,12,3,5
7545,r356,"All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Dance, drama, theatre arts and stagecraft",All fields,Non-science and engineering,Visual and performing arts,Performing arts,"Dance, drama, theatre arts and stagecraft",5,82,11,65,7,0,5,3,45,3,1,1
7545,r357,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music performance,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music performance,5,128,25,93,7,0,9,3,69,4,1,0
7545,r358,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music theory and composition,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music theory and composition,5,86,17,68,4,0,4,1,57,0,1,1
7545,r359,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music nec,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music nec,5,79,15,49,1,0,2,0,42,2,0,2
7545,r360,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Musicology and ethnomusicology,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Musicology and ethnomusicology,5,116,21,93,9,1,6,4,69,3,0,1
7545,r361,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies/ design",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies/ design",,4,280,58,203,15,1,7,6,158,10,2,4
7545,r362,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies/ design -> Art history, criticism and conservation",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies/ design","Art history, criticism and conservation",5,167,16,141,12,1,5,2,110,8,2,1
