table_id,row_id,aggregated_field_name_and_constituent_fields_full_path,aggregated_field_name_and_constituent_fields_level_1,aggregated_field_name_and_constituent_fields_level_2,aggregated_field_name_and_constituent_fields_level_3,aggregated_field_name_and_constituent_fields_level_4,aggregated_field_name_and_constituent_fields_level_5,aggregated_field_name_and_constituent_fields_hierarchy_depth
2870,r131,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geomorphology, geological sciences-general, geological sciences-other<sup>&#8224;</sup> -> Geomorphology, glacial geology<sup>*</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Geomorphology, geological sciences-general, geological sciences-other<sup>&#8224;</sup>","Geomorphology, glacial geology<sup>*</sup>",,4
2870,r132,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geomorphology, geological sciences-general, geological sciences-other<sup>&#8224;</sup> -> Geological sciences, general",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Geomorphology, geological sciences-general, geological sciences-other<sup>&#8224;</sup>","Geological sciences, general",,4
2870,r133,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geomorphology, geological sciences-general, geological sciences-other<sup>&#8224;</sup> -> Geological sciences, other",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Geomorphology, geological sciences-general, geological sciences-other<sup>&#8224;</sup>","Geological sciences, other",,4
2870,r134,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Geophysics and seismology",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Geophysics and seismology,,,3
2870,r135,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Paleontology, stratigraphy<sup>&#8224;</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Paleontology, stratigraphy<sup>&#8224;</sup>",,,3
2870,r136,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Paleontology, stratigraphy<sup>&#8224;</sup> -> Paleontology<sup>*</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Paleontology, stratigraphy<sup>&#8224;</sup>",Paleontology<sup>*</sup>,,4
2870,r137,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Paleontology, stratigraphy<sup>&#8224;</sup> -> Stratigraphy and sedimentation<sup>*</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences","Paleontology, stratigraphy<sup>&#8224;</sup>",Stratigraphy and sedimentation<sup>*</sup>,,4
2870,r138,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Ocean and marine sciences",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Ocean and marine sciences,,,3
2870,r139,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Ocean and marine sciences -> Marine biology and biological oceanography",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Ocean and marine sciences,Marine biology and biological oceanography,,4
2870,r140,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Ocean and marine sciences -> Oceanography, chemical and physical",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Ocean and marine sciences,"Oceanography, chemical and physical",,4
2870,r141,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Ocean and marine sciences -> Ocean / marine sciences, aggregated&#8224;",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Ocean and marine sciences,"Ocean / marine sciences, aggregated&#8224;",,4
2870,r142,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Ocean and marine sciences -> Ocean / marine sciences, aggregated&#8224; -> Hydrology and water resources",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Ocean and marine sciences,"Ocean / marine sciences, aggregated&#8224;",Hydrology and water resources,5
2870,r143,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Ocean and marine sciences -> Ocean / marine sciences, aggregated&#8224; -> Marine sciences",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Ocean and marine sciences,"Ocean / marine sciences, aggregated&#8224;",Marine sciences,5
2870,r144,"Physical sciences and earth sciences -> Geosciences, atmospheric, and ocean sciences -> Ocean and marine sciences -> Ocean / marine sciences, aggregated&#8224; -> Ocean and marine sciences, other<sup>*</sup>",Physical sciences and earth sciences,"Geosciences, atmospheric, and ocean sciences",Ocean and marine sciences,"Ocean / marine sciences, aggregated&#8224;","Ocean and marine sciences, other<sup>*</sup>",5
2870,r145,Physical sciences and earth sciences -> Physics and astronomy,Physical sciences and earth sciences,Physics and astronomy,,,,2
2870,r146,Physical sciences and earth sciences -> Physics and astronomy -> Astronomy and astrophysics,Physical sciences and earth sciences,Physics and astronomy,Astronomy and astrophysics,,,3
2870,r147,Physical sciences and earth sciences -> Physics and astronomy -> Astronomy and astrophysics -> Astronomy,Physical sciences and earth sciences,Physics and astronomy,Astronomy and astrophysics,Astronomy,,4
2870,r148,Physical sciences and earth sciences -> Physics and astronomy -> Astronomy and astrophysics -> Astrophysics,Physical sciences and earth sciences,Physics and astronomy,Astronomy and astrophysics,Astrophysics,,4
2870,r149,"Physical sciences and earth sciences -> Physics and astronomy -> Astronomy and astrophysics -> Astronomy and astrophysics, other",Physical sciences and earth sciences,Physics and astronomy,Astronomy and astrophysics,"Astronomy and astrophysics, other",,4
2870,r150,Physical sciences and earth sciences -> Physics and astronomy -> Physics,Physical sciences and earth sciences,Physics and astronomy,Physics,,,3
2870,r151,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Acoustics, optics / photonics&#8224;",Physical sciences and earth sciences,Physics and astronomy,Physics,"Acoustics, optics / photonics&#8224;",,4
2870,r152,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Acoustics, optics / photonics&#8224; -> Acoustics<sup>*</sup>",Physical sciences and earth sciences,Physics and astronomy,Physics,"Acoustics, optics / photonics&#8224;",Acoustics<sup>*</sup>,5
2870,r153,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Acoustics, optics / photonics&#8224; -> Optics, photonics",Physical sciences and earth sciences,Physics and astronomy,Physics,"Acoustics, optics / photonics&#8224;","Optics, photonics",5
2870,r154,Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Applied physics,Physical sciences and earth sciences,Physics and astronomy,Physics,Applied physics,,4
2870,r155,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Atomic physics, polymer physics<sup>&#8224;</sup>",Physical sciences and earth sciences,Physics and astronomy,Physics,"Atomic physics, polymer physics<sup>&#8224;</sup>",,4
2870,r156,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Atomic physics, polymer physics<sup>&#8224;</sup> -> Atomic, molecular, chemical physics",Physical sciences and earth sciences,Physics and astronomy,Physics,"Atomic physics, polymer physics<sup>&#8224;</sup>","Atomic, molecular, chemical physics",5
2870,r157,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Atomic physics, polymer physics<sup>&#8224;</sup> -> Polymer physics<sup>*</sup>",Physical sciences and earth sciences,Physics and astronomy,Physics,"Atomic physics, polymer physics<sup>&#8224;</sup>",Polymer physics<sup>*</sup>,5
2870,r158,Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Biophysics (physics),Physical sciences and earth sciences,Physics and astronomy,Physics,Biophysics (physics),,4
2870,r159,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Condensed matter, low-temperature physics",Physical sciences and earth sciences,Physics and astronomy,Physics,"Condensed matter, low-temperature physics",,4
2870,r160,Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Elementary particle physics,Physical sciences and earth sciences,Physics and astronomy,Physics,Elementary particle physics,,4
2870,r161,Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Nuclear physics,Physical sciences and earth sciences,Physics and astronomy,Physics,Nuclear physics,,4
2870,r162,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Plasma, high-temperature physics",Physical sciences and earth sciences,Physics and astronomy,Physics,"Plasma, high-temperature physics",,4
2870,r163,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Physics, general",Physical sciences and earth sciences,Physics and astronomy,Physics,"Physics, general",,4
2870,r164,"Physical sciences and earth sciences -> Physics and astronomy -> Physics -> Physics, other",Physical sciences and earth sciences,Physics and astronomy,Physics,"Physics, other",,4
2870,r165,Mathematics and computer sciences,Mathematics and computer sciences,,,,,1
2870,r166,Mathematics and computer sciences -> Computer and information sciences,Mathematics and computer sciences,Computer and information sciences,,,,2
2870,r167,Mathematics and computer sciences -> Computer and information sciences -> Computer science,Mathematics and computer sciences,Computer and information sciences,Computer science,,,3
2870,r168,"Mathematics and computer sciences -> Computer and information sciences -> Information science, systems",Mathematics and computer sciences,Computer and information sciences,"Information science, systems",,,3
2870,r169,"Mathematics and computer sciences -> Computer and information sciences -> Computer and information sciences, general",Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",,,3
2870,r170,"Mathematics and computer sciences -> Computer and information sciences -> Computer and information sciences, other",Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",,,3
2870,r171,Mathematics and computer sciences -> Mathematics and statistics,Mathematics and computer sciences,Mathematics and statistics,,,,2
2870,r172,Mathematics and computer sciences -> Mathematics and statistics -> Algebra,Mathematics and computer sciences,Mathematics and statistics,Algebra,,,3
2870,r173,Mathematics and computer sciences -> Mathematics and statistics -> Analysis and functional analysis,Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,,,3
2870,r174,"Mathematics and computer sciences -> Mathematics and statistics -> Applied mathematics, computing theory<sup>&#8224;</sup>",Mathematics and computer sciences,Mathematics and statistics,"Applied mathematics, computing theory<sup>&#8224;</sup>",,,3
2870,r175,"Mathematics and computer sciences -> Mathematics and statistics -> Applied mathematics, computing theory<sup>&#8224;</sup> -> Applied mathematics ",Mathematics and computer sciences,Mathematics and statistics,"Applied mathematics, computing theory<sup>&#8224;</sup>",Applied mathematics ,,4
2870,r176,"Mathematics and computer sciences -> Mathematics and statistics -> Applied mathematics, computing theory<sup>&#8224;</sup> -> Computing theory and practice<sup>*</sup>",Mathematics and computer sciences,Mathematics and statistics,"Applied mathematics, computing theory<sup>&#8224;</sup>",Computing theory and practice<sup>*</sup>,,4
2870,r177,Mathematics and computer sciences -> Mathematics and statistics -> Computational mathematics ,Mathematics and computer sciences,Mathematics and statistics,Computational mathematics ,,,3
2870,r178,"Mathematics and computer sciences -> Mathematics and statistics -> Geometry, geometric analysis",Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",,,3
2870,r179,"Mathematics and computer sciences -> Mathematics and statistics -> Logic, topology / foundations&#8224;",Mathematics and computer sciences,Mathematics and statistics,"Logic, topology / foundations&#8224;",,,3
2870,r180,"Mathematics and computer sciences -> Mathematics and statistics -> Logic, topology / foundations&#8224; -> Logic<sup>*</sup>",Mathematics and computer sciences,Mathematics and statistics,"Logic, topology / foundations&#8224;",Logic<sup>*</sup>,,4
2870,r181,"Mathematics and computer sciences -> Mathematics and statistics -> Logic, topology / foundations&#8224; -> Topology and foundations",Mathematics and computer sciences,Mathematics and statistics,"Logic, topology / foundations&#8224;",Topology and foundations,,4
2870,r182,Mathematics and computer sciences -> Mathematics and statistics -> Number theory,Mathematics and computer sciences,Mathematics and statistics,Number theory,,,3
2870,r183,"Mathematics and computer sciences -> Mathematics and statistics -> Operations research, mathematics / statistics-general, mathematics / statistics-other&#8224;",Mathematics and computer sciences,Mathematics and statistics,"Operations research, mathematics / statistics-general, mathematics / statistics-other&#8224;",,,3
2870,r184,"Mathematics and computer sciences -> Mathematics and statistics -> Operations research, mathematics / statistics-general, mathematics / statistics-other&#8224; -> Operations research (mathematics)<sup>*</sup>",Mathematics and computer sciences,Mathematics and statistics,"Operations research, mathematics / statistics-general, mathematics / statistics-other&#8224;",Operations research (mathematics)<sup>*</sup>,,4
2870,r185,"Mathematics and computer sciences -> Mathematics and statistics -> Operations research, mathematics / statistics-general, mathematics / statistics-other&#8224; -> Mathematics and statistics, general",Mathematics and computer sciences,Mathematics and statistics,"Operations research, mathematics / statistics-general, mathematics / statistics-other&#8224;","Mathematics and statistics, general",,4
2870,r186,"Mathematics and computer sciences -> Mathematics and statistics -> Operations research, mathematics / statistics-general, mathematics / statistics-other&#8224; -> Mathematics and statistics, other",Mathematics and computer sciences,Mathematics and statistics,"Operations research, mathematics / statistics-general, mathematics / statistics-other&#8224;","Mathematics and statistics, other",,4
2870,r187,Mathematics and computer sciences -> Mathematics and statistics -> Statistics (mathematics),Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),,,3
2870,r188,Psychology and social sciences,Psychology and social sciences,,,,,1
2870,r189,Psychology and social sciences -> Psychology,Psychology and social sciences,Psychology,,,,2
2870,r190,Psychology and social sciences -> Psychology -> Behavioral analysis,Psychology and social sciences,Psychology,Behavioral analysis,,,3
2870,r191,Psychology and social sciences -> Psychology -> Clinical psychology,Psychology and social sciences,Psychology,Clinical psychology,,,3
2870,r192,Psychology and social sciences -> Psychology -> Cognitive neuroscience,Psychology and social sciences,Psychology,Cognitive neuroscience,,,3
2870,r193,Psychology and social sciences -> Psychology -> Cognitive psychology and psycholinguistics,Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,,,3
2870,r194,Psychology and social sciences -> Psychology -> Community psychology,Psychology and social sciences,Psychology,Community psychology,,,3
2870,r195,Psychology and social sciences -> Psychology -> Counseling,Psychology and social sciences,Psychology,Counseling,,,3
2870,r196,Psychology and social sciences -> Psychology -> Developmental and child psychology,Psychology and social sciences,Psychology,Developmental and child psychology,,,3
2870,r197,Psychology and social sciences -> Psychology -> Educational psychology (psychology),Psychology and social sciences,Psychology,Educational psychology (psychology),,,3
2870,r198,Psychology and social sciences -> Psychology -> Experimental psychology,Psychology and social sciences,Psychology,Experimental psychology,,,3
2870,r199,"Psychology and social sciences -> Psychology -> Family psychology, human development and family studies<sup>&#8224;</sup>",Psychology and social sciences,Psychology,"Family psychology, human development and family studies<sup>&#8224;</sup>",,,3
2870,r200,"Psychology and social sciences -> Psychology -> Family psychology, human development and family studies<sup>&#8224;</sup> -> Family psychology<sup>*</sup>",Psychology and social sciences,Psychology,"Family psychology, human development and family studies<sup>&#8224;</sup>",Family psychology<sup>*</sup>,,4
2870,r201,"Psychology and social sciences -> Psychology -> Family psychology, human development and family studies<sup>&#8224;</sup> -> Human development and family studies ",Psychology and social sciences,Psychology,"Family psychology, human development and family studies<sup>&#8224;</sup>",Human development and family studies ,,4
2870,r202,"Psychology and social sciences -> Psychology -> Health, medical psychology",Psychology and social sciences,Psychology,"Health, medical psychology",,,3
2870,r203,Psychology and social sciences -> Psychology -> Industrial and organizational psychology,Psychology and social sciences,Psychology,Industrial and organizational psychology,,,3
2870,r204,"Psychology and social sciences -> Psychology -> Marriage and family therapy, counseling",Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",,,3
2870,r205,"Psychology and social sciences -> Psychology -> Neuropsychology, physiological psychology",Psychology and social sciences,Psychology,"Neuropsychology, physiological psychology",,,3
2870,r206,Psychology and social sciences -> Psychology -> School psychology (psychology),Psychology and social sciences,Psychology,School psychology (psychology),,,3
2870,r207,Psychology and social sciences -> Psychology -> Social psychology,Psychology and social sciences,Psychology,Social psychology,,,3
2870,r208,"Psychology and social sciences -> Psychology -> Psychology, general",Psychology and social sciences,Psychology,"Psychology, general",,,3
2870,r209,"Psychology and social sciences -> Psychology -> Psychology, aggregated<sup>&#8224;</sup>",Psychology and social sciences,Psychology,"Psychology, aggregated<sup>&#8224;</sup>",,,3
2870,r210,"Psychology and social sciences -> Psychology -> Psychology, aggregated<sup>&#8224;</sup> -> Personality psychology<sup>*</sup>",Psychology and social sciences,Psychology,"Psychology, aggregated<sup>&#8224;</sup>",Personality psychology<sup>*</sup>,,4
2870,r211,"Psychology and social sciences -> Psychology -> Psychology, aggregated<sup>&#8224;</sup> -> Psychometrics and quantitative psychology",Psychology and social sciences,Psychology,"Psychology, aggregated<sup>&#8224;</sup>",Psychometrics and quantitative psychology,,4
2870,r212,"Psychology and social sciences -> Psychology -> Psychology, aggregated<sup>&#8224;</sup> -> Psychology, other",Psychology and social sciences,Psychology,"Psychology, aggregated<sup>&#8224;</sup>","Psychology, other",,4
2870,r213,Psychology and social sciences -> Social sciences,Psychology and social sciences,Social sciences,,,,2
2870,r214,Psychology and social sciences -> Social sciences -> Anthropology,Psychology and social sciences,Social sciences,Anthropology,,,3
2870,r215,"Psychology and social sciences -> Social sciences -> Anthropology -> Anthropology, cultural",Psychology and social sciences,Social sciences,Anthropology,"Anthropology, cultural",,4
2870,r216,"Psychology and social sciences -> Social sciences -> Anthropology -> Anthropology, general",Psychology and social sciences,Social sciences,Anthropology,"Anthropology, general",,4
2870,r217,"Psychology and social sciences -> Social sciences -> Anthropology -> Anthropology, physical and biological",Psychology and social sciences,Social sciences,Anthropology,"Anthropology, physical and biological",,4
2870,r218,Psychology and social sciences -> Social sciences -> Economics,Psychology and social sciences,Social sciences,Economics,,,3
2870,r219,"Psychology and social sciences -> Social sciences -> Economics -> Econometrics, economics<sup>&#8224;</sup>",Psychology and social sciences,Social sciences,Economics,"Econometrics, economics<sup>&#8224;</sup>",,4
2870,r220,"Psychology and social sciences -> Social sciences -> Economics -> Econometrics, economics<sup>&#8224;</sup> -> Econometrics<sup>*</sup>",Psychology and social sciences,Social sciences,Economics,"Econometrics, economics<sup>&#8224;</sup>",Econometrics<sup>*</sup>,5
2870,r221,"Psychology and social sciences -> Social sciences -> Economics -> Econometrics, economics<sup>&#8224;</sup> -> Other economics",Psychology and social sciences,Social sciences,Economics,"Econometrics, economics<sup>&#8224;</sup>",Other economics,5
2870,r222,Psychology and social sciences -> Social sciences -> Economics -> Natural resources and environmental economics (social sciences),Psychology and social sciences,Social sciences,Economics,Natural resources and environmental economics (social sciences),,4
2870,r223,Psychology and social sciences -> Social sciences -> Political science and government,Psychology and social sciences,Social sciences,Political science and government,,,3
2870,r224,Psychology and social sciences -> Social sciences -> Sociology,Psychology and social sciences,Social sciences,Sociology,,,3
2870,r225,Psychology and social sciences -> Social sciences -> Other social sciences,Psychology and social sciences,Social sciences,Other social sciences,,,3
2870,r226,"Psychology and social sciences -> Social sciences -> Other social sciences -> American, U.S. studies",Psychology and social sciences,Social sciences,Other social sciences,"American, U.S. studies",,4
2870,r227,Psychology and social sciences -> Social sciences -> Other social sciences -> Applied linguistics,Psychology and social sciences,Social sciences,Other social sciences,Applied linguistics,,4
2870,r228,Psychology and social sciences -> Social sciences -> Other social sciences -> Archaeology (social sciences),Psychology and social sciences,Social sciences,Other social sciences,Archaeology (social sciences),,4
2870,r229,"Psychology and social sciences -> Social sciences -> Other social sciences -> Area, ethnic, and cultural studies",Psychology and social sciences,Social sciences,Other social sciences,"Area, ethnic, and cultural studies",,4
2870,r230,Psychology and social sciences -> Social sciences -> Other social sciences -> Criminal justice and corrections,Psychology and social sciences,Social sciences,Other social sciences,Criminal justice and corrections,,4
2870,r231,Psychology and social sciences -> Social sciences -> Other social sciences -> Criminology,Psychology and social sciences,Social sciences,Other social sciences,Criminology,,4
2870,r232,"Psychology and social sciences -> Social sciences -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup>",Psychology and social sciences,Social sciences,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup>",,4
2870,r233,"Psychology and social sciences -> Social sciences -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup> -> Demography and population studies<sup>*</sup>",Psychology and social sciences,Social sciences,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup>",Demography and population studies<sup>*</sup>,5
2870,r234,"Psychology and social sciences -> Social sciences -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup> -> Gerontology (social sciences)<sup>*</sup>",Psychology and social sciences,Social sciences,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup>",Gerontology (social sciences)<sup>*</sup>,5
2870,r235,"Psychology and social sciences -> Social sciences -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup> -> Statistics (social sciences)<sup>*</sup>",Psychology and social sciences,Social sciences,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup>",Statistics (social sciences)<sup>*</sup>,5
2870,r236,"Psychology and social sciences -> Social sciences -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup> -> Urban studies, affairs<sup>*</sup>",Psychology and social sciences,Social sciences,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup>","Urban studies, affairs<sup>*</sup>",5
2870,r237,"Psychology and social sciences -> Social sciences -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup> -> Social sciences, general",Psychology and social sciences,Social sciences,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup>","Social sciences, general",5
2870,r238,"Psychology and social sciences -> Social sciences -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup> -> Social sciences, other",Psychology and social sciences,Social sciences,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences-general, social sciences-other<sup>&#8224;</sup>","Social sciences, other",5
2870,r239,Psychology and social sciences -> Social sciences -> Other social sciences -> Gender and women's studies,Psychology and social sciences,Social sciences,Other social sciences,Gender and women's studies,,4
2870,r240,Psychology and social sciences -> Social sciences -> Other social sciences -> Geography,Psychology and social sciences,Social sciences,Other social sciences,Geography,,4
2870,r241,Psychology and social sciences -> Social sciences -> Other social sciences -> Health policy analysis,Psychology and social sciences,Social sciences,Other social sciences,Health policy analysis,,4
2870,r242,"Psychology and social sciences -> Social sciences -> Other social sciences -> History, science and technology and society",Psychology and social sciences,Social sciences,Other social sciences,"History, science and technology and society",,4
2870,r243,"Psychology and social sciences -> Social sciences -> Other social sciences -> International relations, international affairs",Psychology and social sciences,Social sciences,Other social sciences,"International relations, international affairs",,4
2870,r244,Psychology and social sciences -> Social sciences -> Other social sciences -> Linguistics,Psychology and social sciences,Social sciences,Other social sciences,Linguistics,,4
2870,r245,Psychology and social sciences -> Social sciences -> Other social sciences -> Public policy analysis,Psychology and social sciences,Social sciences,Other social sciences,Public policy analysis,,4
2870,r246,"Psychology and social sciences -> Social sciences -> Other social sciences -> Urban, city, community and regional planning",Psychology and social sciences,Social sciences,Other social sciences,"Urban, city, community and regional planning",,4
2870,r247,Engineering,Engineering,,,,,1
2870,r248,"Engineering -> Aerospace, aeronautical, and astronautical engineering",Engineering,"Aerospace, aeronautical, and astronautical engineering",,,,2
2870,r249,Engineering -> Bioengineering and biomedical engineering,Engineering,Bioengineering and biomedical engineering,,,,2
2870,r250,Engineering -> Chemical engineering,Engineering,Chemical engineering,,,,2
2870,r251,Engineering -> Civil engineering,Engineering,Civil engineering,,,,2
2870,r252,"Engineering -> Electrical, electronics, and communications engineering",Engineering,"Electrical, electronics, and communications engineering",,,,2
2870,r253,Engineering -> Industrial and manufacturing engineering,Engineering,Industrial and manufacturing engineering,,,,2
2870,r254,Engineering -> Materials science engineering,Engineering,Materials science engineering,,,,2
2870,r255,Engineering -> Mechanical engineering,Engineering,Mechanical engineering,,,,2
2870,r256,Engineering -> Other engineering,Engineering,Other engineering,,,,2
2870,r257,Engineering -> Other engineering -> Computer engineering,Engineering,Other engineering,Computer engineering,,,3
2870,r258,"Engineering -> Other engineering -> Environmental, environmental health engineering",Engineering,Other engineering,"Environmental, environmental health engineering",,,3
2870,r259,Engineering -> Other engineering -> Nuclear engineering,Engineering,Other engineering,Nuclear engineering,,,3
2870,r260,Engineering -> Other engineering -> Robotics,Engineering,Other engineering,Robotics,,,3
2870,r261,Engineering -> Other engineering -> Structural engineering,Engineering,Other engineering,Structural engineering,,,3
2870,r262,Engineering -> Other engineering -> Systems engineering,Engineering,Other engineering,Systems engineering,,,3
2870,r263,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",,,3
2870,r264,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Agricultural engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Agricultural engineering<sup>*</sup>,,4
2870,r265,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Communications engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Communications engineering<sup>*</sup>,,4
2870,r266,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Engineering management, administration<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>","Engineering management, administration<sup>*</sup>",,4
2870,r267,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Engineering mechanics<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Engineering mechanics<sup>*</sup>,,4
2870,r268,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Engineering physics<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Engineering physics<sup>*</sup>,,4
2870,r269,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Engineering science<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Engineering science<sup>*</sup>,,4
2870,r270,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Geotechnical and geoenvironmental engineering",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Geotechnical and geoenvironmental engineering,,4
2870,r271,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Metallurgical engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Metallurgical engineering<sup>*</sup>,,4
2870,r272,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Ocean engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Ocean engineering<sup>*</sup>,,4
2870,r273,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Operations research (engineering)",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Operations research (engineering),,4
2870,r274,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Petroleum engineering<sup>*</sup>",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Petroleum engineering<sup>*</sup>,,4
2870,r275,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Polymer, plastics engineering",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>","Polymer, plastics engineering",,4
2870,r276,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Transportation and highway engineering",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>",Transportation and highway engineering,,4
2870,r277,"Engineering -> Other engineering -> Other engineering, aggregated<sup>&#8224;</sup> -> Engineering, general",Engineering,Other engineering,"Other engineering, aggregated<sup>&#8224;</sup>","Engineering, general",,4
