table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
6297,r001,1953,"Total, R&D and R&D plant",,1,2167
6297,r002,1953,R&D,All R&D,2,1920
6297,r003,1953,R&D,Basic,2,116
6297,r004,1953,R&D,Applied,2,NA
6297,r005,1953,R&D,Development,2,NA
6297,r006,1953,R&D plant,,1,248
6297,r007,1954,"Total, R&D and R&D plant",,1,1918
6297,r008,1954,R&D,All R&D,2,1762
6297,r009,1954,R&D,Basic,2,116
6297,r010,1954,R&D,Applied,2,NA
6297,r011,1954,R&D,Development,2,NA
6297,r012,1954,R&D plant,,1,156
6297,r013,1955,"Total, R&D and R&D plant",,1,2252
6297,r014,1955,R&D,All R&D,2,2045
6297,r015,1955,R&D,Basic,2,130
6297,r016,1955,R&D,Applied,2,NA
6297,r017,1955,R&D,Development,2,NA
6297,r018,1955,R&D plant,,1,207
6297,r019,1956,"Total, R&D and R&D plant",,1,3267
6297,r020,1956,R&D,All R&D,2,2988
6297,r021,1956,R&D,Basic,2,206
6297,r022,1956,R&D,Applied,2,646
6297,r023,1956,R&D,Development,2,2136
6297,r024,1956,R&D plant,,1,279
6297,r025,1957,"Total, R&D and R&D plant",,1,4389
6297,r026,1957,R&D,All R&D,2,3932
6297,r027,1957,R&D,Basic,2,262
6297,r028,1957,R&D,Applied,2,662
6297,r029,1957,R&D,Development,2,3007
6297,r030,1957,R&D plant,,1,457
6297,r031,1958,"Total, R&D and R&D plant",,1,4906
6297,r032,1958,R&D,All R&D,2,4570
6297,r033,1958,R&D,Basic,2,335
6297,r034,1958,R&D,Applied,2,744
6297,r035,1958,R&D,Development,2,3491
6297,r036,1958,R&D plant,,1,336
6297,r037,1959,"Total, R&D and R&D plant",,1,7123
6297,r038,1959,R&D,All R&D,2,6694
6297,r039,1959,R&D,Basic,2,466
6297,r040,1959,R&D,Applied,2,874
6297,r041,1959,R&D,Development,2,5353
6297,r042,1959,R&D plant,,1,429
6297,r043,1960,"Total, R&D and R&D plant",,1,8080
6297,r044,1960,R&D,All R&D,2,7552
6297,r045,1960,R&D,Basic,2,590
6297,r046,1960,R&D,Applied,2,1282
6297,r047,1960,R&D,Development,2,5679
6297,r048,1960,R&D plant,,1,528
6297,r049,1961,"Total, R&D and R&D plant",,1,9607
6297,r050,1961,R&D,All R&D,2,9059
6297,r051,1961,R&D,Basic,2,815
6297,r052,1961,R&D,Applied,2,1663
6297,r053,1961,R&D,Development,2,6581
6297,r054,1961,R&D plant,,1,548
6297,r055,1962,"Total, R&D and R&D plant",,1,11069
6297,r056,1962,R&D,All R&D,2,10290
6297,r057,1962,R&D,Basic,2,986
6297,r058,1962,R&D,Applied,2,2018
6297,r059,1962,R&D,Development,2,7285
6297,r060,1962,R&D plant,,1,779
6297,r061,1963,"Total, R&D and R&D plant",,1,13663
6297,r062,1963,R&D,All R&D,2,12495
6297,r063,1963,R&D,Basic,2,1152
6297,r064,1963,R&D,Applied,2,2356
6297,r065,1963,R&D,Development,2,8987
6297,r066,1963,R&D plant,,1,1168
6297,r067,1964,"Total, R&D and R&D plant",,1,15324
6297,r068,1964,R&D,All R&D,2,14225
6297,r069,1964,R&D,Basic,2,1303
6297,r070,1964,R&D,Applied,2,2571
6297,r071,1964,R&D,Development,2,10351
6297,r072,1964,R&D plant,,1,1099
6297,r073,1965,"Total, R&D and R&D plant",,1,15746
6297,r074,1965,R&D,All R&D,2,14614
6297,r075,1965,R&D,Basic,2,1435
6297,r076,1965,R&D,Applied,2,2812
6297,r077,1965,R&D,Development,2,10367
6297,r078,1965,R&D plant,,1,1132
6297,r079,1966,"Total, R&D and R&D plant",,1,16179
6297,r080,1966,R&D,All R&D,2,15320
6297,r081,1966,R&D,Basic,2,1579
6297,r082,1966,R&D,Applied,2,3081
6297,r083,1966,R&D,Development,2,10660
6297,r084,1966,R&D plant,,1,858
6297,r085,1967,"Total, R&D and R&D plant",,1,17149
6297,r086,1967,R&D,All R&D,2,16529
