table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
9676,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['74,695', '  ']","['7,367', '  ']","['17,355', 'i ']","['49,972', '  ']"
9676,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['38,394', '  ']","['4,509', '  ']","['5,640', '  ']","['28,246', '  ']"
9676,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['297 - 302', '  ']","['62 - 68', '  ']","['83', '  ']","['152', '  ']"
9676,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['19', '  ']","['*', '  ']","['3', '  ']","['15', '  ']"
9676,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['11', '  ']","['0', '  ']","['1', '  ']","['9', '  ']"
9676,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['2 - 10', '  ']","['*', '  ']","['0', '  ']","['2 - 10', '  ']"
9676,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9676,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0 - 7', '  ']","['0 - 7', '  ']","['0 - 7', '  ']","['*', '  ']"
9676,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['5', '  ']","['2', '  ']","['2', '  ']","['1', '  ']"
9676,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['12,393', '  ']","['2,822', '  ']","['1,601', '  ']","['7,970', '  ']"
9676,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['154', '  ']","['14', '  ']","['68', '  ']","['71', '  ']"
9676,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['69 - 98', 'i ']","['*', 'i ']","['8', 'i ']","['60 - 89', 'i ']"
9676,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['211 - 241', 'i ']","['4 - 72', '  ']","['139 - 207', '  ']","['*', 'i ']"
9676,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['11,697', '  ']","['2,737', '  ']","['1,319', '  ']","['7,641', '  ']"
9676,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['209', '  ']","['0 - 39', '  ']","['0 - 39', '  ']","['171', '  ']"
9676,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['19 - 28', '  ']","['0 - 28', '  ']","['0 - 28', '  ']","['0 - 27', '  ']"
9676,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['183', '  ']","['16', '  ']","['44', '  ']","['123', '  ']"
9676,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['31', '  ']","['1', '  ']","['5', '  ']","['25', '  ']"
9676,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['22 - 26', 'i ']","['0 - 3', '  ']","['1', '  ']","['22', 'i ']"
9676,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['412', '  ']","['12', '  ']","['73', '  ']","['328', 'r ']"
9676,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,003', '  ']","['17', '  ']","['79', '  ']","['908', '  ']"
9676,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['60 - 68', '  ']","['0 - 6', '  ']","['0 - 27', '  ']","['40 - 68', '  ']"
9676,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['167', '  ']","['5', '  ']","['13', '  ']","['149', '  ']"
9676,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['128 - 134', '  ']","['0 - 7', '  ']","['27', 'i ']","['101', '  ']"
9676,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['641', '  ']","['0 - 13', '  ']","['10 - 41', '  ']","['590 - 619', '  ']"
9676,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['6,852', '  ']","['233', '  ']","['916', '  ']","['5,702', '  ']"
9676,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,218', 'i ']","['10', 'i ']","['230', 'i ']","['978', 'i ']"
9676,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['1,880', '  ']","['89', '  ']","['105', '  ']","['1,687', '  ']"
9676,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,630', '  ']","['111', '  ']","['549', '  ']","['2,970', '  ']"
9676,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['250', '  ']","['13', '  ']","['56', '  ']","['182', '  ']"
9676,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['3,193', '  ']","['22', '  ']","['448', '  ']","['2,723', '  ']"
9676,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['187', '  ']","['77', '  ']","['46', '  ']","['65', '  ']"
9676,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['123', '  ']","['24', '  ']","['32', '  ']","['67', '  ']"
9676,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['486', '  ']","['12', '  ']","['30', '  ']","['444', '  ']"
9676,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['16,356', '  ']","['1,318', 'i ']","['2,763', 'i ']","['12,275', 'i ']"
9676,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['3,637', '  ']","['190', 'i ']","['1,760', 'i ']","['1,687', '  ']"
9676,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,568', 'i ']","['1,127', 'i ']","['891', 'i ']","['9,549', 'i ']"
9676,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['10,552', 'i ']","['1,114', 'i ']","['858', 'i ']","['8,580', 'i ']"
9676,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,016', '  ']","['13', '  ']","['33', '  ']","['969', '  ']"
9676,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['1', '  ']","['0', '  ']","['0', '  ']","['1', '  ']"
9676,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,149', '  ']","['0', '  ']","['112', '  ']","['1,037', '  ']"
9676,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['3', '  ']","['*', 'r ']","['*', '  ']","['3', '  ']"
9676,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['311', '  ']","['7 - 18', '  ']","['31 - 43', '  ']","['253 - 272', '  ']"
9676,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['233', '  ']","['7', '  ']","['29', '  ']","['197', '  ']"
9676,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['78', '  ']","['0 - 11', '  ']","['2 - 15', '  ']","['56 - 75', '  ']"
9676,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['36,300', 'i ']","['2,858', '  ']","['11,716', 'i ']","['21,726', 'i ']"
9676,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['183', 'i ']","['1', 'i ']","['47', 'i ']","['135', 'i ']"
9676,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['35', 'i ']","['3', '  ']","['5', 'i ']","['28', 'i ']"
9676,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['84', '  ']","['20', 'i ']","['9', 'i ']","['55', 'i ']"
9676,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['4 - 8', '  ']","['0', '  ']","['0', '  ']","['4 - 8', '  ']"
9676,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['8 - 10', '  ']","['1', '  ']","['*', '  ']","['6 - 9', '  ']"
9676,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['1,366', '  ']","['132', '  ']","['125', '  ']","['1,109', '  ']"
9676,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['631', '  ']","['12', '  ']","['21', '  ']","['598', '  ']"
9676,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['23', 'r ']","['0', '  ']","['0', '  ']","['23', 'r ']"
9676,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['608', '  ']","['12', '  ']","['21', '  ']","['575', '  ']"
9676,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['30 - 98', '  ']","['0 - 76', '  ']","['0 - 32', '  ']","['2 - 25', '  ']"
9676,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['607', '  ']","['45', '  ']","['73', '  ']","['488', '  ']"
9676,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['29 - 99', '  ']","['0 - 76', '  ']","['0 - 32', '  ']","['0 - 22', 'i ']"
9676,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['45', '  ']","['1', '  ']","['1', '  ']","['43', '  ']"
9676,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0 - 1', '  ']","['*', '  ']","['0', '  ']","['0 - 1', '  ']"
9676,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9676,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0 - 1', '  ']","['*', '  ']","['0', '  ']","['0 - 1', '  ']"
9676,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['34,413', 'i ']","['2,687', '  ']","['11,450', 'i ']","['20,276', 'i ']"
9676,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,007', '  ']","['88', '  ']","['275', '  ']","['1,644', '  ']"
9676,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['3,221', '  ']","['350', '  ']","['1,226', '  ']","['1,645', '  ']"
9676,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['28,019', 'i ']","['2,201', '  ']","['9,832', 'i ']","['15,986', 'i ']"
9676,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['73', 'i ']","['7', '  ']","['20', '  ']","['46', 'i ']"
9676,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['7,374', '  ']","['1,050', '  ']","['117', '  ']","['6,207', 'i ']"
9676,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['20,046', 'i ']","['663', 'i ']","['9,689', 'i ']","['9,695', 'i ']"
9676,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['525', '  ']","['482', '  ']","['6', '  ']","['38', 'i ']"
9676,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['1,166', '  ']","['48', '  ']","['117', '  ']","['1,001', '  ']"
9676,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['95', '  ']","['8', '  ']","['57', '  ']","['31', '  ']"
9676,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['62 - 66', '  ']","['5', '  ']","['22', '  ']","['34 - 40', '  ']"
9676,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['74,695', '  ']","['7,367', '  ']","['17,355', 'i ']","['49,972', '  ']"
9676,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
