table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10828,r015,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,8391914,3523532,762986,2506593,1211311,350134,1876,35481
10828,r016,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1677011,102153,94136,966273,383248,117646,556,12998
10828,r017,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,164749,43741,2364,32475,34033,44449,0,7687
10828,r018,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,2032976,1874818,48584,12024,60483,37054,13,0
10828,r019,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1775695,629947,11272,879918,204486,46596,0,3477
10828,r020,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1475266,517123,25395,373617,476090,70426,1308,11307
10828,r021,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,101354,93342,8012,0,0,0,0,0
10828,r022,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,1164863,262408,573223,242286,52970,33964,0,11
10828,r023,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,235979,0,0,17791,107392,82372,28425,0
10828,r024,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5785748,1201434,3353820,699648,415090,111552,2265,1939
10828,r025,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,235000,1092,28750,110746,85479,8933,0,0
10828,r026,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,62350,1428,44867,7226,4277,4358,193,0
10828,r027,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,724182,6971,448391,137381,83683,45994,1761,0
10828,r028,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,14190,0,11494,2554,0,142,0,0
10828,r029,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,938163,729761,90939,0,79678,37193,39,553
10828,r030,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2864740,410267,2031654,335707,78607,8505,0,0
10828,r031,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2554182,408708,1872495,186416,78057,8505,0,0
10828,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,141400,0,980,140420,0,0,0,0
10828,r033,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,169158,1559,158179,8871,550,0,0,0
10828,r034,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,913953,51915,673337,106033,74583,6427,272,1386
10828,r035,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,33170,0,24387,0,8783,0,0,0
10828,r036,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,25426706,5037427,381497,1963248,14074493,3693028,95674,181338
10828,r037,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,9405,35,0,0,1820,7550,0,0
10828,r038,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,112862,0,0,3299,89109,20022,432,0
10828,r039,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,337445,46928,0,144403,115908,30111,95,0
10828,r040,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,11777,0,0,0,7529,2500,1250,498
10828,r041,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,817834,143362,0,483869,41760,136694,0,12148
10828,r042,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,360652,50072,624,37946,177498,45556,25572,23384
10828,r043,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,629764,445118,0,15831,92240,64760,3165,8650
10828,r044,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,43043,1445,0,768,40830,0,0,0
10828,r045,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,23065925,4348842,380873,1249960,13507321,3377111,65160,136658
10828,r046,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,38000,1625,0,27172,478,8725,0,0
10828,r047,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,38000,1625,0,27172,478,8725,0,0
10828,r048,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,169286,51868,20000,82243,11175,3271,161,568
10828,r049,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,2243,0,0,2243,0,0,0,0
10828,r050,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,29753,5000,9000,10000,5753,0,0,0
10828,r051,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,4290,3868,0,0,422,0,0,0
10828,r052,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,133000,43000,11000,70000,5000,3271,161,568
10828,r053,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,776253,673305,0,21548,59257,6567,15229,348
10828,r054,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,5000,0,0,0,0,0,5000,0
10828,r055,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,11472,6115,0,203,3169,1925,60,0
10828,r056,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,71666,55800,0,6718,4036,3867,1027,218
10828,r057,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,27922,20130,0,5195,1818,0,649,130
10828,r058,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,14003,1430,0,8624,3949,0,0,0
10828,r059,All agencies -> Departments -> Department of the Interior -> Fish and Wildlife Service,All agencies,Departments,Department of the Interior,Fish and Wildlife Service,,4,44411,44411,0,0,0,0,0,0
10828,r060,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,574557,531809,0,808,32674,774,8493,0
10828,r061,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,27222,13611,0,0,13611,0,0,0
10828,r062,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,108750,1744,0,24633,45563,36208,602,0
10828,r063,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,1,1,0,0,0,0,0,0
10828,r064,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,20549,0,0,20549,0,0,0,0
10828,r065,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,88199,1743,0,4084,45563,36208,602,0
10828,r066,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,4066,2936,0,1130,0,0,0,0
10828,r067,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,2244,1114,0,1130,0,0,0,0
10828,r068,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,1822,1822,0,0,0,0,0,0
10828,r069,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,38000,38000,0,0,0,0,0,0
10828,r070,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,956551,207874,7034,290074,292811,42058,114226,2473
10828,r071,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,255833,62705,3575,114055,65728,7530,0,2240
10828,r072,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,435999,67695,1959,83805,179783,12531,90226,0
10828,r073,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,12000,5000,1500,4000,0,1500,0,0
10828,r074,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,39550,10779,0,15254,7674,5609,0,233
10828,r075,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,48000,12000,0,0,12000,0,24000,0
10828,r076,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,95500,0,0,58307,25225,11968,0,0
10828,r077,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,51406,45242,0,6164,0,0,0,0
10828,r078,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,18263,4453,0,8490,2400,2920,0,0
10828,r079,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,48012,3238,7700,14552,0,500,0,22022
10828,r080,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,48012,3238,7700,14552,0,500,0,22022
10828,r081,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1076012,1076012,0,0,0,0,0,0
10828,r082,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10828,r083,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,7917,748,0,7170,0,0,0,0
10828,r084,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,152853,18441,0,8296,32549,30635,0,62932
10828,r085,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,827,0,0,435,0,392,0,0
10828,r086,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,374,374,0,0,0,0,0,0
10828,r087,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,444513,222552,0,141044,64930,15986,0,0
10828,r088,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,10465,10465,0,0,0,0,0,0
10828,r089,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,495,495,0,0,0,0,0,0
10828,r090,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,1740762,243707,365560,783343,313337,34815,0,0
10828,r091,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,1465771,1161,0,273658,1061854,117622,6143,5333
10828,r092,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,82729,1399,43689,11682,21009,0,0,4950
10828,r093,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,560397,0,0,0,0,560397,0,0
10828,r094,All agencies -> Other agencies -> Postal Service,All agencies,Other agencies,Postal Service,,,3,13620,0,0,13620,0,0,0,0
10828,r095,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,22996,0,0,0,0,0,22996,0
10828,r096,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,106316,53147,0,33903,9000,10266,0,0
10828,r097,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,12955,0,0,11919,0,1036,0,0
